time,projection,step
4.10000000e-03,9.8727246669e-01,82
4.15000000e-03,9.8696081101e-01,83
4.20000000e-03,9.8664541066e-01,84
4.25000000e-03,9.8632626685e-01,85
4.30000000e-03,9.8600338077e-01,86
4.35000000e-03,9.8567675366e-01,87
4.40000000e-03,9.8534638675e-01,88
4.45000000e-03,9.8501228130e-01,89
4.50000000e-03,9.8467443858e-01,90
4.55000000e-03,9.8433285987e-01,91
4.60000000e-03,9.8398754646e-01,92
4.65000000e-03,9.8363849967e-01,93
4.70000000e-03,9.8328572082e-01,94
4.75000000e-03,9.8292921124e-01,95
4.80000000e-03,9.8256897229e-01,96
4.85000000e-03,9.8220500534e-01,97
4.90000000e-03,9.8183731177e-01,98
4.95000000e-03,9.8146589297e-01,99
5.00000000e-03,9.8109075035e-01,100
5.05000000e-03,9.8071188534e-01,101
5.10000000e-03,9.8032929937e-01,102
5.15000000e-03,9.7994299389e-01,103
5.20000000e-03,9.7955297038e-01,104
5.25000000e-03,9.7915923030e-01,105
5.30000000e-03,9.7876177516e-01,106
5.35000000e-03,9.7836060646e-01,107
5.40000000e-03,9.7795572573e-01,108
5.45000000e-03,9.7754713449e-01,109
5.50000000e-03,9.7713483430e-01,110
5.55000000e-03,9.7671882673e-01,111
5.60000000e-03,9.7629911335e-01,112
5.65000000e-03,9.7587569576e-01,113
5.70000000e-03,9.7544857556e-01,114
5.75000000e-03,9.7501775437e-01,115
5.80000000e-03,9.7458323383e-01,116
5.85000000e-03,9.7414501559e-01,117
5.90000000e-03,9.7370310130e-01,118
5.95000000e-03,9.7325749265e-01,119
6.00000000e-03,9.7280819132e-01,120
6.05000000e-03,9.7235519903e-01,121
6.10000000e-03,9.7189851748e-01,122
6.15000000e-03,9.7143814842e-01,123
6.20000000e-03,9.7097409358e-01,124
6.25000000e-03,9.7050635474e-01,125
6.30000000e-03,9.7003493365e-01,126
6.35000000e-03,9.6955983212e-01,127
6.40000000e-03,9.6908105195e-01,128
6.45000000e-03,9.6859859495e-01,129
6.50000000e-03,9.6811246295e-01,130
6.55000000e-03,9.6762265779e-01,131
6.60000000e-03,9.6712918135e-01,132
6.65000000e-03,9.6663203547e-01,133
6.70000000e-03,9.6613122207e-01,134
6.75000000e-03,9.6562674302e-01,135
6.80000000e-03,9.6511860026e-01,136
6.85000000e-03,9.6460679570e-01,137
6.90000000e-03,9.6409133129e-01,138
6.95000000e-03,9.6357220898e-01,139
7.00000000e-03,9.6304943075e-01,140
7.05000000e-03,9.6252299857e-01,141
7.10000000e-03,9.6199291444e-01,142
7.15000000e-03,9.6145918038e-01,143
7.20000000e-03,9.6092179841e-01,144
7.25000000e-03,9.6038077057e-01,145
7.30000000e-03,9.5983609892e-01,146
7.35000000e-03,9.5928778551e-01,147
7.40000000e-03,9.5873583243e-01,148
7.45000000e-03,9.5818024177e-01,149
7.50000000e-03,9.5762101564e-01,150
7.55000000e-03,9.5705815617e-01,151
7.60000000e-03,9.5649166548e-01,152
7.65000000e-03,9.5592154573e-01,153
7.70000000e-03,9.5534779909e-01,154
7.75000000e-03,9.5477042772e-01,155
7.80000000e-03,9.5418943382e-01,156
7.85000000e-03,9.5360481959e-01,157
7.90000000e-03,9.5301658725e-01,158
7.95000000e-03,9.5242473903e-01,159
8.00000000e-03,9.5182927719e-01,160
8.05000000e-03,9.5123020397e-01,161
8.10000000e-03,9.5062752165e-01,162
8.15000000e-03,9.5002123252e-01,163
8.20000000e-03,9.4941133887e-01,164
8.25000000e-03,9.4879784303e-01,165
8.30000000e-03,9.4818074731e-01,166
8.35000000e-03,9.4756005407e-01,167
8.40000000e-03,9.4693576565e-01,168
8.45000000e-03,9.4630788443e-01,169
8.50000000e-03,9.4567641278e-01,170
8.55000000e-03,9.4504135310e-01,171
8.60000000e-03,9.4440270781e-01,172
8.65000000e-03,9.4376047932e-01,173
8.70000000e-03,9.4311467007e-01,174
8.75000000e-03,9.4246528252e-01,175
8.80000000e-03,9.4181231912e-01,176
8.85000000e-03,9.4115578235e-01,177
8.90000000e-03,9.4049567471e-01,178
8.95000000e-03,9.3983199870e-01,179
9.00000000e-03,9.3916475683e-01,180
9.05000000e-03,9.3849395164e-01,181
9.10000000e-03,9.3781958568e-01,182
9.15000000e-03,9.3714166149e-01,183
9.20000000e-03,9.3646018166e-01,184
9.25000000e-03,9.3577514877e-01,185
9.30000000e-03,9.3508656543e-01,186
9.35000000e-03,9.3439443423e-01,187
9.40000000e-03,9.3369875781e-01,188
9.45000000e-03,9.3299953880e-01,189
9.50000000e-03,9.3229677987e-01,190
9.55000000e-03,9.3159048367e-01,191
9.60000000e-03,9.3088065289e-01,192
9.65000000e-03,9.3016729022e-01,193
9.70000000e-03,9.2945039837e-01,194
9.75000000e-03,9.2872998005e-01,195
9.80000000e-03,9.2800603800e-01,196
9.85000000e-03,9.2727857496e-01,197
9.90000000e-03,9.2654759371e-01,198
9.95000000e-03,9.2581309700e-01,199
1.00000000e-02,9.2507508763e-01,200
1.00500000e-02,9.2433356839e-01,201
1.01000000e-02,9.2358854211e-01,202
1.01500000e-02,9.2284001160e-01,203
1.02000000e-02,9.2208797971e-01,204
1.02500000e-02,9.2133244929e-01,205
1.03000000e-02,9.2057342320e-01,206
1.03500000e-02,9.1981090433e-01,207
1.04000000e-02,9.1904489557e-01,208
1.04500000e-02,9.1827539983e-01,209
1.05000000e-02,9.1750242002e-01,210
1.05500000e-02,9.1672595909e-01,211
1.06000000e-02,9.1594601996e-01,212
1.06500000e-02,9.1516260561e-01,213
1.07000000e-02,9.1437571900e-01,214
1.07500000e-02,9.1358536313e-01,215
1.08000000e-02,9.1279154099e-01,216
1.08500000e-02,9.1199425559e-01,217
1.09000000e-02,9.1119350995e-01,218
1.09500000e-02,9.1038930712e-01,219
1.10000000e-02,9.0958165015e-01,220
1.10500000e-02,9.0877054210e-01,221
1.11000000e-02,9.0795598604e-01,222
1.11500000e-02,9.0713798508e-01,223
1.12000000e-02,9.0631654230e-01,224
1.12500000e-02,9.0549166084e-01,225
1.13000000e-02,9.0466334382e-01,226
1.13500000e-02,9.0383159437e-01,227
1.14000000e-02,9.0299641567e-01,228
1.14500000e-02,9.0215781087e-01,229
1.15000000e-02,9.0131578316e-01,230
1.15500000e-02,9.0047033573e-01,231
1.16000000e-02,8.9962147179e-01,232
1.16500000e-02,8.9876919456e-01,233
1.17000000e-02,8.9791350728e-01,234
1.17500000e-02,8.9705441318e-01,235
1.18000000e-02,8.9619191554e-01,236
1.18500000e-02,8.9532601763e-01,237
1.19000000e-02,8.9445672272e-01,238
1.19500000e-02,8.9358403411e-01,239
1.20000000e-02,8.9270795513e-01,240
1.20500000e-02,8.9182848909e-01,241
1.21000000e-02,8.9094563932e-01,242
1.21500000e-02,8.9005940919e-01,243
1.22000000e-02,8.8916980205e-01,244
1.22500000e-02,8.8827682127e-01,245
1.23000000e-02,8.8738047024e-01,246
1.23500000e-02,8.8648075238e-01,247
1.24000000e-02,8.8557767108e-01,248
1.24500000e-02,8.8467122977e-01,249
1.25000000e-02,8.8376143190e-01,250
1.25500000e-02,8.8284828092e-01,251
1.26000000e-02,8.8193178029e-01,252
1.26500000e-02,8.8101193348e-01,253
1.27000000e-02,8.8008874399e-01,254
1.27500000e-02,8.7916221533e-01,255
1.28000000e-02,8.7823235100e-01,256
1.28500000e-02,8.7729915454e-01,257
1.29000000e-02,8.7636262948e-01,258
1.29500000e-02,8.7542277938e-01,259
1.30000000e-02,8.7447960780e-01,260
1.30500000e-02,8.7353311832e-01,261
1.31000000e-02,8.7258331454e-01,262
1.31500000e-02,8.7163020006e-01,263
1.32000000e-02,8.7067377849e-01,264
1.32500000e-02,8.6971405347e-01,265
1.33000000e-02,8.6875102863e-01,266
1.33500000e-02,8.6778470762e-01,267
1.34000000e-02,8.6681509412e-01,268
1.34500000e-02,8.6584219181e-01,269
1.35000000e-02,8.6486600436e-01,270
1.35500000e-02,8.6388653550e-01,271
1.36000000e-02,8.6290378893e-01,272
1.36500000e-02,8.6191776838e-01,273
1.37000000e-02,8.6092847760e-01,274
1.37500000e-02,8.5993592034e-01,275
1.38000000e-02,8.5894010035e-01,276
1.38500000e-02,8.5794102144e-01,277
1.39000000e-02,8.5693868737e-01,278
1.39500000e-02,8.5593310196e-01,279
1.40000000e-02,8.5492426902e-01,280
1.40500000e-02,8.5391219238e-01,281
1.41000000e-02,8.5289687587e-01,282
1.41500000e-02,8.5187832336e-01,283
1.42000000e-02,8.5085653870e-01,284
1.42500000e-02,8.4983152578e-01,285
1.43000000e-02,8.4880328847e-01,286
1.43500000e-02,8.4777183069e-01,287
1.44000000e-02,8.4673715634e-01,288
1.44500000e-02,8.4569926936e-01,289
1.45000000e-02,8.4465817367e-01,290
1.45500000e-02,8.4361387324e-01,291
1.46000000e-02,8.4256637201e-01,292
1.46500000e-02,8.4151567398e-01,293
1.47000000e-02,8.4046178311e-01,294
1.47500000e-02,8.3940470342e-01,295
1.48000000e-02,8.3834443890e-01,296
1.48500000e-02,8.3728099360e-01,297
1.49000000e-02,8.3621437153e-01,298
1.49500000e-02,8.3514457675e-01,299
1.50000000e-02,8.3407161331e-01,300
1.50500000e-02,8.3299548529e-01,301
1.51000000e-02,8.3191619677e-01,302
1.51500000e-02,8.3083375184e-01,303
1.52000000e-02,8.2974815462e-01,304
1.52500000e-02,8.2865940922e-01,305
1.53000000e-02,8.2756751976e-01,306
1.53500000e-02,8.2647249040e-01,307
1.54000000e-02,8.2537432529e-01,308
1.54500000e-02,8.2427302859e-01,309
1.55000000e-02,8.2316860449e-01,310
1.55500000e-02,8.2206105717e-01,311
1.56000000e-02,8.2095039084e-01,312
1.56500000e-02,8.1983660971e-01,313
1.57000000e-02,8.1871971800e-01,314
1.57500000e-02,8.1759971996e-01,315
1.58000000e-02,8.1647661983e-01,316
1.58500000e-02,8.1535042187e-01,317
1.59000000e-02,8.1422113036e-01,318
1.59500000e-02,8.1308874959e-01,319
1.60000000e-02,8.1195328384e-01,320
1.60500000e-02,8.1081473743e-01,321
1.61000000e-02,8.0967311467e-01,322
1.61500000e-02,8.0852841990e-01,323
1.62000000e-02,8.0738065746e-01,324
1.62500000e-02,8.0622983171e-01,325
1.63000000e-02,8.0507594701e-01,326
1.63500000e-02,8.0391900774e-01,327
1.64000000e-02,8.0275901829e-01,328
1.64500000e-02,8.0159598306e-01,329
1.65000000e-02,8.0042990647e-01,330
1.65500000e-02,7.9926079293e-01,331
1.66000000e-02,7.9808864688e-01,332
1.66500000e-02,7.9691347278e-01,333
1.67000000e-02,7.9573527507e-01,334
1.67500000e-02,7.9455405824e-01,335
1.68000000e-02,7.9336982676e-01,336
1.68500000e-02,7.9218258512e-01,337
1.69000000e-02,7.9099233783e-01,338
1.69500000e-02,7.8979908940e-01,339
1.70000000e-02,7.8860284437e-01,340
1.70500000e-02,7.8740360727e-01,341
1.71000000e-02,7.8620138265e-01,342
1.71500000e-02,7.8499617507e-01,343
1.72000000e-02,7.8378798911e-01,344
1.72500000e-02,7.8257682935e-01,345
1.73000000e-02,7.8136270038e-01,346
1.73500000e-02,7.8014560682e-01,347
1.74000000e-02,7.7892555327e-01,348
1.74500000e-02,7.7770254437e-01,349
1.75000000e-02,7.7647658476e-01,350
1.75500000e-02,7.7524767909e-01,351
1.76000000e-02,7.7401583202e-01,352
1.76500000e-02,7.7278104823e-01,353
1.77000000e-02,7.7154333240e-01,354
1.77500000e-02,7.7030268923e-01,355
1.78000000e-02,7.6905912342e-01,356
1.78500000e-02,7.6781263969e-01,357
1.79000000e-02,7.6656324278e-01,358
1.79500000e-02,7.6531093742e-01,359
1.80000000e-02,7.6405572836e-01,360
1.80500000e-02,7.6279762037e-01,361
1.81000000e-02,7.6153661822e-01,362
1.81500000e-02,7.6027272669e-01,363
1.82000000e-02,7.5900595059e-01,364
1.82500000e-02,7.5773629471e-01,365
1.83000000e-02,7.5646376387e-01,366
1.83500000e-02,7.5518836290e-01,367
1.84000000e-02,7.5391009665e-01,368
1.84500000e-02,7.5262896995e-01,369
1.85000000e-02,7.5134498768e-01,370
1.85500000e-02,7.5005815469e-01,371
1.86000000e-02,7.4876847589e-01,372
1.86500000e-02,7.4747595615e-01,373
1.87000000e-02,7.4618060038e-01,374
1.87500000e-02,7.4488241350e-01,375
1.88000000e-02,7.4358140044e-01,376
1.88500000e-02,7.4227756612e-01,377
1.89000000e-02,7.4097091550e-01,378
1.89500000e-02,7.3966145353e-01,379
1.90000000e-02,7.3834918518e-01,380
1.90500000e-02,7.3703411544e-01,381
1.91000000e-02,7.3571624928e-01,382
1.91500000e-02,7.3439559171e-01,383
1.92000000e-02,7.3307214775e-01,384
1.92500000e-02,7.3174592241e-01,385
1.93000000e-02,7.3041692072e-01,386
1.93500000e-02,7.2908514773e-01,387
1.94000000e-02,7.2775060848e-01,388
1.94500000e-02,7.2641330806e-01,389
1.95000000e-02,7.2507325151e-01,390
1.95500000e-02,7.2373044394e-01,391
1.96000000e-02,7.2238489044e-01,392
1.96500000e-02,7.2103659611e-01,393
1.97000000e-02,7.1968556606e-01,394
1.97500000e-02,7.1833180543e-01,395
1.98000000e-02,7.1697531934e-01,396
1.98500000e-02,7.1561611295e-01,397
1.99000000e-02,7.1425419142e-01,398
1.99500000e-02,7.1288955990e-01,399
2.00000000e-02,7.1152222359e-01,400
2.00500000e-02,7.1015218766e-01,401
2.01000000e-02,7.0877945731e-01,402
2.01500000e-02,7.0740403775e-01,403
2.02000000e-02,7.0602593421e-01,404
2.02500000e-02,7.0464515191e-01,405
2.03000000e-02,7.0326169608e-01,406
2.03500000e-02,7.0187557198e-01,407
2.04000000e-02,7.0048678487e-01,408
2.04500000e-02,6.9909534001e-01,409
2.05000000e-02,6.9770124269e-01,410
2.05500000e-02,6.9630449819e-01,411
2.06000000e-02,6.9490511182e-01,412
2.06500000e-02,6.9350308888e-01,413
2.07000000e-02,6.9209843469e-01,414
2.07500000e-02,6.9069115459e-01,415
2.08000000e-02,6.8928125391e-01,416
2.08500000e-02,6.8786873800e-01,417
2.09000000e-02,6.8645361221e-01,418
2.09500000e-02,6.8503588193e-01,419
2.10000000e-02,6.8361555253e-01,420
2.10500000e-02,6.8219262939e-01,421
2.11000000e-02,6.8076711793e-01,422
2.11500000e-02,6.7933902353e-01,423
2.12000000e-02,6.7790835163e-01,424
2.12500000e-02,6.7647510765e-01,425
2.13000000e-02,6.7503929703e-01,426
2.13500000e-02,6.7360092522e-01,427
2.14000000e-02,6.7215999767e-01,428
2.14500000e-02,6.7071651986e-01,429
2.15000000e-02,6.6927049725e-01,430
2.15500000e-02,6.6782193533e-01,431
2.16000000e-02,6.6637083961e-01,432
2.16500000e-02,6.6491721558e-01,433
2.17000000e-02,6.6346106877e-01,434
2.17500000e-02,6.6200240469e-01,435
2.18000000e-02,6.6054122888e-01,436
2.18500000e-02,6.5907754689e-01,437
2.19000000e-02,6.5761136427e-01,438
2.19500000e-02,6.5614268657e-01,439
2.20000000e-02,6.5467151938e-01,440
2.20500000e-02,6.5319786828e-01,441
2.21000000e-02,6.5172173885e-01,442
2.21500000e-02,6.5024313670e-01,443
2.22000000e-02,6.4876206744e-01,444
2.22500000e-02,6.4727853668e-01,445
2.23000000e-02,6.4579255006e-01,446
2.23500000e-02,6.4430411321e-01,447
2.24000000e-02,6.4281323178e-01,448
2.24500000e-02,6.4131991143e-01,449
2.25000000e-02,6.3982415782e-01,450
2.25500000e-02,6.3832597663e-01,451
2.26000000e-02,6.3682537355e-01,452
2.26500000e-02,6.3532235425e-01,453
2.27000000e-02,6.3381692446e-01,454
2.27500000e-02,6.3230908988e-01,455
2.28000000e-02,6.3079885623e-01,456
2.28500000e-02,6.2928622924e-01,457
2.29000000e-02,6.2777121465e-01,458
2.29500000e-02,6.2625381821e-01,459
2.30000000e-02,6.2473404568e-01,460
2.30500000e-02,6.2321190282e-01,461
2.31000000e-02,6.2168739541e-01,462
2.31500000e-02,6.2016052922e-01,463
2.32000000e-02,6.1863131007e-01,464
2.32500000e-02,6.1709974373e-01,465
2.33000000e-02,6.1556583604e-01,466
2.33500000e-02,6.1402959281e-01,467
2.34000000e-02,6.1249101986e-01,468
2.34500000e-02,6.1095012303e-01,469
2.35000000e-02,6.0940690818e-01,470
2.35500000e-02,6.0786138115e-01,471
2.36000000e-02,6.0631354781e-01,472
2.36500000e-02,6.0476341403e-01,473
2.37000000e-02,6.0321098570e-01,474
2.37500000e-02,6.0165626870e-01,475
2.38000000e-02,6.0009926893e-01,476
2.38500000e-02,5.9853999230e-01,477
2.39000000e-02,5.9697844473e-01,478
2.39500000e-02,5.9541463214e-01,479
2.40000000e-02,5.9384856046e-01,480
2.40500000e-02,5.9228023564e-01,481
2.41000000e-02,5.9070966363e-01,482
2.41500000e-02,5.8913685038e-01,483
2.42000000e-02,5.8756180186e-01,484
2.42500000e-02,5.8598452406e-01,485
2.43000000e-02,5.8440502294e-01,486
2.43500000e-02,5.8282330451e-01,487
2.44000000e-02,5.8123937477e-01,488
2.44500000e-02,5.7965323973e-01,489
2.45000000e-02,5.7806490540e-01,490
2.45500000e-02,5.7647437782e-01,491
2.46000000e-02,5.7488166301e-01,492
2.46500000e-02,5.7328676701e-01,493
2.47000000e-02,5.7168969589e-01,494
2.47500000e-02,5.7009045570e-01,495
2.48000000e-02,5.6848905251e-01,496
2.48500000e-02,5.6688549239e-01,497
2.49000000e-02,5.6527978142e-01,498
2.49500000e-02,5.6367192571e-01,499
2.50000000e-02,5.6206193135e-01,500
2.50500000e-02,5.6044980444e-01,501
2.51000000e-02,5.5883555112e-01,502
2.51500000e-02,5.5721917749e-01,503
2.52000000e-02,5.5560068969e-01,504
2.52500000e-02,5.5398009387e-01,505
2.53000000e-02,5.5235739617e-01,506
2.53500000e-02,5.5073260276e-01,507
2.54000000e-02,5.4910571978e-01,508
2.54500000e-02,5.4747675342e-01,509
2.55000000e-02,5.4584570986e-01,510
2.55500000e-02,5.4421259528e-01,511
2.56000000e-02,5.4257741589e-01,512
2.56500000e-02,5.4094017788e-01,513
2.57000000e-02,5.3930088747e-01,514
2.57500000e-02,5.3765955088e-01,515
2.58000000e-02,5.3601617433e-01,516
2.58500000e-02,5.3437076406e-01,517
2.59000000e-02,5.3272332632e-01,518
2.59500000e-02,5.3107386734e-01,519
2.60000000e-02,5.2942239341e-01,520
2.60500000e-02,5.2776891076e-01,521
2.61000000e-02,5.2611342569e-01,522
2.61500000e-02,5.2445594448e-01,523
2.62000000e-02,5.2279647340e-01,524
2.62500000e-02,5.2113501876e-01,525
2.63000000e-02,5.1947158686e-01,526
2.63500000e-02,5.1780618402e-01,527
2.64000000e-02,5.1613881654e-01,528
2.64500000e-02,5.1446949077e-01,529
2.65000000e-02,5.1279821302e-01,530
2.65500000e-02,5.1112498965e-01,531
2.66000000e-02,5.0944982700e-01,532
2.66500000e-02,5.0777273142e-01,533
2.67000000e-02,5.0609370929e-01,534
2.67500000e-02,5.0441276696e-01,535
2.68000000e-02,5.0272991083e-01,536
2.68500000e-02,5.0104514726e-01,537
2.69000000e-02,4.9935848266e-01,538
2.69500000e-02,4.9766992343e-01,539
2.70000000e-02,4.9597947596e-01,540
2.70500000e-02,4.9428714668e-01,541
2.71000000e-02,4.9259294201e-01,542
2.71500000e-02,4.9089686837e-01,543
2.72000000e-02,4.8919893220e-01,544
2.72500000e-02,4.8749913994e-01,545
2.73000000e-02,4.8579749805e-01,546
2.73500000e-02,4.8409401296e-01,547
2.74000000e-02,4.8238869116e-01,548
2.74500000e-02,4.8068153911e-01,549
2.75000000e-02,4.7897256329e-01,550
2.75500000e-02,4.7726177017e-01,551
2.76000000e-02,4.7554916626e-01,552
2.76500000e-02,4.7383475806e-01,553
2.77000000e-02,4.7211855205e-01,554
2.77500000e-02,4.7040055476e-01,555
2.78000000e-02,4.6868077271e-01,556
2.78500000e-02,4.6695921242e-01,557
2.79000000e-02,4.6523588042e-01,558
2.79500000e-02,4.6351078325e-01,559
2.80000000e-02,4.6178392745e-01,560
2.80500000e-02,4.6005531958e-01,561
2.81000000e-02,4.5832496620e-01,562
2.81500000e-02,4.5659287387e-01,563
2.82000000e-02,4.5485904917e-01,564
2.82500000e-02,4.5312349866e-01,565
2.83000000e-02,4.5138622894e-01,566
2.83500000e-02,4.4964724660e-01,567
2.84000000e-02,4.4790655824e-01,568
2.84500000e-02,4.4616417045e-01,569
2.85000000e-02,4.4442008986e-01,570
2.85500000e-02,4.4267432307e-01,571
2.86000000e-02,4.4092687672e-01,572
2.86500000e-02,4.3917775743e-01,573
2.87000000e-02,4.3742697184e-01,574
2.87500000e-02,4.3567452659e-01,575
2.88000000e-02,4.3392042833e-01,576
2.88500000e-02,4.3216468371e-01,577
2.89000000e-02,4.3040729940e-01,578
2.89500000e-02,4.2864828207e-01,579
2.90000000e-02,4.2688763839e-01,580
2.90500000e-02,4.2512537503e-01,581
2.91000000e-02,4.2336149869e-01,582
2.91500000e-02,4.2159601606e-01,583
2.92000000e-02,4.1982893383e-01,584
2.92500000e-02,4.1806025872e-01,585
2.93000000e-02,4.1628999742e-01,586
2.93500000e-02,4.1451815667e-01,587
2.94000000e-02,4.1274474317e-01,588
2.94500000e-02,4.1096976366e-01,589
2.95000000e-02,4.0919322488e-01,590
2.95500000e-02,4.0741513356e-01,591
2.96000000e-02,4.0563549645e-01,592
2.96500000e-02,4.0385432030e-01,593
2.97000000e-02,4.0207161188e-01,594
2.97500000e-02,4.0028737794e-01,595
2.98000000e-02,3.9850162525e-01,596
2.98500000e-02,3.9671436059e-01,597
2.99000000e-02,3.9492559075e-01,598
2.99500000e-02,3.9313532250e-01,599
3.00000000e-02,3.9134356264e-01,600
3.00500000e-02,3.8955031796e-01,601
3.01000000e-02,3.8775559528e-01,602
3.01500000e-02,3.8595940141e-01,603
3.02000000e-02,3.8416174314e-01,604
3.02500000e-02,3.8236262732e-01,605
3.03000000e-02,3.8056206076e-01,606
3.03500000e-02,3.7876005029e-01,607
3.04000000e-02,3.7695660275e-01,608
3.04500000e-02,3.7515172499e-01,609
3.05000000e-02,3.7334542385e-01,610
3.05500000e-02,3.7153770619e-01,611
3.06000000e-02,3.6972857886e-01,612
3.06500000e-02,3.6791804873e-01,613
3.07000000e-02,3.6610612267e-01,614
3.07500000e-02,3.6429280754e-01,615
3.08000000e-02,3.6247811025e-01,616
3.08500000e-02,3.6066203766e-01,617
3.09000000e-02,3.5884459666e-01,618
3.09500000e-02,3.5702579417e-01,619
3.10000000e-02,3.5520563706e-01,620
3.10500000e-02,3.5338413226e-01,621
3.11000000e-02,3.5156128666e-01,622
3.11500000e-02,3.4973710720e-01,623
3.12000000e-02,3.4791160078e-01,624
3.12500000e-02,3.4608477434e-01,625
3.13000000e-02,3.4425663481e-01,626
3.13500000e-02,3.4242718912e-01,627
3.14000000e-02,3.4059644421e-01,628
3.14500000e-02,3.3876440703e-01,629
3.15000000e-02,3.3693108453e-01,630
3.15500000e-02,3.3509648367e-01,631
3.16000000e-02,3.3326061141e-01,632
3.16500000e-02,3.3142347471e-01,633
3.17000000e-02,3.2958508054e-01,634
3.17500000e-02,3.2774543588e-01,635
3.18000000e-02,3.2590454771e-01,636
3.18500000e-02,3.2406242301e-01,637
3.19000000e-02,3.2221906877e-01,638
3.19500000e-02,3.2037449199e-01,639
3.20000000e-02,3.1852869967e-01,640
3.20500000e-02,3.1668169880e-01,641
3.21000000e-02,3.1483349640e-01,642
3.21500000e-02,3.1298409948e-01,643
3.22000000e-02,3.1113351505e-01,644
3.22500000e-02,3.0928175013e-01,645
3.23000000e-02,3.0742881176e-01,646
3.23500000e-02,3.0557470696e-01,647
3.24000000e-02,3.0371944277e-01,648
3.24500000e-02,3.0186302623e-01,649
3.25000000e-02,3.0000546437e-01,650
3.25500000e-02,2.9814676425e-01,651
3.26000000e-02,2.9628693293e-01,652
3.26500000e-02,2.9442597744e-01,653
3.27000000e-02,2.9256390487e-01,654
3.27500000e-02,2.9070072227e-01,655
3.28000000e-02,2.8883643670e-01,656
3.28500000e-02,2.8697105526e-01,657
3.29000000e-02,2.8510458500e-01,658
3.29500000e-02,2.8323703302e-01,659
3.30000000e-02,2.8136840640e-01,660
3.30500000e-02,2.7949871222e-01,661
3.31000000e-02,2.7762795759e-01,662
3.31500000e-02,2.7575614960e-01,663
3.32000000e-02,2.7388329535e-01,664
