file,status,detail
barrier_profile.csv,WARN,constant second column
energy_regions.csv,PASS,ok
sanity_report.csv,WARN,no numeric rows
summary_metrics.csv,WARN,no numeric rows
transmission_data.csv,WARN,constant second column
