time,entropy
0.0,7.845649542337824
0.005,7.848455577561493
0.01,7.857193492640376
0.015,7.875096980078885
0.02,7.911063268264737
0.025,7.98706875954645
0.03,8.146116636299922
0.035,8.345566067454081
0.04,8.219732399631855
0.045,8.182869314556909
0.05,8.109249600585672
0.055,8.066110530401804
0.06,8.050196467724657
0.065,8.053206212777358
0.07,8.071188775284323
0.075,8.102972960660978
0.08,8.148323895807385
0.085,8.207093636598376
0.09,8.278941198734527
0.095,8.355859507104793
0.1,8.422947367484621
0.105,8.458237490399572
0.11,8.449145080187943
0.115,8.410754116940437
0.12,8.399042727880246
0.125,8.424328922042559
0.13,8.45521766260128
0.135,8.483031896735312
0.14,8.508235318112217
0.145,8.533430719052262
0.15,8.558367478348956
0.155,8.582247894114252
0.16,8.60211567444232
0.165,8.615613914018155
0.17,8.621045181698117
0.17500000000000002,8.618931215098279
0.18,8.61214309873935
0.185,8.604741958931873
0.19,8.600572267983134
0.195,8.602728291444386
0.2,8.612923622036533
0.20500000000000002,8.627969296127443
0.21,8.644305140845667
0.215,8.659657171792364
0.22,8.672854905192906
0.225,8.683461901349556
0.23,8.691484858885186
0.23500000000000001,8.697322322998009
0.24,8.701568185850395
0.245,8.704920529144276
0.25,8.708061112577635
0.255,8.711533705462077
0.26,8.715674956675226
0.265,8.72060529849313
0.27,8.72627707223645
0.275,8.732554872780792
0.28,8.73922285370642
0.28500000000000003,8.746027328831167
0.29,8.752793735371014
0.295,8.759434298764898
0.3,8.765929499497508
0.305,8.772301411074064
0.31,8.778590769510927
0.315,8.784839350561175
0.32,8.791075769069781
0.325,8.797309350573975
0.33,8.803529221041813
0.335,8.809709456299363
0.34,8.815819924521392
0.34500000000000003,8.821841132961834
0.35000000000000003,8.82778266733466
0.355,8.833704275701294
0.36,8.839727362955621
0.365,8.845984922342936
0.37,8.852608158237368
0.375,8.859708748972
0.38,8.867333264034617
0.385,8.875415387342407
0.39,8.88374395341838
0.395,8.891960725185715
0.4,8.899590234359593
0.405,8.906107966913613
0.41000000000000003,8.911018826512898
0.41500000000000004,8.913924265936016
0.42,8.914703268999066
0.425,8.913620663544407
0.43,8.911623971225227
0.435,8.910720711815605
0.44,8.913228618202726
0.445,8.919770488416376
0.45,8.93012740219492
0.455,8.943232715465452
0.46,8.9572642762137
0.465,8.97017760035385
0.47000000000000003,8.980426548139487
0.47500000000000003,8.987484465982174
0.48,8.991685784589201
0.485,8.993486747020526
0.49,8.993073746632115
0.495,8.98936764628954
0.5,8.980305423977438
0.505,8.963748367094253
0.51,8.942392530000816
0.515,8.930562148264341
0.52,8.927719948742054
0.525,8.917811056164506
0.53,8.889571716852348
0.535,8.843242412855428
0.54,8.789811833628484
0.545,8.742426849895622
0.55,8.710617973631496
0.555,8.698410862030588
0.56,8.707522629283488
0.5650000000000001,8.73750357460112
0.5700000000000001,8.787325713924144
0.5750000000000001,8.85459586312217
0.58,8.929902549085654
0.585,8.990825077481603
0.59,9.030691119644391
0.595,9.057782712181762
0.6,8.904542257211354
0.605,8.621871203001035
0.61,8.398822266684935
0.615,8.281766792699472
0.62,8.240434149659137
0.625,8.243980498007458
0.63,8.274422432914356
0.635,8.322161285590852
0.64,8.382331979845663
0.645,8.45170357609513
0.65,8.525222589623226
0.655,8.588901556019799
0.66,8.609256953319456
0.665,8.562673313432748
0.67,8.657297812768848
0.675,8.787985310625363
0.68,8.689198868424683
0.685,8.541092434136761
0.6900000000000001,8.455255942587756
0.6950000000000001,8.430897348785525
0.7000000000000001,8.44930314603111
0.705,8.496510656488782
0.71,8.564527872457294
0.715,8.648527436625395
0.72,8.745344579458926
0.725,8.849141014333767
0.73,8.950183023244438
0.735,9.03512740931037
