time,KE,GE,PE,H_total
0.0,0.0,0.999990363676578,9.636323422153338e-06,1.0000000000000002
0.005,0.0459900695481398,0.9502929355025382,9.205805228745582e-06,0.9962922108559068
0.01,0.1748280450075998,0.8199521632034125,8.069376814196826e-06,0.9947882775878264
0.015,0.36108169560758785,0.6346494188922165,6.431441933160306e-06,0.9957375459417375
0.02,0.5684582793228702,0.43041128187820604,4.582599248371309e-06,0.9988741438003247
0.025,0.7574691899432608,0.2460177039657867,2.843146711983227e-06,1.0034897370557596
0.03,0.8935804103196544,0.11502043392981323,1.5022674011136219e-06,1.0086023465168688
0.035,0.954041168344777,0.0591368739449527,7.654128754772166e-07,1.0131788077026052
0.04,0.931942729517063,0.08441399329705705,7.202435538837319e-07,1.016357443057674
0.045,0.8367456985361256,0.18087302872744115,1.3271421182652055e-06,1.017620054405685
0.05,0.6913485730027905,0.3255261462779662,2.4348578727892833e-06,1.0168771541386297
0.055,0.5265445105337454,0.4879047230051022,3.8165523790952075e-06,1.0144530500912265
0.06,0.3742447109078427,0.6367318883652038,5.217577980457976e-06,1.0109818168510272
0.065,0.2610234875051574,0.7462152300823304,6.40452610563625e-06,1.0072451221135934
0.07,0.20334476579650923,0.8006417549794291,7.2056773722364755e-06,1.0039937264533108
0.075,0.2053377548245624,0.7964490319179633,7.53564729211228e-06,1.001794322389818
0.08,0.2593427720898132,0.7415831016067135,7.400978689369236e-06,1.0009332746752162
0.085,0.34881382872529704,0.6525715275995598,6.887686516057453e-06,1.001392244011373
0.09,0.45269083487578266,0.550195410180534,6.135343857573965e-06,1.0028923804001744
0.095,0.5501352593741268,0.45484786949934963,5.304495324537401e-06,1.004988433368801
0.1,0.6245809577742037,0.38259962873089437,4.54467622826588e-06,1.0071851311813265
0.105,0.6663394914322075,0.34270344740677133,3.969207668212816e-06,1.009046908046647
0.11,0.6734200175513188,0.33685411572136986,3.6406817905979506e-06,1.0102777739544793
0.115,0.6506618588683634,0.3600930219490735,3.5682987460617683e-06,1.010758449116183
0.12,0.6076291241726165,0.40290680132493656,3.7156379293821596e-06,1.0105396411354823
0.125,0.5559129746749899,0.4538834799784587,4.015573339355602e-06,1.009800470226788
