t,projection
0.00000000,4.9902358321e-01
0.00250000,4.8861663098e-01
0.00500000,4.6801975966e-01
0.00750000,4.3766250939e-01
0.01000000,3.9817796938e-01
0.01250000,3.5038957511e-01
0.01500000,2.9529393587e-01
0.01750000,2.3404005084e-01
0.02000000,1.6790534712e-01
0.02250000,9.8269039500e-02
0.02500000,2.6583367412e-02
0.02750000,-4.5656690970e-02
0.03000000,-1.1694459595e-01
0.03250000,-1.8579366464e-01
0.03500000,-2.5076807519e-01
0.03750000,-3.1051281029e-01
0.04000000,-3.6378191560e-01
0.04250000,-4.0946448363e-01
0.04500000,-4.4660782132e-01
0.04750000,-4.7443731811e-01
0.05000000,-4.9237260013e-01
0.05250000,-5.0003963372e-01
0.05500000,-4.9727852572e-01
0.05750000,-4.8414685802e-01
0.06000000,-4.6091848669e-01
0.06250000,-4.2807783083e-01
0.06500000,-3.8630977016e-01
0.06750000,-3.3648536214e-01
0.07000000,-2.7964367636e-01
0.07250000,-2.1697012516e-01
0.07500000,-1.4977174226e-01
0.07750000,-7.9449925074e-02
0.08000000,-7.4712090954e-03
0.08250000,6.4663316185e-02
0.08500000,1.3544931193e-01
0.08750000,2.0341056237e-01
0.09000000,2.6712976079e-01
0.09250000,3.2527806686e-01
0.09500000,3.7664281917e-01
0.09750000,4.2015282482e-01
0.10000000,4.5490069873e-01
0.10250000,4.8016178684e-01
0.10500000,4.9540927852e-01
0.10750000,5.0032519295e-01
0.11000000,4.9480701056e-01
0.11250000,4.7896981101e-01
0.11500000,4.5314387323e-01
0.11750000,4.1786778760e-01
0.12000000,3.7387722383e-01
0.12250000,3.2208958887e-01
0.12500000,2.6358489469e-01
0.12750000,1.9958323503e-01
0.13000000,1.3141934083e-01
0.13250000,6.0514744893e-02
0.13500000,-1.1651863662e-02
0.13750000,-8.3575476910e-02
0.14000000,-1.5375615450e-01
0.14250000,-2.2073030437e-01
0.14500000,-2.8310120540e-01
0.14750000,-3.3956813551e-01
0.15000000,-3.8895349777e-01
0.15250000,-4.3022737871e-01
0.15500000,-4.6252902682e-01
0.15750000,-4.8518480318e-01
0.16000000,-4.9772222994e-01
0.16250000,-4.9987984372e-01
0.16500000,-4.9161264828e-01
0.16750000,-4.7309305291e-01
0.17000000,-4.4470727693e-01
0.17250000,-4.0704729519e-01
0.17500000,-3.6089849270e-01
0.17750000,-3.0722328563e-01
0.18000000,-2.4714105060e-01
0.18250000,-1.8190478038e-01
0.18500000,-1.1287495325e-01
0.18750000,-4.1491160731e-02
0.19000000,3.0757914599e-02
0.19250000,1.0236554500e-01
0.19500000,1.7183837982e-01
0.19750000,2.3772758880e-01
0.20000000,2.9865907686e-01
0.20250000,3.5336214035e-01
0.20500000,4.0069596712e-01
0.20750000,4.3967342772e-01
0.21000000,4.6948166163e-01
0.21250000,4.8949902915e-01
0.21500000,4.9930807550e-01
0.21750000,4.9870423664e-01
0.22000000,4.8770010541e-01
0.22250000,4.6652516889e-01
0.22500000,4.3562102255e-01
0.22750000,3.9563216092e-01
0.23000000,3.4739253694e-01
0.23250000,2.9190817010e-01
0.23500000,2.3033616636e-01
0.23750000,1.6396058708e-01
0.24000000,9.4165670408e-02
0.24250000,2.2406963511e-02
0.24500000,-4.9819032321e-02
0.24750000,-1.2100607066e-01
0.25000000,-1.8966957216e-01
0.25250000,-2.5437758490e-01
0.25500000,-3.1378064720e-01
0.25750000,-3.6663993018e-01
0.26000000,-4.1185307304e-01
0.26250000,-4.4847717242e-01
0.26500000,-4.7574844627e-01
0.26750000,-4.9309816226e-01
0.27000000,-5.0016449849e-01
0.27250000,-4.9680008911e-01
0.27500000,-4.8307509766e-01
0.27750000,-4.5927575375e-01
0.28000000,-4.2589838388e-01
0.28250000,-3.8363906077e-01
0.28500000,-3.3337908697e-01
0.28750000,-2.7616661563e-01
0.29000000,-2.1319479168e-01
0.29250000,-1.4577686921e-01
0.29500000,-7.5318824064e-02
0.29750000,-3.2900327027e-03
0.30000000,6.8807371073e-02
0.30250000,1.3946982258e-01
0.30500000,2.0722368253e-01
0.30750000,2.7065596923e-01
0.31000000,3.2844382582e-01
0.31250000,3.7938210792e-01
0.31500000,4.2240851650e-01
0.31750000,4.5662575173e-01
0.32000000,4.8132022582e-01
0.32250000,4.9597694465e-01
0.32500000,5.0029024777e-01
0.32750000,4.9417018284e-01
0.33000000,4.7774438156e-01
0.33250000,4.5135539792e-01
0.33500000,4.1555356443e-01
0.33750000,3.7108551507e-01
0.34000000,3.1887861457e-01
0.34250000,2.6002161852e-01
0.34500000,1.9574196780e-01
0.34750000,1.2738019075e-01
0.35000000,5.6361946952e-02
0.35250000,-1.5831704405e-02
0.35500000,-8.7695191423e-02
0.35750000,-1.5772982766e-01
