time,entropy
0.0,7.845649542337825
0.005,7.848427091662062
0.01,7.857074979478504
0.015,7.874782779277506
0.02,7.910356995150625
0.025,7.9855396082224175
0.03,8.1434116047609
0.035,8.345199328031008
0.04,8.220237813728371
0.045,8.182597727607554
0.05,8.108318155209897
0.055,8.064724312520042
0.06,8.04848689854525
0.065,8.051190220512108
0.07,8.068793863961353
0.075,8.10015875795207
0.08,8.145081675344459
0.085,8.2034232866636
0.09,8.275076218848534
0.095,8.352313372749517
0.1,8.42051554856971
0.105,8.457485148077822
0.11,8.449591020799536
0.115,8.410942443101199
0.12,8.397715889065902
0.125,8.422449802772054
0.13,8.45310782815562
0.135,8.480673182148752
0.14,8.505637062878193
0.145,8.53072856408468
0.15,8.555758996752076
0.155,8.579961323437352
0.16,8.600341280619677
0.165,8.614454528767453
0.17,8.620415531967328
0.17500000000000002,8.618604599797285
0.18,8.61182160411512
0.185,8.604198992004203
0.19,8.599710842297977
0.195,8.601606687421384
0.2,8.61178057737861
0.20500000000000002,8.62701099525382
0.21,8.643623652051028
0.215,8.6592639535706
0.22,8.672716823613804
0.225,8.683516570877826
0.23,8.6916546137629
0.23500000000000001,8.697527088426067
0.24,8.701733584156408
0.245,8.704993034847224
0.25,8.708016220203191
0.255,8.711375948054457
0.26,8.715430490939994
0.265,8.72031160464718
0.27,8.72597317017281
0.275,8.732275629974161
0.28,8.738987806530274
0.28500000000000003,8.745838398233182
0.29,8.752641605697061
0.295,8.759303946153732
0.3,8.765804897781223
0.305,8.77216889314903
0.31,8.77844013251463
0.315,8.784664702201844
0.32,8.790875741418322
0.325,8.79708635325133
0.33,8.80328930297179
0.335,8.809462077022452
0.34,8.815577760845136
0.34500000000000003,8.821618805562071
0.35000000000000003,8.827594423424665
0.355,8.833560279689717
0.36,8.839626839981268
0.365,8.845913165094867
0.37,8.852538816742387
0.375,8.859604907405224
0.38,8.867152539771952
0.385,8.875119325877117
0.39,8.883309884361221
0.395,8.891392903717737
0.4,8.898927575927335
0.405,8.905425784787266
0.41000000000000003,8.910423382829054
0.41500000000000004,8.913548034336822
0.42,8.914685422421073
0.425,8.914082239540493
0.43,8.91261571794277
0.435,8.912129020968095
0.44,8.914785910611723
0.445,8.92123584653596
0.45,8.931359912832367
0.455,8.944252187241045
0.46,8.958269189187678
0.465,8.971473724327275
0.47000000000000003,8.982290034762578
0.47500000000000003,8.9900466643895
0.48,8.994804188669656
0.485,8.996918469991652
0.49,8.996465231619657
0.495,8.99255808615753
0.5,8.98335824829617
0.505,8.967026531456392
0.51,8.945829815595692
0.515,8.932804436292974
0.52,8.929962598363765
0.525,8.923130779932093
0.53,8.900700461301174
0.535,8.860868363070164
0.54,8.812121803964878
0.545,8.766495556621896
0.55,8.73408791971702
0.555,8.719565216818904
0.56,8.725223562503192
0.5650000000000001,8.751248321446262
0.5700000000000001,8.796782058591251
0.5750000000000001,8.859628077442546
0.58,8.931707255761882
0.585,8.992845732150766
0.59,9.029257116225228
0.595,9.062762016501303
0.6,8.948280529363277
0.605,8.685631991545314
0.61,8.45241080750364
0.615,8.318251035495463
0.62,8.263138997813888
0.625,8.256835796908177
0.63,8.28007079022232
0.635,8.322217120566435
0.64,8.37768067567829
0.645,8.442956613110923
0.65,8.513220481478868
0.655,8.576198906609905
0.66,8.599281868451149
0.665,8.541468352346541
0.67,8.584560878799948
0.675,8.755168724071979
0.68,8.690078244022656
0.685,8.536672506809566
0.6900000000000001,8.439930037076007
0.6950000000000001,8.407952601026047
0.7000000000000001,8.421190779559181
0.705,8.46461228440149
0.71,8.529359986478187
0.715,8.610760971855772
0.72,8.705874095447882
0.725,8.810333796106057
0.73,8.915303314742733
0.735,9.007767232244994
0.74,9.074392330440105
0.745,9.110849551563636
0.75,9.13778738490105
0.755,9.150810691106686
0.76,9.146020841562082
0.765,9.134622461684634
0.77,9.128797441490676
0.775,9.134897347344774
0.78,9.153372834003846
0.785,9.182000861311485
0.79,9.216023418202798
0.795,9.250528321621559
0.8,9.280594658300714
0.805,9.303009542185121
0.81,9.317030718310136
0.8150000000000001,9.324390305954836
0.8200000000000001,9.32847331251704
0.8250000000000001,9.334106707396181
0.8300000000000001,9.344144057950535
0.835,9.357227979410862
0.84,9.371627388348976
0.845,9.38605348038839
0.85,9.399498460917835
0.855,9.411319287717589
0.86,9.421022614219364
0.865,9.42844263561252
0.87,9.433707833467615
0.875,9.437239040864823
0.88,9.439682532156906
0.885,9.441758544657162
0.89,9.444110965964263
0.895,9.447210882784749
0.9,9.451313260965986
0.905,9.456434391990399
0.91,9.462325406438971
0.915,9.468652396469658
0.92,9.475112340044019
0.925,9.481471469469698
0.93,9.487571277283996
0.935,9.493324745542289
0.9400000000000001,9.498701055676754
0.9450000000000001,9.503709166847395
0.9500000000000001,9.508384185568415
0.9550000000000001,9.51277416120304
0.96,9.516930801582493
0.965,9.520903355274772
0.97,9.524736805704968
0.975,9.528472620218704
0.98,9.532150655465411
0.985,9.535812962491956
0.99,9.539512588645403
0.995,9.543324143308597
1.0,9.547330382279181
1.0050000000000001,9.551579279302178
1.01,9.556104892715704
1.0150000000000001,9.560925209030616
1.02,9.566018754069944
1.025,9.571303235152067
1.03,9.576622669328705
1.035,9.581750638728446
1.04,9.58641220380536
1.045,9.590306636302941
1.05,9.593166995842683
1.055,9.594817821491953
1.06,9.59524342354764
1.065,9.594724173868823
1.07,9.593987326953034
1.075,9.594288772025372
1.08,9.59643023062477
1.085,9.60068034864227
1.09,9.606895570524276
1.095,9.614417990354642
1.1,9.622196019265747
1.105,9.62912454894956
