t,E_sum_sq,rel_drift
4.594800000000000040e+01,1.627544597067738241e-01,-5.143486738072072795e-01
4.595000000000000284e+01,1.631436607293111907e-01,-5.131873170425975683e-01
4.595199999999999818e+01,1.635458092966992072e-01,-5.119873254391085204e-01
4.595400000000000063e+01,1.639609492175193028e-01,-5.107485682740815491e-01
4.595600000000000307e+01,1.643890982426617908e-01,-5.094709925797306083e-01
4.595799999999999841e+01,1.648302475240727705e-01,-5.081546247582144904e-01
4.596000000000000085e+01,1.652843611291738291e-01,-5.067995720305850105e-01
4.596200000000000330e+01,1.657513756121726800e-01,-5.054060237159750946e-01
4.596399999999999864e+01,1.662311996433663563e-01,-5.039742523377392924e-01
4.596600000000000108e+01,1.667237136974182299e-01,-5.025046145536207209e-01
4.596800000000000352e+01,1.672287698014710555e-01,-5.009975519073686101e-01
4.596999999999999886e+01,1.677461913438332286e-01,-4.994535913996096532e-01
4.597200000000000131e+01,1.682757729438529859e-01,-4.978733458761366859e-01
4.597400000000000375e+01,1.688172803834694369e-01,-4.962575142321571375e-01
4.597599999999999909e+01,1.693704506008026078e-01,-4.946068814314202866e-01
4.597800000000000153e+01,1.699349917460180603e-01,-4.929223183395194940e-01
4.598000000000000398e+01,1.705105832995749138e-01,-4.912047813710463395e-01
4.598199999999999932e+01,1.710968762528370934e-01,-4.894553119506553363e-01
4.598400000000000176e+01,1.716934933509018935e-01,-4.876750357884752640e-01
4.598600000000000421e+01,1.723000293973713237e-01,-4.858651619706866875e-01
4.598799999999999955e+01,1.729160516206657838e-01,-4.840269818664598156e-01
4.599000000000000199e+01,1.735411001013545951e-01,-4.821618678528210578e-01
4.599200000000000443e+01,1.741746882598519952e-01,-4.802712718593921681e-01
4.599399999999999977e+01,1.748163034037045482e-01,-4.783567237353114621e-01
4.599600000000000222e+01,1.754654073335746578e-01,-4.764198294410087464e-01
4.599799999999999756e+01,1.761214370069044410e-01,-4.744622690678647614e-01
4.600000000000000000e+01,1.767838052581257591e-01,-4.724857946891399818e-01
4.600200000000000244e+01,1.774519015741686523e-01,-4.704922280458951889e-01
4.600399999999999778e+01,1.781250929239043823e-01,-4.684834580719743902e-01
4.600600000000000023e+01,1.788027246400521464e-01,-4.664614382624381883e-01
4.600800000000000267e+01,1.794841213519688117e-01,-4.644281838901651027e-01
4.600999999999999801e+01,1.801685879676370727e-01,-4.623857690756471572e-01
4.601200000000000045e+01,1.808554107030681535e-01,-4.603363237153023646e-01
4.601400000000000290e+01,1.815438581572357823e-01,-4.582820302739248897e-01
4.601599999999999824e+01,1.822331824305653269e-01,-4.562251204471680088e-01
4.601800000000000068e+01,1.829226202849133509e-01,-4.541678717002219923e-01
4.602000000000000313e+01,1.836113943428848705e-01,-4.521126036891105482e-01
4.602199999999999847e+01,1.842987143242570680e-01,-4.500616745712627265e-01
4.602400000000000091e+01,1.849837783171985883e-01,-4.480174772122570426e-01
4.602600000000000335e+01,1.856657740819031843e-01,-4.459824352958426941e-01
4.602799999999999869e+01,1.863438803841879210e-01,-4.439589993445477445e-01
4.603000000000000114e+01,1.870172683565429761e-01,-4.419496426583733317e-01
4.603200000000000358e+01,1.876851028840629543e-01,-4.399568571792427107e-01
4.603399999999999892e+01,1.883465440126362855e-01,-4.379831492890328692e-01
4.603600000000000136e+01,1.890007483767217056e-01,-4.360310355491598955e-01
4.603800000000000381e+01,1.896468706439976004e-01,-4.341030383898158429e-01
4.603999999999999915e+01,1.902840649741351087e-01,-4.322016817570616398e-01
4.604200000000000159e+01,1.909114864889107643e-01,-4.303294867260826773e-01
4.604400000000000404e+01,1.915282927508511479e-01,-4.284889670889860391e-01
4.604599999999999937e+01,1.921336452475792544e-01,-4.266826249255836201e-01
4.604800000000000182e+01,1.927267108790184369e-01,-4.249129461656484530e-01
4.605000000000000426e+01,1.933066634445987364e-01,-4.231823961511638754e-01
4.605199999999999960e+01,1.938726851276069141e-01,-4.214934152070960449e-01
4.605400000000000205e+01,1.944239679738230531e-01,-4.198484142292146504e-01
4.605600000000000449e+01,1.949597153615933998e-01,-4.182497702974676268e-01
4.605799999999999983e+01,1.954791434605013256e-01,-4.166998223233788212e-01
4.606000000000000227e+01,1.959814826758166095e-01,-4.152008667398817687e-01
4.606199999999999761e+01,1.964659790759269997e-01,-4.137551532419341815e-01
4.606400000000000006e+01,1.969318957999845465e-01,-4.123648805861703237e-01
4.606600000000000250e+01,1.973785144430333927e-01,-4.110321924577474695e-01
4.606799999999999784e+01,1.978051364159263970e-01,-4.097591734124214069e-01
4.607000000000000028e+01,1.982110842773809334e-01,-4.085478449017574398e-01
4.607200000000000273e+01,1.985957030355758046e-01,-4.074001613892288542e-01
4.607399999999999807e+01,1.989583614167461656e-01,-4.063180065647918893e-01
4.607600000000000051e+01,1.992984530982909730e-01,-4.053031896653536692e-01
4.607800000000000296e+01,1.996153979039759219e-01,-4.043574419083451610e-01
4.607999999999999829e+01,1.999086429588805003e-01,-4.034824130454158775e-01
4.608200000000000074e+01,2.001776638018140653e-01,-4.026796680430388409e-01
4.608400000000000318e+01,2.004219654530030870e-01,-4.019506838965841156e-01
4.608599999999999852e+01,2.006410834349343364e-01,-4.012968465841730281e-01
4.608800000000000097e+01,2.008345847443255283e-01,-4.007194481663651220e-01
4.609000000000000341e+01,2.010020687732847477e-01,-4.002196840374638298e-01
4.609199999999999875e+01,2.011431681778153846e-01,-3.997986503339402420e-01
4.609400000000000119e+01,2.012575496919190021e-01,-3.994573415051902443e-01
4.609600000000000364e+01,2.013449148856518711e-01,-3.991966480515306559e-01
4.609799999999999898e+01,2.014050008655926260e-01,-3.990173544340384071e-01
4.610000000000000142e+01,2.014375809162881892e-01,-3.989201371605072821e-01
4.610200000000000387e+01,2.014424650813518292e-01,-3.989055630514796169e-01
4.610399999999999920e+01,2.014195006830029333e-01,-3.989740876899654509e-01
4.610600000000000165e+01,2.013685727789492341e-01,-3.991260540581280103e-01
4.610800000000000409e+01,2.012896045556319957e-01,-3.993616913638596277e-01
4.610999999999999943e+01,2.011825576569706842e-01,-3.996811140598235390e-01
4.611200000000000188e+01,2.010474324478657149e-01,-4.000843210571748965e-01
4.611400000000000432e+01,2.008842682118376632e-01,-4.005711951358146838e-01
4.611599999999999966e+01,2.006931432823054473e-01,-4.011415025526624545e-01
4.611800000000000210e+01,2.004741751071287270e-01,-4.017948928490646665e-01
4.611999999999999744e+01,2.002275202461641090e-01,-4.025308988580869607e-01
4.612199999999999989e+01,1.999533743017098686e-01,-4.033489369120638046e-01
4.612400000000000233e+01,1.996519717818376893e-01,-4.042483072504096109e-01
4.612599999999999767e+01,1.993235858967367102e-01,-4.052281946273184610e-01
4.612800000000000011e+01,1.989685282883172368e-01,-4.062876691186130262e-01
4.613000000000000256e+01,1.985871486934475127e-01,-4.074256871266298541e-01
4.613199999999999790e+01,1.981798345413196549e-01,-4.086410925816593154e-01
4.613400000000000034e+01,1.977470104855622024e-01,-4.099326183380991306e-01
4.613600000000000279e+01,1.972891378718393540e-01,-4.112988877631120754e-01
4.613799999999999812e+01,1.968067141417953747e-01,-4.127384165152263584e-01
4.614000000000000057e+01,1.963002721743211110e-01,-4.142496145099645033e-01
4.614200000000000301e+01,1.957703795652352419e-01,-4.158307880692387326e-01
4.614399999999999835e+01,1.952176378465878825e-01,-4.174801422509109572e-01
4.614600000000000080e+01,1.946426816469032373e-01,-4.191957833545875700e-01
4.614800000000000324e+01,1.940461777937907695e-01,-4.209757215993834567e-01
4.614999999999999858e+01,1.934288243604563862e-01,-4.228178739690861554e-01
4.615200000000000102e+01,1.927913496577521868e-01,-4.247200672198297999e-01
4.615400000000000347e+01,1.921345111735013045e-01,-4.266800410450977687e-01
4.615599999999999881e+01,1.914590944609315948e-01,-4.286954513925820831e-01
4.615800000000000125e+01,1.907659119781456303e-01,-4.307638739271481554e-01
4.616000000000000369e+01,1.900558018806446925e-01,-4.328828076338837594e-01
4.616199999999999903e+01,1.893296267690083579e-01,-4.350496785549618495e-01
4.616400000000000148e+01,1.885882723939149297e-01,-4.372618436537961117e-01
4.616600000000000392e+01,1.878326463207655450e-01,-4.395165947997370925e-01
4.616799999999999926e+01,1.870636765562461168e-01,-4.418111628663439761e-01
4.617000000000000171e+01,1.862823101392331870e-01,-4.441427219360524759e-01
4.617200000000000415e+01,1.854895116985117998e-01,-4.465083936038740653e-01
4.617399999999999949e+01,1.846862619798336491e-01,-4.489052513725819149e-01
4.617600000000000193e+01,1.838735563449003518e-01,-4.513303251316715947e-01
