t,projection
1.81500000,2.8111643690e-02
1.81750000,5.2889619043e-02
1.82000000,7.7536417173e-02
1.82250000,1.0199090891e-01
1.82500000,1.2619244204e-01
1.82750000,1.5008099174e-01
1.83000000,1.7359730945e-01
1.83250000,1.9668306984e-01
1.83500000,2.1928101542e-01
1.83750000,2.4133509861e-01
1.84000000,2.6279062070e-01
1.84250000,2.8359436755e-01
1.84500000,3.0369474156e-01
1.84750000,3.2304188962e-01
1.85000000,3.4158782680e-01
1.85250000,3.5928655533e-01
1.85500000,3.7609417869e-01
1.85750000,3.9196901049e-01
1.86000000,4.0687167785e-01
1.86250000,4.2076521906e-01
1.86500000,4.3361517527e-01
1.86750000,4.4538967592e-01
1.87000000,4.5605951780e-01
1.87250000,4.6559823750e-01
1.87500000,4.7398217701e-01
1.87750000,4.8119054241e-01
1.88000000,4.8720545548e-01
1.88250000,4.9201199797e-01
1.88500000,4.9559824868e-01
1.88750000,4.9795531294e-01
1.89000000,4.9907734475e-01
1.89250000,4.9896156125e-01
1.89500000,4.9760824959e-01
1.89750000,4.9502076628e-01
1.90000000,4.9120552880e-01
1.90250000,4.8617199974e-01
1.90500000,4.7993266329e-01
1.90750000,4.7250299430e-01
1.91000000,4.6390141990e-01
1.91250000,4.5414927376e-01
1.91500000,4.4327074324e-01
1.91750000,4.3129280934e-01
1.92000000,4.1824517983e-01
1.92250000,4.0416021554e-01
1.92500000,3.8907285009e-01
1.92750000,3.7302050328e-01
1.93000000,3.5604298827e-01
1.93250000,3.3818241280e-01
1.93500000,3.1948307481e-01
1.93750000,2.9999135254e-01
1.94000000,2.7975558950e-01
1.94250000,2.5882597458e-01
1.94500000,2.3725441756e-01
1.94750000,2.1509442039e-01
1.95000000,1.9240094444e-01
1.95250000,1.6923027425e-01
1.95500000,1.4563987788e-01
1.95750000,1.2168826441e-01
1.96000000,9.7434838804e-02
1.96250000,7.2939754593e-02
1.96500000,4.8263764664e-02
1.96750000,2.3468070589e-02
1.97000000,-1.3858291680e-03
1.97250000,-2.6236291781e-02
1.97500000,-5.1021682950e-02
1.97750000,-7.5680529763e-02
1.98000000,-1.0015167317e-01
1.98250000,-1.2437441965e-01
1.98500000,-1.4828869178e-01
1.98750000,-1.7183517720e-01
1.99000000,-1.9495547574e-01
1.99250000,-2.1759224428e-01
1.99500000,-2.3968933891e-01
1.99750000,-2.6119195428e-01
2.00000000,-2.8204675944e-01
2.00250000,-3.0220203013e-01
2.00500000,-3.2160777712e-01
2.00750000,-3.4021587012e-01
2.01000000,-3.5798015721e-01
2.01250000,-3.7485657926e-01
2.01500000,-3.9080327926e-01
2.01750000,-4.0578070607e-01
2.02000000,-4.1975171258e-01
2.02250000,-4.3268164779e-01
2.02500000,-4.4453844278e-01
2.02750000,-4.5529269023e-01
2.03000000,-4.6491771739e-01
2.03250000,-4.7338965219e-01
2.03500000,-4.8068748248e-01
2.03750000,-4.8679310812e-01
2.04000000,-4.9169138590e-01
2.04250000,-4.9537016706e-01
2.04500000,-4.9782032748e-01
2.04750000,-4.9903579024e-01
2.05000000,-4.9901354075e-01
2.05250000,-4.9775363418e-01
2.05500000,-4.9525919537e-01
2.05750000,-4.9153641104e-01
2.06000000,-4.8659451448e-01
2.06250000,-4.8044576260e-01
2.06500000,-4.7310540559e-01
2.06750000,-4.6459164906e-01
2.07000000,-4.5492560889e-01
2.07250000,-4.4413125886e-01
2.07500000,-4.3223537120e-01
2.07750000,-4.1926745017e-01
2.08000000,-4.0525965892e-01
2.08250000,-3.9024673967e-01
2.08500000,-3.7426592756e-01
2.08750000,-3.5735685834e-01
2.09000000,-3.3956147000e-01
2.09250000,-3.2092389879e-01
2.09500000,-3.0149036975e-01
2.09750000,-2.8130908207e-01
2.10000000,-2.6043008953e-01
2.10250000,-2.3890517635e-01
2.10500000,-2.1678772879e-01
2.10750000,-1.9413260270e-01
2.11000000,-1.7099598749e-01
2.11250000,-1.4743526678e-01
