file,status,detail
chi_wave_history_GRAV-23.csv,PASS,ok
chi_wave_spectrum.csv,PASS,ok
dynamic_chi_metrics.csv,WARN,no numeric rows
sanity_report.csv,WARN,no numeric rows
summary_metrics.csv,WARN,no numeric rows
