lag,normalized_autocorr
-1.380900000000000000e+04,-4.575273763359314488e-02
-1.380800000000000000e+04,-4.574942437864103900e-02
-1.380700000000000000e+04,-4.574611112368894006e-02
-1.380600000000000000e+04,-4.574279786873684112e-02
-1.380500000000000000e+04,-4.573948461378474217e-02
-1.380400000000000000e+04,-4.573617135883263629e-02
-1.380300000000000000e+04,-4.573285810388053735e-02
-1.380200000000000000e+04,-4.572954484892843841e-02
-1.380100000000000000e+04,-4.572623159397633252e-02
-1.380000000000000000e+04,-4.572291833902421970e-02
-1.379900000000000000e+04,-4.571960508407211382e-02
-1.379800000000000000e+04,-4.571629182912000794e-02
-1.379700000000000000e+04,-4.571297857416790206e-02
-1.379600000000000000e+04,-4.570966531921579618e-02
-1.379500000000000000e+04,-4.570635206426368335e-02
-1.379400000000000000e+04,-4.570303880931157747e-02
-1.379300000000000000e+04,-4.569972555435947159e-02
-1.379200000000000000e+04,-4.569641229940737265e-02
-1.379100000000000000e+04,-4.569309904445525289e-02
-1.379000000000000000e+04,-4.568978578950315395e-02
-1.378900000000000000e+04,-4.568647253455104112e-02
-1.378800000000000000e+04,-4.568315927959892830e-02
-1.378700000000000000e+04,-4.567984602464680854e-02
-1.378600000000000000e+04,-4.567653276969469572e-02
-1.378500000000000000e+04,-4.567321951474259678e-02
-1.378400000000000000e+04,-4.566990625979049784e-02
-1.378300000000000000e+04,-4.566659300483839196e-02
-1.378200000000000000e+04,-4.566327974988629301e-02
-1.378100000000000000e+04,-4.565996649493419407e-02
-1.378000000000000000e+04,-4.565665323998209513e-02
-1.377900000000000000e+04,-4.565333998502998925e-02
-1.377800000000000000e+04,-4.565002673007789030e-02
-1.377700000000000000e+04,-4.564671347512579136e-02
-1.377600000000000000e+04,-4.564340022017366466e-02
-1.377500000000000000e+04,-4.564008696522153102e-02
-1.377400000000000000e+04,-4.563677371026944596e-02
-1.377300000000000000e+04,-4.563346045531734702e-02
-1.377200000000000000e+04,-4.563014720036524807e-02
-1.377100000000000000e+04,-4.562683394541314913e-02
-1.377000000000000000e+04,-4.562352069046104325e-02
-1.376900000000000000e+04,-4.562020743550893737e-02
-1.376800000000000000e+04,-4.561689418055683148e-02
-1.376700000000000000e+04,-4.561358092560472560e-02
-1.376600000000000000e+04,-4.561026767065261278e-02
-1.376500000000000000e+04,-4.560695441570050690e-02
-1.376400000000000000e+04,-4.560364116074840102e-02
-1.376300000000000000e+04,-4.560032790579629514e-02
-1.376200000000000000e+04,-4.559701465084418232e-02
-1.376100000000000000e+04,-4.559370139589207643e-02
-1.376000000000000000e+04,-4.559038814093997749e-02
-1.375900000000000000e+04,-4.558707488598787855e-02
-1.375800000000000000e+04,-4.558376163103577267e-02
-1.375700000000000000e+04,-4.558044837608367372e-02
-1.375600000000000000e+04,-4.557713512113157478e-02
-1.375500000000000000e+04,-4.557382186617947584e-02
-1.375400000000000000e+04,-4.557050861122737689e-02
-1.375300000000000000e+04,-4.556719535627527101e-02
-1.375200000000000000e+04,-4.556388210132317207e-02
-1.375100000000000000e+04,-4.556056884637107313e-02
-1.375000000000000000e+04,-4.555725559141897418e-02
-1.374900000000000000e+04,-4.555394233646686830e-02
-1.374800000000000000e+04,-4.555062908151476936e-02
-1.374700000000000000e+04,-4.554731582656267042e-02
-1.374600000000000000e+04,-4.554400257161057147e-02
-1.374500000000000000e+04,-4.554068931665847253e-02
-1.374400000000000000e+04,-4.553737606170636665e-02
-1.374300000000000000e+04,-4.553406280675426770e-02
-1.374200000000000000e+04,-4.553074955180215488e-02
-1.374100000000000000e+04,-4.552743629685005594e-02
-1.374000000000000000e+04,-4.552412304189795006e-02
-1.373900000000000000e+04,-4.552080978694585112e-02
-1.373800000000000000e+04,-4.551749653199375217e-02
-1.373700000000000000e+04,-4.551418327704165323e-02
-1.373600000000000000e+04,-4.551087002208954735e-02
-1.373500000000000000e+04,-4.550755676713744841e-02
-1.373400000000000000e+04,-4.550424351218534946e-02
-1.373300000000000000e+04,-4.550093025723325052e-02
-1.373200000000000000e+04,-4.549761700228115158e-02
-1.373100000000000000e+04,-4.549430374732904570e-02
-1.373000000000000000e+04,-4.549099049237694675e-02
-1.372900000000000000e+04,-4.548767723742484781e-02
-1.372800000000000000e+04,-4.548436398247274887e-02
-1.372700000000000000e+04,-4.548105072752064298e-02
-1.372600000000000000e+04,-4.547773747256854404e-02
-1.372500000000000000e+04,-4.547442421761644510e-02
-1.372400000000000000e+04,-4.547111096266434616e-02
-1.372300000000000000e+04,-4.546779770771224027e-02
-1.372200000000000000e+04,-4.546448445276014133e-02
-1.372100000000000000e+04,-4.546117119780803545e-02
-1.372000000000000000e+04,-4.545785794285592957e-02
-1.371900000000000000e+04,-4.545454468790382369e-02
-1.371800000000000000e+04,-4.545123143295171086e-02
-1.371700000000000000e+04,-4.544791817799960498e-02
-1.371600000000000000e+04,-4.544460492304749910e-02
-1.371500000000000000e+04,-4.544129166809539322e-02
-1.371400000000000000e+04,-4.543797841314328040e-02
-1.371300000000000000e+04,-4.543466515819117452e-02
-1.371200000000000000e+04,-4.543135190323907557e-02
-1.371100000000000000e+04,-4.542803864828697663e-02
-1.371000000000000000e+04,-4.542472539333487075e-02
-1.370900000000000000e+04,-4.542141213838275793e-02
-1.370800000000000000e+04,-4.541809888343064511e-02
-1.370700000000000000e+04,-4.541478562847853229e-02
-1.370600000000000000e+04,-4.541147237352641253e-02
-1.370500000000000000e+04,-4.540815911857431358e-02
-1.370400000000000000e+04,-4.540484586362221464e-02
-1.370300000000000000e+04,-4.540153260867011570e-02
-1.370200000000000000e+04,-4.539821935371800982e-02
-1.370100000000000000e+04,-4.539490609876591087e-02
-1.370000000000000000e+04,-4.539159284381381193e-02
-1.369900000000000000e+04,-4.538827958886171299e-02
-1.369800000000000000e+04,-4.538496633390961404e-02
-1.369700000000000000e+04,-4.538165307895750816e-02
-1.369600000000000000e+04,-4.537833982400539534e-02
-1.369500000000000000e+04,-4.537502656905331028e-02
-1.369400000000000000e+04,-4.537171331410119746e-02
-1.369300000000000000e+04,-4.536840005914909157e-02
-1.369200000000000000e+04,-4.536508680419699263e-02
-1.369100000000000000e+04,-4.536177354924489369e-02
-1.369000000000000000e+04,-4.535846029429279475e-02
-1.368900000000000000e+04,-4.535514703934068192e-02
-1.368800000000000000e+04,-4.535183378438857604e-02
-1.368700000000000000e+04,-4.534852052943647016e-02
-1.368600000000000000e+04,-4.534520727448436428e-02
-1.368500000000000000e+04,-4.534189401953225840e-02
-1.368400000000000000e+04,-4.533858076458014558e-02
-1.368300000000000000e+04,-4.533526750962803969e-02
-1.368200000000000000e+04,-4.533195425467593381e-02
-1.368100000000000000e+04,-4.532864099972382793e-02
-1.368000000000000000e+04,-4.532532774477172205e-02
-1.367900000000000000e+04,-4.532201448981962311e-02
-1.367800000000000000e+04,-4.531870123486752416e-02
-1.367700000000000000e+04,-4.531538797991542522e-02
-1.367600000000000000e+04,-4.531207472496331934e-02
-1.367500000000000000e+04,-4.530876147001122040e-02
-1.367400000000000000e+04,-4.530544821505912145e-02
-1.367300000000000000e+04,-4.530213496010702251e-02
-1.367200000000000000e+04,-4.529882170515492357e-02
-1.367100000000000000e+04,-4.529550845020281769e-02
-1.367000000000000000e+04,-4.529219519525071874e-02
-1.366900000000000000e+04,-4.528888194029861980e-02
-1.366800000000000000e+04,-4.528556868534652086e-02
-1.366700000000000000e+04,-4.528225543039441497e-02
-1.366600000000000000e+04,-4.527894217544231603e-02
-1.366500000000000000e+04,-4.527562892049021709e-02
-1.366400000000000000e+04,-4.527231566553811815e-02
-1.366300000000000000e+04,-4.526900241058599839e-02
-1.366200000000000000e+04,-4.526568915563389944e-02
-1.366100000000000000e+04,-4.526237590068180050e-02
-1.366000000000000000e+04,-4.525906264572970156e-02
-1.365900000000000000e+04,-4.525574939077760261e-02
-1.365800000000000000e+04,-4.525243613582549673e-02
-1.365700000000000000e+04,-4.524912288087339779e-02
-1.365600000000000000e+04,-4.524580962592129885e-02
-1.365500000000000000e+04,-4.524249637096919990e-02
-1.365400000000000000e+04,-4.523918311601709402e-02
-1.365300000000000000e+04,-4.523586986106499508e-02
-1.365200000000000000e+04,-4.523255660611289614e-02
-1.365100000000000000e+04,-4.522924335116079719e-02
-1.365000000000000000e+04,-4.522593009620869131e-02
-1.364900000000000000e+04,-4.522261684125659237e-02
-1.364800000000000000e+04,-4.521930358630449343e-02
-1.364700000000000000e+04,-4.521599033135239448e-02
-1.364600000000000000e+04,-4.521267707640029554e-02
-1.364500000000000000e+04,-4.520936382144818966e-02
-1.364400000000000000e+04,-4.520605056649609071e-02
-1.364300000000000000e+04,-4.520273731154399177e-02
-1.364200000000000000e+04,-4.519942405659189283e-02
-1.364100000000000000e+04,-4.519611080163978001e-02
-1.364000000000000000e+04,-4.519279754668767413e-02
-1.363900000000000000e+04,-4.518948429173556824e-02
-1.363800000000000000e+04,-4.518617103678346236e-02
-1.363700000000000000e+04,-4.518285778183134954e-02
-1.363600000000000000e+04,-4.517954452687924366e-02
-1.363500000000000000e+04,-4.517623127192713778e-02
-1.363400000000000000e+04,-4.517291801697503190e-02
-1.363300000000000000e+04,-4.516960476202291908e-02
-1.363200000000000000e+04,-4.516629150707082013e-02
-1.363100000000000000e+04,-4.516297825211872119e-02
-1.363000000000000000e+04,-4.515966499716662225e-02
-1.362900000000000000e+04,-4.515635174221450943e-02
-1.362800000000000000e+04,-4.515303848726238967e-02
-1.362700000000000000e+04,-4.514972523231027685e-02
-1.362600000000000000e+04,-4.514641197735816402e-02
-1.362500000000000000e+04,-4.514309872240606508e-02
-1.362400000000000000e+04,-4.513978546745395920e-02
-1.362300000000000000e+04,-4.513647221250186026e-02
-1.362200000000000000e+04,-4.513315895754976131e-02
-1.362100000000000000e+04,-4.512984570259766237e-02
-1.362000000000000000e+04,-4.512653244764555649e-02
-1.361900000000000000e+04,-4.512321919269345755e-02
-1.361800000000000000e+04,-4.511990593774135860e-02
-1.361700000000000000e+04,-4.511659268278925966e-02
-1.361600000000000000e+04,-4.511327942783716072e-02
-1.361500000000000000e+04,-4.510996617288504096e-02
-1.361400000000000000e+04,-4.510665291793294202e-02
-1.361300000000000000e+04,-4.510333966298084307e-02
-1.361200000000000000e+04,-4.510002640802874413e-02
-1.361100000000000000e+04,-4.509671315307663825e-02
-1.361000000000000000e+04,-4.509339989812453930e-02
-1.360900000000000000e+04,-4.509008664317244036e-02
-1.360800000000000000e+04,-4.508677338822034142e-02
-1.360700000000000000e+04,-4.508346013326823554e-02
-1.360600000000000000e+04,-4.508014687831613659e-02
-1.360500000000000000e+04,-4.507683362336403765e-02
-1.360400000000000000e+04,-4.507352036841193871e-02
-1.360300000000000000e+04,-4.507020711345983977e-02
-1.360200000000000000e+04,-4.506689385850773388e-02
-1.360100000000000000e+04,-4.506358060355563494e-02
-1.360000000000000000e+04,-4.506026734860353600e-02
-1.359900000000000000e+04,-4.505695409365143705e-02
-1.359800000000000000e+04,-4.505364083869933117e-02
-1.359700000000000000e+04,-4.505032758374723223e-02
-1.359600000000000000e+04,-4.504701432879513329e-02
-1.359500000000000000e+04,-4.504370107384303434e-02
-1.359400000000000000e+04,-4.504038781889092846e-02
-1.359300000000000000e+04,-4.503707456393882258e-02
-1.359200000000000000e+04,-4.503376130898671670e-02
-1.359100000000000000e+04,-4.503044805403461082e-02
-1.359000000000000000e+04,-4.502713479908250493e-02
-1.358900000000000000e+04,-4.502382154413039211e-02
-1.358800000000000000e+04,-4.502050828917828623e-02
-1.358700000000000000e+04,-4.501719503422618035e-02
-1.358600000000000000e+04,-4.501388177927407447e-02
-1.358500000000000000e+04,-4.501056852432196165e-02
-1.358400000000000000e+04,-4.500725526936986270e-02
-1.358300000000000000e+04,-4.500394201441776376e-02
-1.358200000000000000e+04,-4.500062875946565094e-02
-1.358100000000000000e+04,-4.499731550451354506e-02
-1.358000000000000000e+04,-4.499400224956144612e-02
-1.357900000000000000e+04,-4.499068899460934717e-02
-1.357800000000000000e+04,-4.498737573965724823e-02
-1.357700000000000000e+04,-4.498406248470514235e-02
-1.357600000000000000e+04,-4.498074922975304341e-02
-1.357500000000000000e+04,-4.497743597480094446e-02
-1.357400000000000000e+04,-4.497412271984884552e-02
-1.357300000000000000e+04,-4.497080946489674658e-02
-1.357200000000000000e+04,-4.496749620994464069e-02
-1.357100000000000000e+04,-4.496418295499254175e-02
-1.357000000000000000e+04,-4.496086970004044281e-02
-1.356900000000000000e+04,-4.495755644508834387e-02
-1.356800000000000000e+04,-4.495424319013625186e-02
-1.356700000000000000e+04,-4.495092993518413904e-02
-1.356600000000000000e+04,-4.494761668023204010e-02
-1.356500000000000000e+04,-4.494430342527994116e-02
-1.356400000000000000e+04,-4.494099017032784221e-02
-1.356300000000000000e+04,-4.493767691537573633e-02
-1.356200000000000000e+04,-4.493436366042363739e-02
-1.356100000000000000e+04,-4.493105040547153151e-02
-1.356000000000000000e+04,-4.492773715051942562e-02
-1.355900000000000000e+04,-4.492442389556731280e-02
-1.355800000000000000e+04,-4.492111064061520692e-02
-1.355700000000000000e+04,-4.491779738566310104e-02
-1.355600000000000000e+04,-4.491448413071099516e-02
-1.355500000000000000e+04,-4.491117087575888234e-02
-1.355400000000000000e+04,-4.490785762080677646e-02
-1.355300000000000000e+04,-4.490454436585467057e-02
-1.355200000000000000e+04,-4.490123111090257163e-02
-1.355100000000000000e+04,-4.489791785595046575e-02
-1.355000000000000000e+04,-4.489460460099836681e-02
-1.354900000000000000e+04,-4.489129134604626786e-02
-1.354800000000000000e+04,-4.488797809109416892e-02
-1.354700000000000000e+04,-4.488466483614206998e-02
-1.354600000000000000e+04,-4.488135158118996410e-02
-1.354500000000000000e+04,-4.487803832623786515e-02
-1.354400000000000000e+04,-4.487472507128576621e-02
-1.354300000000000000e+04,-4.487141181633366727e-02
-1.354200000000000000e+04,-4.486809856138156138e-02
-1.354100000000000000e+04,-4.486478530642946244e-02
-1.354000000000000000e+04,-4.486147205147736350e-02
-1.353900000000000000e+04,-4.485815879652526456e-02
-1.353800000000000000e+04,-4.485484554157315867e-02
-1.353700000000000000e+04,-4.485153228662105973e-02
-1.353600000000000000e+04,-4.484821903166894691e-02
-1.353500000000000000e+04,-4.484490577671686184e-02
-1.353400000000000000e+04,-4.484159252176474902e-02
-1.353300000000000000e+04,-4.483827926681262926e-02
-1.353200000000000000e+04,-4.483496601186051644e-02
-1.353100000000000000e+04,-4.483165275690840362e-02
-1.353000000000000000e+04,-4.482833950195629080e-02
-1.352900000000000000e+04,-4.482502624700418492e-02
-1.352800000000000000e+04,-4.482171299205208598e-02
-1.352700000000000000e+04,-4.481839973709998703e-02
-1.352600000000000000e+04,-4.481508648214788809e-02
-1.352500000000000000e+04,-4.481177322719578221e-02
-1.352400000000000000e+04,-4.480845997224368327e-02
-1.352300000000000000e+04,-4.480514671729158432e-02
-1.352200000000000000e+04,-4.480183346233948538e-02
-1.352100000000000000e+04,-4.479852020738737950e-02
-1.352000000000000000e+04,-4.479520695243525280e-02
-1.351900000000000000e+04,-4.479189369748313998e-02
-1.351800000000000000e+04,-4.478858044253104104e-02
-1.351700000000000000e+04,-4.478526718757893516e-02
-1.351600000000000000e+04,-4.478195393262683621e-02
-1.351500000000000000e+04,-4.477864067767473727e-02
-1.351400000000000000e+04,-4.477532742272263833e-02
-1.351300000000000000e+04,-4.477201416777053244e-02
-1.351200000000000000e+04,-4.476870091281841962e-02
-1.351100000000000000e+04,-4.476538765786631374e-02
-1.351000000000000000e+04,-4.476207440291420786e-02
-1.350900000000000000e+04,-4.475876114796210198e-02
-1.350800000000000000e+04,-4.475544789300998916e-02
-1.350700000000000000e+04,-4.475213463805788328e-02
-1.350600000000000000e+04,-4.474882138310577739e-02
-1.350500000000000000e+04,-4.474550812815367151e-02
-1.350400000000000000e+04,-4.474219487320157951e-02
-1.350300000000000000e+04,-4.473888161824946669e-02
-1.350200000000000000e+04,-4.473556836329736774e-02
-1.350100000000000000e+04,-4.473225510834526880e-02
-1.350000000000000000e+04,-4.472894185339316292e-02
-1.349900000000000000e+04,-4.472562859844106398e-02
-1.349800000000000000e+04,-4.472231534348896503e-02
-1.349700000000000000e+04,-4.471900208853686609e-02
-1.349600000000000000e+04,-4.471568883358476715e-02
-1.349500000000000000e+04,-4.471237557863266127e-02
-1.349400000000000000e+04,-4.470906232368056232e-02
-1.349300000000000000e+04,-4.470574906872846338e-02
-1.349200000000000000e+04,-4.470243581377636444e-02
-1.349100000000000000e+04,-4.469912255882425856e-02
-1.349000000000000000e+04,-4.469580930387215961e-02
-1.348900000000000000e+04,-4.469249604892006067e-02
-1.348800000000000000e+04,-4.468918279396796173e-02
-1.348700000000000000e+04,-4.468586953901586278e-02
-1.348600000000000000e+04,-4.468255628406375690e-02
-1.348500000000000000e+04,-4.467924302911165796e-02
-1.348400000000000000e+04,-4.467592977415955902e-02
-1.348300000000000000e+04,-4.467261651920746007e-02
-1.348200000000000000e+04,-4.466930326425535419e-02
-1.348100000000000000e+04,-4.466599000930325525e-02
-1.348000000000000000e+04,-4.466267675435115631e-02
-1.347900000000000000e+04,-4.465936349939905736e-02
-1.347800000000000000e+04,-4.465605024444695148e-02
-1.347700000000000000e+04,-4.465273698949485254e-02
-1.347600000000000000e+04,-4.464942373454275359e-02
-1.347500000000000000e+04,-4.464611047959065465e-02
-1.347400000000000000e+04,-4.464279722463855571e-02
-1.347300000000000000e+04,-4.463948396968644983e-02
-1.347200000000000000e+04,-4.463617071473433701e-02
-1.347100000000000000e+04,-4.463285745978225194e-02
-1.347000000000000000e+04,-4.462954420483013912e-02
-1.346900000000000000e+04,-4.462623094987803324e-02
-1.346800000000000000e+04,-4.462291769492593430e-02
-1.346700000000000000e+04,-4.461960443997383535e-02
-1.346600000000000000e+04,-4.461629118502173641e-02
-1.346500000000000000e+04,-4.461297793006961665e-02
-1.346400000000000000e+04,-4.460966467511751771e-02
-1.346300000000000000e+04,-4.460635142016540489e-02
-1.346200000000000000e+04,-4.460303816521330594e-02
-1.346100000000000000e+04,-4.459972491026118618e-02
-1.346000000000000000e+04,-4.459641165530908724e-02
-1.345900000000000000e+04,-4.459309840035697442e-02
-1.345800000000000000e+04,-4.458978514540487548e-02
-1.345700000000000000e+04,-4.458647189045276960e-02
-1.345600000000000000e+04,-4.458315863550066371e-02
-1.345500000000000000e+04,-4.457984538054856477e-02
-1.345400000000000000e+04,-4.457653212559646583e-02
-1.345300000000000000e+04,-4.457321887064435301e-02
-1.345200000000000000e+04,-4.456990561569223325e-02
-1.345100000000000000e+04,-4.456659236074012043e-02
-1.345000000000000000e+04,-4.456327910578800761e-02
-1.344900000000000000e+04,-4.455996585083590866e-02
-1.344800000000000000e+04,-4.455665259588380278e-02
-1.344700000000000000e+04,-4.455333934093170384e-02
-1.344600000000000000e+04,-4.455002608597960490e-02
-1.344500000000000000e+04,-4.454671283102750595e-02
-1.344400000000000000e+04,-4.454339957607540007e-02
-1.344300000000000000e+04,-4.454008632112330113e-02
-1.344200000000000000e+04,-4.453677306617120218e-02
-1.344100000000000000e+04,-4.453345981121910324e-02
-1.344000000000000000e+04,-4.453014655626700430e-02
-1.343900000000000000e+04,-4.452683330131488454e-02
-1.343800000000000000e+04,-4.452352004636278560e-02
-1.343700000000000000e+04,-4.452020679141068665e-02
-1.343600000000000000e+04,-4.451689353645858771e-02
-1.343500000000000000e+04,-4.451358028150648183e-02
-1.343400000000000000e+04,-4.451026702655438289e-02
-1.343300000000000000e+04,-4.450695377160227700e-02
-1.343200000000000000e+04,-4.450364051665017112e-02
-1.343100000000000000e+04,-4.450032726169805830e-02
-1.343000000000000000e+04,-4.449701400674595242e-02
-1.342900000000000000e+04,-4.449370075179384654e-02
-1.342800000000000000e+04,-4.449038749684174066e-02
-1.342700000000000000e+04,-4.448707424188962783e-02
-1.342600000000000000e+04,-4.448376098693752195e-02
-1.342500000000000000e+04,-4.448044773198541607e-02
-1.342400000000000000e+04,-4.447713447703331713e-02
-1.342300000000000000e+04,-4.447382122208121819e-02
-1.342200000000000000e+04,-4.447050796712911230e-02
-1.342100000000000000e+04,-4.446719471217701336e-02
-1.342000000000000000e+04,-4.446388145722491442e-02
-1.341900000000000000e+04,-4.446056820227281547e-02
-1.341800000000000000e+04,-4.445725494732070959e-02
-1.341700000000000000e+04,-4.445394169236861065e-02
-1.341600000000000000e+04,-4.445062843741651171e-02
-1.341500000000000000e+04,-4.444731518246441276e-02
-1.341400000000000000e+04,-4.444400192751231382e-02
-1.341300000000000000e+04,-4.444068867256020794e-02
-1.341200000000000000e+04,-4.443737541760810900e-02
-1.341100000000000000e+04,-4.443406216265601005e-02
-1.341000000000000000e+04,-4.443074890770391111e-02
-1.340900000000000000e+04,-4.442743565275180523e-02
-1.340800000000000000e+04,-4.442412239779970629e-02
-1.340700000000000000e+04,-4.442080914284760734e-02
-1.340600000000000000e+04,-4.441749588789549452e-02
-1.340500000000000000e+04,-4.441418263294338864e-02
-1.340400000000000000e+04,-4.441086937799128970e-02
-1.340300000000000000e+04,-4.440755612303919075e-02
-1.340200000000000000e+04,-4.440424286808709181e-02
-1.340100000000000000e+04,-4.440092961313499287e-02
-1.340000000000000000e+04,-4.439761635818288699e-02
-1.339900000000000000e+04,-4.439430310323078804e-02
-1.339800000000000000e+04,-4.439098984827868910e-02
-1.339700000000000000e+04,-4.438767659332659016e-02
-1.339600000000000000e+04,-4.438436333837448428e-02
-1.339500000000000000e+04,-4.438105008342238533e-02
-1.339400000000000000e+04,-4.437773682847028639e-02
-1.339300000000000000e+04,-4.437442357351818745e-02
-1.339200000000000000e+04,-4.437111031856608157e-02
-1.339100000000000000e+04,-4.436779706361398262e-02
-1.339000000000000000e+04,-4.436448380866188368e-02
-1.338900000000000000e+04,-4.436117055370978474e-02
-1.338800000000000000e+04,-4.435785729875768579e-02
-1.338700000000000000e+04,-4.435454404380557991e-02
-1.338600000000000000e+04,-4.435123078885348097e-02
-1.338500000000000000e+04,-4.434791753390137509e-02
-1.338400000000000000e+04,-4.434460427894926920e-02
-1.338300000000000000e+04,-4.434129102399715638e-02
-1.338200000000000000e+04,-4.433797776904505050e-02
-1.338100000000000000e+04,-4.433466451409294462e-02
-1.338000000000000000e+04,-4.433135125914083874e-02
-1.337900000000000000e+04,-4.432803800418872592e-02
-1.337800000000000000e+04,-4.432472474923662004e-02
-1.337700000000000000e+04,-4.432141149428451415e-02
-1.337600000000000000e+04,-4.431809823933241521e-02
-1.337500000000000000e+04,-4.431478498438030933e-02
-1.337400000000000000e+04,-4.431147172942821039e-02
-1.337300000000000000e+04,-4.430815847447609757e-02
-1.337200000000000000e+04,-4.430484521952398475e-02
-1.337100000000000000e+04,-4.430153196457186499e-02
-1.337000000000000000e+04,-4.429821870961975216e-02
-1.336900000000000000e+04,-4.429490545466765322e-02
-1.336800000000000000e+04,-4.429159219971555428e-02
-1.336700000000000000e+04,-4.428827894476345534e-02
-1.336600000000000000e+04,-4.428496568981134945e-02
-1.336500000000000000e+04,-4.428165243485925051e-02
-1.336400000000000000e+04,-4.427833917990715157e-02
-1.336300000000000000e+04,-4.427502592495505263e-02
-1.336200000000000000e+04,-4.427171267000294674e-02
-1.336100000000000000e+04,-4.426839941505084780e-02
-1.336000000000000000e+04,-4.426508616009874886e-02
-1.335900000000000000e+04,-4.426177290514664991e-02
-1.335800000000000000e+04,-4.425845965019453015e-02
-1.335700000000000000e+04,-4.425514639524243121e-02
-1.335600000000000000e+04,-4.425183314029033227e-02
-1.335500000000000000e+04,-4.424851988533823333e-02
-1.335400000000000000e+04,-4.424520663038613438e-02
-1.335300000000000000e+04,-4.424189337543402156e-02
-1.335200000000000000e+04,-4.423858012048191568e-02
-1.335100000000000000e+04,-4.423526686552980980e-02
-1.335000000000000000e+04,-4.423195361057770392e-02
-1.334900000000000000e+04,-4.422864035562559110e-02
-1.334800000000000000e+04,-4.422532710067348521e-02
-1.334700000000000000e+04,-4.422201384572137933e-02
-1.334600000000000000e+04,-4.421870059076927345e-02
-1.334500000000000000e+04,-4.421538733581716063e-02
-1.334400000000000000e+04,-4.421207408086507556e-02
-1.334300000000000000e+04,-4.420876082591296274e-02
-1.334200000000000000e+04,-4.420544757096086380e-02
-1.334100000000000000e+04,-4.420213431600875792e-02
-1.334000000000000000e+04,-4.419882106105665898e-02
-1.333900000000000000e+04,-4.419550780610456003e-02
-1.333800000000000000e+04,-4.419219455115246109e-02
-1.333700000000000000e+04,-4.418888129620036215e-02
-1.333600000000000000e+04,-4.418556804124825627e-02
-1.333500000000000000e+04,-4.418225478629615732e-02
-1.333400000000000000e+04,-4.417894153134405838e-02
-1.333300000000000000e+04,-4.417562827639195944e-02
-1.333200000000000000e+04,-4.417231502143985356e-02
-1.333100000000000000e+04,-4.416900176648775461e-02
-1.333000000000000000e+04,-4.416568851153565567e-02
-1.332900000000000000e+04,-4.416237525658355673e-02
-1.332800000000000000e+04,-4.415906200163145778e-02
-1.332700000000000000e+04,-4.415574874667935190e-02
-1.332600000000000000e+04,-4.415243549172725296e-02
-1.332500000000000000e+04,-4.414912223677515402e-02
-1.332400000000000000e+04,-4.414580898182305507e-02
-1.332300000000000000e+04,-4.414249572687094919e-02
-1.332200000000000000e+04,-4.413918247191885025e-02
-1.332100000000000000e+04,-4.413586921696675130e-02
-1.332000000000000000e+04,-4.413255596201465236e-02
-1.331900000000000000e+04,-4.412924270706254648e-02
-1.331800000000000000e+04,-4.412592945211044754e-02
-1.331700000000000000e+04,-4.412261619715834859e-02
-1.331600000000000000e+04,-4.411930294220624965e-02
-1.331500000000000000e+04,-4.411598968725415071e-02
-1.331400000000000000e+04,-4.411267643230204483e-02
-1.331300000000000000e+04,-4.410936317734994588e-02
-1.331200000000000000e+04,-4.410604992239783306e-02
-1.331100000000000000e+04,-4.410273666744574800e-02
-1.331000000000000000e+04,-4.409942341249362824e-02
-1.330900000000000000e+04,-4.409611015754152930e-02
-1.330800000000000000e+04,-4.409279690258943035e-02
-1.330700000000000000e+04,-4.408948364763733141e-02
-1.330600000000000000e+04,-4.408617039268522553e-02
-1.330500000000000000e+04,-4.408285713773311965e-02
-1.330400000000000000e+04,-4.407954388278101376e-02
-1.330300000000000000e+04,-4.407623062782890788e-02
-1.330200000000000000e+04,-4.407291737287680200e-02
-1.330100000000000000e+04,-4.406960411792468918e-02
-1.330000000000000000e+04,-4.406629086297258330e-02
-1.329900000000000000e+04,-4.406297760802047742e-02
-1.329800000000000000e+04,-4.405966435306837153e-02
-1.329700000000000000e+04,-4.405635109811625871e-02
-1.329600000000000000e+04,-4.405303784316415977e-02
-1.329500000000000000e+04,-4.404972458821206083e-02
-1.329400000000000000e+04,-4.404641133325996188e-02
-1.329300000000000000e+04,-4.404309807830785600e-02
-1.329200000000000000e+04,-4.403978482335574318e-02
-1.329100000000000000e+04,-4.403647156840363036e-02
-1.329000000000000000e+04,-4.403315831345151754e-02
-1.328900000000000000e+04,-4.402984505849941166e-02
-1.328800000000000000e+04,-4.402653180354731272e-02
-1.328700000000000000e+04,-4.402321854859521377e-02
-1.328600000000000000e+04,-4.401990529364311483e-02
-1.328500000000000000e+04,-4.401659203869101589e-02
-1.328400000000000000e+04,-4.401327878373891000e-02
-1.328300000000000000e+04,-4.400996552878681106e-02
-1.328200000000000000e+04,-4.400665227383471212e-02
-1.328100000000000000e+04,-4.400333901888261318e-02
-1.328000000000000000e+04,-4.400002576393049342e-02
-1.327900000000000000e+04,-4.399671250897838060e-02
-1.327800000000000000e+04,-4.399339925402629553e-02
-1.327700000000000000e+04,-4.399008599907418271e-02
-1.327600000000000000e+04,-4.398677274412209071e-02
-1.327500000000000000e+04,-4.398345948916997789e-02
-1.327400000000000000e+04,-4.398014623421787894e-02
-1.327300000000000000e+04,-4.397683297926578000e-02
-1.327200000000000000e+04,-4.397351972431368106e-02
