lag,normalized_autocorr
-2.381500000000000000e+04,-7.749677096787635153e-03
-2.381400000000000000e+04,-7.791342027415525291e-03
-2.381300000000000000e+04,-7.833006958043415430e-03
-2.381200000000000000e+04,-7.874671888671306436e-03
-2.381100000000000000e+04,-7.916336819299195707e-03
-2.381000000000000000e+04,-7.958001749927086713e-03
-2.380900000000000000e+04,-7.999666680554979453e-03
-2.380800000000000000e+04,-8.041331611182868724e-03
-2.380700000000000000e+04,-8.082996541810759730e-03
-2.380600000000000000e+04,-8.124661472438650736e-03
-2.380500000000000000e+04,-8.166326403066540007e-03
-2.380400000000000000e+04,-8.207991333694431013e-03
-2.380300000000000000e+04,-8.249656264322322019e-03
-2.380200000000000000e+04,-8.291321194950211290e-03
-2.380100000000000000e+04,-8.332986125578102296e-03
-2.380000000000000000e+04,-8.374651056205991567e-03
-2.379900000000000000e+04,-8.416315986833882573e-03
-2.379800000000000000e+04,-8.457980917461773579e-03
-2.379700000000000000e+04,-8.499645848089662850e-03
-2.379600000000000000e+04,-8.541310778717553856e-03
-2.379500000000000000e+04,-8.582975709345444862e-03
-2.379400000000000000e+04,-8.624640639973334133e-03
-2.379300000000000000e+04,-8.666305570601226874e-03
-2.379200000000000000e+04,-8.707970501229117880e-03
-2.379100000000000000e+04,-8.749635431857007151e-03
-2.379000000000000000e+04,-8.791300362484898157e-03
-2.378900000000000000e+04,-8.832965293112789162e-03
-2.378800000000000000e+04,-8.874630223740678434e-03
-2.378700000000000000e+04,-8.916295154368569439e-03
-2.378600000000000000e+04,-8.957960084996458711e-03
-2.378500000000000000e+04,-8.999625015624349716e-03
-2.378400000000000000e+04,-9.041289946252240722e-03
-2.378300000000000000e+04,-9.082954876880129993e-03
-2.378200000000000000e+04,-9.124619807508020999e-03
-2.378100000000000000e+04,-9.166284738135912005e-03
-2.378000000000000000e+04,-9.207949668763801276e-03
-2.377900000000000000e+04,-9.249614599391692282e-03
-2.377800000000000000e+04,-9.291279530019583288e-03
-2.377700000000000000e+04,-9.332944460647474294e-03
-2.377600000000000000e+04,-9.374609391275365300e-03
-2.377500000000000000e+04,-9.416274321903256306e-03
-2.377400000000000000e+04,-9.457939252531145577e-03
-2.377300000000000000e+04,-9.499604183159036583e-03
-2.377200000000000000e+04,-9.541269113786927589e-03
-2.377100000000000000e+04,-9.582934044414816860e-03
-2.377000000000000000e+04,-9.624598975042707866e-03
-2.376900000000000000e+04,-9.666263905670597137e-03
-2.376800000000000000e+04,-9.707928836298488143e-03
-2.376700000000000000e+04,-9.749593766926379149e-03
-2.376600000000000000e+04,-9.791258697554268420e-03
-2.376500000000000000e+04,-9.832923628182159426e-03
-2.376400000000000000e+04,-9.874588558810050432e-03
-2.376300000000000000e+04,-9.916253489437939703e-03
-2.376200000000000000e+04,-9.957918420065830709e-03
-2.376100000000000000e+04,-9.999583350693723449e-03
-2.376000000000000000e+04,-1.004124828132161272e-02
-2.375900000000000000e+04,-1.008291321194950373e-02
-2.375800000000000000e+04,-1.012457814257739473e-02
-2.375700000000000000e+04,-1.016624307320528400e-02
-2.375600000000000000e+04,-1.020790800383317501e-02
-2.375500000000000000e+04,-1.024957293446106428e-02
-2.375400000000000000e+04,-1.029123786508895529e-02
-2.375300000000000000e+04,-1.033290279571684629e-02
-2.375200000000000000e+04,-1.037456772634473556e-02
-2.375100000000000000e+04,-1.041623265697262657e-02
-2.375000000000000000e+04,-1.045789758760051757e-02
-2.374900000000000000e+04,-1.049956251822840685e-02
-2.374800000000000000e+04,-1.054122744885629785e-02
-2.374700000000000000e+04,-1.058289237948418886e-02
-2.374600000000000000e+04,-1.062455731011207813e-02
-2.374500000000000000e+04,-1.066622224073997087e-02
-2.374400000000000000e+04,-1.070788717136786188e-02
-2.374300000000000000e+04,-1.074955210199575115e-02
-2.374200000000000000e+04,-1.079121703262364215e-02
-2.374100000000000000e+04,-1.083288196325153142e-02
-2.374000000000000000e+04,-1.087454689387942243e-02
-2.373900000000000000e+04,-1.091621182450731344e-02
-2.373800000000000000e+04,-1.095787675513520271e-02
-2.373700000000000000e+04,-1.099954168576309371e-02
-2.373600000000000000e+04,-1.104120661639098472e-02
-2.373500000000000000e+04,-1.108287154701887399e-02
-2.373400000000000000e+04,-1.112453647764676500e-02
-2.373300000000000000e+04,-1.116620140827465600e-02
-2.373200000000000000e+04,-1.120786633890254527e-02
-2.373100000000000000e+04,-1.124953126953043628e-02
-2.373000000000000000e+04,-1.129119620015832728e-02
-2.372900000000000000e+04,-1.133286113078621829e-02
-2.372800000000000000e+04,-1.137452606141410930e-02
-2.372700000000000000e+04,-1.141619099204200030e-02
-2.372600000000000000e+04,-1.145785592266988957e-02
-2.372500000000000000e+04,-1.149952085329778058e-02
-2.372400000000000000e+04,-1.154118578392566985e-02
-2.372300000000000000e+04,-1.158285071455356086e-02
-2.372200000000000000e+04,-1.162451564518145186e-02
-2.372100000000000000e+04,-1.166618057580934113e-02
-2.372000000000000000e+04,-1.170784550643723214e-02
-2.371900000000000000e+04,-1.174951043706512314e-02
-2.371800000000000000e+04,-1.179117536769301242e-02
-2.371700000000000000e+04,-1.183284029832090342e-02
-2.371600000000000000e+04,-1.187450522894879443e-02
-2.371500000000000000e+04,-1.191617015957668370e-02
-2.371400000000000000e+04,-1.195783509020457470e-02
-2.371300000000000000e+04,-1.199950002083246745e-02
-2.371200000000000000e+04,-1.204116495146035672e-02
-2.371100000000000000e+04,-1.208282988208824772e-02
-2.371000000000000000e+04,-1.212449481271613699e-02
-2.370900000000000000e+04,-1.216615974334402800e-02
-2.370800000000000000e+04,-1.220782467397191901e-02
-2.370700000000000000e+04,-1.224948960459980828e-02
-2.370600000000000000e+04,-1.229115453522769928e-02
-2.370500000000000000e+04,-1.233281946585559029e-02
-2.370400000000000000e+04,-1.237448439648347956e-02
-2.370300000000000000e+04,-1.241614932711137056e-02
-2.370200000000000000e+04,-1.245781425773926157e-02
-2.370100000000000000e+04,-1.249947918836715084e-02
-2.370000000000000000e+04,-1.254114411899504185e-02
-2.369900000000000000e+04,-1.258280904962293285e-02
-2.369800000000000000e+04,-1.262447398025082212e-02
-2.369700000000000000e+04,-1.266613891087871487e-02
-2.369600000000000000e+04,-1.270780384150660414e-02
-2.369500000000000000e+04,-1.274946877213449514e-02
-2.369400000000000000e+04,-1.279113370276238615e-02
-2.369300000000000000e+04,-1.283279863339027542e-02
-2.369200000000000000e+04,-1.287446356401816643e-02
-2.369100000000000000e+04,-1.291612849464605743e-02
-2.369000000000000000e+04,-1.295779342527394670e-02
-2.368900000000000000e+04,-1.299945835590183771e-02
-2.368800000000000000e+04,-1.304112328652972871e-02
-2.368700000000000000e+04,-1.308278821715761799e-02
-2.368600000000000000e+04,-1.312445314778550899e-02
-2.368500000000000000e+04,-1.316611807841340000e-02
-2.368400000000000000e+04,-1.320778300904128927e-02
-2.368300000000000000e+04,-1.324944793966918027e-02
-2.368200000000000000e+04,-1.329111287029706955e-02
-2.368100000000000000e+04,-1.333277780092496229e-02
-2.368000000000000000e+04,-1.337444273155285329e-02
-2.367900000000000000e+04,-1.341610766218074256e-02
-2.367800000000000000e+04,-1.345777259280863357e-02
-2.367700000000000000e+04,-1.349943752343652457e-02
-2.367600000000000000e+04,-1.354110245406441385e-02
-2.367500000000000000e+04,-1.358276738469230485e-02
-2.367400000000000000e+04,-1.362443231532019586e-02
-2.367300000000000000e+04,-1.366609724594808513e-02
-2.367200000000000000e+04,-1.370776217657597613e-02
-2.367100000000000000e+04,-1.374942710720386714e-02
-2.367000000000000000e+04,-1.379109203783175641e-02
-2.366900000000000000e+04,-1.383275696845964742e-02
-2.366800000000000000e+04,-1.387442189908753669e-02
-2.366700000000000000e+04,-1.391608682971542769e-02
-2.366600000000000000e+04,-1.395775176034331870e-02
-2.366500000000000000e+04,-1.399941669097120971e-02
-2.366400000000000000e+04,-1.404108162159910071e-02
-2.366300000000000000e+04,-1.408274655222699172e-02
-2.366200000000000000e+04,-1.412441148285488099e-02
-2.366100000000000000e+04,-1.416607641348277200e-02
-2.366000000000000000e+04,-1.420774134411066300e-02
-2.365900000000000000e+04,-1.424940627473855227e-02
-2.365800000000000000e+04,-1.429107120536644328e-02
-2.365700000000000000e+04,-1.433273613599433428e-02
-2.365600000000000000e+04,-1.437440106662222356e-02
-2.365500000000000000e+04,-1.441606599725011456e-02
-2.365400000000000000e+04,-1.445773092787800557e-02
-2.365300000000000000e+04,-1.449939585850589484e-02
-2.365200000000000000e+04,-1.454106078913378584e-02
-2.365100000000000000e+04,-1.458272571976167511e-02
-2.365000000000000000e+04,-1.462439065038956612e-02
-2.364900000000000000e+04,-1.466605558101745886e-02
-2.364800000000000000e+04,-1.470772051164534813e-02
-2.364700000000000000e+04,-1.474938544227323914e-02
-2.364600000000000000e+04,-1.479105037290113014e-02
-2.364500000000000000e+04,-1.483271530352901942e-02
-2.364400000000000000e+04,-1.487438023415691042e-02
-2.364300000000000000e+04,-1.491604516478480143e-02
-2.364200000000000000e+04,-1.495771009541269070e-02
-2.364100000000000000e+04,-1.499937502604058170e-02
-2.364000000000000000e+04,-1.504103995666847271e-02
-2.363900000000000000e+04,-1.508270488729636198e-02
-2.363800000000000000e+04,-1.512436981792425299e-02
-2.363700000000000000e+04,-1.516603474855214226e-02
-2.363600000000000000e+04,-1.520769967918003326e-02
-2.363500000000000000e+04,-1.524936460980792427e-02
-2.363400000000000000e+04,-1.529102954043581354e-02
-2.363300000000000000e+04,-1.533269447106370628e-02
-2.363200000000000000e+04,-1.537435940169159729e-02
-2.363100000000000000e+04,-1.541602433231948656e-02
-2.363000000000000000e+04,-1.545768926294737756e-02
-2.362900000000000000e+04,-1.549935419357526857e-02
-2.362800000000000000e+04,-1.554101912420315784e-02
-2.362700000000000000e+04,-1.558268405483104885e-02
-2.362600000000000000e+04,-1.562434898545893985e-02
-2.362500000000000000e+04,-1.566601391608683086e-02
-2.362400000000000000e+04,-1.570767884671471840e-02
-2.362300000000000000e+04,-1.574934377734260940e-02
-2.362200000000000000e+04,-1.579100870797050041e-02
-2.362100000000000000e+04,-1.583267363859839141e-02
-2.362000000000000000e+04,-1.587433856922628242e-02
-2.361900000000000000e+04,-1.591600349985417343e-02
-2.361800000000000000e+04,-1.595766843048206443e-02
-2.361700000000000000e+04,-1.599933336110995544e-02
-2.361600000000000000e+04,-1.604099829173784644e-02
-2.361500000000000000e+04,-1.608266322236573745e-02
-2.361400000000000000e+04,-1.612432815299363192e-02
-2.361300000000000000e+04,-1.616599308362152293e-02
-2.361200000000000000e+04,-1.620765801424941394e-02
-2.361100000000000000e+04,-1.624932294487730841e-02
-2.361000000000000000e+04,-1.629098787550519942e-02
-2.360900000000000000e+04,-1.633265280613309042e-02
-2.360800000000000000e+04,-1.637431773676098490e-02
-2.360700000000000000e+04,-1.641598266738887590e-02
-2.360600000000000000e+04,-1.645764759801676691e-02
-2.360500000000000000e+04,-1.649931252864466139e-02
-2.360400000000000000e+04,-1.654097745927255239e-02
-2.360300000000000000e+04,-1.658264238990044340e-02
-2.360200000000000000e+04,-1.662430732052833787e-02
-2.360100000000000000e+04,-1.666597225115620459e-02
-2.360000000000000000e+04,-1.670763718178409560e-02
-2.359900000000000000e+04,-1.674930211241198660e-02
-2.359800000000000000e+04,-1.679096704303988108e-02
-2.359700000000000000e+04,-1.683263197366777209e-02
-2.359600000000000000e+04,-1.687429690429566309e-02
-2.359500000000000000e+04,-1.691596183492355757e-02
-2.359400000000000000e+04,-1.695762676555144857e-02
-2.359300000000000000e+04,-1.699929169617933958e-02
-2.359200000000000000e+04,-1.704095662680723405e-02
-2.359100000000000000e+04,-1.708262155743512506e-02
-2.359000000000000000e+04,-1.712428648806301607e-02
-2.358900000000000000e+04,-1.716595141869091054e-02
-2.358800000000000000e+04,-1.720761634931880155e-02
-2.358700000000000000e+04,-1.724928127994669255e-02
-2.358600000000000000e+04,-1.729094621057458703e-02
-2.358500000000000000e+04,-1.733261114120245028e-02
-2.358400000000000000e+04,-1.737427607183034128e-02
-2.358300000000000000e+04,-1.741594100245823576e-02
-2.358200000000000000e+04,-1.745760593308612676e-02
-2.358100000000000000e+04,-1.749927086371401777e-02
-2.358000000000000000e+04,-1.754093579434191225e-02
-2.357900000000000000e+04,-1.758260072496980325e-02
-2.357800000000000000e+04,-1.762426565559769426e-02
-2.357700000000000000e+04,-1.766593058622558873e-02
-2.357600000000000000e+04,-1.770759551685347974e-02
-2.357500000000000000e+04,-1.774926044748137074e-02
-2.357400000000000000e+04,-1.779092537810926522e-02
-2.357300000000000000e+04,-1.783259030873715623e-02
-2.357200000000000000e+04,-1.787425523936504723e-02
-2.357100000000000000e+04,-1.791592016999294171e-02
-2.357000000000000000e+04,-1.795758510062083271e-02
-2.356900000000000000e+04,-1.799925003124869943e-02
-2.356800000000000000e+04,-1.804091496187659044e-02
-2.356700000000000000e+04,-1.808257989250448491e-02
-2.356600000000000000e+04,-1.812424482313237592e-02
-2.356500000000000000e+04,-1.816590975376026693e-02
-2.356400000000000000e+04,-1.820757468438816140e-02
-2.356300000000000000e+04,-1.824923961501605241e-02
-2.356200000000000000e+04,-1.829090454564394341e-02
-2.356100000000000000e+04,-1.833256947627183789e-02
-2.356000000000000000e+04,-1.837423440689972889e-02
-2.355900000000000000e+04,-1.841589933752761990e-02
-2.355800000000000000e+04,-1.845756426815551438e-02
-2.355700000000000000e+04,-1.849922919878340538e-02
-2.355600000000000000e+04,-1.854089412941129639e-02
-2.355500000000000000e+04,-1.858255906003919086e-02
-2.355400000000000000e+04,-1.862422399066708187e-02
-2.355300000000000000e+04,-1.866588892129494512e-02
-2.355200000000000000e+04,-1.870755385192283959e-02
-2.355100000000000000e+04,-1.874921878255073060e-02
-2.355000000000000000e+04,-1.879088371317862161e-02
-2.354900000000000000e+04,-1.883254864380651608e-02
-2.354800000000000000e+04,-1.887421357443440709e-02
-2.354700000000000000e+04,-1.891587850506229809e-02
-2.354600000000000000e+04,-1.895754343569019257e-02
-2.354500000000000000e+04,-1.899920836631808357e-02
-2.354400000000000000e+04,-1.904087329694597458e-02
-2.354300000000000000e+04,-1.908253822757386906e-02
-2.354200000000000000e+04,-1.912420315820176006e-02
-2.354100000000000000e+04,-1.916586808882965107e-02
-2.354000000000000000e+04,-1.920753301945754554e-02
-2.353900000000000000e+04,-1.924919795008543655e-02
-2.353800000000000000e+04,-1.929086288071332755e-02
-2.353700000000000000e+04,-1.933252781134119427e-02
-2.353600000000000000e+04,-1.937419274196908875e-02
-2.353500000000000000e+04,-1.941585767259697975e-02
-2.353400000000000000e+04,-1.945752260322487076e-02
-2.353300000000000000e+04,-1.949918753385276524e-02
-2.353200000000000000e+04,-1.954085246448065624e-02
-2.353100000000000000e+04,-1.958251739510854725e-02
-2.353000000000000000e+04,-1.962418232573644172e-02
-2.352900000000000000e+04,-1.966584725636433273e-02
-2.352800000000000000e+04,-1.970751218699222373e-02
-2.352700000000000000e+04,-1.974917711762011821e-02
-2.352600000000000000e+04,-1.979084204824800922e-02
-2.352500000000000000e+04,-1.983250697887590022e-02
-2.352400000000000000e+04,-1.987417190950379470e-02
-2.352300000000000000e+04,-1.991583684013168570e-02
-2.352200000000000000e+04,-1.995750177075957671e-02
-2.352100000000000000e+04,-1.999916670138744343e-02
-2.352000000000000000e+04,-2.004083163201533443e-02
-2.351900000000000000e+04,-2.008249656264322544e-02
-2.351800000000000000e+04,-2.012416149327111992e-02
-2.351700000000000000e+04,-2.016582642389901092e-02
-2.351600000000000000e+04,-2.020749135452690193e-02
-2.351500000000000000e+04,-2.024915628515479640e-02
-2.351400000000000000e+04,-2.029082121578268741e-02
-2.351300000000000000e+04,-2.033248614641057841e-02
-2.351200000000000000e+04,-2.037415107703847289e-02
-2.351100000000000000e+04,-2.041581600766636390e-02
-2.351000000000000000e+04,-2.045748093829425490e-02
-2.350900000000000000e+04,-2.049914586892214938e-02
-2.350800000000000000e+04,-2.054081079955004038e-02
-2.350700000000000000e+04,-2.058247573017793139e-02
-2.350600000000000000e+04,-2.062414066080582586e-02
-2.350500000000000000e+04,-2.066580559143369258e-02
-2.350400000000000000e+04,-2.070747052206158359e-02
-2.350300000000000000e+04,-2.074913545268947460e-02
-2.350200000000000000e+04,-2.079080038331736907e-02
-2.350100000000000000e+04,-2.083246531394526008e-02
-2.350000000000000000e+04,-2.087413024457315108e-02
-2.349900000000000000e+04,-2.091579517520104556e-02
-2.349800000000000000e+04,-2.095746010582893656e-02
-2.349700000000000000e+04,-2.099912503645682757e-02
-2.349600000000000000e+04,-2.104078996708472205e-02
-2.349500000000000000e+04,-2.108245489771261305e-02
-2.349400000000000000e+04,-2.112411982834050406e-02
-2.349300000000000000e+04,-2.116578475896839853e-02
-2.349200000000000000e+04,-2.120744968959628954e-02
-2.349100000000000000e+04,-2.124911462022418054e-02
-2.349000000000000000e+04,-2.129077955085207502e-02
-2.348900000000000000e+04,-2.133244448147993827e-02
-2.348800000000000000e+04,-2.137410941210782928e-02
-2.348700000000000000e+04,-2.141577434273572375e-02
-2.348600000000000000e+04,-2.145743927336361476e-02
-2.348500000000000000e+04,-2.149910420399150576e-02
-2.348400000000000000e+04,-2.154076913461940024e-02
-2.348300000000000000e+04,-2.158243406524729124e-02
-2.348200000000000000e+04,-2.162409899587518225e-02
-2.348100000000000000e+04,-2.166576392650307673e-02
-2.348000000000000000e+04,-2.170742885713096773e-02
-2.347900000000000000e+04,-2.174909378775885874e-02
-2.347800000000000000e+04,-2.179075871838675321e-02
-2.347700000000000000e+04,-2.183242364901464422e-02
-2.347600000000000000e+04,-2.187408857964253522e-02
-2.347500000000000000e+04,-2.191575351027042623e-02
-2.347400000000000000e+04,-2.195741844089832071e-02
-2.347300000000000000e+04,-2.199908337152618742e-02
-2.347200000000000000e+04,-2.204074830215407843e-02
-2.347100000000000000e+04,-2.208241323278197291e-02
-2.347000000000000000e+04,-2.212407816340986391e-02
-2.346900000000000000e+04,-2.216574309403775492e-02
-2.346800000000000000e+04,-2.220740802466564939e-02
-2.346700000000000000e+04,-2.224907295529354040e-02
-2.346600000000000000e+04,-2.229073788592143140e-02
-2.346500000000000000e+04,-2.233240281654932588e-02
-2.346400000000000000e+04,-2.237406774717721689e-02
