x_position,intensity_no_detector,intensity_with_detector,intensity_slit1,intensity_slit2
39.12,0.00037598219857477367,0.0014486498871677893,0.0010161304118300888,0.00043251947533770054
39.2,0.00037931612986976293,0.001461198872475717,0.001025040731558917,0.0004361581409168
39.28,0.00038268141617869215,0.0014738623060601167,0.0010340335988782065,0.00043982870718191016
39.36,0.000386078375167864,0.0014866413022450225,0.001043109833565629,0.00044353146867939346
39.44,0.000389507328029125,0.00149953698712244,0.0010522702642671762,0.00044726672285526386
39.52,0.00039296859952338986,0.0015125504986893141,0.0010615157286032874,0.00045103477008602674
39.6,0.00039646251802476814,0.0015256829869862707,0.0010708470732763951,0.0004548359137098755
39.68,0.00039998941556530955,0.001538935614238174,0.0010802651541799223,0.00045867046005825164
39.76,0.00040354962788036566,0.0015523095549965051,0.0010897708365087307,0.00046253871848777445
39.84,0.00040714349445458904,0.0015658059962836085,0.0010993649948710668,0.00046644100141254174
39.92,0.00041077135856857304,0.0015794261377388172,0.0011090485134020109,0.0004703776243368063
40.0,0.000414433567346148,0.0015931711917665059,0.0011188222858784648,0.000474348905888041
40.08,0.00041813047180233695,0.001607042383686074,0.0011286872158356898,0.00047835516785038417
40.160000000000004,0.00042186242689198715,0.0016210409518839079,0.0011386442166854255,0.00048239673519848223
40.24,0.0004256297915590874,0.0016351681479673391,0.0011486942118356129,0.0004864739361317262
40.32,0.00042943292878677854,0.0016494252369206395,0.001158838134811745,0.0004905871021088945
40.4,0.0004332722056480724,0.0016638134972630735,0.0011690769293798723,0.0004947365678832011
40.480000000000004,0.00043714799335728936,0.0016783342212090412,0.0011794115496712844,0.0004989226715377569
40.56,0.00044106066732222055,0.0016929887148303434,0.0011898429603088932,0.0005031457545214503
40.64,0.00044501060719704056,0.0017077782982206097,0.0012003721365353574,0.0005074061616852525
40.72,0.0004489981969359621,0.0017227043056619023,0.0012110000643429512,0.0005117042413189511
40.800000000000004,0.000453023824847665,0.001737768085793548,0.0012217277406052277,0.0005160403451883204
40.88,0.0004570878836504972,0.0017529710017832132,0.0012325561732104851,0.0005204148285727282
40.96,0.0004611907705284685,0.0017683144315002812,0.0012434863811970835,0.0005248280503031979
41.04,0.0004653328871880458,0.0017837997676915366,0.0012545193948906232,0.0005292803728009134
41.12,0.0004695146399157672,0.001799428418159217,0.001265656256043027,0.0005337721621161899
41.2,0.0004737364396366802,0.001815201805941448,0.0012768980179735426,0.0005383037879679054
41.28,0.0004779987019736273,0.0018311213694951131,0.00128824574571171,0.0005428756237834031
41.36,0.0004823018473073856,0.0018471885628811887,0.0012997005161423149,0.0005474880467388739
41.44,0.00048664630083767983,0.0018634048559525852,0.0013112634181523667,0.0005521414378002184
41.52,0.0004910324926450764,0.0018797717345445215,0.0013229355527801204,0.0005568361817644011
41.6,0.0004954608577537787,0.001896290700667482,0.0013347180333661858,0.0005615726673012962
41.68,0.000499931836195337,0.001912963272702806,0.0013466119857067592,0.0005663512869960468
41.76,0.0005044458730732876,0.0019297909856009214,0.001358618548209001,0.0005711724373919204
41.84,0.0005090034186287364,0.0019467753910822902,0.001370738872048601,0.0005760365190336893
41.92,0.0005136049283068999,0.001963918057841086,0.0013829741213295537,0.0005809439365115321
42.0,0.0005182508628246307,0.001981220571751675,0.0013953254732462117,0.0005858950985054632
42.08,0.0005229416882389244,0.001998684536077908,0.0014077941182476027,0.0005908904178303051
42.160000000000004,0.0005276778760164445,0.002016311571685296,0.001420381260204097,0.0005959303114811988
42.24,0.0005324599031040692,0.002034103317256092,0.0014330881165764225,0.0006010152006796694
42.32,0.0005372882520004809,0.0020520614295073515,0.0014459159185871,0.0006061455109202514
42.4,0.0005421634108288206,0.0020701875834119874,0.0014588659113943078,0.0006113216720176793
42.480000000000004,0.0005470858734104151,0.0020884834724228894,0.001471939354268235,0.0006165441181546546
42.56,0.0005520561393396032,0.0021069508087001388,0.0014851375207699477,0.0006218132879301909
42.64,0.0005570747140596798,0.0021255913233413906,0.0014984616989328335,0.0006271296244085569
42.72,0.0005621421089399701,0.0021444067666154423,0.001511913191446633,0.0006324935751688093
42.800000000000004,0.0005672588413540597,0.0021633989081990667,0.001525493315844131,0.0006379055923549357
42.88,0.0005724254347591947,0.00218256953741714,0.0015392034046905257,0.0006433661327266145
42.96,0.0005776424187768794,0.002201920463486136,0.0015530448057755445,0.0006488756577105915
43.04,0.000582910329274684,0.002221453515761026,0.00156701888230833,0.000654434633452696
43.12,0.000588229708449285,0.0022411705439856393,0.0015811270131151501,0.000660043530870489
43.2,0.000593601104910766,0.0022610734185465487,0.0015953705928399827,0.000665702825706566
43.28,0.0005990250737681887,0.002281164030730529,0.0016097510321480138,0.0006714129985825151
43.36,0.0006045021767164698,0.0023014442929856515,0.0016242697579321097,0.000677174535053542
43.44,0.0006100329821245747,0.0023219161391860674,0.001638928213522295,0.0006829879256637723
43.52,0.0006156180651250541,0.0023425815249005374,0.0016537278588982997,0.0006888536660022376
43.6,0.0006212580077049527,0.0023634424276647824,0.001668670170905226,0.0006947722567595565
43.68,0.000626953398798105,0.0023845008472576984,0.0016837566434723763,0.000700744203785322
43.76,0.0006327048343788499,0.002405758805981511,0.0016989887878353105,0.0007067700181462006
43.84,0.0006385129175571832,0.0024272183489459313,0.0017143681327611742,0.0007128502161847573
43.92,0.0006443782586753737,0.0024488815443563607,0.001729896224777349,0.0007189853195790118
44.0,0.0006503014754060776,0.002470750483806254,0.001745574628403509,0.0007251758554027448
44.08,0.0006562831928519601,0.002492827282573649,0.0017614049263870962,0.0007314223561865528
44.160000000000004,0.000662324043646871,0.0025151140799219898,0.0017773887199423184,0.0007377253599796713
44.24,0.000668424668058583,0.002537613039405263,0.0017935276289926887,0.0007440854104125742
44.32,0.000674585714093135,0.0025603263491775583,0.0018098232924172004,0.0007505030567603582
44.4,0.000680807837600803,0.0025832562223071106,0.0018262773683001814,0.0007569788540069291
44.480000000000004,0.0006870917023837209,0.002606404897094874,0.001842891534184882,0.000763513362909992
44.56,0.0006934379803051946,0.002629774637397749,0.0018596674873308846,0.0007701071500668642
44.64,0.0006998473514007288,0.002653367732956508,0.0018766069449753847,0.0007767607879811233
44.72,0.0007063205039908033,0.0026771864997285058,0.001893711644598412,0.0007834748551300936
44.800000000000004,0.00071285813479542,0.002701233280225245,0.001910983344192051,0.0007902499360331937
44.88,0.0007194609490504719,0.002725510443854899,0.0019284238225337534,0.0007970866213211457
44.96,0.0007261296606259434,0.0027500203872698648,0.001946034879463791,0.0008039855078060738
45.04,0.0007328649921459951,0.002774765534719411,0.0019638183361669246,0.0008109471985524864
45.12,0.0007396676751109523,0.0027997483384075376,0.001981776035458369,0.0008179723029491685
45.2,0.0007465384500212449,0.0028249712788561243,0.001999909842074131,0.0008250614367819931
45.28,0.0007534780665033215,0.002850436865273437,0.002018221642965777,0.00083221522230766
45.36,0.0007604872834375813,0.0028761476359281187,0.0020367133475997327,0.0008394342883283858
45.44,0.0007675668690883642,0.0029021061585287307,0.002055386888261183,0.0008467192702675475
45.52,0.0007747176012360257,0.0029283150306089467,0.0020742442203626477,0.0008540708102462989
45.6,0.0007819402673111385,0.002954776879918483,0.0020932873227573084,0.0008614895571611743
45.68,0.0007892356645308754,0.0029814943648199107,0.002112518198057217,0.0008689761667626936
45.76,0.0007966046000375876,0.003008470174691384,0.0021319388729564024,0.0008765313017349815
45.84,0.0008040478910396386,0.003035707030335423,0.0021515513985590094,0.0008841556317764134
45.92,0.0008115663649545257,0.0030632076843938576,0.0021713578507125478,0.00089184983368131
46.0,0.0008191608595543426,0.0030909749217690376,0.002191360330346346,0.0008996145914226918
46.08,0.000826832223113609,0.003119011560051387,0.002211560963815282,0.0009074505962361047
46.160000000000004,0.0008345813145595324,0.003147320449953465,0.0022319619032489255,0.0009153585467045394
46.24,0.0008424090036247238,0.00317590447575058,0.002252565326906125,0.0009233391488444544
46.32,0.0008503161710024466,0.00320476655572816,0.002273373439535231,0.0009313931161929287
46.4,0.0008583037085044016,0.0032339096426358934,0.0022943884727399453,0.000939521169895948
46.480000000000004,0.0008663725192211479,0.0032633367241488515,0.002315612685351007,0.0009477240387978442
46.56,0.0008745235176851519,0.0032930508233356293,0.0023370483638037133,0.0009560024595319162
46.64,0.0008827576300365779,0.0033230549991337347,0.0023586978225214987,0.0009643571766122358
46.72,0.000891075794191815,0.0033533523468322352,0.002380563404305572,0.0009727889425266629
46.800000000000004,0.0008994789600148246,0.0033839459985618697,0.002402647480730784,0.0009812985178310858
46.88,0.0009079680894913562,0.0034148391237927363,0.0024249524525478327,0.0009898866712449036
46.96,0.0009165441569060837,0.0034460349298396837,0.0024474807500919076,0.0009985541797477761
47.04,0.0009252081490227235,0.003477536662375561,0.00247023483369791,0.0010073018286776507
47.12,0.0009339610652671803,0.003509347605952428,0.002493217194122339,0.0010161304118300888
47.2,0.00094280391791379,0.0035414710845309135,0.0025164303529719963,0.001025040731558917
47.28,0.0009517377322747192,0.003573910462017842,0.0025398768631396352,0.0010340335988782065
47.36,0.0009607635468925771,0.003606669142812286,0.002563559309246657,0.001043109833565629
47.44,0.0009698824137363039,0.003639750572360184,0.002587480308093008,0.0010522702642671762
47.52,0.0009790953984004053,0.003673158237717703,0.0026116425091144155,0.0010615157286032874
47.6,0.0009884035803075823,0.003706895668123452,0.002636048594847057,0.0010708470732763951
47.68,0.000997808052914854,0.003740966435579805,0.0026607012813998827,0.0010802651541799223
47.76,0.001007309923923199,0.0037753741554433676,0.002685603318934637,0.0010897708365087307
47.84,0.0010169103154908325,0.0038101224870248835,0.0027107574921538167,0.0010993649948710668
47.92,0.001026610364450141,0.0038452151341986365,0.002736166620796626,0.0011090485134020109
48.0,0.0010364112225283964,0.0038806558460216392,0.0027618335601431745,0.0011188222858784648
