time,total_energy,mode1_energy,mode2_energy
0.0,2.048769556032245,25.59984189905222,16.383789220252822
0.25,2.0603003707859586,25.47848432066374,16.24281272295058
0.5,2.059722822753938,25.122108736078307,15.831060123908438
0.75,2.0595183122148994,24.537392571862974,15.16246461324036
1.0,2.0595076564261023,23.735180664941137,14.25950462932852
1.25,2.0596300027711965,22.73034868244689,13.152535101412157
1.5,2.0598478677629255,21.541527755843553,11.878768825534404
1.75,2.0601386305329417,20.19075859853794,10.481026389227354
2.0,2.0604929654703548,18.703082258187372,9.006297585338766
2.25,2.060907991196021,17.106075190506346,7.504162727535281
2.5,2.061378255991862,15.42933731588915,6.025126904522427
2.75,2.0618905271510224,13.703942582849947,4.618923120278103
3.0,2.062425130784738,11.96186225507395,3.3328413096937246
3.25,2.062961579220269,10.235371642899985,2.210139349949765
3.5,2.063483588630186,8.55645130482476,1.288589435368296
3.75,2.063979990422341,6.9561938442745195,0.5992086394601224
4.0,2.064441826677942,5.464227319605941,0.16521630486439845
4.25,2.0648588434967396,4.108165973135752,0.0012532873373856336
4.5,2.0652185284334066,2.913098473831305,0.11288928937076553
4.75,2.0655082865433267,1.9011231676798785,0.4964348473407772
5.0,2.0657187112480155,1.0909389527696887,1.139064307817619
5.25,2.065845312866532,0.49749935912289844,2.019245687030531
5.5,2.0658877061459004,0.1317362356753793,3.1074630029449946
5.75,2.065847469829025,0.00035815049340009124,4.367206847895158
6.0,2.0657267656600555,0.10572721957583248,5.756199961011174
6.25,2.0655287902420336,0.44581662040228426,7.227816666333028
6.5,2.0652593343623487,1.0142495460120944,8.732648529628827
6.75,2.064927776215448,1.8004188418416511,10.220163673304446
7.0,2.0645464583597626,2.789685069022363,11.64040403945558
7.25,2.064128884470835,3.9636492822390705,12.945663611870302
7.5,2.063688140477874,5.300495424612797,14.092091241638164
7.75,2.0632366009824277,6.7753959521040175,15.041164246741221
8.0,2.062786748027845,8.360973129522279,15.76098328888781
8.25,2.062351963355858,10.02780741102267,16.227345025570685
8.5,2.0619462765854837,11.744983448979545,16.424556490813313
8.75,2.0615830571195946,13.480663582384373,16.34596382423882
9.0,2.0612735690211452,15.202678152166113,15.994177554244892
9.25,2.0610263569800487,16.87912168531519,15.380986825599926
9.5,2.0608476351796354,18.478943887938854,14.526965402954453
9.75,2.060741988043502,19.972524491122158,13.460782629189687
10.0,2.0607125332355816,21.332221300606978,12.218242423879234
10.25,2.0607603234697085,22.53288130592855,10.841082539850387
10.5,2.0608835477958793,23.552305397182856,9.37557434825118
10.75,2.0610773136315634,24.37165810496247,7.870970124246393
11.0,2.0613342841350684,24.97581480488822,6.377849931397351
11.25,2.0616457134579087,25.353639993349457,4.946423580729598
11.5,2.062002137594306,25.498191523773247,3.6248446569310895
11.75,2.062393369454805,25.406847069043458,2.4575932079930887
12.0,2.0628081209376714,25.08135051997357,1.4839813990194974
12.25,2.063233910047728,24.527777515149875,0.7368323127273951
12.5,2.0636576285936488,23.75642079642705,0.24137627632317868
12.75,2.0640665388922925,22.781597569077093,0.014401801467402177
13.0,2.064449102312295,21.62138248854191,0.06368968544381995
13.25,2.0647952310001605,20.297271270210477,0.38774932375121857
13.5,2.0650960898002433,18.83378119921144,0.9758661456955013
13.75,2.065343950309488,17.25799598023887,1.8084586452817488
14.0,2.065532482028363,15.599063391484249,2.8577330900453912
14.25,2.0656573925713704,13.887655073015928,4.088613999062714
14.5,2.065716953360495,12.155398472577032,5.459919223572464
14.75,2.0657120105230873,10.43429147815314,6.9257402501715095
15.0,2.0656455068020985,8.75611057766186,8.436981453151608
15.25,2.065521925635736,7.15182349622971,9.943006680680366
15.5,2.065347065557263,5.651017168964626,11.393337948613281
15.75,2.0651281837900366,4.281351613866868,12.739349257112591
16.0,2.0648741663921837,3.068049781210161,13.935898698174402
16.25,2.0645953365608585,2.0334327816274613,14.942844081747154
16.5,2.0643028284197493,1.1965090479288365,15.726391205534469
16.75,2.0640078263307666,0.5726249812278056,16.260229498340166
17.0,2.0637210581169216,0.17318348900902664,16.526416891176897
17.25,2.063452669264564,0.005435562628261163,16.515984175571187
17.5,2.0632122513952846,0.07234868782868809,16.229238512802464
17.75,2.0630086814417647,0.3725544593206404,15.675755845896468
18.0,2.062849644562607,0.9003763056707133,14.874062399747697
18.25,2.062741049235195,1.6459367507840188,13.851015883825212
18.5,2.0626866815348524,2.5953421704778448,12.640907086677794
18.75,2.0626882648508595,3.7309415741024803,11.284311933897428
19.0,2.0627457668830864,5.031654578164959,9.82673245651937
19.25,2.062857628861866,6.473362466504386,8.317072203976121
19.5,2.0630207281191004,8.029355073099438,6.805997196813344
19.75,2.063230186874024,9.670825200276877,5.344237362707915
20.0,2.063479323716764,11.36740141563661,3.980885405613716
20.25,2.0637599455847426,13.087709371258258,2.7617501545673897
20.5,2.0640628981052003,14.799951271406384,1.7278196223069016
20.75,2.064378594155373,16.472492789328292,0.9138853350310162
21.0,2.064697301667002,18.074446605614412,0.3473740961238575
21.25,2.0650092239999056,19.57624181209337,0.04742639927258603
21.5,2.0653046082984985,20.950168694806045,0.024252442874012792
21.75,2.065574083385278,22.170888872045317,0.2787873948879559
22.0,2.0658091981567424,23.21590141001552,0.8026575271723383
22.25,2.0660029243389575,24.065956357245327,1.5784584170846376
22.5,2.066149895720333,24.705408114219665,2.5803359511690926
22.75,2.0662463669267903,25.1225021686698,3.774850711917083
23.0,2.066290089380771,25.30958995893995,5.122096824400325
23.25,2.0662803242193495,25.263267955064048,6.577037803789707
23.5,2.066218029061492,24.984438445141258,8.091014663695018
23.75,2.066106044119619,24.47829095753318,9.613375763158908
24.0,2.0659490600785158,23.75420471075066,11.09317378104026
24.25,2.0657533105833674,22.8255739357866,12.480872947721066
24.5,2.0655261425834577,21.70955933338713,13.730009311509441
24.75,2.065275679520192,20.426770285327528,14.798748382836102
