t,projection
0.00000000,4.9902377584e-01
0.00250000,4.9410450283e-01
0.00500000,4.8431444998e-01
0.00750000,4.6975012561e-01
0.01000000,4.5055510181e-01
0.01250000,4.2691859915e-01
0.01500000,3.9907362137e-01
0.01750000,3.6729465849e-01
0.02000000,3.3189498096e-01
0.02250000,2.9322355146e-01
0.02500000,2.5166158493e-01
0.02750000,2.0761879062e-01
0.03000000,1.6152933328e-01
0.03250000,1.1384755324e-01
0.03500000,6.5043487599e-02
0.03750000,1.5598236731e-02
0.04000000,-3.4000778323e-02
0.04250000,-8.3264620748e-02
0.04500000,-1.3170765779e-01
0.04750000,-1.7885234802e-01
0.05000000,-2.2423394886e-01
0.05250000,-2.6740509788e-01
0.05500000,-3.0794022283e-01
0.05750000,-3.4543973686e-01
0.06000000,-3.7953397751e-01
0.06250000,-4.0988685084e-01
0.06500000,-4.3619914450e-01
0.06750000,-4.5821147735e-01
0.07000000,-4.7570685637e-01
0.07250000,-4.8851281574e-01
0.07500000,-4.9650311697e-01
0.07750000,-4.9959899333e-01
0.08000000,-4.9776992629e-01
0.08250000,-4.9103394644e-01
0.08500000,-4.7945745565e-01
0.08750000,-4.6315457259e-01
0.09000000,-4.4228600769e-01
0.09250000,-4.1705747895e-01
0.09500000,-3.8771768397e-01
0.09750000,-3.5455584838e-01
0.10000000,-3.1789887467e-01
0.10250000,-2.7810811972e-01
0.10500000,-2.3557583253e-01
0.10750000,-1.9072128758e-01
0.11000000,-1.4398665168e-01
0.11250000,-9.5832625203e-02
0.11500000,-4.6733900555e-02
0.11750000,2.8255172046e-03
0.12000000,5.2357081600e-02
0.12250000,1.0137252073e-01
0.12500000,1.4938865055e-01
0.12750000,1.9593213800e-01
0.13000000,2.4054416702e-01
0.13250000,2.8278496147e-01
0.13500000,3.2223812035e-01
0.13750000,3.5851472258e-01
0.14000000,3.9125716095e-01
0.14250000,4.2014266727e-01
0.14500000,4.4488649421e-01
0.14750000,4.6524472225e-01
0.15000000,4.8101666419e-01
0.15250000,4.9204684349e-01
0.15500000,4.9822652694e-01
0.15750000,4.9949479649e-01
0.16000000,4.9583914981e-01
0.16250000,4.8729562350e-01
0.16500000,4.7394843787e-01
0.16750000,4.5592916672e-01
0.17000000,4.3341544029e-01
0.17250000,4.0662919423e-01
0.17500000,3.7583448181e-01
0.17750000,3.4133487091e-01
0.18000000,3.0347045157e-01
0.18250000,2.6261448338e-01
0.18500000,2.1916971601e-01
0.18750000,1.7356441898e-01
0.19000000,1.2624815986e-01
0.19250000,7.7687372530e-02
0.19500000,2.8360759177e-02
0.19750000,-2.1245428665e-02
0.20000000,-7.0642183472e-02
0.20250000,-1.1934256227e-01
0.20500000,-1.6686648681e-01
0.20750000,-2.1274547608e-01
0.21000000,-2.5652726453e-01
0.21250000,-2.9778026033e-01
0.21500000,-3.3609780002e-01
0.21750000,-3.7110215722e-01
0.22000000,-4.0244826622e-01
0.22250000,-4.2982712358e-01
0.22500000,-4.5296883419e-01
0.22750000,-4.7164527187e-01
0.23000000,-4.8567232816e-01
0.23250000,-4.9491172724e-01
0.23500000,-4.9927238903e-01
0.23750000,-4.9871132704e-01
0.24000000,-4.9323407209e-01
0.24250000,-4.8289461783e-01
0.24500000,-4.6779488846e-01
0.24750000,-4.4808373397e-01
0.25000000,-4.2395546286e-01
0.25250000,-3.9564792662e-01
0.25500000,-3.6344017507e-01
0.25750000,-3.2764970557e-01
0.26000000,-2.8862933314e-01
0.26250000,-2.4676371253e-01
0.26500000,-2.0246554636e-01
0.26750000,-1.5617151677e-01
0.27000000,-1.0833798072e-01
0.27250000,-5.9436471298e-02
0.27500000,-9.9490494553e-03
0.27750000,3.9636448056e-02
0.28000000,8.8831217673e-02
0.28250000,1.3715030755e-01
0.28500000,1.8411739810e-01
0.28750000,2.2926949748e-01
0.29000000,2.7216150565e-01
0.29250000,3.1237060207e-01
0.29500000,3.4950041381e-01
0.29750000,3.8318492286e-01
0.30000000,4.1309207432e-01
0.30250000,4.3892704968e-01
0.30500000,4.6043517311e-01
0.30750000,4.7740442198e-01
0.31000000,4.8966751695e-01
0.31250000,4.9710357097e-01
0.31500000,4.9963928096e-01
0.31750000,4.9724965042e-01
0.32000000,4.8995823583e-01
0.32250000,4.7783691445e-01
0.32500000,4.6100517574e-01
0.32750000,4.3962894351e-01
0.33000000,4.1391894022e-01
0.33250000,3.8412860976e-01
0.33500000,3.5055161903e-01
