metric,value
rel_err,0.0029196440572376134
omega_meas,19.912680147299472
omega_theory,19.941812924977025
omega2_over_k2_meas,0.9970866241539948
omega2_over_k2_theory,1.0000062865657668
energy_drift,0.000431014577303154
