step,x_centroid
0,2.1119583411354372
10,2.078861593851095
20,2.0632271730169873
30,2.063602802537595
40,2.0789624549864567
50,2.1085446793478124
60,2.1517000856316075
70,2.2077485629927573
80,2.2758537976859765
90,2.354929548453956
100,2.4435958045342443
110,2.5401999462997114
120,2.6429065265757457
130,2.7498413965938373
140,2.8592582634432024
150,2.9696868751893986
160,3.0800271507146224
170,3.1895710112548983
180,3.2979556430112207
190,3.4050694202515195
200,3.510939459656596
210,3.61562779805563
220,3.719155056646187
230,3.8214603933646494
240,3.9223975357484657
250,4.021760109602373
260,4.119325620182856
270,4.214906102812937
280,4.308394274082652
290,4.399796502222729
300,4.4892474445828645
310,4.577005026401615
320,4.663427838674382
330,4.748939490849308
340,4.833985747004731
350,4.918990479538072
360,5.004315862635806
370,5.0902311229205806
380,5.176892832469039
390,5.264338328181616
400,5.352492436317153
410,5.441186297957297
420,5.530185779010095
430,5.619225817705371
440,5.7080462837659525
450,5.796424681753281
460,5.8842014554630575
470,5.971294746883668
480,6.057703084994912
490,6.143496348782716
500,6.228797125918523
510,6.313755960442636
520,6.398524734955015
530,6.4832324834027775
540,6.567967323653047
550,6.6527670719514616
560,6.737619646243474
570,6.822472799024753
580,6.907251264273275
590,6.991878265600609
600,7.076297686720799
610,7.1604931575960125
620,7.244500872523448
630,7.328414033791308
640,7.4123782137370515
650,7.4965783992113035
660,7.581219773525335
670,7.666505200388575
680,7.752612785001423
690,7.839676774803978
700,7.927774480977612
710,8.01692096154984
720,8.107072050018358
730,8.19813509755054
740,8.289985683835962
750,8.382487695439586
760,8.475513699741754
770,8.568962538414457
780,8.662771538806227
790,8.7569216257254
800,8.85143476645533
810,8.946364405749382
820,9.041780641578343
830,9.137752682221297
840,9.234331495952528
850,9.331535474599852
860,9.429341411912313
870,9.52768223670143
880,9.626451871566662
890,9.725516468564978
900,9.824730269132205
910,9.923953600818535
920,10.023070177775399
930,10.12200097866747
940,10.220712524754966
950,10.319218284987583
960,10.41757304234133
970,10.515861178530603
980,10.614180785588454
990,10.712626141451535
1000,10.811271301995415
1010,10.910157343851193
1020,11.009285187530542
1030,11.108615039593484
1040,11.20807245335914
1050,11.307559975984335
1060,11.406972480954652
1070,11.506213713603392
1080,11.605211396156053
1090,11.70392848160415
1100,11.802368776647823
1110,11.900576070302817
1120,11.998626953678762
1130,12.096618523059238
1140,12.194652958668366
1150,12.292821441126076
1160,12.391189941024338
1170,12.489789093665594
1180,12.588609709998709
1190,12.687604582543342
1200,12.786696258571496
1210,12.885789521248656
1220,12.984786585009942
1230,13.083602589452255
1240,13.18217893618604
1250,13.28049236550027
1260,13.37855835963934
1270,13.476428374370707
1280,13.574181388933228
1290,13.671911163727062
1300,13.769711260767696
1310,13.867660212205726
1320,13.965809172663764
1330,14.064173977956608
1340,14.162732826360656
1350,14.261429910625504
1360,14.36018439558132
1370,14.458903299785755
1380,14.557496229252674
1390,14.655889623793692
1400,14.754038260179241
1410,14.851932200521782
1420,14.949598108472136
1430,15.047094760063539
1440,15.14450350165717
1450,15.241915203654731
1460,15.33941579908104
1470,15.437072699441712
1480,15.53492422109094
1490,15.63297366515695
1500,15.731188953334573
1510,15.829507846470536
1520,15.927847897271931
1530,16.026119547078643
1540,16.12424028490814
1550,16.222147623712242
1560,16.319808842282143
1570,16.41722596244596
1580,16.514435196539377
1590,16.611500984721673
1600,16.708505601023123
1610,16.80553600234142
1620,16.90267001681851
1630,16.99996405469095
1640,17.097444267952067
1650,17.195102530194415
1660,17.29289784399003
1670,17.390762929029414
1680,17.488614931453828
1690,17.58636854893341
1700,17.683949488425036
1710,17.78130612528815
1720,17.878417523195257
1730,17.97529655874936
1740,18.071987678736555
1750,18.168559673862426
1760,18.26509464163479
1770,18.361674906499015
1780,18.458369974950685
1790,18.555225582484987
1800,18.65225654608198
1810,18.74944452795984
1820,18.846741040000904
1830,18.94407519410207
1840,19.041364958948034
1850,19.138530134047524
1860,19.23550498415704
1870,19.332248535253644
1880,19.428750909331498
1890,19.525034709975586
1900,19.62115126143501
1910,19.71717232240247
1920,19.813178609739893
1930,19.909246963576845
1940,20.0054381873681
1950,20.101787476749944
1960,20.198298932296346
1970,20.294945001858334
1980,20.391670920294303
1990,20.488403428754452
2000,20.585062383937494
2010,20.6815734147892
2020,20.777879621984514
2030,20.873950471265616
2040,20.969786481645922
2050,21.065418981883152
2060,21.160904994860847
2070,21.256318082368878
2080,21.35173661814304
2090,21.44723135478602
2100,21.542854250076946
2110,21.63863030813672
2120,21.734553707298094
2130,21.830588806990985
2140,21.926675856954706
2150,22.022740492988255
2160,22.118705509082485
2170,22.214503039399297
2180,22.310085222205455
2190,22.405431662433934
2200,22.500552521834244
2210,22.595486763638593
2220,22.690295849639117
2230,22.785053907215953
2240,22.879835937267586
2250,22.974705934646515
2260,23.069706795837906
2270,23.16485359706433
2280,23.26013128821526
2290,23.355497149483472
2300,23.450887607482606
2310,23.546228322474477
2320,23.641445944955606
2330,23.73647967914864
2340,23.83129082494353
2350,23.92586879409293
2360,24.02023265972588
2370,24.114428010100372
2380,24.208519623202477
2390,24.302581138514643
