step,time_s,detector_value
169,1.69,4.2772933875421803e-11
170,1.7,4.43550971764023e-11
171,1.71,4.5983720614453755e-11
172,1.72,4.765997425065833e-11
173,1.73,4.938505390797915e-11
174,1.74,5.116018166816257e-11
175,1.75,5.298660637683074e-11
176,1.76,5.4865604156873526e-11
177,1.77,5.6798478930249844e-11
178,1.78,5.878656294830929e-11
179,1.79,6.083121733074606e-11
180,1.8,6.293383261329793e-11
181,1.81,6.509582930430415e-11
182,1.82,6.731865845023691e-11
183,1.83,6.960380221032207e-11
184,1.84,7.195277444036574e-11
185,1.85,7.436712128590423e-11
186,1.86,7.684842178479576e-11
187,1.87,7.939828847937321e-11
188,1.8800000000000001,8.201836803827841e-11
189,1.8900000000000001,8.471034188809874e-11
190,1.9000000000000001,8.747592685492846e-11
191,1.9100000000000001,9.031687581597746e-11
192,1.92,9.323497836135136e-11
193,1.93,9.623206146612758e-11
194,1.94,9.930999017285306e-11
195,1.95,1.0247066828458996e-10
196,1.96,1.0571603906863661e-10
197,1.97,1.0904808597105189e-10
198,1.98,1.1246883334211192e-10
199,1.99,1.1598034717282886e-10
200,2.0,1.1958473584266248e-10
201,2.0100000000000002,1.2328415087855558e-10
202,2.02,1.2708078772542593e-10
203,2.0300000000000002,1.3097688652824715e-10
204,2.04,1.349747329258526e-10
205,2.05,1.390766588565966e-10
206,2.06,1.4328504337600812e-10
207,2.07,1.4760231348657302e-10
208,2.08,1.5203094497978131e-10
209,2.09,1.5657346329057691e-10
210,2.1,1.6123244436434769e-10
211,2.11,1.6601051553659467e-10
212,2.12,1.7091035642541956e-10
213,2.13,1.7593469983697062e-10
214,2.14,1.8108633268398727e-10
215,2.15,1.863680969175848e-10
216,2.16,1.9178289047242056e-10
217,2.17,1.9733366822538428e-10
218,2.18,2.0302344296795478e-10
219,2.19,2.0885528639236686e-10
220,2.2,2.1483233009173183e-10
221,2.21,2.2095776657425592e-10
222,2.22,2.2723485029170133e-10
223,2.23,2.3366689868223503e-10
224,2.24,2.4025729322781057e-10
225,2.25,2.4700948052622896e-10
226,2.2600000000000002,2.539269733780246e-10
227,2.27,2.610133518883229e-10
228,2.2800000000000002,2.682722645838162e-10
229,2.29,2.757074295450049e-10
230,2.3000000000000003,2.8332263555385156e-10
231,2.31,2.9112174325699447e-10
232,2.32,2.991086863446692e-10
233,2.33,3.072874727454851e-10
234,2.34,3.156621858372052e-10
235,2.35,3.242369856736764e-10
236,2.36,3.3301611022805907e-10
237,2.37,3.420038766525029e-10
238,2.38,3.5120468255441733e-10
239,2.39,3.606230072894839e-10
240,2.4,3.702634132715586e-10
241,2.41,3.801305472996113e-10
242,2.42,3.902291419018495e-10
243,2.43,4.0056401669717357e-10
244,2.44,4.1114007977411e-10
245,2.45,4.219623290873688e-10
246,2.46,4.330358538721717e-10
247,2.47,4.443658360764958e-10
248,2.48,4.5595755181137845e-10
249,2.49,4.678163728194275e-10
250,2.5,4.79947767961681e-10
251,2.5100000000000002,4.923573047229597e-10
252,2.52,5.050506507358547e-10
253,2.5300000000000002,5.180335753234934e-10
254,2.54,5.313119510612228e-10
255,2.5500000000000003,5.448917553573526e-10
256,2.56,5.587790720530962e-10
257,2.57,5.729800930418484e-10
258,2.58,5.875011199079375e-10
259,2.59,6.023485655849882e-10
260,2.6,6.175289560340301e-10
261,2.61,6.330489319414859e-10
262,2.62,6.489152504371733e-10
263,2.63,6.651347868324501e-10
264,2.64,6.817145363786342e-10
265,2.65,6.986616160458265e-10
266,2.66,7.159832663222637e-10
267,2.67,7.336868530343269e-10
268,2.68,7.51779869187329e-10
269,2.69,7.702699368272041e-10
270,2.7,7.891648089232186e-10
271,2.71,8.084723712718214e-10
272,2.72,8.282006444217518e-10
273,2.73,8.48357785620517e-10
274,2.74,8.689520907823529e-10
275,2.75,8.899919964777775e-10
276,2.7600000000000002,9.11486081944845e-10
277,2.77,9.334430711222044e-10
278,2.7800000000000002,9.558718347040682e-10
279,2.79,9.787813922171881e-10
280,2.8000000000000003,1.0021809141199369e-09
281,2.81,1.0260797239235915e-09
282,2.82,1.0504873003359085e-09
283,2.83,1.0754132794270807e-09
284,2.84,1.1008674568181615e-09
285,2.85,1.126859789892039e-09
286,2.86,1.1534004000270396e-09
287,2.87,1.1804995748532378e-09
288,2.88,1.2081677705315431e-09
289,2.89,1.2364156140556356e-09
290,2.9,1.2652539055768128e-09
291,2.91,1.2946936207518118e-09
292,2.92,1.3247459131136631e-09
293,2.93,1.3554221164656297e-09
294,2.94,1.3867337472982817e-09
295,2.95,1.418692507229751e-09
296,2.96,1.4513102854692076e-09
297,2.97,1.4845991613035928e-09
298,2.98,1.5185714066076425e-09
299,2.99,1.5532394883772266e-09
300,3.0,1.5886160712860267e-09
301,3.0100000000000002,1.624714020265569e-09
302,3.02,1.661546403108625e-09
303,3.0300000000000002,1.6991264930959863e-09
304,3.04,1.7374677716466143e-09
305,3.0500000000000003,1.7765839309911607e-09
306,3.06,1.816488876868849e-09
307,3.0700000000000003,1.8571967312477005e-09
308,3.08,1.898721835068083e-09
309,3.09,1.941078751009555e-09
310,3.1,1.984282266280969e-09
311,3.11,2.028347395433796e-09
312,3.12,2.073289383198618e-09
313,3.13,2.119123707344743e-09
314,3.14,2.165866081562874e-09
315,3.15,2.2135324583707637e-09
316,3.16,2.2621390320417864e-09
317,3.17,2.3117022415563348e-09
318,3.18,2.3622387735759572e-09
319,3.19,2.413765565440136e-09
320,3.2,2.466299808185596e-09
321,3.21,2.5198589495880377e-09
322,3.22,2.57446069722616e-09
323,3.23,2.630123021567852e-09
324,3.24,2.6868641590784086e-09
325,3.25,2.7447026153506204e-09
326,3.2600000000000002,2.803657168256581e-09
327,3.27,2.863746871121046e-09
328,3.2800000000000002,2.9249910559161626e-09
329,3.29,2.9874093364773865e-09
330,3.3000000000000003,3.0510216117403893e-09
331,3.31,3.115848068998748e-09
332,3.3200000000000003,3.1819091871822024e-09
333,3.33,3.2492257401552494e-09
334,3.34,3.31781880003584e-09
335,3.35,3.387709740533927e-09
336,3.36,3.458920240309604e-09
337,3.37,3.531472286350565e-09
338,3.38,3.6053881773685994e-09
339,3.39,3.6806905272148292e-09
340,3.4,3.7574022683133786e-09
341,3.41,3.835546655113159e-09
342,3.42,3.915147267557435e-09
343,3.43,3.99622801457083e-09
344,3.44,4.078813137563407e-09
345,3.45,4.1629272139514596e-09
346,3.46,4.248595160694625e-09
347,3.47,4.335842237848921e-09
348,3.48,4.4246940521352915e-09
349,3.49,4.515176560523239e-09
350,3.5,4.6073160738290975e-09
351,3.5100000000000002,4.701139260328489e-09
352,3.52,4.796673149382496e-09
353,3.5300000000000002,4.893945135077059e-09
354,3.54,4.992982979875094e-09
355,3.5500000000000003,5.093814818280819e-09
356,3.56,5.196469160515741e-09
357,3.5700000000000003,5.3009748962057706e-09
358,3.58,5.407361298078876e-09
359,3.59,5.515658025672699e-09
360,3.6,5.625895129051537e-09
361,3.61,5.7381030525320516e-09
362,3.62,5.852312638417086e-09
363,3.63,5.968555130736917e-09
364,3.64,6.086862178997272e-09
365,3.65,6.207265841933415e-09
366,3.66,6.329798591269589e-09
367,3.67,6.454493315483077e-09
368,3.68,6.581383323572128e-09
369,3.69,6.710502348826976e-09
370,3.7,6.841884552603152e-09
371,3.71,6.97556452809628e-09
372,3.72,7.1115773041175086e-09
373,3.73,7.249958348868732e-09
374,3.74,7.390743573716704e-09
375,3.75,7.53396933696516e-09
376,3.7600000000000002,7.679672447623999e-09
377,3.77,7.827890169174594e-09
378,3.7800000000000002,7.978660223330244e-09
379,3.79,8.132020793790785e-09
380,3.8000000000000003,8.28801052999032e-09
381,3.81,8.446668550837043e-09
382,3.8200000000000003,8.608034448444072e-09
383,3.83,8.772148291850193e-09
384,3.84,8.939050630729407e-09
385,3.85,9.108782499088115e-09
386,3.86,9.281385418948783e-09
387,3.87,9.456901404018869e-09
388,3.88,9.635372963343794e-09
389,3.89,9.816843104942698e-09
390,3.9,1.000135533942569e-08
391,3.91,1.0188953683591287e-08
392,3.92,1.0379682664002692e-08
393,3.93,1.0573587320541542e-08
394,3.94,1.0770713209937724e-08
395,3.95,1.0971106409273828e-08
396,3.96,1.117481351946277e-08
397,3.97,1.138188166869709e-08
398,3.98,1.1592358515868404e-08
399,3.99,1.180629225395545e-08
400,4.0,1.2023731613379133e-08
401,4.01,1.2244725865322951e-08
402,4.0200000000000005,1.246932482501714e-08
403,4.03,1.269757885498485e-08
404,4.04,1.2929538868248627e-08
405,4.05,1.3165256331495434e-08
406,4.0600000000000005,1.3404783268198425e-08
407,4.07,1.3648172261693628e-08
408,4.08,1.3895476458209687e-08
409,4.09,1.4146749569848734e-08
410,4.1,1.4402045877516474e-08
411,4.11,1.4661420233799471e-08
412,4.12,1.4924928065787666e-08
413,4.13,1.5192625377840006e-08
414,4.14,1.5464568754291146e-08
415,4.15,1.574081536209705e-08
416,4.16,1.6021422953417338e-08
417,4.17,1.6306449868132122e-08
418,4.18,1.6595955036291137e-08
419,4.19,1.68899979804928e-08
420,4.2,1.7188638818190883e-08
421,4.21,1.749193826392644e-08
422,4.22,1.779995763148248e-08
423,4.23,1.811275883595901e-08
424,4.24,1.843040439576584e-08
425,4.25,1.8752957434530647e-08
426,4.26,1.9080481682919653e-08
427,4.2700000000000005,1.9413041480368282e-08
428,4.28,1.9750701776719078e-08
429,4.29,2.009352813376413e-08
430,4.3,2.0441586726689225e-08
431,4.3100000000000005,2.079494434541685e-08
432,4.32,2.115366839584519e-08
433,4.33,2.151782690098012e-08
434,4.34,2.188748850195724e-08
435,4.3500000000000005,2.226272245895088e-08
436,4.36,2.264359865196698e-08
437,4.37,2.3030187581516694e-08
438,4.38,2.3422560369167524e-08
439,4.39,2.3820788757968687e-08
440,4.4,2.4224945112747456e-08
441,4.41,2.463510242027306e-08
442,4.42,2.5051334289284755e-08
443,4.43,2.547371495038056e-08
444,4.44,2.5902319255763145e-08
445,4.45,2.633722267883926e-08
446,4.46,2.6778501313669066e-08
447,4.47,2.7226231874261658e-08
448,4.48,2.7680491693713007e-08
449,4.49,2.81413587231825e-08
450,4.5,2.8608911530704188e-08
451,4.51,2.9083229299828775e-08
452,4.5200000000000005,2.9564391828092375e-08
453,4.53,3.0052479525307924e-08
454,4.54,3.054757341167514e-08
455,4.55,3.104975511570482e-08
456,4.5600000000000005,3.155910687195319e-08
457,4.57,3.207571151856203e-08
458,4.58,3.259965249460009e-08
459,4.59,3.313101383720148e-08
460,4.6000000000000005,3.366988017849631e-08
461,4.61,3.421633674232919e-08
462,4.62,3.4770469340760746e-08
463,4.63,3.533236437034755e-08
464,4.64,3.590210880819559e-08
465,4.65,3.647979020778238e-08
466,4.66,3.7065496694542917e-08
467,4.67,3.765931696121422e-08
468,4.68,3.8261340262933615e-08
469,4.69,3.887165641208541e-08
470,4.7,3.9490355772890826e-08
471,4.71,4.011752925573586e-08
472,4.72,4.0753268311231636e-08
473,4.73,4.139766492400186e-08
474,4.74,4.2050811606191774e-08
475,4.75,4.271280139069302e-08
476,4.76,4.338372782407872e-08
477,4.7700000000000005,4.406368495924298e-08
478,4.78,4.475276734773895e-08
479,4.79,4.5451070031809605e-08
480,4.8,4.615868853610503e-08
481,4.8100000000000005,4.687571885908033e-08
482,4.82,4.760225746406783e-08
483,4.83,4.8338401270017366e-08
484,4.84,4.908424764189832e-08
485,4.8500000000000005,4.98398943807569e-08
486,4.86,5.0605439713422274e-08
487,4.87,5.138098228185478e-08
488,4.88,5.216662113212969e-08
489,4.89,5.296245570304961e-08
490,4.9,5.376858581437875e-08
491,4.91,5.458511165469201e-08
492,4.92,5.541213376883194e-08
493,4.93,5.6249753044966334e-08
494,4.94,5.7098070701239276e-08
495,4.95,5.7957188272008333e-08
496,4.96,5.882720759366043e-08
497,4.97,5.970823078999892e-08
498,4.98,6.06003602571943e-08
499,4.99,6.150369864829074e-08
500,5.0,6.241834885726078e-08
501,5.01,6.334441400260016e-08
502,5.0200000000000005,6.428199741045497e-08
503,5.03,6.523120259727282e-08
504,5.04,6.619213325197003e-08
505,5.05,6.716489321760647e-08
506,5.0600000000000005,6.814958647255962e-08
507,5.07,6.914631711118947e-08
508,5.08,7.015518932398561e-08
509,5.09,7.117630737718777e-08
510,5.1000000000000005,7.220977559187117e-08
511,5.11,7.325569832248758e-08
512,5.12,7.431417993485327e-08
513,5.13,7.53853247835746e-08
514,5.14,7.646923718890213e-08
515,5.15,7.756602141300391e-08
516,5.16,7.867578163564846e-08
517,5.17,7.979862192928797e-08
518,5.18,8.09346462335321e-08
519,5.19,8.208395832900247e-08
520,5.2,8.324666181055826e-08
521,5.21,8.442286005988254e-08
522,5.22,8.561265621741967e-08
523,5.23,8.681615315365326e-08
524,5.24,8.803345343971449e-08
525,5.25,8.92646593173104e-08
526,5.26,9.050987266796155e-08
527,5.2700000000000005,9.176919498153833e-08
528,5.28,9.304272732408539e-08
529,5.29,9.433057030492297e-08
530,5.3,9.563282404301437e-08
531,5.3100000000000005,9.694958813258839e-08
532,5.32,9.828096160800535e-08
533,5.33,9.962704290785557e-08
534,5.34,1.009879298382786e-07
535,5.3500000000000005,1.0236371953549177e-07
536,5.36,1.0375450842751625e-07
537,5.37,1.0516039219508876e-07
538,5.38,1.0658146573174706e-07
539,5.39,1.0801782310307703e-07
540,5.4,1.0946955750510917e-07
541,5.41,1.1093676122185223e-07
542,5.42,1.1241952558195141e-07
543,5.43,1.1391794091445868e-07
544,5.44,1.154320965037023e-07
545,5.45,1.1696208054324298e-07
546,5.46,1.1850798008890345e-07
547,5.47,1.200698810108586e-07
548,5.48,1.216478679447727e-07
549,5.49,1.232420242419706e-07
550,5.5,1.2485243191862937e-07
551,5.51,1.2647917160397657e-07
552,5.5200000000000005,1.2812232248748172e-07
553,5.53,1.2978196226502696e-07
554,5.54,1.3145816708404286e-07
555,5.55,1.3315101148759532e-07
556,5.5600000000000005,1.3486056835740942e-07
557,5.57,1.3658690885581545e-07
558,5.58,1.3833010236660308e-07
559,5.59,1.4009021643476867e-07
560,5.6000000000000005,1.4186731670514105e-07
561,5.61,1.4366146685987092e-07
562,5.62,1.454727285547686e-07
563,5.63,1.4730116135447522e-07
564,5.64,1.4914682266645174e-07
565,5.65,1.5100976767377064e-07
566,5.66,1.5289004926669437e-07
567,5.67,1.5478771797302502e-07
568,5.68,1.5670282188720942e-07
569,5.69,1.5863540659818333e-07
570,5.7,1.60585515115939e-07
571,5.71,1.625531877967995e-07
572,5.72,1.6453846226738355e-07
573,5.73,1.6654137334724427e-07
574,5.74,1.6856195297016516e-07
575,5.75,1.706002301040965e-07
576,5.76,1.7265623066971517e-07
577,5.7700000000000005,1.747299774575907e-07
578,5.78,1.768214900439406e-07
579,5.79,1.789307847049572e-07
580,5.8,1.8105787432968886e-07
581,5.8100000000000005,1.8320276833145747e-07
582,5.82,1.8536547255779498e-07
583,5.83,1.875459891988804e-07
584,5.84,1.8974431669445975e-07
585,5.8500000000000005,1.9196044963923048e-07
586,5.86,1.9419437868667187e-07
587,5.87,1.9644609045130328e-07
588,5.88,1.9871556740935136e-07
589,5.89,2.0100278779780753e-07
590,5.9,2.0330772551185673e-07
591,5.91,2.056303500006586e-07
592,5.92,2.0797062616146163e-07
593,5.93,2.1032851423203135e-07
594,5.94,2.127039696813725e-07
595,5.95,2.1509694309872628e-07
596,5.96,2.1750738008082231e-07
597,5.97,2.199352211173659e-07
598,5.98,2.2238040147474032e-07
599,5.99,2.2484285107790417e-07
600,6.0,2.273224943904632e-07
601,6.01,2.2981925029289654e-07
602,6.0200000000000005,2.3233303195891655e-07
603,6.03,2.3486374672994172e-07
604,6.04,2.3741129598766166e-07
605,6.05,2.399755750246734e-07
606,6.0600000000000005,2.4255647291316757e-07
607,6.07,2.451538723716437e-07
608,6.08,2.477676496296329e-07
609,6.09,2.503976742904064e-07
610,6.1000000000000005,2.530438091916488e-07
611,6.11,2.557059102640735e-07
612,6.12,2.583838263879592e-07
613,6.13,2.6107739924758476e-07
614,6.140000000000001,2.637864631835408e-07
615,6.15,2.6651084504289557e-07
616,6.16,2.692503640271923e-07
617,6.17,2.7200483153825625e-07
618,6.18,2.7477405102178807e-07
619,6.19,2.775578178087211e-07
620,6.2,2.803559189543195e-07
621,6.21,2.8316813307499425e-07
622,6.22,2.859942301828139e-07
623,6.23,2.8883397151768645e-07
624,6.24,2.9168710937718963e-07
625,6.25,2.945533869440251e-07
626,6.26,2.974325381110738e-07
627,6.2700000000000005,3.003242873040282e-07
628,6.28,3.032283493015776e-07
629,6.29,3.0614442905312266e-07
630,6.3,3.0907222149399476e-07
631,6.3100000000000005,3.1201141135815627e-07
632,6.32,3.1496167298835715e-07
633,6.33,3.1792267014372347e-07
634,6.34,3.2089405580475325e-07
635,6.3500000000000005,3.2387547197569523e-07
636,6.36,3.2686654948428525e-07
637,6.37,3.298669077788158e-07
638,6.38,3.328761547225136e-07
639,6.390000000000001,3.358938863852001e-07
640,6.4,3.389196868322094e-07
641,6.41,3.419531279105391e-07
642,6.42,3.4499376903220783e-07
643,6.43,3.480411569547942e-07
644,6.44,3.5109482555913204e-07
645,6.45,3.541542956241354e-07
646,6.46,3.5721907459872836e-07
647,6.47,3.6028865637085347e-07
648,6.48,3.6336252103353253e-07
649,6.49,3.6644013464795416e-07
650,6.5,3.695209490035618e-07
651,6.51,3.726044013751161e-07
652,6.5200000000000005,3.7568991427670486e-07
653,6.53,3.787768952126753e-07
654,6.54,3.818647364254607e-07
655,6.55,3.8495281464027655e-07
656,6.5600000000000005,3.8804049080665785e-07
657,6.57,3.9112710983681257e-07
658,6.58,3.9421200034076346e-07
659,6.59,3.972944743582519e-07
660,6.6000000000000005,4.0037382708737673e-07
661,6.61,4.034493366099412e-07
662,6.62,4.065202636134812e-07
663,6.63,4.0958585110994783e-07
664,6.640000000000001,4.126453241510165e-07
665,6.65,4.156978895399967e-07
666,6.66,4.1874273554031403e-07
667,6.67,4.2177903158053816e-07
668,6.68,4.248059279559289e-07
669,6.69,4.278225555264734e-07
670,6.7,4.308280254113873e-07
671,6.71,4.338214286800517e-07
672,6.72,4.3680183603935954e-07
673,6.73,4.3976829751744326e-07
674,6.74,4.427198421437568e-07
675,6.75,4.4565547762548395e-07
676,6.76,4.485741900202461e-07
677,6.7700000000000005,4.514749434050814e-07
678,6.78,4.543566795416684e-07
679,6.79,4.572183175377657e-07
680,6.8,4.600587535048416e-07
681,6.8100000000000005,4.6287686021186466e-07
682,6.82,4.6567148673522836e-07
683,6.83,4.6844145810478277e-07
684,6.84,4.7118557494594486e-07
685,6.8500000000000005,4.739026131178606e-07
686,6.86,4.765913233475909e-07
687,6.87,4.792504308602947e-07
688,6.88,4.818786350053806e-07
689,6.890000000000001,4.844746088786009e-07
690,6.9,4.870369989400598e-07
691,6.91,4.89564424628109e-07
692,6.92,4.920554779691023e-07
693,6.93,4.945087231829843e-07
694,6.94,4.969226962846828e-07
695,6.95,4.992959046812809e-07
696,6.96,5.01626826764939e-07
697,6.97,5.039139115015424e-07
698,6.98,5.061555780150445e-07
699,6.99,5.083502151674815e-07
700,7.0,5.104961811346299e-07
701,7.01,5.125918029772811e-07
702,7.0200000000000005,5.146353762081058e-07
703,7.03,5.166251643540825e-07
704,7.04,5.185593985144621e-07
705,7.05,5.204362769142441e-07
706,7.0600000000000005,5.222539644531368e-07
707,7.07,5.24010592249976e-07
708,7.08,5.257042571825753e-07
709,7.09,5.273330214229835e-07
710,7.1000000000000005,5.288949119681221e-07
711,7.11,5.303879201657775e-07
712,7.12,5.318100012359226e-07
713,7.13,5.331590737873421e-07
714,7.140000000000001,5.344330193295368e-07
715,7.15,5.356296817798809e-07
716,7.16,5.367468669660079e-07
717,7.17,5.377823421234005e-07
718,7.18,5.387338353881595e-07
719,7.19,5.395990352849269e-07
720,7.2,5.403755902099404e-07
721,7.21,5.410611079091926e-07
722,7.22,5.416531549516741e-07
723,7.23,5.42149256197674e-07
724,7.24,5.425468942621167e-07
725,7.25,5.428435089729094e-07
726,7.26,5.43036496824279e-07
727,7.2700000000000005,5.431232104250743e-07
728,7.28,5.431009579420127e-07
729,7.29,5.429670025378457e-07
730,7.3,5.427185618044246e-07
731,7.3100000000000005,5.423528071906426e-07
732,7.32,5.418668634252309e-07
733,7.33,5.412578079343899e-07
734,7.34,5.405226702542318e-07
735,7.3500000000000005,5.396584314380146e-07
736,7.36,5.386620234581482e-07
737,7.37,5.375303286029497e-07
738,7.38,5.362601788681301e-07
739,7.390000000000001,5.348483553429919e-07
740,7.4,5.332915875913174e-07
741,7.41,5.3158655302693e-07
742,7.42,5.297298762839088e-07
743,7.43,5.27718128581438e-07
744,7.44,5.255478270832737e-07
745,7.45,5.23215434251809e-07
746,7.46,5.207173571967219e-07
747,7.47,5.180499470181866e-07
748,7.48,5.152094981446333e-07
749,7.49,5.121922476650395e-07
750,7.5,5.089943746557368e-07
751,7.51,5.056119995017174e-07
752,7.5200000000000005,5.020411832124255e-07
753,7.53,4.98277926732019e-07
754,7.54,4.943181702440863e-07
755,7.55,4.90157792470805e-07
756,7.5600000000000005,4.857926099665288e-07
757,7.57,4.812183764057891e-07
758,7.58,4.764307818656994e-07
759,7.59,4.7142545210274933e-07
760,7.6000000000000005,4.6619794782397777e-07
761,7.61,4.6074376395251245e-07
762,7.62,4.550583288874664e-07
763,7.63,4.4913700375818014e-07
764,7.640000000000001,4.4297508167280024e-07
765,7.65,4.3656778696118484e-07
