component,value,unit,source
gauge_invariance_error,1.6235209511840407e-12,arb,summary.json
electric_field_error,0.0,arb,summary.json
magnetic_field_error,1.6235209511840407e-12,arb,summary.json
gauge_parameter,0.5,arb,summary.json
field_amplitude,0.1,arb,summary.json
dynamic_lambda_error,9.500940984954386e-13,arb,summary.json
dynamic_lambda_freq,0.02,arb,summary.json
dynamic_lambda_amp,0.1,arb,summary.json
