step,x_peak,amplitude
264,14.0,0.07477443834981376
265,14.0,0.07441686239460729
266,14.0,0.073982268933911
267,14.0,0.07347113711054458
268,14.0,0.07288405557789218
269,14.0,0.07222172390009488
270,14.0,0.07148495381948891
271,15.0,0.07199656315660782
272,15.0,0.0726619499231668
273,15.0,0.07325411045688195
274,15.0,0.07377226923552398
275,15.0,0.07421573295019916
276,15.0,0.07458389267661013
277,15.0,0.07487622601226754
278,15.0,0.07509229917468377
279,15.0,0.07523176905522204
280,15.0,0.07529438522291187
281,15.0,0.07527999187217672
282,15.0,0.07518852970805354
283,15.0,0.07502003776211984
284,15.0,0.07477465513198348
285,15.0,0.07445262263683637
286,15.0,0.07405428438122895
287,15.0,0.07358008921888921
288,15.0,0.07303059210809265
289,15.0,0.07240645534978928
290,15.0,0.07170844969941513
291,16.0,0.07163007402690579
292,16.0,0.07232233567218592
293,16.0,0.07294214153271088
294,16.0,0.07348871010739473
295,16.0,0.07396134099552995
296,16.0,0.0743594169496192
297,16.0,0.07468240588906036
298,16.0,0.07492986287014324
299,16.0,0.07510143200752001
300,16.0,0.07519684834201149
301,16.0,0.07521593964930894
302,16.0,0.07515862818382883
303,16.0,0.07502493235167661
304,16.0,0.07481496830637799
305,16.0,0.07452895146074422
306,16.0,0.07416719790795304
307,16.0,0.07373012574465289
308,16.0,0.0732182562886356
309,16.0,0.0726322151833758
310,16.0,0.07197273338150542
311,17.0,0.07132052303131682
312,17.0,0.07203902252701068
313,17.0,0.07268574935194164
314,17.0,0.07325991496760914
315,17.0,0.07376081090348584
316,17.0,0.07418781070912228
317,17.0,0.07454037186299882
318,17.0,0.07481803763394046
319,17.0,0.07502043889066388
320,17.0,0.07514729585477621
321,17.0,0.07519841979229401
322,17.0,0.0751737146385
323,17.0,0.07507317855070493
324,17.0,0.07489690538323548
325,17.0,0.07464508607872729
326,17.0,0.07431800996956632
327,17.0,0.07391606598309558
328,17.0,0.07343974374398723
329,17.0,0.07288963456697672
330,17.0,0.07226643233296619
331,17.0,0.07157093424133212
332,18.0,0.07176664741221794
333,18.0,0.07243880158618428
334,18.0,0.07303905170572589
335,18.0,0.07356668038734589
336,18.0,0.07402105115681602
337,18.0,0.07440161026956116
338,18.0,0.07470788848064021
339,18.0,0.07493950276023353
340,18.0,0.07509615795033857
341,18.0,0.0751776483581661
342,18.0,0.07518385928152063
343,18.0,0.07511476846124057
344,18.0,0.07497044745556879
345,18.0,0.07475106293112382
346,18.0,0.07445687786494663
347,18.0,0.07408825265191037
348,18.0,0.07364564611160201
349,18.0,0.07312961638861679
350,18.0,0.07254082174005073
351,18.0,0.07188002120383621
352,19.0,0.07147159614944526
353,19.0,0.07216870223114982
354,19.0,0.07279456315380117
355,19.0,0.07334845065566242
356,19.0,0.07382971630017901
357,19.0,0.07423779322278147
358,19.0,0.07457219782490594
359,19.0,0.07483253141142925
360,19.0,0.07501848176754154
361,19.0,0.07512982467090483
362,19.0,0.0751664253347714
363,19.0,0.07512823977756347
364,19.0,0.07501531611424497
365,19.0,0.07482779576465005
366,19.0,0.07456591457377137
367,19.0,0.0742300038388564
368,19.0,0.07382049123801276
369,19.0,0.07333790165488589
370,19.0,0.07278285789384516
371,19.0,0.07215608128000006
372,19.0,0.07145839213826731
373,20.0,0.07188331393547488
374,20.0,0.07253499369297475
375,20.0,0.07311532778526239
376,20.0,0.07362365389117971
377,20.0,0.07405939017129831
378,20.0,0.07442203689859254
379,20.0,0.0747111780308331
380,20.0,0.07492648272099676
381,20.0,0.07506770676184257
382,20.0,0.07513469396065937
383,20.0,0.07512737744004613
384,20.0,0.07504578086044525
385,20.0,0.07489001956001122
386,20.0,0.07466030160726389
387,20.0,0.07435692876184793
388,20.0,0.07398029733859969
389,20.0,0.07353089897000993
390,20.0,0.07300932126206812
391,20.0,0.07241624833838141
392,20.0,0.07175246126738152
393,21.0,0.07159880644630158
394,21.0,0.07227629591921858
395,21.0,0.0728830366034528
396,21.0,0.07341835117725407
397,21.0,0.07388164177481306
398,21.0,0.07427239156343353
399,21.0,0.07459016626106119
400,21.0,0.07483461559069916
401,21.0,0.07500547466811862
402,21.0,0.0751025653191526
403,21.0,0.07512579732274224
404,21.0,0.07507516957578758
405,21.0,0.0749507711757418
406,21.0,0.07475278241677812
407,21.0,0.07448147569525453
408,21.0,0.07413721632010299
409,21.0,0.07372046322367921
410,21.0,0.07323176956852595
411,21.0,0.07267178324542993
412,21.0,0.07204124725808958
413,21.0,0.07134099998966008
414,22.0,0.07202006223001746
415,22.0,0.07265282561961658
416,22.0,0.07321472198884647
417,22.0,0.07370513684555446
418,22.0,0.07412353570447958
419,22.0,0.07446946555844283
420,22.0,0.07474255628554816
421,22.0,0.07494252198902489
422,22.0,0.07506916226624334
423,22.0,0.07512236340333663
424,22.0,0.07510209949176598
425,22.0,0.07500843346307393
426,22.0,0.07484151803798028
427,22.0,0.07460159658589145
428,22.0,0.0742890038908145
429,22.0,0.07390416681959457
430,22.0,0.0734476048883293
431,22.0,0.07291993072275661
432,22.0,0.0723218504083648
433,22.0,0.07165416372593668
434,23.0,0.0717602054328807
435,23.0,0.07241859009137887
436,23.0,0.0730066540530432
437,23.0,0.07352376559453232
438,23.0,0.07396937201451699
439,23.0,0.07434300106604362
440,23.0,0.07464426232424198
441,23.0,0.07487284848620046
442,23.0,0.07502853659975012
443,23.0,0.0751111892178186
444,23.0,0.0751207554749366
445,23.0,0.07505727208240416
446,23.0,0.07492086423855236
447,23.0,0.07471174645046796
448,23.0,0.07443022326348606
449,23.0,0.07407668989469876
450,23.0,0.07365163276667769
451,23.0,0.07315562993756498
452,23.0,0.07258935142365325
453,23.0,0.07195355941054912
454,24.0,0.0714937337388376
455,24.0,0.0721774663271398
456,24.0,0.0727914140442071
457,24.0,0.07333492730579934
458,24.0,0.0738074346044397
459,24.0,0.07420844390946524
460,24.0,0.07453754400192333
461,24.0,0.07479440574130382
462,24.0,0.07497878326103012
463,24.0,0.0750905150895677
464,24.0,0.075129525193945
465,24.0,0.07509582394242197
466,24.0,0.07498950898298395
467,24.0,0.07481076603428592
468,24.0,0.07455986958562293
469,24.0,0.07423718350245986
470,24.0,0.0738431615340157
471,24.0,0.07337834771936688
472,24.0,0.07284337668851132
473,24.0,0.07223897385481909
474,24.0,0.07156595549529023
475,25.0,0.07193035567507507
476,25.0,0.07256995352531181
477,25.0,0.07313962327860185
478,25.0,0.07363877414583592
479,25.0,0.07406689388021132
480,25.0,0.07442355008498684
481,25.0,0.07470839145286004
482,25.0,0.07492114893404835
483,25.0,0.07506163683010399
484,25.0,0.07512975381044272
485,25.0,0.07512548384851916
486,25.0,0.07504889707453735
487,25.0,0.07490015054154464
488,25.0,0.07467948890172056
489,25.0,0.07438724498964071
490,25.0,0.07402384030926952
491,25.0,0.07358978542141567
492,25.0,0.07308568022837028
493,25.0,0.07251221415244219
494,25.0,0.0718701662051064
495,26.0,0.07167824831744596
496,26.0,0.07234324023723188
497,26.0,0.07293879999206196
498,26.0,0.073464317172442
499,26.0,0.07391925901395029
500,26.0,0.07430317168269863
501,26.0,0.07461568149230498
502,26.0,0.07485649604959718
503,26.0,0.07502540532622777
504,26.0,0.07512228265334071
505,26.0,0.07514708563639562
506,26.0,0.07509985698722167
507,26.0,0.07498072527034395
508,26.0,0.07478990556059902
509,26.0,0.07452770000903534
510,26.0,0.07419449831407772
511,26.0,0.07379077809492367
512,26.0,0.0733171051641354
513,26.0,0.07277413369639223
514,26.0,0.07216260629037793
515,26.0,0.071483353920794
516,27.0,0.07211107231902819
517,27.0,0.07273224107575915
518,27.0,0.07328383515207333
519,27.0,0.07376530103671262
520,27.0,0.0741761632654298
521,27.0,0.07451602561986477
522,27.0,0.07478457225525079
523,27.0,0.07498156875426135
524,27.0,0.07510686310427978
525,27.0,0.07516038659534781
526,27.0,0.07514215463602597
527,27.0,0.07505226748437854
528,27.0,0.0748909108912794
529,27.0,0.07465835665322254
530,27.0,0.07435496307181325
531,27.0,0.073981175317113
532,27.0,0.07353752569201388
533,27.0,0.07302463379482707
534,27.0,0.0724432065772852
535,27.0,0.07179403829518106
536,28.0,0.07187293543005145
537,28.0,0.07251944120796998
538,28.0,0.0730968336090716
539,28.0,0.07360453818691239
540,28.0,0.07404205769017434
541,28.0,0.07440897324720834
542,28.0,0.07470494547956655
543,28.0,0.07492971554194991
544,28.0,0.07508310608597651
545,28.0,0.0751650221451593
546,28.0,0.0751754519384667
547,28.0,0.07511446758982819
548,28.0,0.0749822257609382
549,28.0,0.0747789681947072
550,28.0,0.07450502216670848
551,28.0,0.07416080084197343
552,28.0,0.07374680353449707
553,28.0,0.07326361586683092
554,28.0,0.07271190982716086
555,28.0,0.07209244372129497
556,29.0,0.07162860433679717
557,29.0,0.07230018790657436
558,29.0,0.07290311397329444
559,29.0,0.07343678700845702
560,29.0,0.07390068785506806
561,29.0,0.07429437490113193
562,29.0,0.07461748518234373
563,29.0,0.07486973541150886
564,29.0,0.0750509229322041
565,29.0,0.07516092659418523
566,29.0,0.07519970754803854
567,29.0,0.07516730995656913
568,29.0,0.07506386162041788
569,29.0,0.07488957451540079
570,29.0,0.07464474523907104
571,29.0,0.07432975536401415
572,29.0,0.07394507169540206
573,29.0,0.07349124643035204
574,29.0,0.07296891721666217
575,29.0,0.0723788071085265
576,29.0,0.07172172441687141
577,30.0,0.07207445408926622
578,30.0,0.07270265648687052
579,30.0,0.07326203608754368
580,30.0,0.07375205174972639
581,30.0,0.0741722390701686
582,30.0,0.07452221147870008
583,30.0,0.07480166126007218
584,30.0,0.0750103605004809
585,30.0,0.07514816195637908
586,30.0,0.07521499984318361
587,30.0,0.07521089054148664
588,30.0,0.07513593321838385
589,30.0,0.0749903103615418
590,30.0,0.07477428822363777
591,30.0,0.07448821717482207
592,30.0,0.07413253196087254
593,30.0,0.07370775186473622
594,30.0,0.07321448076918327
595,30.0,0.0726534071183335
596,30.0,0.07202530377585711
597,31.0,0.07184220274592588
598,31.0,0.07249542822431221
599,31.0,0.0730802575939794
600,31.0,0.07359612768405413
601,31.0,0.07404255127999107
602,31.0,0.07441911821299071
603,31.0,0.07472549637685996
604,31.0,0.07496143267001051
605,31.0,0.07512675386029274
606,31.0,0.07522136737036779
607,31.0,0.07524526198132814
608,31.0,0.07519850845228761
609,31.0,0.07508126005367514
610,31.0,0.07489375301198402
611,31.0,0.07463630686374886
612,31.0,0.0743093247165477
613,31.0,0.07391329341485554
614,31.0,0.07344878360860965
615,31.0,0.07291644972238592
616,31.0,0.0723170298231295
617,31.0,0.07165134538443294
618,32.0,0.07228137006130625
619,32.0,0.07289139832492683
620,32.0,0.07343286936779174
621,32.0,0.07390527316978861
622,32.0,0.07430817599330576
623,32.0,0.07464122139740112
624,32.0,0.0749041311775792
625,32.0,0.07509670622895379
626,32.0,0.07521882733058378
627,32.0,0.07527045584878263
628,32.0,0.07525163435721685
629,32.0,0.07516248717162788
630,32.0,0.07500322079703273
631,32.0,0.07477412428528438
632,32.0,0.07447556950090159
633,32.0,0.07410801129311073
634,32.0,0.07367198757207957
635,32.0,0.07316811928736486
636,32.0,0.07259711030664236
637,32.0,0.07195974719283989
638,33.0,0.072060497856872
639,33.0,0.0726954825018008
640,33.0,0.07326231024892872
641,33.0,0.0737604482953274
642,33.0,0.07418943937829009
643,33.0,0.07454890278882322
644,33.0,0.0748385353112291
645,33.0,0.07505811208662798
646,33.0,0.07520748739828204
647,33.0,0.07528659537660105
648,33.0,0.07529545062172936
649,33.0,0.0752341487416361
650,33.0,0.07510286680365652
651,33.0,0.07490186369746107
652,33.0,0.07463148040746143
653,33.0,0.07429214019269893
654,33.0,0.07388434867230127
655,33.0,0.07340869381463773
656,33.0,0.07286584582835258
657,33.0,0.07225655695351013
658,34.0,0.07183292946994028
659,34.0,0.07249263051666774
660,34.0,0.07308457354430815
661,34.0,0.07360820299136757
662,34.0,0.07406303811288865
663,34.0,0.07444867399509117
664,34.0,0.0747647824965999
665,34.0,0.07501111311417048
666,34.0,0.07518749377084201
667,34.0,0.07529383152446655
668,34.0,0.07533011319458909
669,34.0,0.07529640590567793
670,34.0,0.07519285754473459
671,34.0,0.0750196971313447
672,34.0,0.07477723509826711
673,34.0,0.07446586348069774
674,34.0,0.07408605601238727
675,34.0,0.07363836812683958
676,34.0,0.07312343686186819
677,34.0,0.07254198066584444
678,34.0,0.07189479910403097
679,35.0,0.07228238875301948
680,35.0,0.07289918193654692
681,35.0,0.07344803639393135
682,35.0,0.07392844798774673
683,35.0,0.07433998770946376
684,35.0,0.07468230262396632
685,35.0,0.07495511673912386
686,35.0,0.07515823179840765
687,35.0,0.07529152799456248
688,35.0,0.07535496460237312
689,35.0,0.07534858052859388
690,35.0,0.07527249477714251
691,35.0,0.0751269068276948
692,35.0,0.07491209692585461
693,35.0,0.07462842628311653
694,35.0,0.07427633718488305
695,35.0,0.07385635300484798
696,35.0,0.0733690781241105
697,35.0,0.07281519775344171
698,35.0,0.07219547765718712
699,36.0,0.07206326118856479
700,36.0,0.07270463990559708
701,36.0,0.07327845624221233
702,36.0,0.07378418284632063
703,36.0,0.07422136680913152
704,36.0,0.07458963061427519
705,36.0,0.07488867301253922
706,36.0,0.0751182698202599
707,36.0,0.07527827463943507
708,36.0,0.07536861949765533
709,36.0,0.07538931540598333
710,36.0,0.07534045283294552
711,36.0,0.07522220209283959
712,36.0,0.07503481364660113
713,36.0,0.07477861831351794
714,36.0,0.0744540273921275
715,36.0,0.07406153268868451
716,36.0,0.07360170645164013
717,36.0,0.07307520121063316
718,36.0,0.07248274951855613
719,37.0,0.07183584825067404
720,37.0,0.07250166901226332
721,37.0,0.07310030860822371
722,37.0,0.0736312165948464
723,37.0,0.07409391629656117
724,37.0,0.0744880057608279
725,37.0,0.07481315863920356
726,37.0,0.07506912499266977
727,37.0,0.07525573201933575
728,37.0,0.07537288470266476
729,37.0,0.07542056637840715
730,37.0,0.07539883921846083
731,37.0,0.07530784462992073
732,37.0,0.07514780356762185
733,37.0,0.0749190167585272
734,37.0,0.07462186483636113
735,37.0,0.07425680838494164
736,37.0,0.07382438788872153
737,37.0,0.07332522358910797
738,37.0,0.07276001524519413
739,37.0,0.07212954179760407
740,38.0,0.07229697270585102
741,38.0,0.07292043624515868
742,38.0,0.07347652827353558
743,38.0,0.07396474823093319
744,38.0,0.07438466961522175
745,38.0,0.07473594087065338
746,38.0,0.07501828620120139
747,38.0,0.0752315063069345
748,38.0,0.07537547904161963
749,38.0,0.07545015998978466
750,38.0,0.07545558296151218
751,38.0,0.07539186040327858
752,38.0,0.07525918372319748
753,38.0,0.07505782352907524
754,38.0,0.07478812977773734
755,38.0,0.07445053183413879
756,38.0,0.07404553843882933
757,38.0,0.07357373758240544
758,38.0,0.07303579628564556
759,38.0,0.07243246028409324
760,39.0,0.07209709647957806
761,39.0,0.07274513984931197
762,39.0,0.07332615797512071
763,39.0,0.07383962606116372
764,39.0,0.07428509272114243
765,39.0,0.07466218087601545
766,39.0,0.0749705885772203
767,39.0,0.07521008975359758
768,39.0,0.07538053488025025
769,39.0,0.07548185156761072
770,39.0,0.07551404506903035
771,39.0,0.07547719870525023
772,39.0,0.07537147420415974
773,39.0,0.07519711195429882
774,39.0,0.07495443117061291
775,39.0,0.07464382997102516
776,39.0,0.07426578536244918
777,39.0,0.07382085313492807
778,39.0,0.07330966766265024
779,39.0,0.07273294161066188
780,39.0,0.07209146554616823
781,40.0,0.07255671002009399
782,40.0,0.07316151210192473
783,40.0,0.07369906650640728
784,40.0,0.07416889757509397
785,40.0,0.07457060336884347
786,40.0,0.07490385650232792
787,40.0,0.07516840490287335
788,40.0,0.07536407249189975
789,40.0,0.0754907597872685
790,40.0,0.0755484444248888
791,40.0,0.07553718159798041
792,40.0,0.07545710441243952
793,40.0,0.07530842415680507
794,40.0,0.07509143048537735
795,40.0,0.0748064915130977
796,40.0,0.07445405382085751
797,40.0,0.07403464236996801
798,40.0,0.07354886032458821
799,40.0,0.07299738878097765
800,40.0,0.07238098640251332
801,41.0,0.07230879977338636
802,41.0,0.07293613636706248
803,41.0,0.07349655982831117
804,41.0,0.07398957245155421
805,41.0,0.07441474969739797
806,41.0,0.07477174103748171
807,41.0,0.07506027072419882
808,41.0,0.07528013848358572
809,41.0,0.07543122012971629
810,41.0,0.07551346809898511
811,41.0,0.0755269119027107
812,41.0,0.07547165849653989
813,41.0,0.07534789256518763
814,41.0,0.07515587672110159
815,41.0,0.07489595161569913
816,41.0,0.07456853596188522
817,41.0,0.07417412646662347
818,41.0,0.07371329767239958
819,41.0,0.07318670170648589
820,41.0,0.07259506793698943
821,42.0,0.07200393582416101
822,42.0,0.07265542231705471
823,42.0,0.07324044147135265
824,42.0,0.07375847459422527
825,42.0,0.07420907551008
826,42.0,0.0745918714125259
827,42.0,0.07490656364177856
828,42.0,0.07515292838583044
829,42.0,0.07533081730375667
830,42.0,0.07544015806957273
831,42.0,0.07548095483511058
832,42.0,0.07545328861043053
833,42.0,0.07535731756034096
834,42.0,0.0751932772156541
835,42.0,0.07496148059786552
836,42.0,0.07466231825600687
837,42.0,0.07429625821448588
838,42.0,0.0738638458307952
839,42.0,0.07336570356204221
840,42.0,0.07280253063932508
841,42.0,0.07217510264905701
842,43.0,0.07247950852392161
843,43.0,0.07309452949864312
844,43.0,0.07364301746360254
845,43.0,0.07412449902638746
846,43.0,0.07453857335225042
847,43.0,0.07488491295202146
848,43.0,0.07516326439463787
849,43.0,0.0753734489426934
850,43.0,0.07551536310945747
851,43.0,0.07558897913586514
852,43.0,0.07559434538603166
853,43.0,0.07553158665990006
854,43.0,0.07540090442168802
855,43.0,0.07520257694286003
856,43.0,0.07493695935841352
857,43.0,0.0746044836353326
858,43.0,0.07420565845213101
859,43.0,0.0737410689884763
860,43.0,0.07321137662396096
861,43.0,0.0726173185451622
862,44.0,0.07258490128543835
863,44.0,0.07323043849693889
864,44.0,0.07380959832741935
865,44.0,0.07432187191034909
866,44.0,0.07476682226707475
867,44.0,0.07514408511903323
868,44.0,0.07545336962559124
869,44.0,0.07569445904592997
870,44.0,0.07586721132344218
871,44.0,0.0759715595911598
872,44.0,0.07600751259678351
873,44.0,0.07597515504594095
874,44.0,0.0758746478623579
875,44.0,0.07570622836368729
876,44.0,0.07547021035180304
877,44.0,0.07516698411643108
878,44.0,0.07479701635105751
879,44.0,0.07436084998012421
880,44.0,0.07385910389659513
881,44.0,0.07329247260905224
882,45.0,0.07270181715633181
883,45.0,0.07336214852173527
884,45.0,0.07395586148713246
885,45.0,0.07448241950003838
886,45.0,0.07494135786498986
887,45.0,0.07533228458641536
888,45.0,0.07565488113752916
889,45.0,0.07590890315366168
890,45.0,0.07609418104848714
891,45.0,0.0762106205516613
892,45.0,0.07625820316643585
893,45.0,0.07623698654587174
894,45.0,0.07614710478633258
895,45.0,0.07598876863699905
896,45.0,0.07576226562420917
897,45.0,0.07546796008949397
898,45.0,0.07510629314024656
899,45.0,0.07467778251203275
900,45.0,0.07418302234162474
901,45.0,0.0736226828499149
902,45.0,0.07299750993394512
903,46.0,0.07267666840589694
904,46.0,0.07326573897008831
905,46.0,0.07378781792437321
906,46.0,0.07424244356848518
907,46.0,0.07462922711409027
908,46.0,0.07494785345497883
909,46.0,0.07519808186117423
910,46.0,0.07537974659542707
911,46.0,0.07549275745061686
912,46.0,0.07553710020663927
913,46.0,0.07551283700541474
914,46.0,0.07542010664271455
915,46.0,0.07525912477556326
916,46.0,0.07503018404404092
917,46.0,0.07473365410637604
918,46.0,0.0743699815862899
919,46.0,0.07393968993162485
920,46.0,0.07344337918336422
921,46.0,0.07288172565422814
922,46.0,0.07225548151611003
923,46.0,0.07156547429570033
924,47.0,0.07164617866263472
925,47.0,0.07218620755038606
926,47.0,0.0726604230318576
927,47.0,0.07306844685499451
928,47.0,0.07340997319840845
929,47.0,0.07368476932808661
930,47.0,0.07389267617687012
931,47.0,0.0740336088452933
