time,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10
0.0,3.3237926078496365,3.3237980543774226,3.037203745587375,0.006458798679372054,0.004617664520531792,0.0001542742715754375,0.00013593645658737232,5.641322885269698e-07,7.499981421940622e-07,1.030226819402206e-08
1.0,3.117889888874797,3.046805422891321,2.775399215029389,0.0065510662715308685,0.003302020860129521,0.0003305767960344273,0.0001338677795285692,3.184376536030855e-07,4.160211272648588e-07,5.458758060390564e-07
2.0,2.554090429917129,2.3095796697086555,2.0825080591834637,0.006754438166228578,0.0007816681661241269,0.001135168062720661,0.00012510257923802176,1.601446909970493e-05,9.263017449894494e-10,7.718523486677295e-06
3.0,1.7737063862196196,1.355342837658079,1.1963801676257344,0.006838095241981443,0.00022954361914544639,0.0029536933798428497,0.00010038347129528163,7.105285073622812e-05,9.192046196346356e-07,2.5522934186366146e-05
4.0,0.9700491549506277,0.5010870936257217,0.4209374890643678,0.006460316508824802,0.004070886527557701,0.005418065448658322,5.592658474717957e-05,0.00015211281393105784,3.422885243570177e-06,4.121732819509625e-05
5.0,0.3376165174400047,0.03533443659219897,0.02167804513352678,0.005307936498302641,0.011788572499933059,0.007129297155503829,9.783955200136315e-06,0.00020295379752648652,5.807692387150462e-06,3.6394044420085344e-05
6.0,0.021748334725090496,0.12469564906411036,0.13456858298918445,0.0033536803907281264,0.019654783087490902,0.006544914471443156,9.303350980500677e-06,0.00017325874761768743,5.867709250360091e-06,1.3578292081645982e-05
7.0,0.08227965618735922,0.7591183049389301,0.7196292643689985,0.0011529079434308537,0.022822943628829723,0.0035541540334377247,0.00011012753179780878,7.803667917803973e-05,3.274170279859301e-06,7.2804216078915074e-09
8.0,0.48065523044325975,1.7533600419691246,1.5750192730918915,2.0869287197385338e-07,0.01865649603899383,0.0004292830667147442,0.0003260888882956193,3.4333734437967276e-06,4.204615129712753e-07,1.755955249429718e-05
9.0,1.0933618520620716,2.8043265196486247,2.4065820086157257,0.0017419678685939761,0.009209699954620811,0.0010126467300001331,0.0005849707970395933,4.203808507313531e-05,7.3378886178484e-07,5.479670854481297e-05
10.0,1.7472895313748016,3.5862016673420833,2.9288173568749545,0.008145536538859606,0.0010609817928371919,0.00821695774519671,0.0007422708368281833,0.00021038892718727676,5.92616986051439e-06,7.767298972675542e-05
11.0,2.266793649208652,3.853385503425155,2.962620463283149,0.019945831824723963,0.002153699469760119,0.021360480490550015,0.0006725164185728806,0.000423857639295081,1.4552004841287204e-05,6.663900230312096e-05
12.0,2.519392031045949,3.5188573845899493,2.4964225352691702,0.035937895326206955,0.01712665245024738,0.035396922775134905,0.0003872196560818514,0.0005551372364748668,2.2861169284639282e-05,3.4959528046898594e-05
13.0,2.4478932183397633,2.683365868940431,1.6900300642467796,0.05262593731097354,0.04374151218853002,0.0431373703615695,7.923044254599189e-05,0.0005279756923133822,2.6982823181158187e-05,9.177550654235946e-06
14.0,2.0809485572272957,1.6062667204255916,0.8200610952970137,0.06485841777275568,0.07270383644962175,0.03956953422039826,2.425007637828113e-05,0.0003680395541953309,2.4846305707433918e-05,3.4382338725933287e-07
15.0,1.5202576268684944,0.6269916882095444,0.18570125680347613,0.06754026299930599,0.09148734681813621,0.025674542923953235,0.0003789515084429656,0.0001737543403340618,1.707029820665901e-05,4.471524532737898e-07
16.0,0.9091141357762238,0.06135997396868835,0.006845153812480246,0.05800620126527951,0.09056618451409841,0.009013035795657126,0.0010210063990839693,3.98733913690795e-05,7.027369658170572e-06,3.534696708577944e-07
17.0,0.39184744243045294,0.10457284314901343,0.34912064941329485,0.03816443813715274,0.06894424777515594,0.00012033501455297233,0.0015790717662765102,1.1462802278502198e-08,3.611184712634905e-07,1.0273592804160564e-07
18.0,0.07570484294397342,0.7705169342262858,1.1011034399328075,0.015321924746965858,0.03593571732009028,0.006429895808220478,0.0016720013796782305,2.6514519135224538e-05,3.5588675798204693e-06,1.4386211470558216e-06
19.0,0.005407994584992589,1.8857625174631172,2.0113993277160436,0.000862238583678451,0.007863093870977266,0.0273058706564586,0.0012024861788170528,7.152440897805826e-05,2.0875804549069733e-05,1.3872162672689741e-06
20.0,0.15652733928290077,3.1399385486691243,2.77315686003823,0.006678180555365078,0.0008750248193813263,0.0534657886917897,0.00047554027711801304,0.00010543128843840562,5.007983328206909e-05,4.06699431542117e-08
21.0,0.4482336587248702,4.17714781315192,3.127688837608299,0.04025825599709148,0.0231517287376636,0.07160540711617726,1.915994768842306e-05,0.00012623256589876946,7.993654380653052e-05,7.64854384588047e-06
22.0,0.7705509112465599,4.7008963298629585,2.9524781769622903,0.10020255446834127,0.07027452593756454,0.07183362734622821,0.00020993457394722487,0.00014708456263744392,9.365810798638965e-05,3.306418082406586e-05
23.0,1.017475120045143,4.561236225383106,2.303999893340655,0.17426279681256845,0.12618102829474018,0.05360219256562755,0.000976312407001198,0.00018217976043816497,7.952215997900714e-05,6.545445575184073e-05
24.0,1.1162196995303728,3.7984471496012167,1.40076472335745,0.2414661491291401,0.16954386494841364,0.026478151731471406,0.00181850247250151,0.00023793146384885888,4.274740555301793e-05,7.819178118371819e-05
25.0,1.0445766889772936,2.6307637029169078,0.5518219176172943,0.278507510141527,0.18284928586393973,0.00506791425544259,0.002154017012899057,0.000303734400513728,7.620513836865961e-06,5.728399414377196e-05
26.0,0.8323068513488557,1.3903376067869044,0.05411212275272902,0.268780235416523,0.16014633743337572,0.0009004124630970266,0.0017428633784306563,0.0003446276999410102,3.382253065366318e-06,2.0484242572123387e-05
27.0,0.547349778443315,0.42679143529776836,0.09255873167269943,0.21085997131141768,0.10999736850537889,0.015961163723802095,0.0008710511286349042,0.0003136812819720876,4.1198408141433886e-05,3.422289280210394e-07
28.0,0.2720180040169497,0.006918573673036566,0.67615417587522,0.12271467265991517,0.05229612009040752,0.04164831501332817,0.00014579279869800956,0.00019440087017823582,0.00010096701206161119,9.586676244198953e-06
29.0,0.07695635253285583,0.23971664351168182,1.6316956266583673,0.03886635385422105,0.01031464549326518,0.06372983430726593,5.152263756627092e-05,4.755082392118212e-05,0.00014239787593073826,3.0374116694093984e-05
