k,|F|
-2.221679687500000000e+01,1.285131632651108434e-08
-2.197265625000000000e+01,1.316031770893516568e-08
-2.172851562500000000e+01,1.347981144113450738e-08
-2.148437500000000000e+01,1.381028490841359058e-08
-2.124023437500000000e+01,1.415225277929276201e-08
-2.099609375000000000e+01,1.450626167361461933e-08
-2.075195312500000000e+01,1.487288936186495020e-08
-2.050781250000000000e+01,1.525275025208388795e-08
-2.026367187500000000e+01,1.564649553155534630e-08
-2.001953125000000000e+01,1.605481720318268176e-08
-1.977539062500000000e+01,1.647845094271235454e-08
-1.953125000000000000e+01,1.691817929446447319e-08
-1.928710937500000000e+01,1.737483544123078343e-08
-1.904296875000000000e+01,1.784930699366258731e-08
-1.879882812500000000e+01,1.834254099806295159e-08
-1.855468750000000000e+01,1.885554741518171385e-08
-1.831054687500000000e+01,1.938940581037431670e-08
-1.806640625000000000e+01,1.994526995717173875e-08
-1.782226562500000000e+01,2.052437466462439457e-08
-1.757812500000000000e+01,2.112804293836504157e-08
-1.733398437500000000e+01,2.175769214572930519e-08
-1.708984375000000000e+01,2.241484448348144232e-08
-1.684570312500000000e+01,2.310113524553848933e-08
-1.660156250000000000e+01,2.381832179882919394e-08
-1.635742187500000000e+01,2.456829772373070928e-08
-1.611328125000000000e+01,2.535310228484568718e-08
-1.586914062500000000e+01,2.617493669673444559e-08
-1.562500000000000000e+01,2.703617870926762942e-08
-1.538085937500000000e+01,2.793939956661045544e-08
-1.513671875000000000e+01,2.888738342001371332e-08
-1.489257812500000000e+01,2.988315004214186623e-08
-1.464843750000000000e+01,3.092997644626660596e-08
-1.440429687500000000e+01,3.203142664013009609e-08
-1.416015625000000000e+01,3.319137955926421799e-08
-1.391601562500000000e+01,3.441406534766095141e-08
-1.367187500000000000e+01,3.570410202086714573e-08
-1.342773437500000000e+01,3.706654022801230534e-08
-1.318359375000000000e+01,3.850691212096251241e-08
-1.293945312500000000e+01,4.003128705131716529e-08
-1.269531250000000000e+01,4.164633830828366604e-08
-1.245117187500000000e+01,4.335940796007202066e-08
-1.220703125000000000e+01,4.517857848092267735e-08
-1.196289062500000000e+01,4.711281455548009739e-08
-1.171875000000000000e+01,4.917220191632686614e-08
-1.147460937500000000e+01,5.136774116536718920e-08
-1.123046875000000000e+01,5.371026482931143044e-08
-1.098632812500000000e+01,5.621222026738308039e-08
-1.074218750000000000e+01,5.889763215454456677e-08
-1.049804687500000000e+01,6.179997275055634638e-08
-1.025390625000000000e+01,6.490736864637414910e-08
-1.000976562500000000e+01,6.811572649300366646e-08
-9.765625000000000000e+00,7.136895526912606200e-08
-9.521484375000000000e+00,7.520850281700428137e-08
-9.277343750000000000e+00,8.147451237436322774e-08
-9.033203125000000000e+00,9.018117450113496099e-08
-8.789062500000000000e+00,9.261721646278918680e-08
-8.544921875000000000e+00,7.714015109640896552e-08
-8.300781250000000000e+00,4.896173169374596611e-08
-8.056640625000000000e+00,1.199803275951525478e-07
-7.812500000000000000e+00,3.377908747193267459e-07
-7.568359375000000000e+00,6.446377600896186348e-07
-7.324218750000000000e+00,9.977832908477492740e-07
-7.080078125000000000e+00,1.625426220553824833e-06
-6.835937500000000000e+00,3.237490137022698400e-06
-6.591796875000000000e+00,6.375039014926780482e-06
-6.347656250000000000e+00,1.058492906937329459e-05
-6.103515625000000000e+00,1.635118491151629818e-05
-5.859375000000000000e+00,3.008642125348229840e-05
-5.615234375000000000e+00,5.461562083218685922e-05
-5.371093750000000000e+00,8.003901756742202870e-05
-5.126953125000000000e+00,1.105110509919677414e-04
-4.882812500000000000e+00,1.917930692427611812e-04
-4.638671875000000000e+00,3.083468308446516283e-04
-4.394531250000000000e+00,3.901098467070677686e-04
-4.150390625000000000e+00,5.335995672335221412e-04
-3.906250000000000000e+00,8.753595259121749531e-04
-3.662109375000000000e+00,1.151270206248669646e-03
-3.417968750000000000e+00,1.312557060803189526e-03
-3.173828125000000000e+00,1.930408749768558864e-03
-2.929687500000000000e+00,2.638742060123033632e-03
-2.685546875000000000e+00,2.837382342586452968e-03
-2.441406250000000000e+00,3.531069480802614263e-03
-2.197265625000000000e+00,4.775703099462012477e-03
-1.953125000000000000e+00,5.122826225038987907e-03
-1.708984375000000000e+00,5.594448283532415557e-03
-1.464843750000000000e+00,7.051943069934285546e-03
-1.220703125000000000e+00,7.561830669904906141e-03
-9.765625000000000000e-01,7.729824206810682018e-03
-7.324218750000000000e-01,8.759495919869349917e-03
-4.882812500000000000e-01,9.122207482322747946e-03
-2.441406250000000000e-01,3.850619288734866835e-02
0.000000000000000000e+00,5.181699536346519308e-02
2.441406250000000000e-01,3.850619288734865447e-02
4.882812500000000000e-01,9.122207482322749680e-03
7.324218750000000000e-01,8.759495919869349917e-03
9.765625000000000000e-01,7.729824206810682018e-03
1.220703125000000000e+00,7.561830669904906141e-03
1.464843750000000000e+00,7.051943069934285546e-03
1.708984375000000000e+00,5.594448283532413822e-03
1.953125000000000000e+00,5.122826225038987907e-03
2.197265625000000000e+00,4.775703099462012477e-03
2.441406250000000000e+00,3.531069480802613396e-03
2.685546875000000000e+00,2.837382342586453401e-03
2.929687500000000000e+00,2.638742060123033632e-03
3.173828125000000000e+00,1.930408749768559298e-03
3.417968750000000000e+00,1.312557060803189743e-03
3.662109375000000000e+00,1.151270206248669430e-03
3.906250000000000000e+00,8.753595259121747362e-04
4.150390625000000000e+00,5.335995672335219243e-04
4.394531250000000000e+00,3.901098467070677686e-04
4.638671875000000000e+00,3.083468308446514114e-04
4.882812500000000000e+00,1.917930692427610186e-04
5.126953125000000000e+00,1.105110509919674297e-04
5.371093750000000000e+00,8.003901756742178475e-05
5.615234375000000000e+00,5.461562083218678468e-05
5.859375000000000000e+00,3.008642125348229502e-05
6.103515625000000000e+00,1.635118491151673863e-05
6.347656250000000000e+00,1.058492906937319633e-05
6.591796875000000000e+00,6.375039014926846551e-06
6.835937500000000000e+00,3.237490137022627673e-06
7.080078125000000000e+00,1.625426220553671943e-06
7.324218750000000000e+00,9.977832908477107340e-07
7.568359375000000000e+00,6.446377600895270494e-07
7.812500000000000000e+00,3.377908747193267459e-07
8.056640625000000000e+00,1.199803275959299652e-07
8.300781250000000000e+00,4.896173169292290817e-08
8.544921875000000000e+00,7.714015109615384978e-08
8.789062500000000000e+00,9.261721646250805128e-08
9.033203125000000000e+00,9.018117450103996095e-08
9.277343750000000000e+00,8.147451237444691195e-08
9.521484375000000000e+00,7.520850281647065061e-08
9.765625000000000000e+00,7.136895526912575760e-08
1.000976562500000000e+01,6.811572649283811122e-08
1.025390625000000000e+01,6.490736864637682254e-08
1.049804687500000000e+01,6.179997275054238357e-08
1.074218750000000000e+01,5.889763215465851256e-08
1.098632812500000000e+01,5.621222026706320634e-08
1.123046875000000000e+01,5.371026482935795108e-08
1.147460937500000000e+01,5.136774116416408478e-08
1.171875000000000000e+01,4.917220191630322862e-08
1.196289062500000000e+01,4.711281455677710997e-08
1.220703125000000000e+01,4.517857848093368216e-08
1.245117187500000000e+01,4.335940795960762822e-08
1.269531250000000000e+01,4.164633830835101178e-08
1.293945312500000000e+01,4.003128705112621230e-08
1.318359375000000000e+01,3.850691212083238036e-08
1.342773437500000000e+01,3.706654022801005540e-08
1.367187500000000000e+01,3.570410202092406237e-08
1.391601562500000000e+01,3.441406534770606915e-08
1.416015625000000000e+01,3.319137955894605786e-08
1.440429687500000000e+01,3.203142664017250067e-08
1.464843750000000000e+01,3.092997644560909002e-08
1.489257812500000000e+01,2.988315004228718532e-08
1.513671875000000000e+01,2.888738342010631123e-08
1.538085937500000000e+01,2.793939956629368828e-08
1.562500000000000000e+01,2.703617870926762942e-08
1.586914062500000000e+01,2.617493669581072307e-08
1.611328125000000000e+01,2.535310228479949742e-08
1.635742187500000000e+01,2.456829772411032893e-08
1.660156250000000000e+01,2.381832179887981078e-08
1.684570312500000000e+01,2.310113524586355477e-08
1.708984375000000000e+01,2.241484448322071500e-08
1.733398437500000000e+01,2.175769214616566944e-08
1.757812500000000000e+01,2.112804293805956708e-08
1.782226562500000000e+01,2.052437466409779154e-08
1.806640625000000000e+01,1.994526995690894016e-08
1.831054687500000000e+01,1.938940581040861160e-08
1.855468750000000000e+01,1.885554741521173389e-08
1.879882812500000000e+01,1.834254099814146096e-08
1.904296875000000000e+01,1.784930699365625111e-08
1.928710937500000000e+01,1.737483544219395585e-08
1.953125000000000000e+01,1.691817929445703188e-08
1.977539062500000000e+01,1.647845094222420218e-08
2.001953125000000000e+01,1.605481720344068601e-08
2.026367187500000000e+01,1.564649553171987914e-08
2.050781250000000000e+01,1.525275025211814977e-08
2.075195312500000000e+01,1.487288936172691030e-08
2.099609375000000000e+01,1.450626167347531880e-08
2.124023437500000000e+01,1.415225277915275507e-08
2.148437500000000000e+01,1.381028490841419773e-08
2.172851562500000000e+01,1.347981144078350983e-08
2.197265625000000000e+01,1.316031770894124546e-08
2.221679687500000000e+01,1.285131632597321511e-08
2.246093750000000000e+01,1.255234743248160130e-08
2.270507812500000000e+01,1.226297574285998878e-08
2.294921875000000000e+01,1.198278922048393455e-08
2.319335937500000000e+01,1.171139755169690142e-08
2.343750000000000000e+01,1.144843130840198402e-08
2.368164062500000000e+01,1.119353980640786518e-08
2.392578125000000000e+01,1.094639057964945407e-08
2.416992187500000000e+01,1.070666768517065949e-08
2.441406250000000000e+01,1.047407164644320496e-08
2.465820312500000000e+01,1.024831751161861906e-08
2.490234375000000000e+01,1.002913441800168666e-08
2.514648437500000000e+01,9.816264560056286973e-09
2.539062500000000000e+01,9.609463114418566005e-09
2.563476562500000000e+01,9.408496292298627538e-09
2.587890625000000000e+01,9.213141888804186590e-09
2.612304687500000000e+01,9.023187940265403036e-09
2.636718750000000000e+01,8.838432209466287944e-09
2.661132812500000000e+01,8.658682002327354899e-09
2.685546875000000000e+01,8.483753425168650182e-09
2.709960937500000000e+01,8.313470337151446501e-09
2.734375000000000000e+01,8.147665690202289377e-09
2.758789062500000000e+01,7.986178233689451762e-09
2.783203125000000000e+01,7.828855419909473415e-09
2.807617187500000000e+01,7.675550130643356669e-09
2.832031250000000000e+01,7.526122195964506674e-09
2.856445312500000000e+01,7.380437411043268359e-09
2.880859375000000000e+01,7.238367111193635113e-09
2.905273437500000000e+01,7.099788134482603914e-09
2.929687500000000000e+01,6.964582443579414065e-09
2.954101562500000000e+01,6.832636881761109970e-09
2.978515625000000000e+01,6.703842906264757811e-09
3.002929687500000000e+01,6.578096648443407830e-09
3.027343750000000000e+01,6.455297803056469951e-09
3.051757812500000000e+01,6.335350761307197783e-09
3.076171875000000000e+01,6.218163437244492615e-09
3.100585937500000000e+01,6.103647135405717891e-09
3.125000000000000000e+01,5.991717123011920593e-09
3.149414062500000000e+01,5.882291407621205819e-09
3.173828125000000000e+01,5.775291599979379124e-09
3.198242187500000000e+01,5.670642003725752990e-09
3.222656250000000000e+01,5.568269932731060190e-09
3.247070312500000000e+01,5.468105263095208967e-09
3.271484375000000000e+01,5.370080811452353193e-09
3.295898437500000000e+01,5.274131442292625851e-09
3.320312500000000000e+01,5.180194692853834410e-09
3.344726562500000000e+01,5.088210299771826201e-09
3.369140625000000000e+01,4.998120274390758512e-09
3.393554687500000000e+01,4.909868319528122086e-09
3.417968750000000000e+01,4.823400867893706640e-09
3.442382812500000000e+01,4.738665266292935446e-09
3.466796875000000000e+01,4.655611536306965352e-09
3.491210937500000000e+01,4.574191165064235971e-09
3.515625000000000000e+01,4.494357071794006430e-09
3.540039062500000000e+01,4.416064109900554751e-09
3.564453125000000000e+01,4.339268496581629369e-09
3.588867187500000000e+01,4.263927951199844035e-09
3.613281250000000000e+01,4.190001747143566204e-09
3.637695312500000000e+01,4.117450098201705331e-09
3.662109375000000000e+01,4.046235186756319749e-09
3.686523437500000000e+01,3.976319670498737129e-09
3.710937500000000000e+01,3.907668096595922055e-09
3.735351562500000000e+01,3.840245811846847392e-09
3.759765625000000000e+01,3.774019120872350847e-09
3.784179687500000000e+01,3.708955852559940674e-09
3.808593750000000000e+01,3.645024453475149188e-09
3.833007812500000000e+01,3.582194479484318354e-09
3.857421875000000000e+01,3.520436586420082047e-09
3.881835937500000000e+01,3.459722037495416747e-09
3.906250000000000000e+01,3.400023186172923944e-09
3.930664062500000000e+01,3.341313301329941952e-09
3.955078125000000000e+01,3.283566091951546353e-09
3.979492187500000000e+01,3.226756441053196955e-09
4.003906250000000000e+01,3.170859709506965302e-09
4.028320312500000000e+01,3.115852409859832934e-09
4.052734375000000000e+01,3.061710998261549327e-09
4.077148437500000000e+01,3.008413221021294082e-09
4.101562500000000000e+01,2.955937514072146362e-09
4.125976562500000000e+01,2.904262245288403170e-09
4.150390625000000000e+01,2.853367293958213258e-09
4.174804687500000000e+01,2.803232437033777637e-09
4.199218750000000000e+01,2.753838177962766062e-09
4.223632812500000000e+01,2.705165892138398957e-09
4.248046875000000000e+01,2.657196902361245923e-09
4.272460937500000000e+01,2.609913517119079751e-09
4.296875000000000000e+01,2.563298416874256542e-09
4.321289062500000000e+01,2.517334319757690926e-09
4.345703125000000000e+01,2.472005172338401767e-09
4.370117187500000000e+01,2.427294697731003513e-09
4.394531250000000000e+01,2.383187296855196918e-09
4.418945312500000000e+01,2.339667803918686849e-09
4.443359375000000000e+01,2.296721311124834679e-09
4.467773437500000000e+01,2.254333527582127307e-09
4.492187500000000000e+01,2.212490210982664907e-09
4.516601562500000000e+01,2.171177584004459428e-09
4.541015625000000000e+01,2.130382557794424710e-09
4.565429687500000000e+01,2.090091782868728369e-09
4.589843750000000000e+01,2.050292522211822245e-09
4.614257812500000000e+01,2.010972556981735781e-09
4.638671875000000000e+01,1.972119475064228763e-09
4.663085937500000000e+01,1.933721714529521284e-09
4.687500000000000000e+01,1.895767441703920232e-09
4.711914062500000000e+01,1.858245524776958078e-09
4.736328125000000000e+01,1.821144816183141477e-09
4.760742187500000000e+01,1.784454550426865498e-09
4.785156250000000000e+01,1.748164259218015960e-09
4.809570312500000000e+01,1.712263454100472956e-09
4.833984375000000000e+01,1.676742255272880429e-09
4.858398437500000000e+01,1.641590580961333192e-09
4.882812500000000000e+01,1.606798974792576559e-09
4.907226562500000000e+01,1.572357747535775233e-09
4.931640625000000000e+01,1.538257950571383888e-09
4.956054687500000000e+01,1.504490282214077793e-09
4.980468750000000000e+01,1.471045916121685141e-09
5.004882812500000000e+01,1.437916233248702526e-09
5.029296875000000000e+01,1.405092651236455902e-09
5.053710937500000000e+01,1.372566843939954039e-09
5.078125000000000000e+01,1.340330636161164606e-09
5.102539062500000000e+01,1.308375856994137063e-09
5.126953125000000000e+01,1.276694911736419007e-09
5.151367187500000000e+01,1.245279804116157024e-09
5.175781250000000000e+01,1.214123113441869309e-09
5.200195312500000000e+01,1.183217282024675774e-09
5.224609375000000000e+01,1.152555003263891388e-09
5.249023437500000000e+01,1.122129251647475670e-09
5.273437500000000000e+01,1.091932735894193673e-09
5.297851562500000000e+01,1.061958727157465634e-09
5.322265625000000000e+01,1.032200261230913545e-09
5.346679687500000000e+01,1.002650714947628328e-09
5.371093750000000000e+01,9.733034832529598604e-10
5.395507812500000000e+01,9.441520716318323510e-10
5.419921875000000000e+01,9.151901792289365568e-10
5.444335937500000000e+01,8.864114292232517658e-10
5.468750000000000000e+01,8.578097265188709778e-10
5.493164062500000000e+01,8.293789639837025574e-10
5.517578125000000000e+01,8.011132949202823641e-10
5.541992187500000000e+01,7.730066328463339496e-10
5.566406250000000000e+01,7.450535240663183465e-10
5.590820312500000000e+01,7.172479426994772571e-10
5.615234375000000000e+01,6.895846778840582141e-10
5.639648437500000000e+01,6.620579817268935747e-10
5.664062500000000000e+01,6.346626577005042974e-10
5.688476562500000000e+01,6.073935195810499497e-10
5.712890625000000000e+01,5.802453576476123302e-10
5.737304687500000000e+01,5.532131795781873073e-10
5.761718750000000000e+01,5.262924069085594219e-10
5.786132812500000000e+01,4.994781078806922088e-10
5.810546875000000000e+01,4.727661008059949761e-10
5.834960937500000000e+01,4.461521864436885270e-10
5.859375000000000000e+01,4.196325407489486316e-10
5.883789062500000000e+01,3.932037703424476958e-10
5.908203125000000000e+01,3.668630197248203510e-10
5.932617187500000000e+01,3.406082992493924804e-10
5.957031250000000000e+01,3.144383193999914773e-10
5.981445312500000000e+01,2.883537658983335129e-10
6.005859375000000000e+01,2.623571075848232876e-10
6.030273437500000000e+01,2.364542704166362352e-10
6.054687500000000000e+01,2.106565720144697263e-10
6.079101562500000000e+01,1.849844625187980330e-10
6.103515625000000000e+01,1.594742874264611261e-10
6.127929687500000000e+01,1.341936828636395514e-10
6.152343750000000000e+01,1.092763815997679902e-10
6.176757812500000000e+01,8.501517066223826308e-11
6.201171875000000000e+01,6.215440058852699252e-11
6.225585937500000000e+01,4.295978038101295637e-11
