time,entropy
0.0,7.845649542337825
0.005,7.84842751987547
0.01,7.857082868512159
0.015,7.874838233618136
0.02,7.910630967893168
0.025,7.9867511470301675
0.03,8.14771955857655
0.035,8.347355006633645
0.04,8.217855974691787
0.045,8.17626942300144
0.05,8.100495262947828
0.055,8.058378592937968
0.06,8.043350556682846
0.065,8.046874302667225
0.07,8.065442265998346
0.075,8.097607715028378
0.08,8.143331446389345
0.085,8.202868178978246
0.09,8.275821042331241
0.095,8.35406175596825
0.1,8.421889838375028
0.105,8.456172110381855
0.11,8.44414817827543
0.115,8.403650962730158
0.12,8.396031690281383
0.125,8.422674159762423
0.13,8.452575774313964
0.135,8.479004454570756
0.14,8.50338207871713
0.145,8.528347780167016
0.15,8.553583079592805
0.155,8.578041122045402
0.16,8.59849568865614
0.165,8.612267955756622
0.17,8.617585812897318
0.17500000000000002,8.615010271849435
0.18,8.607621136506085
0.185,8.599742706264285
0.19,8.595527884232727
0.195,8.598527327386826
0.2,8.610043314140976
0.20500000000000002,8.626135554575033
0.21,8.643164987905951
0.215,8.658917815197686
0.22,8.672249122030356
0.225,8.682798405730225
0.23,8.690606441388635
0.23500000000000001,8.696113337327954
0.24,8.699979267699351
0.245,8.702963590014509
0.25,8.705801007322759
0.255,8.709069557710718
0.26,8.713112514618395
0.265,8.718038151401183
0.27,8.723778730152244
0.275,8.730177385046328
0.28,8.73695943724238
0.28500000000000003,8.743840766421284
0.29,8.750638127518041
0.295,8.75726525231381
0.3,8.763709812969907
0.305,8.770004396694993
0.31,8.776199746786753
0.315,8.782345549188149
0.32,8.788477698304058
0.325,8.794611166561138
0.33,8.800740369283599
0.335,8.806845201626196
0.34,8.81290245285203
0.34500000000000003,8.818900440718043
0.35000000000000003,8.824855011560551
0.355,8.830827518096429
0.36,8.836922240841602
0.365,8.843245418000746
0.37,8.849904147627791
0.375,8.856979347067611
0.38,8.864486111986633
0.385,8.87233549290346
0.39,8.880312512119378
0.395,8.88808261992276
0.4,8.895221139739792
0.405,8.901265988185976
0.41000000000000003,8.905815608783493
0.41500000000000004,8.908588975431092
0.42,8.90957458465375
0.425,8.909200030938123
0.43,8.908556067896189
0.435,8.909634915165004
0.44,8.913931593875205
0.445,8.92180697173492
0.45,8.933003551697578
0.455,8.946490661686003
0.46,8.96058406352137
0.465,8.97348974957982
0.47000000000000003,8.98387656689555
0.47500000000000003,8.991057048321979
0.48,8.99512758365756
0.485,8.995953187685519
0.49,8.993304309961818
0.495,8.985789472201962
0.5,8.971984339220434
0.505,8.95205509795495
0.51,8.933456466226732
