mode_n,frequency_omega,initial_energy,final_energy,planck_energy,initial_divergence_pct,planck_divergence_pct
1,0.2092007535649994,1.0,1.0,1.0,0.0,0.0
2,0.23464829249038746,14.386679103991638,14.704030927233147,1.0014586087010817,31.735182324150912,1370.2572318532066
3,0.27181721363716543,0.03941167492828904,0.04349382545032093,1.0038877237196637,0.40821505220318965,96.03938982693427
4,0.31660588224892106,17.121200116410773,23.813994992345204,1.0072845041761715,669.2794875934432,2280.6710488169033
5,0.3662292755967088,0.5566875384541713,0.8585068704746762,1.0116449894594106,30.181933202050494,15.313811898473439
6,0.4189730188423709,4.343056902885561,6.864866042809394,1.0169641156836515,252.18091399238335,584.7901927125743
7,0.4737961685324361,23.098975642089727,32.070628750978415,1.0232357366171552,897.1653108888688,3104.739301436126
8,0.5300539016915833,9.642954806204406,11.648339436725857,1.0304526489133685,200.53846305214512,1061.788678781249
