step,drift_serial,drift_parallel
51,0.0,-8.523530516507168e-16
52,4.261765258253584e-16,0.0
53,4.261765258253584e-16,4.261765258253584e-16
54,5.682353677671445e-16,4.261765258253584e-16
55,7.102942097089306e-16,5.682353677671445e-16
56,1.5626472613596475e-15,7.102942097089306e-16
57,7.102942097089306e-16,1.5626472613596475e-15
58,-7.102942097089306e-16,7.102942097089306e-16
59,0.0,-7.102942097089306e-16
60,-1.4205884194178612e-16,0.0
61,2.8411768388357224e-16,-1.4205884194178612e-16
62,-4.261765258253584e-16,2.8411768388357224e-16
63,9.94411893592503e-16,-4.261765258253584e-16
64,7.102942097089306e-16,9.94411893592503e-16
65,2.8411768388357224e-16,7.102942097089306e-16
66,0.0,2.8411768388357224e-16
67,5.682353677671445e-16,0.0
68,-1.7047061033014335e-15,5.682353677671445e-16
69,-1.2785295774760752e-15,-1.7047061033014335e-15
70,-4.261765258253584e-16,-1.2785295774760752e-15
71,-7.102942097089306e-16,-4.261765258253584e-16
72,5.682353677671445e-16,-7.102942097089306e-16
73,-2.130882629126792e-15,5.682353677671445e-16
74,-4.261765258253584e-16,-2.130882629126792e-15
75,1.5626472613596475e-15,-4.261765258253584e-16
76,9.94411893592503e-16,1.5626472613596475e-15
77,0.0,9.94411893592503e-16
78,-4.261765258253584e-16,0.0
79,5.682353677671445e-16,-4.261765258253584e-16
80,2.8411768388357224e-16,5.682353677671445e-16
81,4.261765258253584e-16,2.8411768388357224e-16
82,4.261765258253584e-16,4.261765258253584e-16
83,7.102942097089306e-16,4.261765258253584e-16
84,-7.102942097089306e-16,7.102942097089306e-16
85,-2.8411768388357224e-16,-7.102942097089306e-16
86,5.682353677671445e-16,-2.8411768388357224e-16
87,-7.102942097089306e-16,5.682353677671445e-16
88,4.261765258253584e-16,-7.102942097089306e-16
89,2.8411768388357224e-16,4.261765258253584e-16
90,2.8411768388357224e-16,2.8411768388357224e-16
91,-1.4205884194178612e-16,2.8411768388357224e-16
92,-7.102942097089306e-16,-1.4205884194178612e-16
93,7.102942097089306e-16,-7.102942097089306e-16
94,0.0,7.102942097089306e-16
95,-1.4205884194178612e-16,0.0
96,5.682353677671445e-16,-1.4205884194178612e-16
97,7.102942097089306e-16,5.682353677671445e-16
98,-2.8411768388357224e-16,7.102942097089306e-16
99,2.8411768388357224e-16,-2.8411768388357224e-16
100,0.0,2.8411768388357224e-16
101,-2.8411768388357224e-16,0.0
102,-9.94411893592503e-16,-2.8411768388357224e-16
103,9.94411893592503e-16,-9.94411893592503e-16
104,-8.523530516507168e-16,9.94411893592503e-16
105,1.5626472613596475e-15,-8.523530516507168e-16
106,5.682353677671445e-16,1.5626472613596475e-15
107,4.261765258253584e-16,5.682353677671445e-16
108,-4.261765258253584e-16,4.261765258253584e-16
109,0.0,-4.261765258253584e-16
110,7.102942097089306e-16,0.0
111,-2.8411768388357224e-16,7.102942097089306e-16
112,0.0,-2.8411768388357224e-16
113,-1.4205884194178612e-16,0.0
114,-1.4205884194178612e-16,-1.4205884194178612e-16
115,4.261765258253584e-16,-1.4205884194178612e-16
116,-2.8411768388357224e-16,4.261765258253584e-16
117,0.0,-2.8411768388357224e-16
118,4.261765258253584e-16,0.0
119,-4.261765258253584e-16,4.261765258253584e-16
120,-1.4205884194178612e-16,-4.261765258253584e-16
121,-9.94411893592503e-16,-1.4205884194178612e-16
122,0.0,-9.94411893592503e-16
123,0.0,0.0
124,-4.261765258253584e-16,0.0
125,5.682353677671445e-16,-4.261765258253584e-16
126,-1.4205884194178612e-16,5.682353677671445e-16
127,-2.8411768388357224e-16,-1.4205884194178612e-16
128,-4.261765258253584e-16,-2.8411768388357224e-16
129,2.8411768388357224e-16,-4.261765258253584e-16
130,5.682353677671445e-16,2.8411768388357224e-16
131,0.0,5.682353677671445e-16
132,-1.4205884194178612e-16,0.0
133,2.8411768388357224e-16,-1.4205884194178612e-16
134,2.8411768388357224e-16,2.8411768388357224e-16
135,0.0,2.8411768388357224e-16
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,5.682353677671445e-16,0.0
142,-7.102942097089306e-16,5.682353677671445e-16
143,4.261765258253584e-16,-7.102942097089306e-16
144,-1.4205884194178612e-16,4.261765258253584e-16
145,0.0,-1.4205884194178612e-16
146,2.8411768388357224e-16,0.0
147,5.682353677671445e-16,2.8411768388357224e-16
148,-1.4205884194178612e-16,5.682353677671445e-16
149,-2.8411768388357224e-16,-1.4205884194178612e-16
150,-4.261765258253584e-16,-2.8411768388357224e-16
151,0.0,-4.261765258253584e-16
152,-1.4205884194178612e-16,0.0
153,0.0,-1.4205884194178612e-16
154,2.8411768388357224e-16,0.0
155,-2.8411768388357224e-16,2.8411768388357224e-16
156,0.0,-2.8411768388357224e-16
157,0.0,0.0
158,-1.4205884194178612e-16,0.0
159,0.0,-1.4205884194178612e-16
160,-4.261765258253584e-16,0.0
161,-2.8411768388357224e-16,-4.261765258253584e-16
162,-1.4205884194178612e-16,-2.8411768388357224e-16
163,-1.4205884194178612e-16,-1.4205884194178612e-16
164,-4.261765258253584e-16,-1.4205884194178612e-16
165,-1.4205884194178612e-16,-4.261765258253584e-16
166,2.8411768388357224e-16,-1.4205884194178612e-16
167,0.0,2.8411768388357224e-16
168,-1.4205884194178612e-16,0.0
169,2.8411768388357224e-16,-1.4205884194178612e-16
170,2.8411768388357224e-16,2.8411768388357224e-16
171,4.261765258253584e-16,2.8411768388357224e-16
172,-2.8411768388357224e-16,4.261765258253584e-16
173,-4.261765258253584e-16,-2.8411768388357224e-16
174,4.261765258253584e-16,-4.261765258253584e-16
175,-1.4205884194178612e-16,4.261765258253584e-16
176,-2.8411768388357224e-16,-1.4205884194178612e-16
177,-1.4205884194178612e-16,-2.8411768388357224e-16
178,-2.8411768388357224e-16,-1.4205884194178612e-16
179,0.0,-2.8411768388357224e-16
180,-1.4205884194178612e-16,0.0
181,-1.4205884194178612e-16,-1.4205884194178612e-16
182,0.0,-1.4205884194178612e-16
183,0.0,0.0
184,4.261765258253584e-16,0.0
185,-1.4205884194178612e-16,4.261765258253584e-16
186,-1.4205884194178612e-16,-1.4205884194178612e-16
187,0.0,-1.4205884194178612e-16
188,-4.261765258253584e-16,0.0
189,-1.4205884194178612e-16,-4.261765258253584e-16
190,0.0,-1.4205884194178612e-16
191,-1.4205884194178612e-16,0.0
192,0.0,-1.4205884194178612e-16
193,-1.4205884194178612e-16,0.0
194,-2.8411768388357224e-16,-1.4205884194178612e-16
195,-1.4205884194178612e-16,-2.8411768388357224e-16
196,2.8411768388357224e-16,-1.4205884194178612e-16
197,2.8411768388357224e-16,2.8411768388357224e-16
198,2.8411768388357224e-16,2.8411768388357224e-16
199,2.8411768388357224e-16,2.8411768388357224e-16
200,-1.4205884194178612e-16,2.8411768388357224e-16
