step,energy,drift
1,4.1547586048e+00,0.000000e+00
2,4.1547586048e+00,-2.137738e-16
3,4.1547586048e+00,-2.137738e-16
4,4.1547586048e+00,2.137738e-16
5,4.1547586048e+00,0.000000e+00
6,4.1547586048e+00,-2.137738e-16
7,4.1547586048e+00,-2.137738e-16
8,4.1547586048e+00,0.000000e+00
9,4.1547586048e+00,0.000000e+00
10,4.1547586048e+00,0.000000e+00
11,4.1547586048e+00,2.137738e-16
12,4.1547586048e+00,2.137738e-16
13,4.1547586048e+00,0.000000e+00
14,4.1547586048e+00,2.137738e-16
15,4.1547586048e+00,0.000000e+00
16,4.1547586048e+00,2.137738e-16
17,4.1547586048e+00,-4.275475e-16
18,4.1547586048e+00,-2.137738e-16
19,4.1547586048e+00,-2.137738e-16
20,4.1547586048e+00,-2.137738e-16
21,4.1547586048e+00,2.137738e-16
22,4.1547586048e+00,-2.137738e-16
23,4.1547586048e+00,-4.275475e-16
24,4.1547586048e+00,2.137738e-16
25,4.1547586048e+00,4.275475e-16
26,4.1547586048e+00,-6.413213e-16
27,4.1547586048e+00,4.275475e-16
28,4.1547586048e+00,0.000000e+00
29,4.1547586048e+00,-2.137738e-16
30,4.1547586048e+00,2.137738e-16
31,4.1547586048e+00,2.137738e-16
32,4.1547586048e+00,-4.275475e-16
33,4.1547586048e+00,0.000000e+00
34,4.1547586048e+00,-6.413213e-16
35,4.1547586048e+00,-1.282643e-15
36,4.1547586048e+00,2.137738e-16
37,4.1547586048e+00,2.137738e-16
38,4.1547586048e+00,2.137738e-16
39,4.1547586048e+00,0.000000e+00
40,4.1547586048e+00,2.137738e-16
41,4.1547586048e+00,0.000000e+00
42,4.1547586048e+00,-2.137738e-16
43,4.1547586048e+00,4.275475e-16
44,4.1547586048e+00,-2.137738e-16
45,4.1547586048e+00,-2.137738e-16
46,4.1547586048e+00,-2.137738e-16
47,4.1547586048e+00,-2.137738e-16
48,4.1547586048e+00,0.000000e+00
49,4.1547586048e+00,-2.137738e-16
50,4.1547586048e+00,-2.137738e-16
51,4.1547586048e+00,-6.413213e-16
52,4.1547586048e+00,2.137738e-16
53,4.1547586048e+00,-2.137738e-16
54,4.1547586048e+00,-2.137738e-16
55,4.1547586048e+00,0.000000e+00
56,4.1547586048e+00,0.000000e+00
57,4.1547586048e+00,0.000000e+00
58,4.1547586048e+00,0.000000e+00
59,4.1547586048e+00,2.137738e-16
60,4.1547586048e+00,-2.137738e-16
61,4.1547586048e+00,0.000000e+00
62,4.1547586048e+00,2.137738e-16
63,4.1547586048e+00,-2.137738e-16
64,4.1547586048e+00,-2.137738e-16
65,4.1547586048e+00,-2.137738e-16
66,4.1547586048e+00,2.137738e-16
67,4.1547586048e+00,-2.137738e-16
68,4.1547586048e+00,-2.137738e-16
69,4.1547586048e+00,-6.413213e-16
70,4.1547586048e+00,0.000000e+00
71,4.1547586048e+00,4.275475e-16
72,4.1547586048e+00,-2.137738e-16
73,4.1547586048e+00,0.000000e+00
74,4.1547586048e+00,0.000000e+00
75,4.1547586048e+00,0.000000e+00
76,4.1547586048e+00,0.000000e+00
77,4.1547586048e+00,0.000000e+00
78,4.1547586048e+00,4.275475e-16
79,4.1547586048e+00,-2.137738e-16
80,4.1547586048e+00,4.275475e-16
81,4.1547586048e+00,-2.137738e-16
82,4.1547586048e+00,0.000000e+00
83,4.1547586048e+00,-4.275475e-16
84,4.1547586048e+00,0.000000e+00
85,4.1547586048e+00,-2.137738e-16
86,4.1547586048e+00,0.000000e+00
87,4.1547586048e+00,2.137738e-16
88,4.1547586048e+00,0.000000e+00
89,4.1547586048e+00,0.000000e+00
90,4.1547586048e+00,0.000000e+00
91,4.1547586048e+00,0.000000e+00
92,4.1547586048e+00,-2.137738e-16
93,4.1547586048e+00,2.137738e-16
94,4.1547586048e+00,2.137738e-16
95,4.1547586048e+00,-2.137738e-16
96,4.1547586048e+00,0.000000e+00
97,4.1547586048e+00,-2.137738e-16
98,4.1547586048e+00,-2.137738e-16
99,4.1547586048e+00,-2.137738e-16
100,4.1547586048e+00,-2.137738e-16
101,4.1547586048e+00,0.000000e+00
102,4.1547586048e+00,0.000000e+00
103,4.1547586048e+00,0.000000e+00
104,4.1547586048e+00,0.000000e+00
105,4.1547586048e+00,0.000000e+00
106,4.1547586048e+00,2.137738e-16
107,4.1547586048e+00,-2.137738e-16
108,4.1547586048e+00,-2.137738e-16
109,4.1547586048e+00,0.000000e+00
110,4.1547586048e+00,-2.137738e-16
111,4.1547586048e+00,0.000000e+00
112,4.1547586048e+00,0.000000e+00
113,4.1547586048e+00,-2.137738e-16
114,4.1547586048e+00,-6.413213e-16
115,4.1547586048e+00,0.000000e+00
116,4.1547586048e+00,0.000000e+00
117,4.1547586048e+00,-2.137738e-16
118,4.1547586048e+00,-2.137738e-16
119,4.1547586048e+00,0.000000e+00
120,4.1547586048e+00,0.000000e+00
121,4.1547586048e+00,0.000000e+00
122,4.1547586048e+00,-2.137738e-16
123,4.1547586048e+00,0.000000e+00
124,4.1547586048e+00,0.000000e+00
125,4.1547586048e+00,0.000000e+00
126,4.1547586048e+00,-2.137738e-16
127,4.1547586048e+00,-2.137738e-16
128,4.1547586048e+00,-2.137738e-16
129,4.1547586048e+00,0.000000e+00
130,4.1547586048e+00,-2.137738e-16
131,4.1547586048e+00,-6.413213e-16
132,4.1547586048e+00,0.000000e+00
133,4.1547586048e+00,-2.137738e-16
134,4.1547586048e+00,0.000000e+00
135,4.1547586048e+00,0.000000e+00
136,4.1547586048e+00,-2.137738e-16
137,4.1547586048e+00,0.000000e+00
138,4.1547586048e+00,0.000000e+00
139,4.1547586048e+00,0.000000e+00
140,4.1547586048e+00,-4.275475e-16
141,4.1547586048e+00,-2.137738e-16
142,4.1547586048e+00,0.000000e+00
143,4.1547586048e+00,0.000000e+00
144,4.1547586048e+00,2.137738e-16
145,4.1547586048e+00,-2.137738e-16
146,4.1547586048e+00,-2.137738e-16
147,4.1547586048e+00,-2.137738e-16
148,4.1547586048e+00,2.137738e-16
149,4.1547586048e+00,0.000000e+00
150,4.1547586048e+00,-2.137738e-16
151,4.1547586048e+00,2.137738e-16
152,4.1547586048e+00,0.000000e+00
153,4.1547586048e+00,-2.137738e-16
154,4.1547586048e+00,-2.137738e-16
155,4.1547586048e+00,-2.137738e-16
156,4.1547586048e+00,0.000000e+00
157,4.1547586048e+00,0.000000e+00
158,4.1547586048e+00,-2.137738e-16
159,4.1547586048e+00,-2.137738e-16
160,4.1547586048e+00,2.137738e-16
161,4.1547586048e+00,0.000000e+00
162,4.1547586048e+00,-2.137738e-16
163,4.1547586048e+00,0.000000e+00
164,4.1547586048e+00,-2.137738e-16
165,4.1547586048e+00,0.000000e+00
166,4.1547586048e+00,0.000000e+00
167,4.1547586048e+00,-4.275475e-16
168,4.1547586048e+00,0.000000e+00
169,4.1547586048e+00,0.000000e+00
170,4.1547586048e+00,0.000000e+00
171,4.1547586048e+00,-2.137738e-16
172,4.1547586048e+00,-2.137738e-16
173,4.1547586048e+00,-2.137738e-16
174,4.1547586048e+00,0.000000e+00
175,4.1547586048e+00,-2.137738e-16
176,4.1547586048e+00,0.000000e+00
177,4.1547586048e+00,2.137738e-16
178,4.1547586048e+00,0.000000e+00
179,4.1547586048e+00,-2.137738e-16
180,4.1547586048e+00,-2.137738e-16
181,4.1547586048e+00,2.137738e-16
182,4.1547586048e+00,0.000000e+00
183,4.1547586048e+00,-2.137738e-16
184,4.1547586048e+00,-2.137738e-16
185,4.1547586048e+00,-2.137738e-16
186,4.1547586048e+00,-4.275475e-16
187,4.1547586048e+00,-2.137738e-16
188,4.1547586048e+00,-2.137738e-16
189,4.1547586048e+00,-4.275475e-16
190,4.1547586048e+00,-2.137738e-16
191,4.1547586048e+00,2.137738e-16
192,4.1547586048e+00,0.000000e+00
193,4.1547586048e+00,0.000000e+00
194,4.1547586048e+00,-2.137738e-16
195,4.1547586048e+00,-2.137738e-16
196,4.1547586048e+00,-4.275475e-16
197,4.1547586048e+00,2.137738e-16
198,4.1547586048e+00,0.000000e+00
199,4.1547586048e+00,-4.275475e-16
200,4.1547586048e+00,-4.275475e-16
