step,drift_serial,drift_parallel
114,-6.413213167277432e-16,-2.1377377224258106e-16
115,0.0,-6.413213167277432e-16
116,0.0,0.0
117,-2.1377377224258106e-16,0.0
118,-2.1377377224258106e-16,-2.1377377224258106e-16
119,0.0,-2.1377377224258106e-16
120,0.0,0.0
121,0.0,0.0
122,-2.1377377224258106e-16,0.0
123,0.0,-2.1377377224258106e-16
124,0.0,0.0
125,0.0,0.0
126,-2.1377377224258106e-16,0.0
127,-2.1377377224258106e-16,-2.1377377224258106e-16
128,-2.1377377224258106e-16,-2.1377377224258106e-16
129,0.0,-2.1377377224258106e-16
130,-2.1377377224258106e-16,0.0
131,-6.413213167277432e-16,-2.1377377224258106e-16
132,0.0,-6.413213167277432e-16
133,-2.1377377224258106e-16,0.0
134,0.0,-2.1377377224258106e-16
135,0.0,0.0
136,-2.1377377224258106e-16,0.0
137,0.0,-2.1377377224258106e-16
138,0.0,0.0
139,0.0,0.0
140,-4.275475444851621e-16,0.0
141,-2.1377377224258106e-16,-4.275475444851621e-16
142,0.0,-2.1377377224258106e-16
143,0.0,0.0
144,2.1377377224258106e-16,0.0
145,-2.1377377224258106e-16,2.1377377224258106e-16
146,-2.1377377224258106e-16,-2.1377377224258106e-16
147,-2.1377377224258106e-16,-2.1377377224258106e-16
148,2.1377377224258106e-16,-2.1377377224258106e-16
149,0.0,2.1377377224258106e-16
150,-2.1377377224258106e-16,0.0
151,2.1377377224258106e-16,-2.1377377224258106e-16
152,0.0,2.1377377224258106e-16
153,-2.1377377224258106e-16,0.0
154,-2.1377377224258106e-16,-2.1377377224258106e-16
155,-2.1377377224258106e-16,-2.1377377224258106e-16
156,0.0,-2.1377377224258106e-16
157,0.0,0.0
158,-2.1377377224258106e-16,0.0
159,-2.1377377224258106e-16,-2.1377377224258106e-16
160,2.1377377224258106e-16,-2.1377377224258106e-16
161,0.0,2.1377377224258106e-16
162,-2.1377377224258106e-16,0.0
163,0.0,-2.1377377224258106e-16
164,-2.1377377224258106e-16,0.0
165,0.0,-2.1377377224258106e-16
166,0.0,0.0
167,-4.275475444851621e-16,0.0
168,0.0,-4.275475444851621e-16
169,0.0,0.0
170,0.0,0.0
171,-2.1377377224258106e-16,0.0
172,-2.1377377224258106e-16,-2.1377377224258106e-16
173,-2.1377377224258106e-16,-2.1377377224258106e-16
174,0.0,-2.1377377224258106e-16
175,-2.1377377224258106e-16,0.0
176,0.0,-2.1377377224258106e-16
177,2.1377377224258106e-16,0.0
178,0.0,2.1377377224258106e-16
179,-2.1377377224258106e-16,0.0
180,-2.1377377224258106e-16,-2.1377377224258106e-16
181,2.1377377224258106e-16,-2.1377377224258106e-16
182,0.0,2.1377377224258106e-16
183,-2.1377377224258106e-16,0.0
184,-2.1377377224258106e-16,-2.1377377224258106e-16
185,-2.1377377224258106e-16,-2.1377377224258106e-16
186,-4.275475444851621e-16,-2.1377377224258106e-16
187,-2.1377377224258106e-16,-4.275475444851621e-16
188,-2.1377377224258106e-16,-2.1377377224258106e-16
189,-4.275475444851621e-16,-2.1377377224258106e-16
190,-2.1377377224258106e-16,-4.275475444851621e-16
191,2.1377377224258106e-16,-2.1377377224258106e-16
192,0.0,2.1377377224258106e-16
193,0.0,0.0
194,-2.1377377224258106e-16,0.0
195,-2.1377377224258106e-16,-2.1377377224258106e-16
196,-4.275475444851621e-16,-2.1377377224258106e-16
197,2.1377377224258106e-16,-4.275475444851621e-16
198,0.0,2.1377377224258106e-16
199,-4.275475444851621e-16,0.0
200,-4.275475444851621e-16,-4.275475444851621e-16
