step,drift_serial,drift_parallel
163,0.0033390153944274467,0.0034867626924565413
164,0.0033263905988772883,0.0034741360378344223
165,0.0033131194400662428,0.0034608629247707997
166,0.0032992384756172183,0.003446979916271898
167,0.0032847837119979665,0.0034325230241076224
168,0.003269790572755519,0.003417527677041321
169,0.003254293868810945,0.0034020286911201655
170,0.0032383277708163145,0.0033860602420280467
171,0.0032219257835215,0.0033696558394485997
172,0.00320512072216189,0.0033528483034494403
173,0.0031879446908142663,0.0033356697428348556
174,0.003170429062687478,0.0033181515354335756
175,0.003152604462341625,0.003300324310315338
176,0.0031345007497505083,0.003282217931850994
177,0.0031161470062201994,0.0032638614856289987
178,0.0030975715220811282,0.003245283266145693
179,0.003078801786131541,0.003226510766247202
180,0.003059864476780706,0.0032075706682713405
181,0.003040785454847298,0.0031884888368449334
182,0.0030215897579501435,0.0031692903132737368
183,0.0030023015964647536,0.003149999311498375
184,0.0029829443509679734,0.0031306392155386158
185,0.002963540571143806,0.0031112325783990277
186,0.00294411197606882,0.0030918011223544364
187,0.002924679455845298,0.003072365740583309
188,0.0029052630745240856,0.0030529465000910354
189,0.002885882074247639,0.0030335626458535842
190,0.0028665548805643037,0.0030142326061325673
191,0.002847299108867239,0.0029949739989151096
192,0.0028281315718940354,0.00297580363941457
193,0.002809068288221421,0.002956737548566504
194,0.002790124491724738,0.002937790962489525
195,0.0027713146419112594,0.002918978342820152
196,0.002752652435115924,0.0029003133879101847
197,0.0027341508164534538,0.0028818090447805854
198,0.0027158219925224637,0.00286347752182746
199,0.002697677444781744,0.0028453303022003074
200,0.002679727943538778,0.0028273781577926
