step,energy,drift
1,1.5630467058e+00,-1.420588e-16
2,1.5630467058e+00,0.000000e+00
3,1.5630467058e+00,-1.420588e-16
4,1.5630467058e+00,0.000000e+00
5,1.5630467058e+00,-1.420588e-16
6,1.5630467058e+00,-1.420588e-16
7,1.5630467058e+00,-4.261765e-16
8,1.5630467058e+00,5.682354e-16
9,1.5630467058e+00,-1.420588e-16
10,1.5630467058e+00,0.000000e+00
11,1.5630467058e+00,-2.841177e-16
12,1.5630467058e+00,-1.420588e-16
13,1.5630467058e+00,-2.841177e-16
14,1.5630467058e+00,2.841177e-16
15,1.5630467058e+00,-2.841177e-16
16,1.5630467058e+00,-1.420588e-16
17,1.5630467058e+00,0.000000e+00
18,1.5630467058e+00,-2.841177e-16
19,1.5630467058e+00,5.682354e-16
20,1.5630467058e+00,0.000000e+00
21,1.5630467058e+00,-2.841177e-16
22,1.5630467058e+00,-4.261765e-16
23,1.5630467058e+00,-4.261765e-16
24,1.5630467058e+00,0.000000e+00
25,1.5630467058e+00,4.261765e-16
26,1.5630467058e+00,2.841177e-16
27,1.5630467058e+00,1.136471e-15
28,1.5630467058e+00,4.261765e-16
29,1.5630467058e+00,2.841177e-16
30,1.5630467058e+00,-7.102942e-16
31,1.5630467058e+00,2.841177e-16
32,1.5630467058e+00,0.000000e+00
33,1.5630467058e+00,-8.523531e-16
34,1.5630467058e+00,4.261765e-16
35,1.5630467058e+00,-1.420588e-16
36,1.5630467058e+00,5.682354e-16
37,1.5630467058e+00,-1.704706e-15
38,1.5630467058e+00,-7.102942e-16
39,1.5630467058e+00,-1.420588e-16
40,1.5630467058e+00,-1.420588e-16
41,1.5630467058e+00,2.841177e-16
42,1.5630467058e+00,-4.261765e-16
43,1.5630467058e+00,0.000000e+00
44,1.5630467058e+00,-7.102942e-16
45,1.5630467058e+00,9.944119e-16
46,1.5630467058e+00,1.136471e-15
47,1.5630467058e+00,5.682354e-16
48,1.5630467058e+00,0.000000e+00
49,1.5630467058e+00,1.278530e-15
50,1.5630467058e+00,-8.523531e-16
51,1.5630467058e+00,0.000000e+00
52,1.5630467058e+00,4.261765e-16
53,1.5630467058e+00,4.261765e-16
54,1.5630467058e+00,5.682354e-16
55,1.5630467058e+00,7.102942e-16
56,1.5630467058e+00,1.562647e-15
57,1.5630467058e+00,7.102942e-16
58,1.5630467058e+00,-7.102942e-16
59,1.5630467058e+00,0.000000e+00
60,1.5630467058e+00,-1.420588e-16
61,1.5630467058e+00,2.841177e-16
62,1.5630467058e+00,-4.261765e-16
63,1.5630467058e+00,9.944119e-16
64,1.5630467058e+00,7.102942e-16
65,1.5630467058e+00,2.841177e-16
66,1.5630467058e+00,0.000000e+00
67,1.5630467058e+00,5.682354e-16
68,1.5630467058e+00,-1.704706e-15
69,1.5630467058e+00,-1.278530e-15
70,1.5630467058e+00,-4.261765e-16
71,1.5630467058e+00,-7.102942e-16
72,1.5630467058e+00,5.682354e-16
73,1.5630467058e+00,-2.130883e-15
74,1.5630467058e+00,-4.261765e-16
75,1.5630467058e+00,1.562647e-15
76,1.5630467058e+00,9.944119e-16
77,1.5630467058e+00,0.000000e+00
78,1.5630467058e+00,-4.261765e-16
79,1.5630467058e+00,5.682354e-16
80,1.5630467058e+00,2.841177e-16
81,1.5630467058e+00,4.261765e-16
82,1.5630467058e+00,4.261765e-16
83,1.5630467058e+00,7.102942e-16
84,1.5630467058e+00,-7.102942e-16
85,1.5630467058e+00,-2.841177e-16
86,1.5630467058e+00,5.682354e-16
87,1.5630467058e+00,-7.102942e-16
88,1.5630467058e+00,4.261765e-16
89,1.5630467058e+00,2.841177e-16
90,1.5630467058e+00,2.841177e-16
91,1.5630467058e+00,-1.420588e-16
92,1.5630467058e+00,-7.102942e-16
93,1.5630467058e+00,7.102942e-16
94,1.5630467058e+00,0.000000e+00
95,1.5630467058e+00,-1.420588e-16
96,1.5630467058e+00,5.682354e-16
97,1.5630467058e+00,7.102942e-16
98,1.5630467058e+00,-2.841177e-16
99,1.5630467058e+00,2.841177e-16
100,1.5630467058e+00,0.000000e+00
101,1.5630467058e+00,-2.841177e-16
102,1.5630467058e+00,-9.944119e-16
103,1.5630467058e+00,9.944119e-16
104,1.5630467058e+00,-8.523531e-16
105,1.5630467058e+00,1.562647e-15
106,1.5630467058e+00,5.682354e-16
107,1.5630467058e+00,4.261765e-16
108,1.5630467058e+00,-4.261765e-16
109,1.5630467058e+00,0.000000e+00
110,1.5630467058e+00,7.102942e-16
111,1.5630467058e+00,-2.841177e-16
112,1.5630467058e+00,0.000000e+00
113,1.5630467058e+00,-1.420588e-16
114,1.5630467058e+00,-1.420588e-16
115,1.5630467058e+00,4.261765e-16
116,1.5630467058e+00,-2.841177e-16
117,1.5630467058e+00,0.000000e+00
118,1.5630467058e+00,4.261765e-16
119,1.5630467058e+00,-4.261765e-16
120,1.5630467058e+00,-1.420588e-16
121,1.5630467058e+00,-9.944119e-16
122,1.5630467058e+00,0.000000e+00
123,1.5630467058e+00,0.000000e+00
124,1.5630467058e+00,-4.261765e-16
125,1.5630467058e+00,5.682354e-16
126,1.5630467058e+00,-1.420588e-16
127,1.5630467058e+00,-2.841177e-16
128,1.5630467058e+00,-4.261765e-16
129,1.5630467058e+00,2.841177e-16
130,1.5630467058e+00,5.682354e-16
131,1.5630467058e+00,0.000000e+00
132,1.5630467058e+00,-1.420588e-16
133,1.5630467058e+00,2.841177e-16
134,1.5630467058e+00,2.841177e-16
135,1.5630467058e+00,0.000000e+00
136,1.5630467058e+00,0.000000e+00
137,1.5630467058e+00,0.000000e+00
138,1.5630467058e+00,0.000000e+00
139,1.5630467058e+00,0.000000e+00
140,1.5630467058e+00,0.000000e+00
141,1.5630467058e+00,5.682354e-16
142,1.5630467058e+00,-7.102942e-16
143,1.5630467058e+00,4.261765e-16
144,1.5630467058e+00,-1.420588e-16
145,1.5630467058e+00,0.000000e+00
146,1.5630467058e+00,2.841177e-16
147,1.5630467058e+00,5.682354e-16
148,1.5630467058e+00,-1.420588e-16
149,1.5630467058e+00,-2.841177e-16
150,1.5630467058e+00,-4.261765e-16
151,1.5630467058e+00,0.000000e+00
152,1.5630467058e+00,-1.420588e-16
153,1.5630467058e+00,0.000000e+00
154,1.5630467058e+00,2.841177e-16
155,1.5630467058e+00,-2.841177e-16
156,1.5630467058e+00,0.000000e+00
157,1.5630467058e+00,0.000000e+00
158,1.5630467058e+00,-1.420588e-16
159,1.5630467058e+00,0.000000e+00
160,1.5630467058e+00,-4.261765e-16
161,1.5630467058e+00,-2.841177e-16
162,1.5630467058e+00,-1.420588e-16
163,1.5630467058e+00,-1.420588e-16
164,1.5630467058e+00,-4.261765e-16
165,1.5630467058e+00,-1.420588e-16
166,1.5630467058e+00,2.841177e-16
167,1.5630467058e+00,0.000000e+00
168,1.5630467058e+00,-1.420588e-16
169,1.5630467058e+00,2.841177e-16
170,1.5630467058e+00,2.841177e-16
171,1.5630467058e+00,4.261765e-16
172,1.5630467058e+00,-2.841177e-16
173,1.5630467058e+00,-4.261765e-16
174,1.5630467058e+00,4.261765e-16
175,1.5630467058e+00,-1.420588e-16
