step,drift_serial,drift_parallel
143,3.776938449189174e-16,3.0215507593513392e-15
144,-6.29489741531529e-16,3.776938449189174e-16
145,6.29489741531529e-16,-6.29489741531529e-16
146,-8.812856381441407e-16,6.29489741531529e-16
147,1.6366733279819755e-15,-8.812856381441407e-16
148,-8.812856381441407e-16,1.6366733279819755e-15
149,1.258979483063058e-16,-8.812856381441407e-16
150,-8.812856381441407e-16,1.258979483063058e-16
151,-2.517958966126116e-16,-8.812856381441407e-16
152,-1.384877431369364e-15,-2.517958966126116e-16
153,-1.384877431369364e-15,-1.384877431369364e-15
154,2.769754862738728e-15,-1.384877431369364e-15
155,-1.258979483063058e-15,2.769754862738728e-15
156,-3.0215507593513392e-15,-1.258979483063058e-15
157,2.014367172900893e-15,-3.0215507593513392e-15
158,0.0,2.014367172900893e-15
159,-8.812856381441407e-16,0.0
160,4.1546322941080916e-15,-8.812856381441407e-16
161,-1.384877431369364e-15,4.1546322941080916e-15
162,-3.776938449189174e-16,-1.384877431369364e-15
163,-3.776938449189174e-16,-3.776938449189174e-16
164,7.553876898378348e-16,-3.776938449189174e-16
165,1.7625712762882814e-15,7.553876898378348e-16
166,-1.384877431369364e-15,1.7625712762882814e-15
167,-1.384877431369364e-15,-1.384877431369364e-15
168,0.0,-1.384877431369364e-15
169,-6.29489741531529e-16,0.0
170,-2.517958966126116e-16,-6.29489741531529e-16
171,1.0071835864504465e-15,-2.517958966126116e-16
172,-3.273346655963951e-15,1.0071835864504465e-15
173,1.0071835864504465e-15,-3.273346655963951e-15
174,-1.384877431369364e-15,1.0071835864504465e-15
175,1.0071835864504465e-15,-1.384877431369364e-15
176,1.6366733279819755e-15,1.0071835864504465e-15
177,6.29489741531529e-16,1.6366733279819755e-15
178,-2.517958966126116e-16,6.29489741531529e-16
179,1.6366733279819755e-15,-2.517958966126116e-16
180,-6.29489741531529e-16,1.6366733279819755e-15
181,-6.29489741531529e-16,-6.29489741531529e-16
182,-1.6366733279819755e-15,-6.29489741531529e-16
183,3.3992446042702567e-15,-1.6366733279819755e-15
184,-1.258979483063058e-15,3.3992446042702567e-15
185,0.0,-1.258979483063058e-15
186,0.0,0.0
187,3.776938449189174e-16,0.0
188,-8.812856381441407e-16,3.776938449189174e-16
189,-2.517958966126116e-16,-8.812856381441407e-16
190,3.7769384491891745e-15,-2.517958966126116e-16
191,-1.384877431369364e-15,3.7769384491891745e-15
192,6.29489741531529e-16,-1.384877431369364e-15
193,-1.258979483063058e-15,6.29489741531529e-16
194,-2.2661630695135043e-15,-1.258979483063058e-15
195,6.29489741531529e-16,-2.2661630695135043e-15
196,-2.6438569144324218e-15,6.29489741531529e-16
197,-2.014367172900893e-15,-2.6438569144324218e-15
198,6.29489741531529e-16,-2.014367172900893e-15
199,-1.0071835864504465e-15,6.29489741531529e-16
200,-1.8884692245945873e-15,-1.0071835864504465e-15
