step,drift_serial,drift_parallel
1,0.0,0.0
2,3.776938449189174e-16,0.0
3,0.0,3.776938449189174e-16
4,1.258979483063058e-16,0.0
5,0.0,1.258979483063058e-16
6,0.0,0.0
7,-2.517958966126116e-16,0.0
8,-8.812856381441407e-16,-2.517958966126116e-16
9,1.258979483063058e-16,-8.812856381441407e-16
10,3.776938449189174e-16,1.258979483063058e-16
11,0.0,3.776938449189174e-16
12,1.258979483063058e-16,0.0
13,-2.517958966126116e-16,1.258979483063058e-16
14,-2.517958966126116e-16,-2.517958966126116e-16
15,7.553876898378348e-16,-2.517958966126116e-16
16,-1.0071835864504465e-15,7.553876898378348e-16
17,-2.517958966126116e-16,-1.0071835864504465e-15
18,-3.776938449189174e-16,-2.517958966126116e-16
19,-8.812856381441407e-16,-3.776938449189174e-16
20,-3.776938449189174e-16,-8.812856381441407e-16
21,-3.776938449189174e-16,-3.776938449189174e-16
22,-8.812856381441407e-16,-3.776938449189174e-16
23,-1.384877431369364e-15,-8.812856381441407e-16
24,-8.812856381441407e-16,-1.384877431369364e-15
25,-1.0071835864504465e-15,-8.812856381441407e-16
26,0.0,-1.0071835864504465e-15
27,-3.776938449189174e-16,0.0
28,-1.8884692245945873e-15,-3.776938449189174e-16
29,-3.776938449189174e-16,-1.8884692245945873e-15
30,-3.776938449189174e-16,-3.776938449189174e-16
31,1.7625712762882814e-15,-3.776938449189174e-16
32,2.3920610178198104e-15,1.7625712762882814e-15
33,2.1402651212071986e-15,2.3920610178198104e-15
34,2.3920610178198104e-15,2.1402651212071986e-15
35,-2.8956528110450335e-15,2.3920610178198104e-15
36,2.014367172900893e-15,-2.8956528110450335e-15
37,2.769754862738728e-15,2.014367172900893e-15
38,6.29489741531529e-16,2.769754862738728e-15
39,-6.29489741531529e-16,6.29489741531529e-16
40,-2.2661630695135043e-15,-6.29489741531529e-16
41,1.6366733279819755e-15,-2.2661630695135043e-15
42,-2.014367172900893e-15,1.6366733279819755e-15
43,1.384877431369364e-15,-2.014367172900893e-15
44,1.6366733279819755e-15,1.384877431369364e-15
45,7.553876898378348e-16,1.6366733279819755e-15
46,-3.776938449189174e-16,7.553876898378348e-16
47,2.769754862738728e-15,-3.776938449189174e-16
48,1.7625712762882814e-15,2.769754862738728e-15
49,-6.29489741531529e-16,1.7625712762882814e-15
50,0.0,-6.29489741531529e-16
51,-1.6366733279819755e-15,0.0
52,0.0,-1.6366733279819755e-15
53,-8.812856381441407e-16,0.0
54,-3.776938449189174e-16,-8.812856381441407e-16
55,2.3920610178198104e-15,-3.776938449189174e-16
56,-4.028734345801786e-15,2.3920610178198104e-15
57,-4.028734345801786e-15,-4.028734345801786e-15
58,-2.2661630695135043e-15,-4.028734345801786e-15
59,-3.776938449189174e-16,-2.2661630695135043e-15
60,-1.8884692245945873e-15,-3.776938449189174e-16
61,-2.3920610178198104e-15,-1.8884692245945873e-15
62,1.1330815347567522e-15,-2.3920610178198104e-15
63,4.1546322941080916e-15,1.1330815347567522e-15
64,6.29489741531529e-16,4.1546322941080916e-15
65,-1.0071835864504465e-15,6.29489741531529e-16
66,3.776938449189174e-16,-1.0071835864504465e-15
67,1.6366733279819755e-15,3.776938449189174e-16
68,-2.8956528110450335e-15,1.6366733279819755e-15
69,4.1546322941080916e-15,-2.8956528110450335e-15
70,6.29489741531529e-16,4.1546322941080916e-15
71,1.7625712762882814e-15,6.29489741531529e-16
72,5.161815880558538e-15,1.7625712762882814e-15
73,3.3992446042702567e-15,5.161815880558538e-15
74,1.6366733279819755e-15,3.3992446042702567e-15
75,-2.8956528110450335e-15,1.6366733279819755e-15
76,-2.014367172900893e-15,-2.8956528110450335e-15
77,4.406428190720703e-15,-2.014367172900893e-15
78,3.7769384491891745e-15,4.406428190720703e-15
79,3.1474487076576453e-15,3.7769384491891745e-15
80,3.651040500882868e-15,3.1474487076576453e-15
81,-1.384877431369364e-15,3.651040500882868e-15
82,3.3992446042702567e-15,-1.384877431369364e-15
83,-3.273346655963951e-15,3.3992446042702567e-15
84,-1.8884692245945873e-15,-3.273346655963951e-15
85,-7.427978950072043e-15,-1.8884692245945873e-15
86,-2.6438569144324218e-15,-7.427978950072043e-15
87,8.057468691603572e-15,-2.6438569144324218e-15
88,-5.665407673783761e-15,8.057468691603572e-15
89,3.3992446042702567e-15,-5.665407673783761e-15
90,4.1546322941080916e-15,3.3992446042702567e-15
91,-3.3992446042702567e-15,4.1546322941080916e-15
92,0.0,-3.3992446042702567e-15
93,2.014367172900893e-15,0.0
94,1.7625712762882814e-15,2.014367172900893e-15
95,9.442346122972935e-15,1.7625712762882814e-15
96,2.1402651212071986e-15,9.442346122972935e-15
97,3.1474487076576453e-15,2.1402651212071986e-15
98,7.553876898378348e-16,3.1474487076576453e-15
99,-1.0071835864504465e-15,7.553876898378348e-16
100,1.384877431369364e-15,-1.0071835864504465e-15
101,3.3992446042702567e-15,1.384877431369364e-15
102,3.776938449189174e-16,3.3992446042702567e-15
103,-1.0071835864504465e-15,3.776938449189174e-16
104,2.3920610178198104e-15,-1.0071835864504465e-15
105,-1.384877431369364e-15,2.3920610178198104e-15
106,1.6366733279819755e-15,-1.384877431369364e-15
107,1.6366733279819755e-15,1.6366733279819755e-15
108,-6.29489741531529e-16,1.6366733279819755e-15
109,-3.776938449189174e-16,-6.29489741531529e-16
110,-2.517958966126116e-16,-3.776938449189174e-16
111,-1.384877431369364e-15,-2.517958966126116e-16
112,-4.406428190720703e-15,-1.384877431369364e-15
113,7.553876898378348e-16,-4.406428190720703e-15
114,-3.0215507593513392e-15,7.553876898378348e-16
115,2.3920610178198104e-15,-3.0215507593513392e-15
116,6.29489741531529e-16,2.3920610178198104e-15
117,-2.3920610178198104e-15,6.29489741531529e-16
118,-6.29489741531529e-16,-2.3920610178198104e-15
119,3.651040500882868e-15,-6.29489741531529e-16
120,-3.651040500882868e-15,3.651040500882868e-15
121,1.258979483063058e-16,-3.651040500882868e-15
122,2.769754862738728e-15,1.258979483063058e-16
123,7.553876898378348e-16,2.769754862738728e-15
124,3.776938449189174e-16,7.553876898378348e-16
125,-8.812856381441407e-16,3.776938449189174e-16
126,-3.0215507593513392e-15,-8.812856381441407e-16
127,3.776938449189174e-16,-3.0215507593513392e-15
128,-2.2661630695135043e-15,3.776938449189174e-16
129,1.258979483063058e-16,-2.2661630695135043e-15
130,-3.776938449189174e-16,1.258979483063058e-16
131,6.29489741531529e-16,-3.776938449189174e-16
132,2.1402651212071986e-15,6.29489741531529e-16
133,1.0071835864504465e-15,2.1402651212071986e-15
134,-1.0071835864504465e-15,1.0071835864504465e-15
135,-3.776938449189174e-16,-1.0071835864504465e-15
136,1.0071835864504465e-15,-3.776938449189174e-16
137,2.769754862738728e-15,1.0071835864504465e-15
138,-1.8884692245945873e-15,2.769754862738728e-15
139,0.0,-1.8884692245945873e-15
140,-3.776938449189174e-16,0.0
141,-3.776938449189174e-16,-3.776938449189174e-16
142,3.0215507593513392e-15,-3.776938449189174e-16
