step,energy,drift,timestamp
0,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.519922Z
1,4.4092180991e-01,3.776938e-16,2025-10-27T22:35:31.520664Z
2,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.521153Z
3,4.4092180991e-01,1.258979e-16,2025-10-27T22:35:31.521649Z
4,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.522617Z
5,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.524192Z
6,4.4092180991e-01,-2.517959e-16,2025-10-27T22:35:31.524697Z
7,4.4092180991e-01,-8.812856e-16,2025-10-27T22:35:31.525204Z
8,4.4092180991e-01,1.258979e-16,2025-10-27T22:35:31.525700Z
9,4.4092180991e-01,3.776938e-16,2025-10-27T22:35:31.529594Z
10,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.530319Z
11,4.4092180991e-01,1.258979e-16,2025-10-27T22:35:31.530875Z
12,4.4092180991e-01,-2.517959e-16,2025-10-27T22:35:31.531365Z
13,4.4092180991e-01,-2.517959e-16,2025-10-27T22:35:31.531862Z
14,4.4092180991e-01,7.553877e-16,2025-10-27T22:35:31.532356Z
15,4.4092180991e-01,-1.007184e-15,2025-10-27T22:35:31.532860Z
16,4.4092180991e-01,-2.517959e-16,2025-10-27T22:35:31.533347Z
17,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.533836Z
18,4.4092180991e-01,-8.812856e-16,2025-10-27T22:35:31.534329Z
19,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.534825Z
20,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.535317Z
21,4.4092180991e-01,-8.812856e-16,2025-10-27T22:35:31.535836Z
22,4.4092180991e-01,-1.384877e-15,2025-10-27T22:35:31.536344Z
23,4.4092180991e-01,-8.812856e-16,2025-10-27T22:35:31.536824Z
24,4.4092180991e-01,-1.007184e-15,2025-10-27T22:35:31.537298Z
25,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.537773Z
26,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.538249Z
27,4.4092180991e-01,-1.888469e-15,2025-10-27T22:35:31.538734Z
28,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.539228Z
29,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.539704Z
30,4.4092180991e-01,1.762571e-15,2025-10-27T22:35:31.540263Z
31,4.4092180991e-01,2.392061e-15,2025-10-27T22:35:31.540856Z
32,4.4092180991e-01,2.140265e-15,2025-10-27T22:35:31.541370Z
33,4.4092180991e-01,2.392061e-15,2025-10-27T22:35:31.541864Z
34,4.4092180991e-01,-2.895653e-15,2025-10-27T22:35:31.542363Z
35,4.4092180991e-01,2.014367e-15,2025-10-27T22:35:31.542889Z
36,4.4092180991e-01,2.769755e-15,2025-10-27T22:35:31.543431Z
37,4.4092180991e-01,6.294897e-16,2025-10-27T22:35:31.543963Z
38,4.4092180991e-01,-6.294897e-16,2025-10-27T22:35:31.544455Z
39,4.4092180991e-01,-2.266163e-15,2025-10-27T22:35:31.544939Z
40,4.4092180991e-01,1.636673e-15,2025-10-27T22:35:31.545431Z
41,4.4092180991e-01,-2.014367e-15,2025-10-27T22:35:31.545911Z
42,4.4092180991e-01,1.384877e-15,2025-10-27T22:35:31.546400Z
43,4.4092180991e-01,1.636673e-15,2025-10-27T22:35:31.546901Z
44,4.4092180991e-01,7.553877e-16,2025-10-27T22:35:31.547381Z
45,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.547901Z
46,4.4092180991e-01,2.769755e-15,2025-10-27T22:35:31.548394Z
47,4.4092180991e-01,1.762571e-15,2025-10-27T22:35:31.548878Z
48,4.4092180991e-01,-6.294897e-16,2025-10-27T22:35:31.549353Z
49,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.549908Z
50,4.4092180991e-01,-1.636673e-15,2025-10-27T22:35:31.550379Z
51,4.4092180991e-01,0.000000e+00,2025-10-27T22:35:31.550861Z
52,4.4092180991e-01,-8.812856e-16,2025-10-27T22:35:31.551333Z
53,4.4092180991e-01,-3.776938e-16,2025-10-27T22:35:31.551803Z
