k,|F|
-6.250000000000000000e+01,1.894373123251583979e-11
-6.225585937500000000e+01,1.930330998748694975e-11
-6.201171875000000000e+01,2.034404872893638250e-11
-6.176757812500000000e+01,2.197047075462717546e-11
-6.152343750000000000e+01,2.406531069234271291e-11
-6.127929687500000000e+01,2.651984076252772737e-11
-6.103515625000000000e+01,2.924516967118572165e-11
-6.079101562500000000e+01,3.217535832232255911e-11
-6.054687500000000000e+01,3.526150096954776915e-11
-6.030273437500000000e+01,3.846903275506078438e-11
-6.005859375000000000e+01,4.177224253079807361e-11
-5.981445312500000000e+01,4.515351131581051199e-11
-5.957031250000000000e+01,4.859920663701845825e-11
-5.932617187500000000e+01,5.209972589791227352e-11
-5.908203125000000000e+01,5.564755387604723703e-11
-5.883789062500000000e+01,5.923776192215485424e-11
-5.859375000000000000e+01,6.286613486961847039e-11
-5.834960937500000000e+01,6.652953688797138782e-11
-5.810546875000000000e+01,7.022604030349123663e-11
-5.786132812500000000e+01,7.395428134415611616e-11
-5.761718750000000000e+01,7.771268470298764501e-11
-5.737304687500000000e+01,8.150105617992043489e-11
-5.712890625000000000e+01,8.531847452554826550e-11
-5.688476562500000000e+01,8.916515345409389089e-11
-5.664062500000000000e+01,9.304144709418951611e-11
-5.639648437500000000e+01,9.694653815672609511e-11
-5.615234375000000000e+01,1.008820473919326408e-10
-5.590820312500000000e+01,1.048476142967503574e-10
-5.566406250000000000e+01,1.088439631800734348e-10
-5.541992187500000000e+01,1.128719608629186157e-10
-5.517578125000000000e+01,1.169324207698127725e-10
-5.493164062500000000e+01,1.210257306253189697e-10
-5.468750000000000000e+01,1.251532144361666335e-10
-5.444335937500000000e+01,1.293157557453563048e-10
-5.419921875000000000e+01,1.335141360689466634e-10
-5.395507812500000000e+01,1.377498103947628705e-10
-5.371093750000000000e+01,1.420232098542323933e-10
-5.346679687500000000e+01,1.463364651425094195e-10
-5.322265625000000000e+01,1.506899025196199007e-10
-5.297851562500000000e+01,1.550852758791083720e-10
-5.273437500000000000e+01,1.595235549904479760e-10
-5.249023437500000000e+01,1.640066847734868807e-10
-5.224609375000000000e+01,1.685352215930282906e-10
-5.200195312500000000e+01,1.731112417872638969e-10
-5.175781250000000000e+01,1.777358929906287408e-10
-5.151367187500000000e+01,1.824111364575500734e-10
-5.126953125000000000e+01,1.871376543659324398e-10
-5.102539062500000000e+01,1.919185521581057892e-10
-5.078125000000000000e+01,1.967536889253597671e-10
-5.053710937500000000e+01,2.016465294509135252e-10
-5.029296875000000000e+01,2.065976890923100151e-10
-5.004882812500000000e+01,2.116094031271054820e-10
-4.980468750000000000e+01,2.166838866319549011e-10
-4.956054687500000000e+01,2.218222734995194340e-10
-4.931640625000000000e+01,2.270278154974190148e-10
-4.907226562500000000e+01,2.323014110882453681e-10
-4.882812500000000000e+01,2.376458624707315331e-10
-4.858398437500000000e+01,2.430634060368817091e-10
-4.833984375000000000e+01,2.485559478779510316e-10
-4.809570312500000000e+01,2.541264866460121154e-10
-4.785156250000000000e+01,2.597768404465930986e-10
-4.760742187500000000e+01,2.655100207573485078e-10
-4.736328125000000000e+01,2.713284083632745061e-10
-4.711914062500000000e+01,2.772349750562310834e-10
-4.687500000000000000e+01,2.832321379984757586e-10
-4.663085937500000000e+01,2.893234671997679505e-10
-4.638671875000000000e+01,2.955111085428923255e-10
-4.614257812500000000e+01,3.017992268257847840e-10
-4.589843750000000000e+01,3.081900755184720732e-10
-4.565429687500000000e+01,3.146879785942389881e-10
-4.541015625000000000e+01,3.212954336189072990e-10
-4.516601562500000000e+01,3.280172956016691193e-10
-4.492187500000000000e+01,3.348559967631923081e-10
-4.467773437500000000e+01,3.418167809430954911e-10
-4.443359375000000000e+01,3.489024601552157406e-10
-4.418945312500000000e+01,3.561184400925711117e-10
-4.394531250000000000e+01,3.634684728492068131e-10
-4.370117187500000000e+01,3.709572750019603550e-10
-4.345703125000000000e+01,3.785896582381714881e-10
-4.321289062500000000e+01,3.863709352877818828e-10
-4.296875000000000000e+01,3.943056324094242809e-10
-4.272460937500000000e+01,4.024000428691640477e-10
-4.248046875000000000e+01,4.106590711072516634e-10
-4.223632812500000000e+01,4.190892714592775042e-10
-4.199218750000000000e+01,4.276962909145591622e-10
-4.174804687500000000e+01,4.364872062141855072e-10
-4.150390625000000000e+01,4.454683460157527524e-10
-4.125976562500000000e+01,4.546469132305277372e-10
-4.101562500000000000e+01,4.640304787972108546e-10
-4.077148437500000000e+01,4.736269928393720841e-10
-4.052734375000000000e+01,4.834440111973142757e-10
-4.028320312500000000e+01,4.934908294397217178e-10
-4.003906250000000000e+01,5.037760434368050925e-10
-3.979492187500000000e+01,5.143093604761610375e-10
-3.955078125000000000e+01,5.251006811689161233e-10
-3.930664062500000000e+01,5.361603693975528118e-10
-3.906250000000000000e+01,5.474997998374445958e-10
-3.881835937500000000e+01,5.591301828399025219e-10
-3.857421875000000000e+01,5.710643293643897083e-10
-3.833007812500000000e+01,5.833144651748452621e-10
-3.808593750000000000e+01,5.958953675641825688e-10
-3.784179687500000000e+01,6.088205444131231316e-10
-3.759765625000000000e+01,6.221058569446718183e-10
-3.735351562500000000e+01,6.357672994787948767e-10
-3.710937500000000000e+01,6.498221124596457736e-10
-3.686523437500000000e+01,6.642889866923031887e-10
-3.662109375000000000e+01,6.791866287370203051e-10
-3.637695312500000000e+01,6.945362503946115842e-10
-3.613281250000000000e+01,7.103593483871240696e-10
-3.588867187500000000e+01,7.266795387893082998e-10
-3.564453125000000000e+01,7.435218523656011044e-10
-3.540039062500000000e+01,7.609126467355741353e-10
-3.515625000000000000e+01,7.788802263090316953e-10
-3.491210937500000000e+01,7.974554119769126324e-10
-3.466796875000000000e+01,8.166704847627452888e-10
-3.442382812500000000e+01,8.365602430018105133e-10
-3.417968750000000000e+01,8.571625967155800819e-10
-3.393554687500000000e+01,8.785169868856039002e-10
-3.369140625000000000e+01,9.006679885599181479e-10
-3.344726562500000000e+01,9.236611438903510906e-10
-3.320312500000000000e+01,9.475476787848517298e-10
-3.295898437500000000e+01,9.723816180282593821e-10
-3.271484375000000000e+01,9.982224344962779051e-10
-3.247070312500000000e+01,1.025133407236289740e-09
-3.222656250000000000e+01,1.053184975001468050e-09
-3.198242187500000000e+01,1.082451578087043428e-09
-3.173828125000000000e+01,1.113016482551935925e-09
-3.149414062500000000e+01,1.144969009278052025e-09
-3.125000000000000000e+01,1.178407392230552309e-09
-3.100585937500000000e+01,1.213439640390802254e-09
-3.076171875000000000e+01,1.250183602130749872e-09
-3.051757812500000000e+01,1.288769003122283569e-09
-3.027343750000000000e+01,1.329339707352646741e-09
-3.002929687500000000e+01,1.372053418025598633e-09
-2.978515625000000000e+01,1.417085688238262403e-09
-2.954101562500000000e+01,1.464630831560680863e-09
-2.929687500000000000e+01,1.514905431017966931e-09
-2.905273437500000000e+01,1.568151315288464115e-09
-2.880859375000000000e+01,1.624637718641141876e-09
-2.856445312500000000e+01,1.684668789420319190e-09
-2.832031250000000000e+01,1.748585023851780379e-09
-2.807617187500000000e+01,1.816772101894041534e-09
-2.783203125000000000e+01,1.889665416756664128e-09
-2.758789062500000000e+01,1.967761190869822148e-09
-2.734375000000000000e+01,2.051625177967595636e-09
-2.709960937500000000e+01,2.141903743136375574e-09
-2.685546875000000000e+01,2.239342149124366565e-09
-2.661132812500000000e+01,2.344800043550150602e-09
-2.636718750000000000e+01,2.459273048994071518e-09
-2.612304687500000000e+01,2.583923744571654798e-09
-2.587890625000000000e+01,2.720113204194222827e-09
-2.563476562500000000e+01,2.869442171963339982e-09
-2.539062500000000000e+01,3.033810703123719894e-09
-2.514648437500000000e+01,3.215479797633033930e-09
-2.490234375000000000e+01,3.417163907872759948e-09
-2.465820312500000000e+01,3.642142208822840635e-09
-2.441406250000000000e+01,3.894407053034589715e-09
-2.416992187500000000e+01,4.178860934193983124e-09
-2.392578125000000000e+01,4.501574196113993465e-09
-2.368164062500000000e+01,4.870142939015354973e-09
-2.343750000000000000e+01,5.294167184228816932e-09
-2.319335937500000000e+01,5.785930685954787436e-09
-2.294921875000000000e+01,6.361345485418708287e-09
-2.270507812500000000e+01,7.041330923489999171e-09
-2.246093750000000000e+01,7.853824371822056692e-09
-2.221679687500000000e+01,8.836811421277113025e-09
