t,projection
1.46750000,1.2937254964e-01
1.47000000,1.3859172193e-01
1.47250000,1.4775991935e-01
1.47500000,1.5687376977e-01
1.47750000,1.6592992106e-01
1.48000000,1.7492504232e-01
1.48250000,1.8385582509e-01
1.48500000,1.9271898457e-01
1.48750000,2.0151126083e-01
1.49000000,2.1022942003e-01
1.49250000,2.1887025557e-01
1.49500000,2.2743058930e-01
1.49750000,2.3590727268e-01
1.50000000,2.4429718794e-01
1.50250000,2.5259724920e-01
1.50500000,2.6080440366e-01
1.50750000,2.6891563268e-01
1.51000000,2.7692795289e-01
1.51250000,2.8483841732e-01
1.51500000,2.9264411645e-01
1.51750000,3.0034217929e-01
1.52000000,3.0792977446e-01
1.52250000,3.1540411119e-01
1.52500000,3.2276244037e-01
1.52750000,3.3000205556e-01
1.53000000,3.3712029399e-01
1.53250000,3.4411453753e-01
1.53500000,3.5098221366e-01
1.53750000,3.5772079639e-01
1.54000000,3.6432780724e-01
1.54250000,3.7080081611e-01
1.54500000,3.7713744219e-01
1.54750000,3.8333535483e-01
1.55000000,3.8939227439e-01
1.55250000,3.9530597311e-01
1.55500000,4.0107427589e-01
1.55750000,4.0669506112e-01
1.56000000,4.1216626144e-01
1.56250000,4.1748586449e-01
1.56500000,4.2265191372e-01
1.56750000,4.2766250900e-01
1.57000000,4.3251580741e-01
1.57250000,4.3721002388e-01
1.57500000,4.4174343185e-01
1.57750000,4.4611436390e-01
1.58000000,4.5032121238e-01
1.58250000,4.5436242998e-01
1.58500000,4.5823653032e-01
1.58750000,4.6194208849e-01
1.59000000,4.6547774154e-01
1.59250000,4.6884218905e-01
1.59500000,4.7203419356e-01
1.59750000,4.7505258103e-01
1.60000000,4.7789624127e-01
1.60250000,4.8056412837e-01
1.60500000,4.8305526106e-01
1.60750000,4.8536872310e-01
1.61000000,4.8750366357e-01
1.61250000,4.8945929723e-01
1.61500000,4.9123490479e-01
1.61750000,4.9282983317e-01
1.62000000,4.9424349574e-01
1.62250000,4.9547537255e-01
1.62500000,4.9652501051e-01
1.62750000,4.9739202356e-01
1.63000000,4.9807609280e-01
1.63250000,4.9857696662e-01
1.63500000,4.9889446081e-01
1.63750000,4.9902845859e-01
1.64000000,4.9897891066e-01
1.64250000,4.9874583527e-01
1.64500000,4.9832931812e-01
1.64750000,4.9772951243e-01
1.65000000,4.9694663879e-01
1.65250000,4.9598098517e-01
1.65500000,4.9483290672e-01
1.65750000,4.9350282573e-01
1.66000000,4.9199123140e-01
1.66250000,4.9029867971e-01
1.66500000,4.8842579318e-01
1.66750000,4.8637326068e-01
1.67000000,4.8414183715e-01
1.67250000,4.8173234330e-01
1.67500000,4.7914566537e-01
1.67750000,4.7638275475e-01
1.68000000,4.7344462767e-01
1.68250000,4.7033236477e-01
1.68500000,4.6704711077e-01
1.68750000,4.6359007401e-01
1.69000000,4.5996252601e-01
1.69250000,4.5616580099e-01
1.69500000,4.5220129542e-01
1.69750000,4.4807046747e-01
1.70000000,4.4377483647e-01
1.70250000,4.3931598240e-01
1.70500000,4.3469554524e-01
1.70750000,4.2991522442e-01
1.71000000,4.2497677817e-01
1.71250000,4.1988202287e-01
1.71500000,4.1463283242e-01
1.71750000,4.0923113750e-01
1.72000000,4.0367892487e-01
1.72250000,3.9797823669e-01
1.72500000,3.9213116969e-01
1.72750000,3.8613987447e-01
1.73000000,3.8000655465e-01
1.73250000,3.7373346612e-01
1.73500000,3.6732291615e-01
1.73750000,3.6077726257e-01
1.74000000,3.5409891293e-01
1.74250000,3.4729032356e-01
1.74500000,3.4035399870e-01
1.74750000,3.3329248957e-01
1.75000000,3.2610839344e-01
1.75250000,3.1880435265e-01
1.75500000,3.1138305370e-01
1.75750000,3.0384722616e-01
1.76000000,2.9619964177e-01
1.76250000,2.8844311335e-01
1.76500000,2.8058049380e-01
1.76750000,2.7261467504e-01
1.77000000,2.6454858695e-01
1.77250000,2.5638519628e-01
1.77500000,2.4812750558e-01
1.77750000,2.3977855207e-01
1.78000000,2.3134140656e-01
1.78250000,2.2281917227e-01
1.78500000,2.1421498374e-01
1.78750000,2.0553200563e-01
1.79000000,1.9677343161e-01
1.79250000,1.8794248312e-01
1.79500000,1.7904240824e-01
1.79750000,1.7007648048e-01
1.80000000,1.6104799756e-01
1.80250000,1.5196028020e-01
1.80500000,1.4281667093e-01
1.80750000,1.3362053283e-01
1.81000000,1.2437524827e-01
1.81250000,1.1508421775e-01
1.81500000,1.0575085855e-01
1.81750000,9.6378603546e-02
1.82000000,8.6970899904e-02
1.82250000,7.7531207837e-02
1.82500000,6.8062999321e-02
1.82750000,5.8569756820e-02
1.83000000,4.9054972006e-02
1.83250000,3.9522144476e-02
1.83500000,2.9974780462e-02
1.83750000,2.0416391540e-02
1.84000000,1.0850493346e-02
1.84250000,1.2806042752e-03
1.84500000,-8.2897558102e-03
1.84750000,-1.7857066873e-02
1.85000000,-2.7417809998e-02
1.85250000,-3.6968468686e-02
1.85500000,-4.6505530147e-02
1.85750000,-5.6025486591e-02
1.86000000,-6.5524836521e-02
1.86250000,-7.5000086018e-02
1.86500000,-8.4447750028e-02
1.86750000,-9.3864353643e-02
1.87000000,-1.0324643338e-01
1.87250000,-1.1259053845e-01
1.87500000,-1.2189323203e-01
1.87750000,-1.3115109255e-01
1.88000000,-1.4036071489e-01
1.88250000,-1.4951871172e-01
1.88500000,-1.5862171465e-01
1.88750000,-1.6766637555e-01
1.89000000,-1.7664936774e-01
1.89250000,-1.8556738722e-01
1.89500000,-1.9441715389e-01
1.89750000,-2.0319541275e-01
1.90000000,-2.1189893510e-01
1.90250000,-2.2052451974e-01
1.90500000,-2.2906899411e-01
1.90750000,-2.3752921552e-01
1.91000000,-2.4590207224e-01
1.91250000,-2.5418448469e-01
1.91500000,-2.6237340654e-01
1.91750000,-2.7046582586e-01
1.92000000,-2.7845876620e-01
1.92250000,-2.8634928771e-01
1.92500000,-2.9413448822e-01
1.92750000,-3.0181150428e-01
1.93000000,-3.0937751224e-01
1.93250000,-3.1682972926e-01
1.93500000,-3.2416541439e-01
1.93750000,-3.3138186951e-01
1.94000000,-3.3847644036e-01
1.94250000,-3.4544651752e-01
1.94500000,-3.5228953736e-01
1.94750000,-3.5900298296e-01
1.95000000,-3.6558438509e-01
1.95250000,-3.7203132305e-01
1.95500000,-3.7834142564e-01
1.95750000,-3.8451237196e-01
1.96000000,-3.9054189228e-01
1.96250000,-3.9642776893e-01
1.96500000,-4.0216783704e-01
1.96750000,-4.0775998537e-01
1.97000000,-4.1320215710e-01
1.97250000,-4.1849235057e-01
1.97500000,-4.2362862001e-01
1.97750000,-4.2860907627e-01
1.98000000,-4.3343188751e-01
1.98250000,-4.3809527987e-01
1.98500000,-4.4259753813e-01
1.98750000,-4.4693700632e-01
1.99000000,-4.5111208836e-01
1.99250000,-4.5512124864e-01
1.99500000,-4.5896301256e-01
1.99750000,-4.6263596710e-01
2.00000000,-4.6613876131e-01
2.00250000,-4.6947010686e-01
2.00500000,-4.7262877846e-01
2.00750000,-4.7561361431e-01
2.01000000,-4.7842351659e-01
2.01250000,-4.8105745180e-01
2.01500000,-4.8351445115e-01
2.01750000,-4.8579361095e-01
2.02000000,-4.8789409291e-01
2.02250000,-4.8981512445e-01
2.02500000,-4.9155599902e-01
2.02750000,-4.9311607631e-01
2.03000000,-4.9449478251e-01
2.03250000,-4.9569161053e-01
2.03500000,-4.9670612016e-01
2.03750000,-4.9753793826e-01
2.04000000,-4.9818675888e-01
2.04250000,-4.9865234339e-01
2.04500000,-4.9893452054e-01
2.04750000,-4.9903318654e-01
2.05000000,-4.9894830511e-01
2.05250000,-4.9867990745e-01
2.05500000,-4.9822809230e-01
2.05750000,-4.9759302583e-01
2.06000000,-4.9677494162e-01
2.06250000,-4.9577414057e-01
2.06500000,-4.9459099078e-01
2.06750000,-4.9322592742e-01
2.07000000,-4.9167945257e-01
2.07250000,-4.8995213503e-01
2.07500000,-4.8804461012e-01
2.07750000,-4.8595757943e-01
2.08000000,-4.8369181060e-01
2.08250000,-4.8124813698e-01
2.08500000,-4.7862745737e-01
2.08750000,-4.7583073567e-01
2.09000000,-4.7285900055e-01
2.09250000,-4.6971334500e-01
2.09500000,-4.6639492604e-01
2.09750000,-4.6290496419e-01
2.10000000,-4.5924474308e-01
2.10250000,-4.5541560897e-01
2.10500000,-4.5141897023e-01
2.10750000,-4.4725629685e-01
2.11000000,-4.4292911988e-01
2.11250000,-4.3843903090e-01
