x,y,l_z_initial,l_z_final
-1.600000,-2.800000,-8.0115352597e-04,8.6678255083e-02
-1.600000,-2.700000,-7.9334650917e-04,6.8034300937e-02
-1.600000,-2.600000,-7.8398139518e-04,6.7737590816e-02
-1.600000,-2.500000,-7.7294252620e-04,6.4842343103e-02
-1.600000,-2.400000,-7.6010768011e-04,5.3136176839e-02
-1.600000,-2.300000,-7.4534880701e-04,5.8005061088e-02
-1.600000,-2.200000,-7.2853330544e-04,3.8655380405e-02
-1.600000,-2.100000,-7.0952602871e-04,4.5836412282e-02
-1.600000,-2.000000,-6.8819226036e-04,3.1674005653e-02
-1.600000,-1.900000,-6.6440195322e-04,3.7039891297e-02
-1.600000,-1.800000,-6.3803558247e-04,2.3263762433e-02
-1.600000,-1.700000,-6.0899201390e-04,3.2756412896e-03
-1.600000,-1.600000,-5.7719881744e-04,-2.0799718065e-03
-1.600000,-1.500000,-5.4262544211e-04,-3.0394382627e-03
-1.600000,-1.400000,-5.0529957678e-04,1.1338489891e-03
-1.600000,-1.300000,-4.6532680411e-04,3.3354001135e-03
-1.600000,-1.200000,-4.2291325758e-04,3.2644102642e-03
-1.600000,-1.100000,-3.7839035363e-04,5.1254917737e-03
-1.600000,-1.000000,-3.3223975495e-04,6.3508451834e-03
-1.600000,-0.900000,-2.8511554431e-04,5.8545402922e-03
-1.600000,-0.800000,-2.3785927625e-04,6.4249085422e-03
-1.600000,-0.700000,-1.9150241298e-04,6.4994430304e-03
-1.600000,-0.600000,-1.4725011405e-04,7.4405126193e-03
-1.600000,-0.500000,-1.0644104340e-04,6.7910813737e-03
-1.600000,-0.400000,-7.0480336872e-05,5.8191734261e-03
-1.600000,-0.300000,-4.0747334326e-05,4.3001538109e-03
-1.600000,-0.200000,-1.8485606685e-05,1.9478106693e-03
-1.600000,-0.100000,-4.6888137974e-06,1.1889640290e-04
-1.600000,0.000000,0.0000000000e+00,-2.0988752364e-03
-1.600000,0.100000,-4.6421589322e-06,-4.4449389327e-03
-1.600000,0.200000,-1.8393409143e-05,-6.1735200722e-03
-1.600000,0.300000,-4.0611735871e-05,-8.7248539072e-03
-1.600000,0.400000,-7.0304356000e-05,-1.0050613093e-02
-1.600000,0.500000,-1.0622837398e-04,-1.0685230480e-02
-1.600000,0.600000,-1.4700490153e-04,-1.1158515128e-02
-1.600000,0.700000,-1.9122903336e-04,-9.4803888275e-03
-1.600000,0.800000,-2.3756213786e-04,-9.0110616798e-03
-1.600000,0.900000,-2.8479892515e-04,-9.0459820799e-03
-1.600000,1.000000,-3.3190768122e-04,-8.9209989195e-03
-1.600000,1.100000,-3.7804651868e-04,-8.3962274545e-03
-1.600000,1.200000,-4.2256097663e-04,-6.7737920917e-03
-1.600000,1.300000,-4.6496899802e-04,-5.0188659391e-03
-1.600000,1.400000,-5.0493877736e-04,-3.0639195817e-03
-1.600000,1.500000,-5.4226381235e-04,-3.7263346847e-04
-1.600000,1.600000,-5.7683818086e-04,4.6635085215e-04
-1.600000,1.700000,-6.0863388863e-04,-2.0452112341e-03
-1.600000,1.800000,-6.3768121668e-04,-1.7241715848e-02
-1.600000,1.900000,-6.6405235996e-04,-3.0688986563e-02
-1.600000,2.000000,-6.8784825023e-04,-2.7553261467e-02
-1.600000,2.100000,-7.0918823959e-04,-3.9407998675e-02
-1.600000,2.200000,-7.2820222917e-04,-3.3988979023e-02
-1.600000,2.300000,-7.4502481273e-04,-5.2641989740e-02
-1.600000,2.400000,-7.5979103454e-04,-4.8338617771e-02
-1.600000,2.500000,-7.7263341100e-04,-5.9472743795e-02
-1.600000,2.600000,-7.8367992184e-04,-6.2922804784e-02
-1.600000,2.700000,-7.9305273152e-04,-6.3204132870e-02
-1.600000,2.800000,-8.0086745079e-04,-8.1336136471e-02
-1.600000,2.900000,-8.0723279005e-04,-6.4340871149e-02
-1.600000,3.000000,-8.1225049067e-04,-9.7533330317e-02
-1.600000,3.100000,-8.1601544810e-04,-6.7993755293e-02
-1.500000,-3.200000,-8.4517247026e-04,-2.2412118274e-02
-1.500000,-3.100000,-8.4166563451e-04,-9.6675994385e-03
-1.500000,-3.000000,-8.3894809763e-04,-1.8290411179e-02
-1.500000,-2.900000,-8.3501224663e-04,-1.6245658875e-02
-1.500000,-2.800000,-8.2976033739e-04,-1.0610488332e-02
-1.500000,-2.700000,-8.2308646261e-04,-2.1243241852e-02
-1.500000,-2.600000,-8.1487609864e-04,-1.0973885290e-02
-1.500000,-2.500000,-8.0500577834e-04,-1.6665319222e-02
-1.500000,-2.400000,-7.9334296900e-04,-1.1225076859e-02
-1.500000,-2.300000,-7.7974626360e-04,-2.6929156177e-02
-1.500000,-2.200000,-7.6406603350e-04,1.4021978686e-02
-1.500000,-2.100000,-7.4614574023e-04,-3.8086228796e-02
-1.500000,-2.000000,-7.2582416724e-04,4.3429552065e-03
-1.500000,-1.900000,-7.0293890841e-04,-1.7239445103e-02
-1.500000,-1.800000,-6.7733153798e-04,-4.3046633926e-03
-1.500000,-1.700000,-6.4885498162e-04,-1.5752950771e-02
-1.500000,-1.600000,-6.1738369683e-04,-2.1661610498e-02
-1.500000,-1.500000,-5.8282733185e-04,1.7183446538e-02
-1.500000,-1.400000,-5.4514852422e-04,1.9678015132e-02
-1.500000,-1.300000,-5.0438536397e-04,-2.0502434703e-02
-1.500000,-1.200000,-4.6067869429e-04,-3.9391948925e-02
-1.500000,-1.100000,-4.1430374912e-04,-1.5242056744e-02
-1.500000,-1.000000,-3.6570452082e-04,1.0381758279e-02
-1.500000,-0.900000,-3.1552765063e-04,1.6257301911e-02
-1.500000,-0.800000,-2.6465059920e-04,1.1371460018e-02
-1.500000,-0.700000,-2.1419668933e-04,1.2973571568e-04
-1.500000,-0.600000,-1.6552796388e-04,-5.2016209784e-03
-1.500000,-0.500000,-1.2020667175e-04,-5.9912363537e-03
-1.500000,-0.400000,-7.9918729237e-05,-4.8308194376e-03
-1.500000,-0.300000,-4.6358470983e-05,-2.6797306183e-03
-1.500000,-0.200000,-2.1083068647e-05,-1.2218345132e-03
-1.500000,-0.100000,-5.3551581086e-06,-4.6723441595e-04
-1.500000,0.000000,0.0000000000e+00,-5.8507472277e-05
-1.500000,0.100000,-5.3051877358e-06,2.7639335916e-04
-1.500000,0.200000,-2.0984472844e-05,7.5680478935e-04
-1.500000,0.300000,-4.6213826763e-05,2.3088811712e-03
-1.500000,0.400000,-7.9731638955e-05,3.6879447122e-03
-1.500000,0.500000,-1.1998149533e-04,5.1750704086e-03
-1.500000,0.600000,-1.6526952833e-04,4.1080226412e-03
-1.500000,0.700000,-2.1391001073e-04,-1.3419800927e-03
-1.500000,0.800000,-2.6434064339e-04,-1.1736683115e-02
-1.500000,0.900000,-3.1519914708e-04,-1.7778726304e-02
-1.500000,1.000000,-3.6536183346e-04,-1.1546225733e-02
-1.500000,1.100000,-4.1395079972e-04,1.1265422170e-02
-1.500000,1.200000,-4.6031892958e-04,3.3663983104e-02
-1.500000,1.300000,-5.0402175562e-04,1.7625314603e-02
-1.500000,1.400000,-5.4478359158e-04,-2.4865533505e-02
-1.500000,1.500000,-5.8246317855e-04,-2.7493148837e-02
-1.500000,1.600000,-6.1702205451e-04,1.0387418735e-02
-1.500000,1.700000,-6.4849725581e-04,8.9054397419e-03
-1.500000,1.800000,-6.7697885297e-04,1.3374338223e-03
-1.500000,1.900000,-7.0259214909e-04,1.7504826862e-02
-1.500000,2.000000,-7.2548401688e-04,-3.5500672655e-03
-1.500000,2.100000,-7.4581271378e-04,4.1540068512e-02
-1.500000,2.200000,-7.6374050653e-04,-1.3847736077e-02
-1.500000,2.300000,-7.7942849700e-04,2.9507314352e-02
-1.500000,2.400000,-7.9303312991e-04,1.3082691758e-02
-1.500000,2.500000,-8.0470395776e-04,1.8161323848e-02
-1.500000,2.600000,-8.1458232607e-04,1.2337568315e-02
-1.500000,2.700000,-8.2280071830e-04,2.2832091912e-02
-1.500000,2.800000,-8.2948256234e-04,1.1477627059e-02
-1.500000,2.900000,-8.3474235094e-04,1.7392786006e-02
-1.500000,3.000000,-8.3868596729e-04,1.9240145987e-02
-1.500000,3.100000,-8.4141113701e-04,1.0213260847e-02
-1.400000,-3.200000,-8.6902945541e-04,2.1306194967e-02
-1.400000,-3.100000,-8.6666225465e-04,6.4013223127e-03
-1.400000,-3.000000,-8.6503909348e-04,2.2113547469e-02
-1.400000,-2.900000,-8.6224305035e-04,4.5633042380e-03
-1.400000,-2.800000,-8.5817516002e-04,2.0316967099e-02
-1.400000,-2.700000,-8.5272715417e-04,7.8754348154e-03
-1.400000,-2.600000,-8.4578067315e-04,1.2582133025e-02
-1.400000,-2.500000,-8.3720652483e-04,1.0377116508e-02
-1.400000,-2.400000,-8.2686405539e-04,1.3892243051e-02
-1.400000,-2.300000,-8.1460072663e-04,4.3036058507e-03
-1.400000,-2.200000,-8.0025203559e-04,6.7790628501e-03
-1.400000,-2.100000,-7.8364196761e-04,3.1489583040e-02
-1.400000,-2.000000,-7.6458424729e-04,-1.5702722599e-02
-1.400000,-1.900000,-7.4288474676e-04,1.1945500225e-02
-1.400000,-1.800000,-7.1834552997e-04,2.9554017299e-02
-1.400000,-1.700000,-6.9077115476e-04,-7.7264424139e-03
-1.400000,-1.600000,-6.5997801568e-04,7.3168896646e-03
-1.400000,-1.500000,-6.2580767086e-04,3.6456635317e-02
-1.400000,-1.400000,-5.8814521892e-04,2.6903502001e-02
-1.400000,-1.300000,-5.4694380679e-04,1.3016453251e-02
-1.400000,-1.200000,-5.0225614468e-04,1.2847895022e-02
-1.400000,-1.100000,-4.5427331465e-04,1.5513345141e-02
-1.400000,-1.000000,-4.0336997330e-04,1.0037348028e-02
-1.400000,-0.900000,-3.5015305590e-04,3.4966083533e-03
-1.400000,-0.800000,-2.9550818207e-04,7.2266739405e-03
-1.400000,-0.700000,-2.4063434186e-04,1.0540166507e-02
-1.400000,-0.600000,-1.8705386191e-04,1.4053953282e-02
-1.400000,-0.500000,-1.3658262934e-04,1.4870346350e-02
-1.400000,-0.400000,-9.1247229885e-05,1.2331750017e-02
-1.400000,-0.300000,-5.3143059272e-05,9.3140844977e-03
-1.400000,-0.200000,-2.4241067620e-05,6.1530729620e-03
-1.400000,-0.100000,-6.1680146223e-06,3.1863256667e-03
-1.400000,0.000000,0.0000000000e+00,7.1389964890e-04
-1.400000,0.100000,-6.1142795834e-06,-1.7582455579e-03
-1.400000,0.200000,-2.4135244434e-05,-4.8299555823e-03
-1.400000,0.300000,-5.2988284390e-05,-7.6977577219e-03
-1.400000,0.400000,-9.1047844641e-05,-1.1271099434e-02
-1.400000,0.500000,-1.3634381869e-04,-1.3726647772e-02
-1.400000,0.600000,-1.8678127378e-04,-1.3518894397e-02
-1.400000,0.700000,-2.4033373680e-04,-1.1008938590e-02
-1.400000,0.800000,-2.9518514664e-04,-7.7857150757e-03
-1.400000,0.900000,-3.4981279471e-04,-5.4814823387e-03
-1.400000,1.000000,-4.0301717891e-04,-1.1174782075e-02
-1.400000,1.100000,-4.5391210452e-04,-1.8068346053e-02
-1.400000,1.200000,-5.0189004970e-04,-1.6388582227e-02
-1.400000,1.300000,-5.4657579537e-04,-1.5360926540e-02
-1.400000,1.400000,-5.8777774298e-04,-3.1419884243e-02
-1.400000,1.500000,-6.2544272282e-04,-4.4771230219e-02
-1.400000,1.600000,-6.5961718885e-04,-1.6720532491e-02
-1.400000,1.700000,-6.9041570225e-04,1.6660011396e-03
-1.400000,1.800000,-7.1799641907e-04,-3.3715029544e-02
-1.400000,1.900000,-7.4254270753e-04,-1.3261354080e-02
-1.400000,2.000000,-7.6424981483e-04,1.7356189000e-02
-1.400000,2.100000,-7.8331551812e-04,-3.2440510457e-02
-1.400000,2.200000,-7.9993381680e-04,-6.6663499210e-03
-1.400000,2.300000,-8.1429088310e-04,-3.5975460952e-03
-1.400000,2.400000,-8.2656264947e-04,-1.3844809754e-02
-1.400000,2.500000,-8.3691355381e-04,-1.0565859496e-02
-1.400000,2.600000,-8.4549608330e-04,-1.2487672034e-02
-1.400000,2.700000,-8.5245085217e-04,-8.0222844252e-03
-1.400000,2.800000,-8.5790702217e-04,-2.0863394385e-02
-1.400000,2.900000,-8.6198293004e-04,-4.5368988759e-03
-1.400000,3.000000,-8.6478682719e-04,-2.2881316866e-02
-1.400000,3.100000,-8.6641766675e-04,-6.5619165270e-03
-1.300000,-3.200000,-8.9227373376e-04,5.2806988649e-02
-1.300000,-3.100000,-8.9110220888e-04,8.4574070555e-02
-1.300000,-3.000000,-8.9061689267e-04,5.1534683863e-02
-1.300000,-2.900000,-8.8901493762e-04,7.5226379234e-02
-1.300000,-2.800000,-8.8619793251e-04,5.5841458010e-02
-1.300000,-2.700000,-8.8205726441e-04,6.3580085582e-02
-1.300000,-2.600000,-8.7647300889e-04,5.8926821641e-02
-1.300000,-2.500000,-8.6931277891e-04,6.1931009132e-02
-1.300000,-2.400000,-8.6043057662e-04,5.5296000312e-02
-1.300000,-2.300000,-8.4966571965e-04,5.3382479782e-02
-1.300000,-2.200000,-8.3684195265e-04,8.2012968314e-02
-1.300000,-2.100000,-8.2176691096e-04,2.2963642517e-02
-1.300000,-2.000000,-8.0423218136e-04,7.9296994533e-02
-1.300000,-1.900000,-7.8401431256e-04,5.8949822345e-02
-1.300000,-1.800000,-7.6087727258e-04,5.6847335844e-02
-1.300000,-1.700000,-7.3457703924e-04,4.6074015932e-02
-1.300000,-1.600000,-7.0486924662e-04,3.6051373322e-02
-1.300000,-1.500000,-6.7152108915e-04,4.1804533092e-02
-1.300000,-1.400000,-6.3432898031e-04,3.6218184798e-02
-1.300000,-1.300000,-5.9314371141e-04,2.1349004879e-02
-1.300000,-1.200000,-5.4790493444e-04,1.9051771711e-02
-1.300000,-1.100000,-4.9868648416e-04,2.6631196642e-02
-1.300000,-1.000000,-4.4575302827e-04,3.1462117648e-02
-1.300000,-0.900000,-3.8962635590e-04,2.7733891271e-02
-1.300000,-0.800000,-3.3115585292e-04,1.9929151963e-02
-1.300000,-0.700000,-2.7158221127e-04,1.3379252510e-02
-1.300000,-0.600000,-2.1257679187e-04,9.6589146265e-03
-1.300000,-0.500000,-1.5623329165e-04,7.3829708315e-03
-1.300000,-0.400000,-1.0498710421e-04,6.2240626772e-03
-1.300000,-0.300000,-6.1445527498e-05,4.8168789899e-03
-1.300000,-0.200000,-2.8131617076e-05,2.8870863845e-03
-1.300000,-0.100000,-7.1735540944e-06,9.4234218292e-04
-1.300000,0.000000,0.0000000000e+00,-1.3360338403e-03
-1.300000,0.100000,-7.1155047907e-06,-3.6370298273e-03
-1.300000,0.200000,-2.8017564048e-05,-5.2844853828e-03
-1.300000,0.300000,-6.1279337571e-05,-7.1321230514e-03
-1.300000,0.400000,-1.0477406552e-04,-8.0488143268e-03
-1.300000,0.500000,-1.5597961866e-04,-8.9799415875e-03
-1.300000,0.600000,-2.1228912223e-04,-1.1234658304e-02
-1.300000,0.700000,-2.7126716475e-04,-1.4829532961e-02
-1.300000,0.800000,-3.3081969345e-04,-2.1729058411e-02
-1.300000,0.900000,-3.8927476857e-04,-2.9993720661e-02
-1.300000,1.000000,-4.4539100100e-04,-3.2775962849e-02
-1.300000,1.100000,-4.9831827217e-04,-2.6756728439e-02
-1.300000,1.200000,-5.4753408267e-04,-1.8035568046e-02
-1.300000,1.300000,-5.9277311239e-04,-2.0339806691e-02
-1.300000,1.400000,-6.3396094974e-04,-3.4234393980e-02
-1.300000,1.500000,-6.7115744704e-04,-3.8291939622e-02
-1.300000,1.600000,-7.0451139605e-04,-3.1023075696e-02
-1.300000,1.700000,-7.3422603850e-04,-4.0629610903e-02
-1.300000,1.800000,-7.6053389852e-04,-5.1792988851e-02
-1.300000,1.900000,-7.8367911495e-04,-5.5441999696e-02
-1.300000,2.000000,-8.0390552838e-04,-7.5589341434e-02
-1.300000,2.100000,-8.2144902691e-04,-2.2133293994e-02
-1.300000,2.200000,-8.3653294875e-04,-7.8403117295e-02
-1.300000,2.300000,-8.4936561899e-04,-5.1614136061e-02
-1.300000,2.400000,-8.6013933430e-04,-5.3137904451e-02
-1.300000,2.500000,-8.6903029815e-04,-5.9620954326e-02
-1.300000,2.600000,-8.7619915386e-04,-5.6833404213e-02
-1.300000,2.700000,-8.8179187044e-04,-6.1113354727e-02
-1.300000,2.800000,-8.8594081416e-04,-5.3958633085e-02
-1.300000,2.900000,-8.8876589503e-04,-7.2503447575e-02
-1.300000,3.000000,-8.9037571658e-04,-4.9828368123e-02
-1.300000,3.100000,-8.9086868446e-04,-8.1800368015e-02
-1.200000,-3.200000,-9.1474268209e-04,-3.0996437988e-03
-1.200000,-3.100000,-9.1480858995e-04,4.8398032768e-03
-1.200000,-3.000000,-9.1549127540e-04,-1.8819334518e-03
-1.200000,-2.900000,-9.1512367912e-04,1.6937317372e-03
-1.200000,-2.800000,-9.1360982676e-04,2.9815104978e-04
-1.200000,-2.700000,-9.1084294992e-04,-6.1382247609e-04
-1.200000,-2.600000,-9.0670409079e-04,-5.1293279041e-04
-1.200000,-2.500000,-9.0106057321e-04,2.6861580139e-04
-1.200000,-2.400000,-8.9376435888e-04,-1.9126104342e-03
-1.200000,-2.300000,-8.8465032851e-04,-2.9105074219e-03
-1.200000,-2.200000,-8.7353456146e-04,1.9146965182e-03
-1.200000,-2.100000,-8.6021273726e-04,-3.9019869085e-03
-1.200000,-2.000000,-8.4445885814e-04,-3.7863116706e-03
-1.200000,-1.900000,-8.2602460099e-04,1.7830210553e-03
-1.200000,-1.800000,-8.0463976516e-04,2.5506259285e-03
-1.200000,-1.700000,-7.8001450395e-04,-3.5329717487e-03
-1.200000,-1.600000,-7.5184433004e-04,-3.3108966873e-04
-1.200000,-1.500000,-7.1981928278e-04,3.5477664620e-05
-1.200000,-1.400000,-6.8363913773e-04,-1.2546974912e-04
-1.200000,-1.300000,-6.4303709374e-04,-4.4046510948e-04
-1.200000,-1.200000,-5.9781488597e-04,9.7001383849e-05
-1.200000,-1.100000,-5.4789251444e-04,5.5553216944e-05
-1.200000,-1.000000,-4.9337531643e-04,9.5551915173e-05
-1.200000,-0.900000,-4.3463924638e-04,3.9088158438e-04
-1.200000,-0.800000,-3.7243101564e-04,5.7600290792e-04
-1.200000,-0.700000,-3.0797226489e-04,6.5099393499e-04
-1.200000,-0.600000,-2.4304604135e-04,5.0448550922e-04
-1.200000,-0.500000,-1.8003146196e-04,4.5923841899e-04
-1.200000,-0.400000,-1.2184401360e-04,3.8010182039e-04
-1.200000,-0.300000,-7.1743446784e-05,3.7025550488e-04
-1.200000,-0.200000,-3.2997434846e-05,4.0589161271e-04
-1.200000,-0.100000,-8.4376226641e-06,3.2243539494e-04
-1.200000,0.000000,0.0000000000e+00,3.0990048670e-04
-1.200000,0.100000,-8.3745769137e-06,2.0761264355e-04
-1.200000,0.200000,-3.2873926040e-05,1.3146092914e-04
-1.200000,0.300000,-7.1564312080e-05,7.0066906463e-05
-1.200000,0.400000,-1.2161577005e-04,2.9630421017e-05
-1.200000,0.500000,-1.7976161715e-04,-4.2481401182e-05
-1.200000,0.600000,-2.4274242355e-04,-3.6005511353e-06
-1.200000,0.700000,-3.0764247127e-04,-9.0216176533e-05
-1.200000,0.800000,-3.7208202514e-04,-2.3260735826e-06
-1.200000,0.900000,-4.3427719785e-04,4.2648860427e-05
-1.200000,1.000000,-4.9300542364e-04,1.2813562630e-04
-1.200000,1.100000,-5.4751907866e-04,3.2887803498e-04
-1.200000,1.200000,-5.9744136838e-04,6.6313803220e-04
-1.200000,1.300000,-6.4266621778e-04,9.1835659648e-04
-1.200000,1.400000,-6.8327300054e-04,3.9645103703e-04
-1.200000,1.500000,-7.1945946308e-04,-1.3200784104e-04
-1.200000,1.600000,-7.5149198558e-04,8.8309553514e-04
-1.200000,1.700000,-7.7967045578e-04,3.7873895125e-03
-1.200000,1.800000,-8.0430456842e-04,-1.5846309850e-03
-1.200000,1.900000,-8.2569860298e-04,-1.3361419186e-03
-1.200000,2.000000,-8.4414224542e-04,2.7639392547e-03
-1.200000,2.100000,-8.5990557326e-04,3.0101442484e-03
-1.200000,2.200000,-8.7323681633e-04,-1.7053388845e-03
-1.200000,2.300000,-8.8436190260e-04,2.1941154472e-03
-1.200000,2.400000,-8.9348510114e-04,1.5280316356e-03
-1.200000,2.500000,-9.0079029557e-04,-3.5722760789e-04
-1.200000,2.600000,-9.0644257924e-04,3.4583205226e-04
-1.200000,2.700000,-9.1058997311e-04,5.0009492599e-04
-1.200000,2.800000,-9.1336514260e-04,-3.5977144585e-04
-1.200000,2.900000,-9.1488703980e-04,-1.5390052713e-03
-1.200000,3.000000,-9.1526243118e-04,1.6335532920e-03
-1.200000,3.100000,-9.1458729205e-04,-4.4493693494e-03
-1.100000,-3.200000,-9.3626783320e-04,2.5307289337e-02
-1.100000,-3.100000,-9.3759592059e-04,1.9687701308e-02
-1.100000,-3.000000,-9.3946122207e-04,1.9638103561e-02
-1.100000,-2.900000,-9.4035155939e-04,2.2396107430e-02
-1.100000,-2.800000,-9.4017530119e-04,1.4411803298e-02
-1.100000,-2.700000,-9.3882978958e-04,1.7949651342e-02
-1.100000,-2.600000,-9.3619971749e-04,1.8668834078e-02
-1.100000,-2.500000,-9.3215528447e-04,1.0141128923e-02
-1.100000,-2.400000,-9.2655012045e-04,1.4114079093e-02
-1.100000,-2.300000,-9.1921897952e-04,2.1404710291e-02
-1.100000,-2.200000,-9.0997522937e-04,1.5694187426e-02
-1.100000,-2.100000,-8.9860819969e-04,-6.6919012398e-03
-1.100000,-2.000000,-8.8488051578e-04,6.5816137410e-02
-1.100000,-1.900000,-8.6852564150e-04,-7.2333538320e-03
-1.100000,-1.800000,-8.4924600781e-04,-1.4106324911e-03
-1.100000,-1.700000,-8.2671233269e-04,3.6764256486e-02
-1.100000,-1.600000,-8.0056507801e-04,1.9096129879e-02
-1.100000,-1.500000,-7.7041947728e-04,1.6137755703e-02
-1.100000,-1.400000,-7.3587624610e-04,2.5109965045e-02
-1.100000,-1.300000,-6.9654097626e-04,1.6674736569e-02
-1.100000,-1.200000,-6.5205628480e-04,1.2200945735e-02
-1.100000,-1.100000,-6.0215187185e-04,2.4686392476e-02
-1.100000,-1.000000,-5.4671830099e-04,3.2943359133e-02
-1.100000,-0.900000,-4.8590964811e-04,2.6627135078e-02
-1.100000,-0.800000,-4.2027660505e-04,1.6853769198e-02
-1.100000,-0.700000,-3.5092297602e-04,6.6315518985e-03
-1.100000,-0.600000,-2.7966270681e-04,2.9353300971e-03
-1.100000,-0.500000,-2.0913189523e-04,3.3511704596e-03
-1.100000,-0.400000,-1.4278700596e-04,4.6685720767e-03
-1.100000,-0.300000,-8.4712434119e-05,5.3614137480e-03
-1.100000,-0.200000,-3.9189445885e-05,4.8668613891e-03
-1.100000,-0.100000,-1.0056692794e-05,2.9029554031e-03
-1.100000,0.000000,0.0000000000e+00,5.5600194799e-04
-1.100000,0.100000,-9.9877898829e-06,-1.8799806007e-03
-1.100000,0.200000,-3.9054963302e-05,-4.1568391881e-03
-1.100000,0.300000,-8.4518523640e-05,-4.6802740681e-03
-1.100000,0.400000,-1.4254180150e-04,-4.8530838680e-03
-1.100000,0.500000,-2.0884453642e-04,-3.5595471870e-03
-1.100000,0.600000,-2.7934244343e-04,-3.6487579676e-03
-1.100000,0.700000,-3.5057848868e-04,-7.7682345044e-03
-1.100000,0.800000,-4.1991558496e-04,-1.7477291680e-02
-1.100000,0.900000,-4.8553860884e-04,-2.8100018218e-02
-1.100000,1.000000,-5.4634256130e-04,-3.4091313019e-02
-1.100000,1.100000,-6.0177564449e-04,-2.7770544429e-02
-1.100000,1.200000,-6.5168281785e-04,-1.6723694953e-02
-1.100000,1.300000,-6.9617271061e-04,-2.0064875489e-02
-1.100000,1.400000,-7.3551496700e-04,-3.1199794001e-02
-1.100000,1.500000,-7.7006644925e-04,-2.7073844736e-02
-1.100000,1.600000,-8.0022115908e-04,-3.0572814326e-02
-1.100000,1.700000,-8.2637806808e-04,-4.4996624289e-02
-1.100000,1.800000,-8.4892170493e-04,-2.0631198621e-03
-1.100000,1.900000,-8.6821142919e-04,6.7645998755e-03
-1.100000,2.000000,-8.8457639036e-04,-6.7994465832e-02
-1.100000,2.100000,-8.9831406062e-04,7.1291779996e-03
-1.100000,2.200000,-9.0969090653e-04,-1.5677008298e-02
-1.100000,2.300000,-9.1894425403e-04,-2.1398787697e-02
-1.100000,2.400000,-9.2628474044e-04,-1.4353508899e-02
-1.100000,2.500000,-9.3189897700e-04,-9.8645561257e-03
-1.100000,2.600000,-9.3595219739e-04,-1.9070115378e-02
-1.100000,2.700000,-9.3859076612e-04,-1.8289702463e-02
-1.100000,2.800000,-9.3994448291e-04,-1.4563486261e-02
-1.100000,2.900000,-9.4012865763e-04,-2.3023737696e-02
-1.100000,3.000000,-9.3924595353e-04,-1.9957494067e-02
-1.100000,3.100000,-9.3738800906e-04,-2.0197194775e-02
-1.000000,-3.200000,-9.5667718287e-04,9.1528308765e-02
-1.000000,-3.100000,-9.5927264601e-04,8.0807911322e-02
-1.000000,-3.000000,-9.6231759121e-04,8.9207693273e-02
-1.000000,-2.900000,-9.6447022245e-04,7.8413267317e-02
-1.000000,-2.800000,-9.6564507964e-04,8.4436010480e-02
-1.000000,-2.700000,-9.6574583763e-04,8.0096045136e-02
-1.000000,-2.600000,-9.6466353541e-04,8.0844974439e-02
-1.000000,-2.500000,-9.6227450813e-04,7.8814219995e-02
-1.000000,-2.400000,-9.5843798181e-04,8.6629322576e-02
-1.000000,-2.300000,-9.5299329303e-04,7.6034825753e-02
-1.000000,-2.200000,-9.4575670477e-04,7.5982201419e-02
-1.000000,-2.100000,-9.3651781030e-04,9.9959547027e-02
-1.000000,-2.000000,-9.2503555674e-04,5.8126011207e-02
-1.000000,-1.900000,-9.1103399184e-04,8.1414953878e-02
-1.000000,-1.800000,-8.9419796001e-04,8.2372993584e-02
-1.000000,-1.700000,-8.7416917795e-04,7.3255063658e-02
-1.000000,-1.600000,-8.5054344896e-04,5.4863745169e-02
-1.000000,-1.500000,-8.2287029301e-04,4.1426956156e-02
-1.000000,-1.400000,-7.9065706263e-04,4.5487998410e-02
-1.000000,-1.300000,-7.5338078473e-04,5.0720501250e-02
-1.000000,-1.200000,-7.1051261124e-04,4.4322690337e-02
-1.000000,-1.100000,-6.6156188556e-04,3.5727063105e-02
-1.000000,-1.000000,-6.0614919063e-04,3.1822660326e-02
-1.000000,-0.900000,-5.4411949063e-04,3.0879552025e-02
-1.000000,-0.800000,-4.7570562013e-04,3.0152296515e-02
-1.000000,-0.700000,-4.0174515257e-04,2.6772610255e-02
-1.000000,-0.600000,-3.2393459564e-04,2.2574466798e-02
-1.000000,-0.500000,-2.4506905243e-04,1.6889040912e-02
-1.000000,-0.400000,-1.6916587195e-04,1.2598088819e-02
-1.000000,-0.300000,-1.0132958961e-04,8.4535395227e-03
-1.000000,-0.200000,-4.7229335102e-05,4.5158459759e-03
-1.000000,-0.100000,-1.2176611254e-05,1.1932719627e-03
-1.000000,0.000000,0.0000000000e+00,-2.3404273941e-03
-1.000000,0.100000,-1.2100744515e-05,-5.9222396091e-03
-1.000000,0.200000,-4.7081973677e-05,-9.1297958871e-03
-1.000000,0.300000,-1.0111870596e-04,-1.3174869184e-02
-1.000000,0.400000,-1.6890175660e-04,-1.7246185570e-02
-1.000000,0.500000,-2.4476290744e-04,-2.1344478047e-02
-1.000000,0.600000,-3.2359733941e-04,-2.7283394197e-02
-1.000000,0.700000,-4.0138661160e-04,-3.0775052497e-02
-1.000000,0.800000,-4.7533412022e-04,-3.3467579956e-02
-1.000000,0.900000,-5.4374176101e-04,-3.3983554873e-02
-1.000000,1.000000,-6.0577046572e-04,-3.3350794519e-02
-1.000000,1.100000,-6.6118610487e-04,-3.7238693780e-02
