x,y,l_z_initial,l_z_final
-0.100000,1.200000,-1.2125282783e-03,1.9678800134e-03
-0.100000,1.300000,-1.2091744219e-03,8.5062594601e-03
-0.100000,1.400000,-1.2051731859e-03,1.4200379644e-02
-0.100000,1.500000,-1.2006020326e-03,-1.0250973818e-03
-0.100000,1.600000,-1.1955171216e-03,-7.5190724291e-03
-0.100000,1.700000,-1.1899605590e-03,2.1055657216e-02
-0.100000,1.800000,-1.1839649600e-03,1.0674633533e-02
-0.100000,1.900000,-1.1775564020e-03,-1.5745737841e-02
-0.100000,2.000000,-1.1707563840e-03,1.0293014986e-02
-0.100000,2.100000,-1.1635831546e-03,5.5464640661e-03
-0.100000,2.200000,-1.1560526295e-03,4.4812015783e-03
-0.100000,2.300000,-1.1481790358e-03,-3.2550161308e-03
-0.100000,2.400000,-1.1399753721e-03,8.6473448649e-03
-0.100000,2.500000,-1.1314537393e-03,2.2983560477e-03
-0.100000,2.600000,-1.1226255829e-03,-1.6465741147e-03
-0.100000,2.700000,-1.1135018708e-03,3.6227639443e-03
-0.100000,2.800000,-1.1040932245e-03,1.1980041409e-03
-0.100000,2.900000,-1.0944100171e-03,-4.6483928787e-03
-0.100000,3.000000,-1.0844624461e-03,5.5043449712e-03
-0.100000,3.100000,-1.0742605865e-03,-8.4421630929e-03
0.000000,-3.200000,-1.0650288623e-03,7.7263341398e-03
0.000000,-3.100000,-1.0755559052e-03,-5.2879053286e-03
0.000000,-3.000000,-1.0858467370e-03,5.8254012455e-03
0.000000,-2.900000,-1.0958924942e-03,-3.9635676161e-03
0.000000,-2.800000,-1.1056844352e-03,-6.1908026196e-04
0.000000,-2.700000,-1.1152139463e-03,-4.0824996348e-04
0.000000,-2.600000,-1.1244725462e-03,-5.9316092745e-03
0.000000,-2.500000,-1.1334518885e-03,-4.8844753193e-03
0.000000,-2.400000,-1.1421437605e-03,2.3174617093e-04
0.000000,-2.300000,-1.1505400788e-03,-1.0314995977e-02
0.000000,-2.200000,-1.1586328786e-03,-4.0623894502e-03
0.000000,-2.100000,-1.1664142958e-03,-2.2621144692e-03
0.000000,-2.000000,-1.1738765383e-03,2.5184512628e-03
0.000000,-1.900000,-1.1810118422e-03,-2.0185071098e-02
0.000000,-1.800000,-1.1878124062e-03,1.5328434494e-03
0.000000,-1.700000,-1.1942702937e-03,7.0151434248e-03
0.000000,-1.600000,-1.2003772855e-03,-2.0214388941e-02
0.000000,-1.500000,-1.2061246580e-03,-1.4968370393e-02
0.000000,-1.400000,-1.2115028409e-03,1.0924861301e-03
0.000000,-1.300000,-1.2165008799e-03,-1.6047003998e-03
0.000000,-1.200000,-1.2211055685e-03,-7.5220278322e-03
0.000000,-1.100000,-1.2253000011e-03,-4.8718777133e-03
0.000000,-1.000000,-1.2290610635e-03,-2.0444800679e-03
0.000000,-0.900000,-1.2323548752e-03,-3.4541326808e-03
0.000000,-0.800000,-1.2351280325e-03,-5.6134897961e-03
0.000000,-0.700000,-1.2372895869e-03,-7.2649079904e-03
0.000000,-0.600000,-1.2386706320e-03,-5.6017470602e-03
0.000000,-0.500000,-1.2389231062e-03,-3.1884660673e-03
0.000000,-0.400000,-1.2372261050e-03,-1.4133881839e-03
0.000000,-0.300000,-1.2312355998e-03,-1.8006175616e-04
0.000000,-0.200000,-1.2118966892e-03,2.8652753837e-04
0.000000,-0.100000,-1.1178374038e-03,1.9879369313e-04
0.000000,0.000000,0.0000000000e+00,-0.0000000000e+00
0.000000,0.100000,-1.1178374038e-03,-1.9361729794e-04
0.000000,0.200000,-1.2118966892e-03,-4.1652178554e-04
0.000000,0.300000,-1.2312355998e-03,1.7732762568e-04
0.000000,0.400000,-1.2372261050e-03,1.0211273145e-03
0.000000,0.500000,-1.2389231062e-03,2.9087596723e-03
0.000000,0.600000,-1.2386706320e-03,5.0152193431e-03
0.000000,0.700000,-1.2372895869e-03,6.2878525851e-03
0.000000,0.800000,-1.2351280325e-03,4.6755363188e-03
0.000000,0.900000,-1.2323548752e-03,1.6009220306e-03
0.000000,1.000000,-1.2290610635e-03,4.9041211195e-04
0.000000,1.100000,-1.2253000011e-03,2.0709504804e-03
0.000000,1.200000,-1.2211055685e-03,3.9306219010e-03
0.000000,1.300000,-1.2165008799e-03,-1.3459040959e-03
0.000000,1.400000,-1.2115028409e-03,-5.8437325297e-03
0.000000,1.500000,-1.2061246580e-03,7.3966643790e-03
0.000000,1.600000,-1.2003772855e-03,1.2669539580e-02
0.000000,1.700000,-1.1942702937e-03,-1.1925717458e-02
0.000000,1.800000,-1.1878124062e-03,-3.6747874983e-03
0.000000,1.900000,-1.1810118422e-03,1.9383207314e-02
0.000000,2.000000,-1.1738765383e-03,-2.9858295755e-03
0.000000,2.100000,-1.1664142958e-03,2.2819553654e-03
0.000000,2.200000,-1.1586328786e-03,4.2196058854e-03
0.000000,2.300000,-1.1505400788e-03,1.0356485880e-02
0.000000,2.400000,-1.1421437605e-03,-4.4095463013e-05
0.000000,2.500000,-1.1334518885e-03,4.8547415641e-03
0.000000,2.600000,-1.1244725462e-03,6.0263454415e-03
0.000000,2.700000,-1.1152139463e-03,3.6308879456e-04
0.000000,2.800000,-1.1056844352e-03,6.0720226533e-04
0.000000,2.900000,-1.0958924942e-03,3.9816988938e-03
0.000000,3.000000,-1.0858467370e-03,-5.8752863191e-03
0.000000,3.100000,-1.0755559052e-03,5.3103176935e-03
0.100000,-3.200000,-1.0638321347e-03,-7.2308402648e-03
0.100000,-3.100000,-1.0742605865e-03,-2.0397799633e-03
0.100000,-3.000000,-1.0844624461e-03,-6.8324858390e-03
0.100000,-2.900000,-1.0944100171e-03,-3.4203397150e-03
0.100000,-2.800000,-1.1040932245e-03,-5.5726483235e-03
0.100000,-2.700000,-1.1135018708e-03,-6.4005474539e-03
0.100000,-2.600000,-1.1226255829e-03,-5.1692110918e-03
0.100000,-2.500000,-1.1314537393e-03,-6.2840989356e-03
0.100000,-2.400000,-1.1399753721e-03,-8.9234250807e-03
0.100000,-2.300000,-1.1481790358e-03,-5.0086808586e-03
0.100000,-2.200000,-1.1560526295e-03,-7.0996913752e-03
0.100000,-2.100000,-1.1635831546e-03,-8.0261953427e-03
0.100000,-2.000000,-1.1707563840e-03,-8.4853885019e-03
0.100000,-1.900000,-1.1775564020e-03,1.5219975998e-04
0.100000,-1.800000,-1.1839649600e-03,-7.9101005422e-03
0.100000,-1.700000,-1.1899605590e-03,-1.0323686760e-02
0.100000,-1.600000,-1.1955171216e-03,3.0596635308e-04
0.100000,-1.500000,-1.2006020326e-03,-1.3160523849e-03
0.100000,-1.400000,-1.2051731859e-03,-6.7812566760e-03
0.100000,-1.300000,-1.2091744219e-03,-5.2656833686e-03
0.100000,-1.200000,-1.2125282783e-03,-2.7582602501e-03
0.100000,-1.100000,-1.2151240984e-03,-3.2479340723e-03
0.100000,-1.000000,-1.2167977908e-03,-3.8921428717e-03
0.100000,-0.900000,-1.2172958730e-03,-3.1602763167e-03
0.100000,-0.800000,-1.2162083105e-03,-2.1076172567e-03
0.100000,-0.700000,-1.2128353818e-03,-1.2441911029e-03
0.100000,-0.600000,-1.2059041956e-03,-1.2272740248e-03
0.100000,-0.500000,-1.1929099191e-03,-1.4132300808e-03
0.100000,-0.400000,-1.1684075690e-03,-1.5201066611e-03
0.100000,-0.300000,-1.1188878475e-03,-1.5138035677e-03
0.100000,-0.200000,-1.0033147762e-03,-1.1805735558e-03
0.100000,-0.100000,-6.4002888348e-04,-6.3741565694e-04
0.100000,0.000000,0.0000000000e+00,-5.9133352188e-05
0.100000,0.100000,-6.4042902659e-04,5.2041539680e-04
0.100000,0.200000,-1.0036283611e-03,1.1086934025e-03
0.100000,0.300000,-1.1191209734e-03,1.4186601854e-03
0.100000,0.400000,-1.1685901469e-03,1.5641761011e-03
0.100000,0.500000,-1.1930590422e-03,1.4468555917e-03
0.100000,0.600000,-1.2060298172e-03,1.3567136731e-03
0.100000,0.700000,-1.2129436756e-03,1.4896423276e-03
0.100000,0.800000,-1.2163033305e-03,2.3314803536e-03
0.100000,0.900000,-1.2173804104e-03,3.6310337771e-03
0.100000,1.000000,-1.2168738431e-03,4.3091239478e-03
0.100000,1.100000,-1.2151931415e-03,4.0529038682e-03
0.100000,1.200000,-1.2125914324e-03,3.8562761317e-03
0.100000,1.300000,-1.2092325566e-03,6.2323464451e-03
0.100000,1.400000,-1.2052269894e-03,8.4315005249e-03
0.100000,1.500000,-1.2006520587e-03,4.0869541492e-03
0.100000,1.600000,-1.1955638224e-03,2.5724666610e-03
0.100000,1.700000,-1.1900043084e-03,1.2274313694e-02
0.100000,1.800000,-1.1840060706e-03,8.8183925027e-03
0.100000,1.900000,-1.1775951380e-03,1.5983628347e-04
0.100000,2.000000,-1.1707929707e-03,8.7851268763e-03
0.100000,2.100000,-1.1636177856e-03,8.1166055637e-03
0.100000,2.200000,-1.1560854723e-03,7.1166645108e-03
0.100000,2.300000,-1.1482102368e-03,5.0469634276e-03
0.100000,2.400000,-1.1400050593e-03,8.9423470397e-03
0.100000,2.500000,-1.1314820260e-03,6.3615380029e-03
0.100000,2.600000,-1.1226525694e-03,5.1813214896e-03
0.100000,2.700000,-1.1135276466e-03,6.4797564915e-03
0.100000,2.800000,-1.1041178697e-03,5.6302456974e-03
0.100000,2.900000,-1.0944336038e-03,3.4411266069e-03
0.100000,3.000000,-1.0844850393e-03,6.9121459923e-03
0.100000,3.100000,-1.0742822452e-03,2.0464665618e-03
0.200000,-3.200000,-1.0602762244e-03,-9.2035055766e-04
0.200000,-3.100000,-1.0704124423e-03,-1.3721042270e-03
0.200000,-3.000000,-1.0803505702e-03,-9.0941200195e-04
0.200000,-2.900000,-1.0900072317e-03,-1.3439604340e-03
0.200000,-2.800000,-1.0993684478e-03,-1.1863386257e-03
0.200000,-2.700000,-1.1084193929e-03,-1.3798068736e-03
0.200000,-2.600000,-1.1171441740e-03,-1.4785522924e-03
0.200000,-2.500000,-1.1255255444e-03,-1.7957562753e-03
0.200000,-2.400000,-1.1335445311e-03,-1.4187388481e-03
0.200000,-2.300000,-1.1411799447e-03,-2.2026529501e-03
0.200000,-2.200000,-1.1484077299e-03,-1.9619221843e-03
0.200000,-2.100000,-1.1552000977e-03,-1.6013058339e-03
0.200000,-2.000000,-1.1615243500e-03,-1.8987516334e-03
0.200000,-1.900000,-1.1673412720e-03,-2.6405856683e-03
0.200000,-1.800000,-1.1726029011e-03,-1.4919028553e-03
0.200000,-1.700000,-1.1772493840e-03,-1.1399469374e-03
0.200000,-1.600000,-1.1812044774e-03,-2.8791432607e-03
0.200000,-1.500000,-1.1843689859e-03,-3.2836332373e-03
0.200000,-1.400000,-1.1866109944e-03,-2.3599136129e-03
0.200000,-1.300000,-1.1877509979e-03,-2.6581297874e-03
0.200000,-1.200000,-1.1875386786e-03,-3.4516734452e-03
0.200000,-1.100000,-1.1856155974e-03,-3.4967875073e-03
0.200000,-1.000000,-1.1814533067e-03,-3.1198851105e-03
0.200000,-0.900000,-1.1742469207e-03,-2.9002383999e-03
0.200000,-0.800000,-1.1627244584e-03,-2.8097619049e-03
0.200000,-0.700000,-1.1447891670e-03,-2.6481455535e-03
0.200000,-0.600000,-1.1168128521e-03,-2.2857263344e-03
0.200000,-0.500000,-1.0721585892e-03,-1.6902636547e-03
0.200000,-0.400000,-9.9791809516e-04,-1.2027101618e-03
0.200000,-0.300000,-8.6757225482e-04,-7.4171606534e-04
0.200000,-0.200000,-6.2864891777e-04,-4.2485283857e-04
0.200000,-0.100000,-2.4378204222e-04,-1.1249998284e-04
0.200000,0.000000,0.0000000000e+00,1.6299645923e-04
0.200000,0.100000,-2.4408696036e-04,4.5534700037e-04
0.200000,0.200000,-6.2904194618e-04,7.5426384162e-04
0.200000,0.300000,-8.6793381860e-04,1.1023047348e-03
0.200000,0.400000,-9.9822999330e-04,1.5520649923e-03
0.200000,0.500000,-1.0724266623e-03,2.0425041277e-03
0.200000,0.600000,-1.1170455457e-03,2.6368476531e-03
0.200000,0.700000,-1.1449936119e-03,2.9003078235e-03
0.200000,0.800000,-1.1629061483e-03,2.9879553777e-03
0.200000,0.900000,-1.1744100219e-03,3.0000309743e-03
0.200000,1.000000,-1.1816009976e-03,3.1372687674e-03
0.200000,1.100000,-1.1857503341e-03,3.4623043803e-03
0.200000,1.200000,-1.1876623869e-03,3.3780860473e-03
0.200000,1.300000,-1.1878652102e-03,2.4504471521e-03
0.200000,1.400000,-1.1867169466e-03,2.0079465832e-03
0.200000,1.500000,-1.1844676874e-03,2.9409078633e-03
0.200000,1.600000,-1.1812967627e-03,2.5703143047e-03
0.200000,1.700000,-1.1773359496e-03,8.5439076458e-04
0.200000,1.800000,-1.1726843347e-03,1.1950223679e-03
0.200000,1.900000,-1.1674180733e-03,2.1302351656e-03
0.200000,2.000000,-1.1615969475e-03,1.4950859921e-03
0.200000,2.100000,-1.1552688617e-03,1.2608167376e-03
0.200000,2.200000,-1.1484729822e-03,1.5762621951e-03
0.200000,2.300000,-1.1412419670e-03,1.7667015101e-03
0.200000,2.400000,-1.1336035714e-03,1.1120283657e-03
0.200000,2.500000,-1.1255818221e-03,1.4457733705e-03
0.200000,2.600000,-1.1171978841e-03,1.1424666163e-03
0.200000,2.700000,-1.1084707098e-03,1.0990695486e-03
0.200000,2.800000,-1.0994175279e-03,9.2271176099e-04
0.200000,2.900000,-1.0900542158e-03,1.0659428112e-03
0.200000,3.000000,-1.0803955858e-03,7.1319671177e-04
0.200000,3.100000,-1.0704556050e-03,1.1120566040e-03
0.300000,-3.200000,-1.0544011123e-03,3.5286306425e-02
0.300000,-3.100000,-1.0640592817e-03,2.9460004798e-02
0.300000,-3.000000,-1.0735655466e-03,3.3242260097e-02
0.300000,-2.900000,-1.0827463889e-03,2.8963347407e-02
0.300000,-2.800000,-1.0915816189e-03,3.0839811115e-02
0.300000,-2.700000,-1.1000490715e-03,3.1192249024e-02
0.300000,-2.600000,-1.1081241324e-03,2.8876404255e-02
0.300000,-2.500000,-1.1157791305e-03,3.1243863256e-02
0.300000,-2.400000,-1.1229825540e-03,3.2141213737e-02
0.300000,-2.300000,-1.1296980299e-03,2.9448066354e-02
0.300000,-2.200000,-1.1358829840e-03,3.0503395015e-02
0.300000,-2.100000,-1.1414868655e-03,3.4037963915e-02
0.300000,-2.000000,-1.1464487671e-03,2.9184964057e-02
0.300000,-1.900000,-1.1506942009e-03,2.5969167549e-02
0.300000,-1.800000,-1.1541306748e-03,3.0341764846e-02
0.300000,-1.700000,-1.1566415376e-03,3.3055540404e-02
0.300000,-1.600000,-1.1580772919e-03,2.1466075941e-02
0.300000,-1.500000,-1.1582431313e-03,2.1755241092e-02
0.300000,-1.400000,-1.1568807478e-03,3.0005039055e-02
0.300000,-1.300000,-1.1536412693e-03,2.8877363077e-02
0.300000,-1.200000,-1.1480441733e-03,2.3138131201e-02
0.300000,-1.100000,-1.1394135365e-03,2.1724530073e-02
0.300000,-1.000000,-1.1267768173e-03,2.2208239479e-02
0.300000,-0.900000,-1.1087003291e-03,2.1192328293e-02
0.300000,-0.800000,-1.0830157325e-03,1.8921035494e-02
0.300000,-0.700000,-1.0463572435e-03,1.5371184581e-02
0.300000,-0.600000,-9.9337580746e-04,1.2738303314e-02
0.300000,-0.500000,-9.1545501209e-04,1.0679791276e-02
0.300000,-0.400000,-7.9898127287e-04,8.9490171245e-03
0.300000,-0.300000,-6.2516408556e-04,6.7773280933e-03
0.300000,-0.200000,-3.8272938758e-04,4.4905884238e-03
0.300000,-0.100000,-1.2181399196e-04,2.0012675928e-03
0.300000,0.000000,0.0000000000e+00,-5.3876877489e-04
0.300000,0.100000,-1.2204260753e-04,-3.0550749199e-03
0.300000,0.200000,-3.8308836466e-04,-5.5740950347e-03
0.300000,0.300000,-6.2555493526e-04,-7.7511916830e-03
0.300000,0.400000,-7.9935588315e-04,-1.0085863205e-02
0.300000,0.500000,-9.1579837211e-04,-1.1640926487e-02
0.300000,0.600000,-9.9368628592e-04,-1.3879263758e-02
0.300000,0.700000,-1.0466375554e-03,-1.6612074936e-02
0.300000,0.800000,-1.0832695940e-03,-2.0106417192e-02
0.300000,0.900000,-1.1089313324e-03,-2.3000393484e-02
0.300000,1.000000,-1.1269881078e-03,-2.3467225641e-02
0.300000,1.100000,-1.1396077713e-03,-2.3660530426e-02
0.300000,1.200000,-1.1482235692e-03,-2.5476762061e-02
0.300000,1.300000,-1.1538076719e-03,-3.0462369759e-02
0.300000,1.400000,-1.1570356976e-03,-3.2361820121e-02
0.300000,1.500000,-1.1583879208e-03,-2.5535532329e-02
0.300000,1.600000,-1.1582130121e-03,-2.5040654531e-02
0.300000,1.700000,-1.1567691154e-03,-3.4913002802e-02
0.300000,1.800000,-1.1542509030e-03,-3.0546398807e-02
0.300000,1.900000,-1.1508077619e-03,-2.5451240824e-02
0.300000,2.000000,-1.1465562517e-03,-2.8289711497e-02
0.300000,2.100000,-1.1415887886e-03,-3.2802965873e-02
0.300000,2.200000,-1.1359797964e-03,-2.9369822677e-02
0.300000,2.300000,-1.1297901286e-03,-2.8417356798e-02
0.300000,2.400000,-1.1230702904e-03,-3.1011425018e-02
0.300000,2.500000,-1.1158628170e-03,-3.0272930395e-02
0.300000,2.600000,-1.1082040481e-03,-2.7972799860e-02
0.300000,2.700000,-1.1001254665e-03,-3.0316612697e-02
0.300000,2.800000,-1.0916547184e-03,-3.0027514624e-02
0.300000,2.900000,-1.0828163964e-03,-2.8214897522e-02
0.300000,3.000000,-1.0736326466e-03,-3.2484307269e-02
0.300000,3.100000,-1.0641236420e-03,-2.8797347854e-02
0.400000,-3.200000,-1.0462721945e-03,2.3866800597e-02
0.400000,-3.100000,-1.0552791137e-03,2.6035070225e-02
0.400000,-3.000000,-1.0641960796e-03,2.2602991576e-02
0.400000,-2.900000,-1.0727287741e-03,2.4390812119e-02
0.400000,-2.800000,-1.0808489011e-03,2.1950483034e-02
0.400000,-2.700000,-1.0885247639e-03,2.1227362612e-02
0.400000,-2.600000,-1.0957204861e-03,2.2463612130e-02
0.400000,-2.500000,-1.1023950197e-03,1.9833292122e-02
0.400000,-2.400000,-1.1085008762e-03,2.0395816475e-02
0.400000,-2.300000,-1.1139824904e-03,2.0915835285e-02
0.400000,-2.200000,-1.1187740916e-03,2.0992213101e-02
0.400000,-2.100000,-1.1227969121e-03,1.7471217938e-02
0.400000,-2.000000,-1.1259554895e-03,2.2136811139e-02
0.400000,-1.900000,-1.1281327214e-03,1.9835488082e-02
0.400000,-1.800000,-1.1291831780e-03,1.8949534120e-02
0.400000,-1.700000,-1.1289239579e-03,1.6408632766e-02
0.400000,-1.600000,-1.1271220326e-03,2.0519314320e-02
0.400000,-1.500000,-1.1234765115e-03,1.8861921615e-02
0.400000,-1.400000,-1.1175934663e-03,1.2738566805e-02
0.400000,-1.300000,-1.1089497295e-03,1.1268698058e-02
0.400000,-1.200000,-1.0968401783e-03,1.2824548525e-02
0.400000,-1.100000,-1.0803001252e-03,1.2383804278e-02
0.400000,-1.000000,-1.0579901694e-03,1.0461697852e-02
0.400000,-0.900000,-1.0280252472e-03,8.8279095227e-03
0.400000,-0.800000,-9.8772448945e-04,8.0269168319e-03
0.400000,-0.700000,-9.3326299816e-04,8.1751020032e-03
0.400000,-0.600000,-8.5925520514e-04,7.4665835431e-03
0.400000,-0.500000,-7.5850787075e-04,6.4948825013e-03
0.400000,-0.400000,-6.2288718021e-04,5.2115637652e-03
0.400000,-0.300000,-4.4810698662e-04,4.4609312800e-03
0.400000,-0.200000,-2.4752677858e-04,3.1997088405e-03
0.400000,-0.100000,-7.2009002006e-05,2.1237822365e-03
0.400000,0.000000,0.0000000000e+00,7.7418542027e-04
0.400000,0.100000,-7.2189249827e-05,-5.5996717641e-04
0.400000,0.200000,-2.4783638057e-04,-1.6206952928e-03
0.400000,0.300000,-4.4848056478e-04,-2.8926947119e-03
0.400000,0.400000,-6.2327660640e-04,-3.5649877155e-03
0.400000,0.500000,-7.5888721954e-04,-5.0137182491e-03
0.400000,0.600000,-8.5961330276e-04,-5.8819597313e-03
0.400000,0.700000,-9.3359636591e-04,-6.7426931804e-03
0.400000,0.800000,-9.8803320160e-04,-6.8237390160e-03
0.400000,0.900000,-1.0283108494e-03,-7.2355229185e-03
0.400000,1.000000,-1.0582547001e-03,-9.3524920799e-03
0.400000,1.100000,-1.0805456759e-03,-1.0775988638e-02
0.400000,1.200000,-1.0970687105e-03,-1.1071614767e-02
0.400000,1.300000,-1.1091630095e-03,-1.0420101309e-02
0.400000,1.400000,-1.1177930544e-03,-1.1522174183e-02
0.400000,1.500000,-1.1236637732e-03,-1.6417205934e-02
0.400000,1.600000,-1.1272981592e-03,-1.8217410165e-02
0.400000,1.700000,-1.1290899884e-03,-1.5364395791e-02
0.400000,1.800000,-1.1293400199e-03,-1.9266645034e-02
0.400000,1.900000,-1.1282811697e-03,-2.1045126908e-02
0.400000,2.000000,-1.1260962428e-03,-2.3886471564e-02
0.400000,2.100000,-1.1229305863e-03,-1.8798085546e-02
0.400000,2.200000,-1.1189012323e-03,-2.2609150073e-02
0.400000,2.300000,-1.1141035821e-03,-2.2536193584e-02
0.400000,2.400000,-1.1086163511e-03,-2.1803394666e-02
0.400000,2.500000,-1.1025052647e-03,-2.1180108828e-02
0.400000,2.600000,-1.0958258489e-03,-2.3827965519e-02
0.400000,2.700000,-1.0886255579e-03,-2.2434551633e-02
0.400000,2.800000,-1.0809454097e-03,-2.3074456845e-02
0.400000,2.900000,-1.0728212548e-03,-2.5569767105e-02
0.400000,3.000000,-1.0642847663e-03,-2.3572812819e-02
0.400000,3.100000,-1.0553642203e-03,-2.7110988869e-02
0.500000,-3.200000,-1.0359785543e-03,2.2740383069e-03
0.500000,-3.100000,-1.0441778139e-03,1.2590252102e-03
0.500000,-3.000000,-1.0523623150e-03,1.2047195820e-03
0.500000,-2.900000,-1.0600912649e-03,2.1343580339e-04
0.500000,-2.800000,-1.0673268875e-03,7.4252535709e-06
0.500000,-2.700000,-1.0740264174e-03,-9.1113343676e-04
0.500000,-2.600000,-1.0801410010e-03,-1.7649440163e-03
0.500000,-2.500000,-1.0856143110e-03,-1.6918727280e-03
0.500000,-2.400000,-1.0903807902e-03,-3.5333652296e-03
0.500000,-2.300000,-1.0943634098e-03,-1.9446433934e-03
0.500000,-2.200000,-1.0974707881e-03,-2.8213131359e-03
0.500000,-2.100000,-1.0995934595e-03,-3.5645694324e-03
0.500000,-2.000000,-1.1005990052e-03,-7.1995744376e-04
0.500000,-1.900000,-1.1003256487e-03,-1.5779058118e-03
0.500000,-1.800000,-1.0985737610e-03,-2.0855386432e-03
0.500000,-1.700000,-1.0950945043e-03,-1.6588254099e-03
0.500000,-1.600000,-1.0895745257e-03,-4.4624176321e-04
0.500000,-1.500000,-1.0816151791e-03,3.4952673532e-04
0.500000,-1.400000,-1.0707041418e-03,1.2057357869e-03
0.500000,-1.300000,-1.0561764939e-03,1.5258707042e-03
0.500000,-1.200000,-1.0371613548e-03,1.3485597536e-03
0.500000,-1.100000,-1.0125092552e-03,1.4401920967e-03
0.500000,-1.000000,-9.8069537420e-04,1.4101027068e-03
0.500000,-0.900000,-9.3969693421e-04,9.5529311055e-04
0.500000,-0.800000,-8.8685581719e-04,5.6279002659e-04
0.500000,-0.700000,-8.1877604522e-04,2.3127793372e-04
0.500000,-0.600000,-7.3140804137e-04,3.0716836718e-04
0.500000,-0.500000,-6.2071101571e-04,7.7581850654e-05
0.500000,-0.400000,-4.8473215782e-04,-1.3967737589e-04
0.500000,-0.300000,-3.2832526912e-04,-5.5590735020e-04
0.500000,-0.200000,-1.7037360462e-04,-5.0566299298e-04
0.500000,-0.100000,-4.7225711045e-05,-6.9351459177e-04
0.500000,0.000000,0.0000000000e+00,-6.8653504232e-04
0.500000,0.100000,-4.7373522352e-05,-6.5800489550e-04
0.500000,0.200000,-1.7064002152e-04,-8.5327598671e-04
0.500000,0.300000,-3.2866745284e-04,-7.7782720947e-04
0.500000,0.400000,-4.8511100281e-04,-1.2245602190e-03
0.500000,0.500000,-6.2109908137e-04,-1.3662630987e-03
0.500000,0.600000,-7.3178908230e-04,-1.7797781810e-03
0.500000,0.700000,-8.1914165186e-04,-1.6222279210e-03
0.500000,0.800000,-8.8720231293e-04,-1.8372637479e-03
0.500000,0.900000,-9.4002327454e-04,-2.4330072034e-03
0.500000,1.000000,-9.8100188940e-04,-2.1908663979e-03
0.500000,1.100000,-1.0127969407e-03,-2.3915330766e-03
0.500000,1.200000,-1.0374314840e-03,-2.5154240236e-03
0.500000,1.300000,-1.0564304130e-03,-2.0274196022e-03
0.500000,1.400000,-1.0709431649e-03,-1.6667764430e-03
0.500000,1.500000,-1.0818405391e-03,-1.0345289612e-03
0.500000,1.600000,-1.0897873540e-03,1.2909065023e-04
0.500000,1.700000,-1.0952958269e-03,2.2485781644e-03
0.500000,1.800000,-1.0987645022e-03,3.2577920376e-03
0.500000,1.900000,-1.1005066382e-03,3.2546873515e-03
0.500000,2.000000,-1.1007709873e-03,1.9450587842e-03
0.500000,2.100000,-1.0997571016e-03,5.6584998807e-03
0.500000,2.200000,-1.0976266899e-03,4.3676972188e-03
0.500000,2.300000,-1.0945121105e-03,3.4737394030e-03
0.500000,2.400000,-1.0905227761e-03,5.0612256078e-03
0.500000,2.500000,-1.0857500213e-03,3.2091823401e-03
0.500000,2.600000,-1.0802708334e-03,3.0966279118e-03
0.500000,2.700000,-1.0741507332e-03,2.2572705151e-03
0.500000,2.800000,-1.0674460155e-03,1.3300855904e-03
0.500000,2.900000,-1.0602055051e-03,9.5472412895e-04
0.500000,3.000000,-1.0524719417e-03,5.0940865849e-05
0.500000,3.100000,-1.0442830791e-03,-1.5552487852e-04
0.600000,-3.200000,-1.0236306598e-03,-1.1216817797e-02
0.600000,-3.100000,-1.0308860390e-03,-9.8716219991e-03
0.600000,-3.000000,-1.0382121194e-03,-9.0448219727e-03
0.600000,-2.900000,-1.0450018190e-03,-1.1724309988e-02
0.600000,-2.800000,-1.0512070955e-03,-8.3377802471e-03
0.600000,-2.700000,-1.0567733074e-03,-9.9065409737e-03
0.600000,-2.600000,-1.0616378202e-03,-1.2971259453e-02
0.600000,-2.500000,-1.0657282689e-03,-7.6657949878e-03
0.600000,-2.400000,-1.0689603804e-03,-1.0651083097e-02
0.600000,-2.300000,-1.0712352282e-03,-1.5185988987e-02
0.600000,-2.200000,-1.0724357547e-03,-1.2802761978e-02
0.600000,-2.100000,-1.0724223389e-03,2.2794763998e-03
0.600000,-2.000000,-1.0710271180e-03,-3.8167468743e-02
0.600000,-1.900000,-1.0680466759e-03,2.3551999337e-03
0.600000,-1.800000,-1.0632325835e-03,-1.1307758783e-02
0.600000,-1.700000,-1.0562791171e-03,-1.5327143145e-02
0.600000,-1.600000,-1.0468072775e-03,-1.5348471910e-02
0.600000,-1.500000,-1.0343440040e-03,-2.2322271756e-02
0.600000,-1.400000,-1.0182952575e-03,-1.3812570875e-02
0.600000,-1.300000,-9.9791155936e-04,-6.2778712841e-03
0.600000,-1.200000,-9.7224489582e-04,-1.3265290085e-02
0.600000,-1.100000,-9.4009732148e-04,-2.0819181091e-02
0.600000,-1.000000,-8.9996559871e-04,-1.8701923095e-02
0.600000,-0.900000,-8.4999599335e-04,-1.0706262929e-02
0.600000,-0.800000,-7.8798530510e-04,-4.8847692467e-03
0.600000,-0.700000,-7.1150980319e-04,-4.1497742600e-03
0.600000,-0.600000,-6.1834829989e-04,-4.5311914768e-03
0.600000,-0.500000,-5.0748969539e-04,-5.6929483925e-03
0.600000,-0.400000,-3.8108887626e-04,-5.8608922167e-03
0.600000,-0.300000,-2.4740456016e-04,-4.9128767156e-03
0.600000,-0.200000,-1.2337025498e-04,-3.5246445508e-03
0.600000,-0.100000,-3.3223534670e-05,-1.6577491701e-03
