t,projection
0.00000000,4.9903331596e-01
0.00250000,4.9884976847e-01
0.00500000,4.9848274101e-01
0.00750000,4.9793236857e-01
0.01000000,4.9719885358e-01
0.01250000,4.9628246584e-01
0.01500000,4.9518354238e-01
0.01750000,4.9390248741e-01
0.02000000,4.9243977211e-01
0.02250000,4.9079593447e-01
0.02500000,4.8897157910e-01
0.02750000,4.8696737702e-01
0.03000000,4.8478406537e-01
0.03250000,4.8242244720e-01
0.03500000,4.7988339113e-01
0.03750000,4.7716783103e-01
0.04000000,4.7427676570e-01
0.04250000,4.7121125850e-01
0.04500000,4.6797243693e-01
0.04750000,4.6456149226e-01
0.05000000,4.6097967905e-01
0.05250000,4.5722831472e-01
0.05500000,4.5330877903e-01
0.05750000,4.4922251362e-01
0.06000000,4.4497102144e-01
0.06250000,4.4055586622e-01
0.06500000,4.3597867187e-01
0.06750000,4.3124112192e-01
0.07000000,4.2634495887e-01
0.07250000,4.2129198355e-01
0.07500000,4.1608405448e-01
0.07750000,4.1072308716e-01
0.08000000,4.0521105340e-01
0.08250000,3.9954998056e-01
0.08500000,3.9374195080e-01
0.08750000,3.8778910036e-01
0.09000000,3.8169361874e-01
0.09250000,3.7545774788e-01
0.09500000,3.6908378139e-01
0.09750000,3.6257406364e-01
0.10000000,3.5593098894e-01
0.10250000,3.4915700067e-01
0.10500000,3.4225459033e-01
0.10750000,3.3522629667e-01
0.11000000,3.2807470474e-01
0.11250000,3.2080244495e-01
0.11500000,3.1341219206e-01
0.11750000,3.0590666427e-01
0.12000000,2.9828862215e-01
0.12250000,2.9056086767e-01
0.12500000,2.8272624313e-01
0.12750000,2.7478763016e-01
0.13000000,2.6674794863e-01
0.13250000,2.5861015558e-01
0.13500000,2.5037724415e-01
0.13750000,2.4205224245e-01
0.14000000,2.3363821247e-01
0.14250000,2.2513824893e-01
0.14500000,2.1655547817e-01
0.14750000,2.0789305699e-01
0.15000000,1.9915417149e-01
0.15250000,1.9034203587e-01
0.15500000,1.8145989129e-01
0.15750000,1.7251100467e-01
0.16000000,1.6349866745e-01
0.16250000,1.5442619442e-01
0.16500000,1.4529692250e-01
0.16750000,1.3611420950e-01
0.17000000,1.2688143286e-01
0.17250000,1.1760198845e-01
0.17500000,1.0827928933e-01
0.17750000,9.8916764417e-02
0.18000000,8.9517857322e-02
0.18250000,8.0086025015e-02
0.18500000,7.0624736581e-02
0.18750000,6.1137471941e-02
0.19000000,5.1627720567e-02
0.19250000,4.2098980204e-02
0.19500000,3.2554755580e-02
