time,KE,GE,PE,H_total
0.0,0.0,0.999990363676578,9.636323422153338e-06,1.0000000000000002
0.005,0.045629170796557,0.9504858659760568,9.207327179717098e-06,0.9961242440997935
0.01,0.17350044328002237,0.8206071254648375,8.074592433783193e-06,0.9941156433372936
0.015,0.3584939431123481,0.6358302429703402,6.4410124070495765e-06,0.9943306270950955
0.02,0.5647297214302562,0.4319255653303615,4.595257704488981e-06,0.9966598820183222
0.025,0.7531055798280619,0.247456698160974,2.8559141063960724e-06,1.0005651339031423
0.03,0.8893285045287008,0.11587931863549752,1.5112515675953797e-06,1.005209334415766
0.035,0.9506681110611499,0.05897835187478154,7.669607225663214e-07,1.009647229896654
0.04,0.9300063493149913,0.0830233328062331,7.121058525730491e-07,1.0130303942270769
0.045,0.8364238936466408,0.17835437713916402,1.3093017615484683e-06,1.0147795800875663
0.05,0.6923775511348218,0.3223074926117607,2.4097674547186068e-06,1.014687453514037
0.055,0.5282828471556795,0.4846466444248407,3.788695968132198e-06,1.0129332802764883
0.06,0.37584325709795857,0.6341643969438974,5.192464229243018e-06,1.0100128465060851
0.065,0.26165123385135114,0.7449486243908569,6.387379028666693e-06,1.0066062456212366
0.07,0.20240641955463914,0.8010049502628,7.200172358553235e-06,1.0034185699897977
0.075,0.20262352141106021,0.7984004785272139,7.543022564390057e-06,1.0010315429608383
0.08,0.2550723031027401,0.744718107196328,7.419745029368438e-06,0.9997978300440975
0.085,0.34356735745738337,0.6562223444319203,6.913994429218032e-06,0.9997966158837328
0.09,0.44725166320901083,0.5535951115064534,6.163895276841755e-06,1.000852938610741
0.095,0.5452901228125846,0.4573130120817761,5.329753762169563e-06,1.0026084646481228
0.1,0.6209327257334267,0.38368400499424987,4.562068355116025e-06,1.0046212927960316
0.105,0.6641791137067352,0.3422857493639004,3.976031724729532e-06,1.0064688391023604
0.11,0.6726850664096393,0.3351421533124573,3.636531531814356e-06,1.0078308562536284
0.115,0.6509839744268742,0.3575500220119182,3.5549452835676735e-06,1.0085375513840757
0.12,0.6084495613376215,0.400124715027013,3.696447430655184e-06,1.0085779728120652
0.125,0.5566303439758908,0.45143921067950643,3.994641047638822e-06,1.008073549296445
0.13,0.5066176492734269,0.5006066291433473,4.3693962016207194e-06,1.0072286478129757
0.135,0.466988109679512,0.5392802068684703,4.74386145194551e-06,1.0062730604094343
0.14,0.44264164984386484,0.5627636883500012,5.05752124282563e-06,1.005410395715109
0.145,0.434604560057334,0.5701725390713844,5.273559017163302e-06,1.0047823726877356
0.15,0.4406473526612546,0.5638007682186285,5.380267620966725e-06,1.004453501147504
0.155,0.45642284479813444,0.5479869515326826,5.3874901043001006e-06,1.0044151838209214
0.16,0.47677938184630364,0.5278194591253871,5.319858164185956e-06,1.0046041608298548
0.165,0.4969399512552649,0.5079829738060945,5.208849108242242e-06,1.0049281339104676
0.17,0.5133341139009218,0.49195221434303676,5.085463923153434e-06,1.0052914137078817
0.17500000000000002,0.5239915426327277,0.4816185540727879,4.974788499917714e-06,1.0056150714940155
0.18,0.5285203150816379,0.4773233875972128,4.893024789805893e-06,1.0058485957036405
0.185,0.5277758488885186,0.4781919642727344,4.846943295157895e-06,1.0059726601045482
0.19,0.5233661963660123,0.4826236418857182,4.835238193187394e-06,1.0059946734899237
0.195,0.5171376180321412,0.4887974813370975,4.851020860376347e-06,1.005939950390099
0.2,0.5107515435281914,0.49508513999186926,4.8846623291142826e-06,1.0058415681823898
0.20500000000000002,0.5054153796406606,0.5003111406890665,4.926338959573637e-06,1.0057314466686866
0.21,0.5017801494931944,0.503849105421225,4.9678733663194674e-06,1.0056342227877855
0.215,0.4999789732379605,0.5055804594547743,5.003718672579919e-06,1.0055644364114074
0.22,0.49975784385682254,0.5057637898386821,5.031149183177668e-06,1.005526664844688
0.225,0.5006445455988465,0.5048681028632802,5.049860570585764e-06,1.0055176983226972
0.23,0.5021093885943098,0.5034152184362661,5.061239592633751e-06,1.0055296682701684
0.23500000000000001,0.5036870719182314,0.5018610205566499,5.067549571888024e-06,1.0055531600244532
0.24,0.5050466385572554,0.5005279350866074,5.071217514368431e-06,1.0055796448613772
0.245,0.5060115893062223,0.4995862628175135,5.074328891542946e-06,1.0056029264526274
0.25,0.5065421701020932,0.49907236440393393,5.078359797826243e-06,1.005619612865825
0.255,0.5066960122584429,0.49892774096679754,5.084118517371871e-06,1.0056288373437576
0.26,0.5065825856813951,0.4990438657842312,5.0918357224218214e-06,1.0056315433013487
0.265,0.5063230584575537,0.49930147911757633,5.101333367480202e-06,1.0056296389084975
0.27,0.5060220432380944,0.49959809509280223,5.112210853133659e-06,1.0056252505417498
0.275,0.5057529160156465,0.4998621622214436,5.124005360588373e-06,1.0056202022424507
0.28,0.5055548859819575,0.5000557305092852,5.13630407247845e-06,1.0056157527953153
0.28500000000000003,0.5054381213125481,0.5001692829191012,5.148803955939782e-06,1.0056125530356053
0.29,0.50539284602297,0.5002127428106434,5.161327053686076e-06,1.0056107501606673
0.295,0.505398979701115,0.5002060060851972,5.173805239512346e-06,1.0056101595915516
0.3,0.5054340720860676,0.5001711806954249,5.18624917250334e-06,1.005610439030665
0.305,0.5054785326086855,0.5001274918420416,5.198713549501492e-06,1.0056112231642764
0.31,0.5055181643142681,0.5000888265033666,5.211266626269915e-06,1.005612202084261
0.315,0.5055446396951255,0.5000632826470366,5.223967901300584e-06,1.0056131463100635
0.32,0.5055547954891007,0.5000538615953346,5.236854789232025e-06,1.0056138939392245
0.325,0.5055495521710214,0.5000595189336339,5.249937406006542e-06,1.0056143210420612
0.33,0.5055329953791383,0.5000760577015068,5.263200109526786e-06,1.0056143162807545
0.335,0.5055118051619729,0.500096694633461,5.276608736565924e-06,1.0056137764041706
0.34,0.5054948818170669,0.5001124599403837,5.2901229611298766e-06,1.0056126318804117
0.34500000000000003,0.5054927706411257,0.5001128278286722,5.303713306079148e-06,1.005610902183104
0.35000000000000003,0.5055163909238064,0.5000870605360228,5.317381661562868e-06,1.005608768841491
0.355,0.5055746695338954,0.5000266419093965,5.331182566290725e-06,1.0056066426258583
0.36,0.5056709864441485,0.4999288599700205,5.345240218354346e-06,1.0056051916543876
0.365,0.5057988407210469,0.49980109302766557,5.359753835495544e-06,1.005605293502548
0.37,0.5059377655976384,0.4996647403422221,5.374982586940101e-06,1.0056078809224474
0.375,0.5060511129854615,0.49955716692838453,5.3912020940632856e-06,1.00561367111594
0.38,0.5060876751803454,0.49952971967176907,5.408628584217123e-06,1.0056228034806987
0.385,0.5059889625485307,0.49964006653649473,5.427314796968006e-06,1.0056344563998223
0.39,0.5057030899677213,0.499938022909328,5.447033275348755e-06,1.0056465599103246
0.395,0.5052045482975356,0.5004457366714667,5.467175865808215e-06,1.0056557521448681
0.4,0.5045167871255578,0.5011354506140888,5.4867096320765105e-06,1.0056577244492788
0.405,0.5037319538509158,0.5019105883812756,5.504234205161979e-06,1.0056480464663966
0.41000000000000003,0.503020073274736,0.5025978596549693,5.518178734604966e-06,1.0056234511084399
0.41500000000000004,0.5026193659978087,0.5029585065962973,5.527154149645266e-06,1.0055833997482557
0.42,0.5028012198747766,0.5027248206888819,5.530437555800838e-06,1.0055315710012143
0.425,0.5038081116693193,0.5016631332773769,5.528514362610754e-06,1.0054767734610588
0.43,0.5057703647127871,0.4996568486114191,5.523550180157349e-06,1.0054327368743865
0.435,0.5086168557363522,0.4967939705085534,5.5196241237915625e-06,1.0054163458690293
0.44,0.5120034201562754,0.49343523414611734,5.522546390794002e-06,1.0054441768487836
0.445,0.5152877401884279,0.4902343848907551,5.539122666237536e-06,1.0055276642018494
0.45,0.5175778143795526,0.4880843851433594,5.575825247900396e-06,1.00566777534816
0.455,0.5178704551191828,0.48797448075402594,5.636981101134575e-06,1.0058505728543101
0.46,0.5152763595101879,0.4907632236628248,5.722767658086808e-06,1.0060453059406707
0.465,0.5093016877979863,0.4968990163130223,5.827477125252973e-06,1.006206531588134
0.47000000000000003,0.5001283757457047,0.5061467992693897,5.938615718819042e-06,1.0062811136308132
0.47500000000000003,0.4888146240245946,0.517399148155816,6.037390871338075e-06,1.0062198095712818
0.48,0.477331884681985,0.5286537291797865,6.100967420133786e-06,1.0059917148291917
0.485,0.4683721369516123,0.5372201916425333,6.106535882474938e-06,1.0055984351300282
0.49,0.46490166081816064,0.5401762422017674,6.036770646318001e-06,1.0050839397905744
0.495,0.46950041146418064,0.5350297421092391,5.885751272445753e-06,1.004536039324692
0.5,0.48359742664888056,0.5204735148104405,5.6640036550619195e-06,1.004076605462976
0.505,0.5067742372656536,0.49706036349027183,5.401131576713356e-06,1.003840001887502
0.51,0.5363393499362092,0.46759785501182893,5.144672863446373e-06,1.0039423496209017
0.515,0.5673600472387478,0.4370824953487233,4.954384082377982e-06,1.0044474969715533
0.52,0.5932648431544044,0.4120682358488741,4.892092369247652e-06,1.0053379710956476
0.525,0.6070070108836211,0.39948782646275816,5.008399494735113e-06,1.006499845745874
0.53,0.6026287838395172,0.40509464637993453,5.328631040785371e-06,1.0077287588504926
0.535,0.5769226394455496,0.43183172320750757,5.841190463775422e-06,1.0087602038435208
0.54,0.5307921026609048,0.47852275460363985,6.491622410030579e-06,1.0093213488869548
0.545,0.469906584013479,0.5392815418250032,7.18503400610727e-06,1.0091953108724885
0.55,0.4043431972202807,0.6039327313317757,7.798064461616126e-06,1.008283726616518
0.555,0.347107761097581,0.6595353301584251,8.199542606061931e-06,1.0066512907986123
0.56,0.3116924449087464,0.6928370836647625,8.276737514603665e-06,1.0045378053110237
0.5650000000000001,0.30909912026084485,0.6932222990849882,7.962222903877853e-06,1.0023293815687369
0.5700000000000001,0.34496357837028413,0.6555189199350504,7.2553791610940394e-06,1.0004897536844957
0.5750000000000001,0.4174906188822908,0.5819662711173335,6.232845790680001e-06,0.9994631228454149
0.58,0.5168135309375059,0.48275028362170025,5.043941380555039e-06,0.9995688585005867
0.585,0.6261243683773637,0.37478483131395784,3.889973596156591e-06,1.0009130896649177
0.59,0.7245307437155972,0.27880718709249935,2.989916886215887e-06,1.0033409207249828
0.595,0.7911671582339279,0.2152756481400664,2.538351372165448e-06,1.0064453447253665
0.6,0.8097310869300902,0.1999025192789608,2.663981862318179e-06,1.0096362701909132
0.605,0.77242640233506,0.239828511301009,3.3977922077686935e-06,1.0122583114282768
0.61,0.6823446274142135,0.3313835707389383,4.658587617513727e-06,1.0137328567407693
0.615,0.5536071877907669,0.4600785937873723,6.2604603061359296e-06,1.0136920420384454
0.62,0.4090748272916745,0.6029893220484733,7.942191347121097e-06,1.012072091531495
