t,projection
0.00000000,4.9902358321e-01
0.00025000,4.9897249975e-01
0.00050000,4.9881735743e-01
0.00075000,4.9855818860e-01
0.00100000,4.9819504730e-01
0.00125000,4.9772800926e-01
0.00150000,4.9715717189e-01
0.00175000,4.9648265423e-01
0.00200000,4.9570459695e-01
0.00225000,4.9482316231e-01
0.00250000,4.9383853412e-01
0.00275000,4.9275091774e-01
0.00300000,4.9156053998e-01
0.00325000,4.9026764909e-01
0.00350000,4.8887251469e-01
0.00375000,4.8737542774e-01
0.00400000,4.8577670044e-01
0.00425000,4.8407666621e-01
0.00450000,4.8227567958e-01
0.00475000,4.8037411615e-01
0.00500000,4.7837237246e-01
0.00525000,4.7627086599e-01
0.00550000,4.7407003500e-01
0.00575000,4.7177033845e-01
0.00600000,4.6937225594e-01
0.00625000,4.6687628758e-01
0.00650000,4.6428295390e-01
0.00675000,4.6159279573e-01
0.00700000,4.5880637409e-01
0.00725000,4.5592427008e-01
0.00750000,4.5294708474e-01
0.00775000,4.4987543897e-01
0.00800000,4.4670997334e-01
0.00825000,4.4345134800e-01
0.00850000,4.4010024251e-01
0.00875000,4.3665735575e-01
0.00900000,4.3312340572e-01
0.00925000,4.2949912940e-01
0.00950000,4.2578528262e-01
0.00975000,4.2198263990e-01
0.01000000,4.1809199427e-01
0.01025000,4.1411415709e-01
0.01050000,4.1004995794e-01
0.01075000,4.0590024438e-01
0.01100000,4.0166588183e-01
0.01125000,3.9734775335e-01
0.01150000,3.9294675946e-01
0.01175000,3.8846381798e-01
0.01200000,3.8389986381e-01
0.01225000,3.7925584874e-01
0.01250000,3.7453274127e-01
0.01275000,3.6973152638e-01
0.01300000,3.6485320534e-01
0.01325000,3.5989879552e-01
0.01350000,3.5486933014e-01
0.01375000,3.4976585808e-01
0.01400000,3.4458944363e-01
0.01425000,3.3934116633e-01
0.01450000,3.3402212069e-01
0.01475000,3.2863341597e-01
0.01500000,3.2317617597e-01
0.01525000,3.1765153877e-01
0.01550000,3.1206065652e-01
0.01575000,3.0640469517e-01
0.01600000,3.0068483425e-01
0.01625000,2.9490226663e-01
0.01650000,2.8905819823e-01
0.01675000,2.8315384781e-01
0.01700000,2.7719044671e-01
0.01725000,2.7116923856e-01
0.01750000,2.6509147907e-01
0.01775000,2.5895843573e-01
0.01800000,2.5277138757e-01
0.01825000,2.4653162487e-01
0.01850000,2.4024044891e-01
0.01875000,2.3389917170e-01
0.01900000,2.2750911568e-01
0.01925000,2.2107161347e-01
0.01950000,2.1458800760e-01
0.01975000,2.0805965019e-01
0.02000000,2.0148790271e-01
0.02025000,1.9487413568e-01
0.02050000,1.8821972836e-01
0.02075000,1.8152606852e-01
0.02100000,1.7479455209e-01
0.02125000,1.6802658290e-01
0.02150000,1.6122357238e-01
0.02175000,1.5438693929e-01
0.02200000,1.4751810937e-01
0.02225000,1.4061851510e-01
