step,time,signal_before,signal_after
109,5.45,0.007057995895553539,9.45598779375326e-10
110,5.5,0.007077308120750988,9.376113745617438e-10
111,5.550000000000001,0.0070945525870186,9.298624220777321e-10
112,5.6000000000000005,0.007109745646634785,9.223607254330753e-10
113,5.65,0.007122904106432072,9.15114773049266e-10
114,5.7,0.007134045218050525,9.081327428306987e-10
115,5.75,0.007143186668132892,9.014225066249563e-10
116,5.800000000000001,0.007150346568465452,8.949916345702169e-10
117,5.8500000000000005,0.007155543446068571,8.888473993279199e-10
118,5.9,0.007158796233240924,8.829967801989407e-10
119,5.95,0.007160124257561331,8.774464671216296e-10
120,6.0,0.007159547231852144,8.72202864550176e-10
121,6.050000000000001,0.0071570852441080884,8.67272095211865e-10
122,6.1000000000000005,0.007152758747394449,8.626600037418954e-10
123,6.15,0.00714658854971846,8.583721601945277e-10
124,6.2,0.007138595803877741,8.544138634294332e-10
125,6.25,0.007128801997289588,8.507901443722127e-10
126,6.300000000000001,0.00711722894180491,8.475057691481478e-10
127,6.3500000000000005,0.007103898763510555,8.445652420883475e-10
128,6.4,0.00708883389252377,8.419728086075432e-10
129,6.45,0.007072057052782477,8.397324579528792e-10
130,6.5,0.007053591251835032,8.378479258231388e-10
131,6.550000000000001,0.007033459770633105,8.363226968579339e-10
132,6.6000000000000005,0.00701168615333127,8.351600069964761e-10
133,6.65,0.0069882941970968735,8.34362845705636e-10
134,6.7,0.0069633079419337005,8.339339580770824e-10
135,6.75,0.006936751660522939,8.338758467933793e-10
136,6.800000000000001,0.006908649848084883,8.341907739630041e-10
137,6.8500000000000005,0.006879027212264794,8.348807628243323e-10
138,6.9,0.006847908663046291,8.359475993187164e-10
139,6.95,0.006815319302695609,8.373928335328704e-10
140,7.0,0.006781284415740005,8.392177810108483e-10
141,7.050000000000001,0.006745829458983574,8.414235239359868e-10
142,7.1000000000000005,0.0067089800515636785,8.440109121832617e-10
143,7.15,0.006670761965051152,8.469805642425825e-10
144,7.2,0.006631201113597402,8.503328680136293e-10
145,7.25,0.006590323544131489,8.540679814729119e-10
146,7.300000000000001,0.006548155426610206,8.581858332138046e-10
147,7.3500000000000005,0.006504723044324151,8.626861228603872e-10
148,7.4,0.006460052784262727,8.675683213559968e-10
149,7.45,0.006414171127540969,8.728316711274654e-10
150,7.5,0.006367104639891035,8.784751861260957e-10
151,7.550000000000001,0.00631887996222117,8.844976517464944e-10
152,7.6000000000000005,0.006269523801244887,8.908976246244605e-10
153,7.65,0.006219062920183076,8.976734323151893e-10
154,7.7,0.006167524129541689,9.048231728531318e-10
155,7.75,0.006114934277967622,9.123447141949112e-10
156,7.800000000000001,0.006061320243185339,9.202356935467756e-10
157,7.8500000000000005,0.006006708923016764,9.284935165781284e-10
158,7.9,0.005951127226486891,9.371153565227523e-10
159,7.95,0.0058946020650175466,9.46098153169407e-10
160,8.0,0.0058371603437116495,9.55438611743552e-10
161,8.05,0.005778828952730309,9.65133201682013e-10
162,8.1,0.005719634758765017,9.751781553024758e-10
163,8.15,0.005659604596607167,9.85569466369762e-10
164,8.200000000000001,0.005598765260817071,9.963028885609063e-10
165,8.25,0.005537143497494616,1.0073739338311219e-09
166,8.3,0.00547476599615362,1.0187778706828067e-09
167,8.35,0.005411659381701947,1.0305097223398123e-09
168,8.4,0.005347850206529358,1.0425642648292594e-09
169,8.450000000000001,0.005283364942705044,1.0549360249732532e-09
170,8.5,0.0052182299742867385,1.0676192782929163e-09
171,8.55,0.005152471589743271,1.0806080468272243e-09
172,8.6,0.005086115974492359,1.093896096869192e-09
173,8.65,0.005019189203555412,1.1074769366220274e-09
174,8.700000000000001,0.004951717234331071,1.121343813777934e-09
175,8.75,0.004883725899489147,1.1354897130223076e-09
176,8.8,0.004815240899986619,1.1499073534661397e-09
177,8.85,0.004746287798207266,1.1645891860095061e-09
178,8.9,0.004676892011226488,1.1795273906390825e-09
179,8.950000000000001,0.004607078804202836,1.1947138736626962e-09
180,9.0,0.004536873283897716,1.2101402648839864e-09
181,9.05,0.0044663003923246965,1.2257979147203153e-09
182,9.1,0.004395384900529803,1.24167789126713e-09
183,9.15,0.004324151402504169,1.2577709773120492e-09
184,9.200000000000001,0.00425262430923033,1.274067667302008e-09
185,9.25,0.004180827842863448,1.2905581642668609e-09
186,9.3,0.004108786031048693,1.3072323767029105e-09
187,9.35,0.004036522701375968,1.324079915419893e-09
188,9.4,0.003964061475973142,1.341090090355016e-09
189,9.450000000000001,0.0038914257662388935,1.3582519073577123e-09
190,9.5,0.0038186387677162426,1.3755540649488371e-09
191,9.55,0.0037457234551077994,1.3929849510581e-09
192,9.600000000000001,0.0036727025774337275,1.4105326397435929e-09
193,9.65,0.003599598653333366,1.4281848878973336e-09
194,9.700000000000001,0.003526433966511417,1.4459291319408185e-09
195,9.75,0.0034532305613295664,1.4637524845146347e-09
196,9.8,0.003380010238544349,1.481641731166253e-09
197,9.850000000000001,0.0033067945511920356,1.499583327040186e-09
198,9.9,0.0032336048006212643,1.517563393574759e-09
199,9.950000000000001,0.0031604620326740867,1.535567715209812e-09
200,10.0,0.0030873870340160556,1.5535817361097084e-09
201,10.05,0.0030144003286159213,1.5715905569060953e-09
202,10.100000000000001,0.002941522174375446,1.589578931464925e-09
203,10.15,0.002868772559909794,1.6075312636823105e-09
204,10.200000000000001,0.002796171201478884,1.625431604313849e-09
205,10.25,0.002723737540070033,1.6432636478421198e-09
206,10.3,0.00265149073863215,1.6610107293871156e-09
207,10.350000000000001,0.0025794496794616655,1.6786558216644392e-09
208,10.4,0.0025076329617403042,1.696181531996155e-09
209,10.450000000000001,0.00243605889922474,1.7135700993792495e-09
210,10.5,0.002364745518088074,1.7308033916167184e-09
211,10.55,0.0022937105549129997,1.7478629025163567e-09
212,10.600000000000001,0.0022229714548364214,1.7647297491623943e-09
213,10.65,0.002152545369845194,1.7813846692651768e-09
214,10.700000000000001,0.002082449157222556,1.7978080185941545e-09
215,10.75,0.0020126993781447106,1.8139797684995012e-09
216,10.8,0.0019433122964269086,1.8298795035277451e-09
217,10.850000000000001,0.0018743038774182556,1.8454864191368531e-09
218,10.9,0.0018056897870443551,1.8607793195162668e-09
219,10.950000000000001,0.001737485390996762,1.8757366155174477e-09
220,11.0,0.0016697057540680886,1.8903363227005462e-09
221,11.05,0.0016023656396314655,1.9045560595028646e-09
222,11.100000000000001,0.0015354795092629146,1.918373045534837e-09
223,11.15,0.001469061522505037,1.93176410000931e-09
224,11.200000000000001,0.0014031255367702668,1.944705640309957e-09
225,11.25,0.0013376851073817724,1.9571736807047108e-09
226,11.3,0.0012727534877499298,1.969143831210154e-09
227,11.350000000000001,0.0012083436296821076,1.9805912966128564e-09
228,11.4,0.0011444681838233394,1.991490875653696e-09
229,11.450000000000001,0.001081139500225267,2.0018169603812535e-09
230,11.5,0.0010183696290405606,2.011543535680409e-09
231,11.55,0.0009561703213398265,2.0206441789823257e-09
232,11.600000000000001,0.0008945530300478265,2.0290920601620415e-09
233,11.65,0.0008335289109956339,2.036859941629937e-09
234,11.700000000000001,0.0007731088240851558,2.0439201786233883e-09
235,11.75,0.000713303334562253,2.0502447197049534e-09
236,11.8,0.0006541227143944882,2.0558051074734824e-09
237,11.850000000000001,0.0005955769437493347,2.0605724794945723e-09
238,11.9,0.0005376757125684781,2.06451756945683e-09
239,11.950000000000001,0.0004804284222336459,2.0676107085604345e-09
240,12.0,0.00042384418731920457,2.069821827144524e-09
241,12.05,0.00036793183742657275,2.071120456559964e-09
242,12.100000000000001,0.00031269991909530946,2.0714757312940783e-09
243,12.15,0.000258156697785555,2.070856391353951e-09
244,12.200000000000001,0.0002043101599263249,2.069230784914932e-09
245,12.25,0.0001511680150239893,2.0665668712410006e-09
246,12.3,9.873769782510806e-05,2.0628322238836597e-09
247,12.350000000000001,4.70263705276424e-05,2.057994034166049e-09
248,12.4,-3.959074965577146e-06,2.0520191149589842e-09
249,12.450000000000001,-5.4212014757374625e-05,2.0448739047556373e-09
250,12.5,-0.00010372609063710721,2.0365244720515843e-09
251,12.55,-0.00015249520773836188,2.0269365200369537e-09
252,12.600000000000001,-0.0002005135321800184,2.0160753916074136e-09
253,12.65,-0.0002477754886972944,2.003906074700735e-09
254,12.700000000000001,-0.00029427575826943816,1.99039320796567e-09
255,12.75,-0.0003400092757507655,1.975501086769876e-09
256,12.8,-0.00038497122751174546,1.9591936695536175e-09
257,12.850000000000001,-0.0004291570490968304,1.941434584535952e-09
258,12.9,-0.0004725624229056884,1.9221871367801114e-09
259,12.950000000000001,-0.0005151832759044405,1.901414315624757e-09
260,13.0,-0.0005570157773734202,1.8790788024877793e-09
261,13.05,-0.0005980563366978657,1.85514297904928e-09
262,13.100000000000001,-0.000638301601207818,1.829568935820354e-09
263,13.15,-0.0006777484540733387,1.8023184811042535e-09
264,13.200000000000001,-0.0007163940122609679,1.7733531503564888e-09
265,13.25,-0.0007542356245571275,1.7426342159503731e-09
266,13.3,-0.0007912708696639226,1.7101226973544867e-09
267,13.350000000000001,-0.0008274975543725242,1.6757793717284845e-09
268,13.4,-0.0008629137118190028,1.6395647849436233e-09
269,13.450000000000001,-0.0008975175998271541,1.6014392630343307e-09
270,13.5,-0.0009313076993424877,1.5613629240870835e-09
271,13.55,-0.0009642827129611604,1.5192956905727967e-09
272,13.600000000000001,-0.0009964415635572114,1.4751973021288616e-09
273,13.65,-0.001027783393011007,1.4290273287969017e-09
274,13.700000000000001,-0.0010583075610413252,1.3807451847222366e-09
275,13.75,-0.001088013644143007,1.3303101423209705e-09
276,13.8,-0.0011169014346315712,1.2776813469205324e-09
277,13.850000000000001,-0.0011449709397956386,1.2228178318794126e-09
278,13.9,-0.0011722223811574347,1.1656785341917416e-09
279,13.950000000000001,-0.0011986561938410435,1.106222310582264e-09
280,14.0,-0.0012242730260474699,1.0444079540971568e-09
281,14.05,-0.0012490737386349376,9.8019421119603e-10
282,14.100000000000001,-0.0012730594048021991,9.13539799350344e-10
283,14.15,-0.001296231309871977,8.444034251533501e-10
284,14.200000000000001,-0.0013185909511709841,7.727438029465482e-10
285,14.25,-0.001340140038002296,6.985196739675212e-10
286,14.3,-0.0013608804917051621,6.216898260238792e-10
287,14.350000000000001,-0.001380814445796664,5.422131136979035e-10
288,14.4,-0.0013999442461889442,4.6004847908634286e-10
289,14.450000000000001,-0.0014182724514750509,3.751549730796636e-10
290,14.5,-0.001435801833275778,2.8749177718490397e-10
291,14.55,-0.0014525353766392196,1.9701822589612414e-10
292,14.600000000000001,-0.0014684762804841127,1.0369382961628059e-10
293,14.65,-0.0014836279580774236,7.478298134185405e-12
294,14.700000000000001,-0.0014979940375360232,-9.166843533996275e-11
295,14.75,-0.0015115783623417256,-1.9378618957716755e-10
296,14.8,-0.0015243849918584104,-2.9891451016721884e-10
297,14.850000000000001,-0.0015364182018394398,-4.0709264378833507e-10
298,14.9,-0.001547682484913096,-5.183595119061211e-10
299,14.950000000000001,-0.001558182551033332,-6.327536838992971e-10
300,15.0,-0.0015679233278827248,-7.503133496098551e-10
301,15.05,-0.001576909961214179,-8.710762913155104e-10
302,15.100000000000001,-0.00158514781511762,-9.950798551225231e-10
303,15.15,-0.001592642472197674,-1.1223609217771837e-09
304,15.200000000000001,-0.0015993997336481388,-1.2529558768944755e-09
305,15.25,-0.0016054256192089128,-1.3869005806026508e-09
306,15.3,-0.0016107263669909782,-1.5242303366026835e-09
307,15.350000000000001,-0.0016153084331550227,-1.6649798606417935e-09
308,15.4,-0.0016191784914293358,-1.8091832484004707e-09
309,15.450000000000001,-0.0016223434324527382,-1.9568739427926605e-09
310,15.5,-0.0016248103629284845,-2.108084700679014e-09
311,15.55,-0.0016265866045753396,-2.262847558993341e-09
312,15.600000000000001,-0.0016276796928623482,-2.421193800282651e-09
313,15.65,-0.0016280973755142124,-2.5831539176614022e-09
314,15.700000000000001,-0.0016278476107746528,-2.7487575791808235e-09
315,15.75,-0.0016269385654156582,-2.918033591614414e-09
316,15.8,-0.0016253786124811253,-3.0910098636609648e-09
317,15.850000000000001,-0.0016231763287540561,-3.267713368566683e-09
318,15.9,-0.0016203404919372033,-3.448170106168232e-09
319,15.950000000000001,-0.0016168800775378462,-3.632405064358735e-09
320,16.0,-0.0016128042554482273,-3.820442179979004e-09
321,16.05,-0.001608122386214082,-4.012304299136491e-09
322,16.1,-0.0016028440169846543,-4.208013136954653e-09
323,16.150000000000002,-0.0015969788771385918,-4.407589236755627e-09
324,16.2,-0.001590536873581166,-4.611051928679313e-09
325,16.25,-0.0015835280857093522,-4.818419287742134e-09
326,16.3,-0.0015759627600424226,-5.029708091338902e-09
327,16.35,-0.0015678513045168613,-5.244933776191383e-09
328,16.400000000000002,-0.0015592042824455789,-5.464110394747278e-09
329,16.45,-0.0015500324061425985,-5.687250571033444e-09
330,16.5,-0.001540346530215579,-5.914365455967285e-09
331,16.55,-0.001530157644529746,-6.145464682130292e-09
332,16.6,-0.001519476866847997,-6.3805563180077585e-09
333,16.650000000000002,-0.0015083154351531313,-6.619646821698702e-09
334,16.7,-0.0014966846996593206,-6.862740994099996e-09
335,16.75,-0.0014845961145210764,-7.10984193156866e-09
336,16.8,-0.0014720612292490672,-7.360950978066131e-09
337,16.85,-0.0014590916798432046,-7.616067676788219e-09
338,16.900000000000002,-0.0014456991796544204,-7.875189721284228e-09
339,16.95,-0.0014318955099875096,-8.138312906068488e-09
340,17.0,-0.0014176925104582916,-8.405431076727224e-09
341,17.05,-0.0014031020691191568,-8.676536079523316e-09
342,17.1,-0.0013881361123677808,-8.951617710501075e-09
343,17.150000000000002,-0.0013728065946544334,-9.230663664092624e-09
344,17.2,-0.0013571254880038412,-9.513659481226895e-09
345,17.25,-0.001341104771367999,-9.800588496941548e-09
346,17.3,-0.0013247564198266514,-1.009143178749737e-08
347,17.35,-0.0013080923936523692,-1.0386168116993787e-08
348,17.400000000000002,-0.0012911246272572377,-1.0684773883483182e-08
349,17.45,-0.0012738650180381269,-1.0987223064580556e-08
350,17.5,-0.0012563254151373446,-1.1293487162563869e-08
351,17.55,-0.0012385176081351657,-1.1603535148959009e-08
352,17.6,-0.0012204533156902808,-1.1917333408601819e-08
353,17.650000000000002,-0.0012021441741436245,-1.2234845683167942e-08
354,17.7,-0.0011836017261003065,-1.2556033014159409e-08
355,17.75,-0.0011648374090034988,-1.288085368533485e-08
356,17.8,-0.0011458625437131072,-1.320926316456803e-08
357,17.85,-0.0011266883231008935,-1.354121404511697e-08
358,17.900000000000002,-0.001107325800672406,-1.387665598628329e-08
359,17.95,-0.0010877858792246275,-1.421553565343854e-08
360,18.0,-0.0010680792995466674,-1.4557796657391217e-08
361,18.05,-0.0010482166291690981,-1.490337949306471e-08
362,18.1,-0.0010282082511656975,-1.525222147745287e-08
363,18.150000000000002,-0.0010080643530093784,-1.5604256686815882e-08
364,18.2,-0.0009877949154820061,-1.5959415893074943e-08
365,18.25,-0.0009674097016356065,-1.6317626499359573e-08
366,18.3,-0.0009469182458001703,-1.6678812474656577e-08
367,18.35,-0.0009263298426308762,-1.7042894287504292e-08
368,18.400000000000002,-0.000905653536185087,-1.740978883867015e-08
369,18.45,-0.0008848981090169365,-1.7779409392743464e-08
370,18.5,-0.0008640720712747367,-1.8151665508568834e-08
371,18.55,-0.0008431836497837923,-1.8526462968438697e-08
372,18.6,-0.0008222407770945471,-1.8903703705955987e-08
373,18.650000000000002,-0.0008012510804733006,-1.928328573247008e-08
374,18.7,-0.000780221870810046,-1.9665103061980707e-08
375,18.75,-0.0007591601314153148,-2.004904563439555e-08
376,18.8,-0.0007380725066752636,-2.043499923701773e-08
377,18.85,-0.0007169652905316524,-2.082284542412924e-08
378,18.900000000000002,-0.0006958444147508261,-2.1212461434525698e-08
379,18.95,-0.0006747154369433645,-2.1603720106846357e-08
380,19.0,-0.0006535835282937156,-2.199648979253136e-08
381,19.05,-0.0006324534609568911,-2.239063426622546e-08
382,19.1,-0.0006113295950772068,-2.278601263343404e-08
383,19.150000000000002,-0.0005902158653821065,-2.3182479235223087e-08
384,19.200000000000003,-0.000569115767302333,-2.357988354973991e-08
385,19.25,-0.00054803234256813,-2.397807009031562e-08
386,19.3,-0.0005269681642297854,-2.4376878299893998e-08
387,19.35,-0.0005059253210496802,-2.4776142441513974e-08
388,19.400000000000002,-0.00048490540121210325,-2.5175691484554813e-08
389,19.450000000000003,-0.00046390947529645755,-2.557534898643409e-08
390,19.5,-0.00044293807845911847,-2.597493296942855e-08
391,19.55,-0.00042199119176914405,-2.6374255792267238e-08
392,19.6,-0.0004010682226432837,-2.6773124016124444e-08
393,19.650000000000002,-0.0003801679843263076,-2.717133826461742e-08
394,19.700000000000003,-0.00035928867436359603,-2.7568693077390183e-08
395,19.75,-0.000338427852014204,-2.796497675684017e-08
396,19.8,-0.0003175824145542569,-2.835997120751903e-08
397,19.85,-0.00029674857242256096,-2.8753451767712323e-08
398,19.900000000000002,-0.00027592182316272856,-2.9145187032675504e-08
399,19.950000000000003,-0.0002550969241189419,-2.9534938668975193e-08
400,20.0,-0.00023426786384571116,-2.992246121935538e-08
401,20.05,-0.00021342783219563985,-3.0307501897517996e-08
402,20.1,-0.0001925691890532926,-3.0689800372176094e-08
403,20.150000000000002,-0.00017168343168777694,-3.106908853970579e-08
404,20.200000000000003,-0.00015076116070160563,-3.144509028469023e-08
405,20.25,-0.00012979204455880157,-3.181752122761508e-08
406,20.3,-0.00010876478268104628,-3.2186088458940393e-08
407,20.35,-8.766706710695495e-05,-3.255049025873857e-08
408,20.400000000000002,-6.648554271628597e-05,-3.291041580105192e-08
409,20.450000000000003,-4.520576602805733e-05,-3.3265544842086885e-08
410,20.5,-2.3812162589142892e-05,-3.361554739132464e-08
411,20.55,-2.287982977953102e-06,-3.396008336459017e-08
412,20.6,1.9384742543740836e-05,-3.429880221808377e-08
413,20.650000000000002,4.122525068891034e-05,-3.463134256234057e-08
414,20.700000000000003,6.325409306209697e-05,-3.495733175504493e-08
415,20.75,8.549318527409339e-05,-3.5276385471587914e-08
416,20.8,0.00010796585718356018,-3.558810725221742e-08
417,20.85,0.0001306969041842498,-3.589208802459171e-08
418,20.900000000000002,0.0001537126394457511,-3.618790560050923e-08
419,20.950000000000003,0.00017704094700457995,-3.647512414554942e-08
420,21.0,0.00020071133559104672,-3.675329362032241e-08
421,21.05,0.00022475499306564894,-3.7021949191988825e-08
422,21.1,0.0002492048413267939,-3.728061061467569e-08
423,21.150000000000002,0.00027409559153947465,-3.7528781577380324e-08
424,21.200000000000003,0.00029946379952213315,-3.776594901792109e-08
425,21.25,0.00032534792111637553,-3.7991582401463084e-08
426,21.3,0.0003517883673514855,-3.820513296211727e-08
427,21.35,0.0003788275592028508,-3.840603290608467e-08
428,21.400000000000002,0.00040650998173050385,-3.859369457479254e-08
429,21.450000000000003,0.0004348822373710238,-3.876750956644719e-08
430,21.5,0.0004639930981430875,-3.892684781440951e-08
431,21.55,0.0004938935565140369,-3.90710566207831e-08
432,21.6,0.00052463687466199,-3.919945964359307e-08
433,21.650000000000002,0.0005562786318553071,-3.931135583592526e-08
434,21.700000000000003,0.0005888767696586862,-3.940601833539183e-08
435,21.75,0.0006224916346628379,-3.948269330228982e-08
436,21.8,0.000657186018422651,-3.954059870482519e-08
437,21.85,0.0006930251942770389,-3.957892304978589e-08
438,21.900000000000002,0.0007300769507123225,-3.959682405706464e-08
439,21.950000000000003,0.0007684116209201134,-3.959342727645504e-08
440,22.0,0.0008081021081902622,-3.956782464517455e-08
441,22.05,0.0008492239067696074,-3.951907298460452e-08
442,22.1,0.0008918551178080473,-3.944619243478167e-08
443,22.150000000000002,0.0009360764600049406,-3.934816482522748e-08
444,22.200000000000003,0.0009819712745610786,-3.922393198076218e-08
445,22.25,0.0010296255240345345,-3.9072393961019194e-08
446,22.3,0.0010791277846926536,-3.8892407232454034e-08
447,22.35,0.0011305692319473818,-3.8682782771729415e-08
448,22.400000000000002,0.0011840436184570903,-3.8442284099456265e-08
449,22.450000000000003,0.001239647244475148,-3.8169625243378446e-08
450,22.5,0.0012974789200237646,-3.78634686302083e-08
451,22.55,0.0013576399184711764,-3.752242290545042e-08
452,22.6,0.0014202339210911362,-3.71450406806933e-08
453,22.650000000000002,0.0014853669521859832,-3.672981620800255e-08
454,22.700000000000003,0.0015531473043583833,-3.6275182981216245e-08
455,22.75,0.0016236854535222262,-3.577951126412213e-08
456,22.8,0.001697093963250211,-3.5241105545689344e-08
457,22.85,0.001773487378064437,-3.4658201922733095e-08
458,22.900000000000002,0.001852982105286906,-3.402896541061069e-08
459,22.950000000000003,0.0019356962850793076,-3.335148718278102e-08
460,23.0,0.002021749648315892,-3.262378174030771e-08
461,23.05,0.002111263361949673,-3.184378401264839e-08
462,23.1,0.0022043598615507434,-3.100934639134968e-08
463,23.150000000000002,0.0023011626707161795,-3.0118235698559e-08
464,23.200000000000003,0.002401796207073899,-2.9168130092570654e-08
465,23.25,0.0025063855746280234,-2.815661591294466e-08
466,23.3,0.0026150563422207658,-2.708118446807263e-08
467,23.35,0.002727934307915728,-2.593922876841518e-08
468,23.400000000000002,0.0028451452491397296,-2.4728040209000136e-08
469,23.450000000000003,0.002966814658454979,-2.3444805205149735e-08
470,23.5,0.0030930674648705385,-2.2086601785797775e-08
471,23.55,0.0032240277406416426,-2.0650396149164117e-08
472,23.6,0.0033598183935475254,-1.9133039185973332e-08
473,23.650000000000002,0.00350056084468299,-1.753126297583646e-08
